Date,Time,Day,Is_Holiday,Weather,Station,From_Station,To_Station,Passenger_Entries,Passenger_Exits,Passenger_Count,Occupancy_Percent,Crowd_Level,Train_Speed_kmph,Number_of_Trips,Delay_Minutes,Congestion_Level,Peak_Hour,Train_Frequency_Per_Hour,AI_Recommendation,Recommended_Frequency
2026-02-01,13:45,Sunday,1,Sunny,City Center,Airport,Tech Park,220,209,429,17.2,Low,72,2,0,Low,0,8,Normal Operation,Every 7 Minutes
2026-02-01,14:00,Sunday,1,Rainy,South Gate,Stadium,University,223,146,369,14.8,Low,41,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-01,14:15,Sunday,1,Rainy,City Center,South Gate,City Center,115,109,224,9.0,Low,61,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-01,14:30,Sunday,1,Rainy,City Center,Market,Market,167,161,328,13.1,Low,34,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-01,14:45,Sunday,1,Rainy,City Center,Market,Stadium,112,112,224,9.0,Low,63,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-01,15:00,Sunday,1,Sunny,Tech Park,Central,University,248,199,447,17.9,Low,61,5,2,Low,0,5,Normal Operation,Every 7 Minutes
2026-02-01,15:15,Sunday,1,Rainy,Airport,South Gate,Stadium,131,125,256,10.2,Low,55,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-01,15:30,Sunday,1,Rainy,Rail Hub,Tech Park,Market,233,197,430,17.2,Low,26,5,5,Low,0,5,Normal Operation,Every 7 Minutes
2026-02-01,15:45,Sunday,1,Cloudy,Stadium,Market,North Gate,239,128,367,14.7,Low,42,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-01,16:00,Sunday,1,Sunny,Rail Hub,Central,Rail Hub,193,99,292,11.7,Low,63,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-01,16:15,Sunday,1,Sunny,University,Central,Airport,101,158,259,10.4,Low,35,5,3,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-01,16:30,Sunday,1,Cloudy,Tech Park,Tech Park,Stadium,171,141,312,12.5,Low,47,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-01,16:45,Sunday,1,Rainy,Market,Tech Park,Stadium,182,142,324,13.0,Low,78,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-01,17:00,Sunday,1,Cloudy,Airport,University,Market,676,710,1386,55.4,Medium,33,4,0,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-01,17:15,Sunday,1,Cloudy,Tech Park,South Gate,Central,1033,874,1907,76.3,Medium,36,8,2,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-01,17:30,Sunday,1,Cloudy,Airport,South Gate,South Gate,924,841,1765,70.6,Medium,41,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-01,17:45,Sunday,1,Cloudy,Airport,South Gate,Central,1024,1052,2076,83.0,High,57,8,3,High,1,3,Increase Train Frequency,Every 3 Minutes
2026-02-01,18:00,Sunday,1,Sunny,North Gate,Market,North Gate,706,991,1697,67.9,Medium,31,7,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-01,18:15,Sunday,1,Cloudy,Stadium,North Gate,University,542,515,1057,42.3,Low,28,7,3,Low,1,3,Normal Operation,Every 3 Minutes
2026-02-01,18:30,Sunday,1,Sunny,Central,University,Central,1137,755,1892,75.7,Medium,60,5,2,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-01,18:45,Sunday,1,Sunny,Central,Market,North Gate,840,499,1339,53.6,Medium,69,8,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-01,19:00,Sunday,1,Sunny,Rail Hub,University,Airport,784,520,1304,52.2,Medium,65,4,2,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-01,19:15,Sunday,1,Rainy,Stadium,City Center,South Gate,1110,946,2056,82.2,High,57,8,4,High,1,3,Increase Train Frequency,Every 3 Minutes
2026-02-01,19:30,Sunday,1,Cloudy,City Center,Market,Central,1068,725,1793,71.7,Medium,44,8,3,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-01,19:45,Sunday,1,Cloudy,Tech Park,University,Stadium,543,925,1468,58.7,Medium,49,5,3,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-01,20:00,Sunday,1,Cloudy,Market,South Gate,Central,514,1036,1550,62.0,Medium,66,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-01,20:15,Sunday,1,Cloudy,Rail Hub,University,Central,1143,1011,2154,86.2,High,34,4,4,High,1,6,Increase Train Frequency,Every 3 Minutes
2026-02-01,20:30,Sunday,1,Sunny,Rail Hub,Airport,Tech Park,756,726,1482,59.3,Medium,40,4,4,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-01,20:45,Sunday,1,Rainy,Rail Hub,Rail Hub,Central,643,790,1433,57.3,Medium,42,8,5,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-01,21:00,Sunday,1,Cloudy,North Gate,Stadium,Stadium,159,99,258,10.3,Low,71,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-01,21:15,Sunday,1,Cloudy,Market,Tech Park,Airport,191,177,368,14.7,Low,69,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-01,21:30,Sunday,1,Rainy,South Gate,Central,Market,97,191,288,11.5,Low,39,3,3,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-01,21:45,Sunday,1,Rainy,City Center,Market,South Gate,235,141,376,15.0,Low,74,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-01,22:00,Sunday,1,Sunny,Rail Hub,Central,Tech Park,187,100,287,11.5,Low,57,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-01,22:15,Sunday,1,Rainy,Market,Stadium,University,176,219,395,15.8,Low,37,4,3,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-01,22:30,Sunday,1,Cloudy,South Gate,Central,University,212,113,325,13.0,Low,69,3,5,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-01,22:45,Sunday,1,Cloudy,City Center,Airport,Market,231,114,345,13.8,Low,50,2,3,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-01,23:00,Sunday,1,Sunny,Stadium,Tech Park,Rail Hub,218,188,406,16.2,Low,51,5,2,Low,0,5,Normal Operation,Every 7 Minutes
2026-02-01,23:15,Sunday,1,Cloudy,University,City Center,North Gate,239,200,439,17.6,Low,53,2,3,Low,0,8,Normal Operation,Every 7 Minutes
2026-02-01,23:30,Sunday,1,Sunny,Stadium,City Center,North Gate,116,116,232,9.3,Low,39,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-01,23:45,Sunday,1,Cloudy,Rail Hub,South Gate,Market,94,69,163,6.5,Low,50,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,00:00,Monday,0,Rainy,Stadium,Tech Park,South Gate,94,201,295,11.8,Low,67,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,00:15,Monday,0,Sunny,Stadium,North Gate,Rail Hub,187,187,374,15.0,Low,48,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,00:30,Monday,0,Rainy,Airport,North Gate,Stadium,219,198,417,16.7,Low,77,5,0,Low,0,5,Normal Operation,Every 7 Minutes
2026-02-02,00:45,Monday,0,Rainy,Airport,Stadium,Rail Hub,170,209,379,15.2,Low,50,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,01:00,Monday,0,Sunny,Market,University,Market,228,137,365,14.6,Low,40,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,01:15,Monday,0,Sunny,Market,North Gate,Market,147,200,347,13.9,Low,52,5,4,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,01:30,Monday,0,Sunny,City Center,Airport,City Center,84,182,266,10.6,Low,73,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,01:45,Monday,0,Sunny,Rail Hub,Market,Airport,87,145,232,9.3,Low,64,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,02:00,Monday,0,Sunny,Rail Hub,City Center,Central,245,198,443,17.7,Low,62,2,0,Low,0,8,Normal Operation,Every 7 Minutes
2026-02-02,02:15,Monday,0,Rainy,Stadium,Rail Hub,Central,81,162,243,9.7,Low,75,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,02:30,Monday,0,Sunny,Central,Market,City Center,196,210,406,16.2,Low,65,3,2,Low,0,7,Normal Operation,Every 7 Minutes
2026-02-02,02:45,Monday,0,Cloudy,Market,Market,University,235,119,354,14.2,Low,45,3,2,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-02,03:00,Monday,0,Rainy,South Gate,University,Stadium,235,176,411,16.4,Low,31,4,1,Low,0,6,Normal Operation,Every 7 Minutes
2026-02-02,03:15,Monday,0,Cloudy,Stadium,North Gate,North Gate,210,217,427,17.1,Low,63,5,0,Low,0,5,Normal Operation,Every 7 Minutes
2026-02-02,03:30,Monday,0,Cloudy,Tech Park,City Center,North Gate,194,63,257,10.3,Low,78,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,03:45,Monday,0,Sunny,Tech Park,Tech Park,Stadium,164,147,311,12.4,Low,73,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,04:00,Monday,0,Rainy,Central,South Gate,South Gate,171,92,263,10.5,Low,63,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-02,04:15,Monday,0,Cloudy,Central,Airport,South Gate,159,154,313,12.5,Low,36,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-02,04:30,Monday,0,Sunny,South Gate,Tech Park,Central,203,73,276,11.0,Low,44,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-02,04:45,Monday,0,Sunny,University,University,Market,217,173,390,15.6,Low,50,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,05:00,Monday,0,Rainy,Airport,Stadium,Market,89,209,298,11.9,Low,69,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,05:15,Monday,0,Sunny,City Center,University,Market,139,137,276,11.0,Low,52,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,05:30,Monday,0,Cloudy,South Gate,University,University,185,181,366,14.6,Low,79,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-02,05:45,Monday,0,Cloudy,Central,Rail Hub,Tech Park,96,170,266,10.6,Low,38,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-02,06:00,Monday,0,Cloudy,North Gate,Stadium,Tech Park,207,189,396,15.8,Low,67,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,06:15,Monday,0,Cloudy,City Center,Airport,Market,233,97,330,13.2,Low,44,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,06:30,Monday,0,Cloudy,Market,Tech Park,South Gate,133,69,202,8.1,Low,63,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,06:45,Monday,0,Rainy,City Center,Airport,University,138,118,256,10.2,Low,46,3,3,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-02,07:00,Monday,0,Rainy,Tech Park,Rail Hub,University,570,1013,1583,63.3,Medium,45,8,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-02,07:15,Monday,0,Cloudy,Central,University,Stadium,977,662,1639,65.6,Medium,44,6,4,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-02,07:30,Monday,0,Rainy,South Gate,Market,South Gate,898,630,1528,61.1,Medium,51,8,1,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-02,07:45,Monday,0,Rainy,Airport,Rail Hub,Airport,1142,948,2090,83.6,High,77,6,0,High,1,4,Increase Train Frequency,Every 3 Minutes
2026-02-02,08:00,Monday,0,Cloudy,Airport,Market,Airport,952,453,1405,56.2,Medium,34,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,08:15,Monday,0,Cloudy,Rail Hub,North Gate,South Gate,1065,523,1588,63.5,Medium,30,6,6,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-02,08:30,Monday,0,Cloudy,Stadium,Stadium,Stadium,895,509,1404,56.2,Medium,42,8,1,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-02,08:45,Monday,0,Cloudy,Central,University,South Gate,631,1055,1686,67.4,Medium,64,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,09:00,Monday,0,Rainy,North Gate,Central,Rail Hub,706,479,1185,47.4,Low,75,6,2,Low,1,4,Normal Operation,Every 3 Minutes
2026-02-02,09:15,Monday,0,Rainy,Rail Hub,North Gate,University,893,641,1534,61.4,Medium,65,4,0,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-02,09:30,Monday,0,Cloudy,Stadium,University,Airport,970,576,1546,61.8,Medium,56,7,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-02,09:45,Monday,0,Sunny,City Center,City Center,Central,820,853,1673,66.9,Medium,47,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,10:00,Monday,0,Sunny,City Center,North Gate,Stadium,636,675,1311,52.4,Medium,33,4,1,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-02,10:15,Monday,0,Cloudy,Market,Rail Hub,Central,726,881,1607,64.3,Medium,48,7,4,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-02,10:30,Monday,0,Sunny,Stadium,University,Airport,963,1079,2042,81.7,High,44,6,3,High,1,4,Increase Train Frequency,Every 3 Minutes
2026-02-02,10:45,Monday,0,Cloudy,South Gate,North Gate,Tech Park,527,1081,1608,64.3,Medium,41,5,2,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,11:00,Monday,0,Sunny,Stadium,University,Central,157,161,318,12.7,Low,36,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,11:15,Monday,0,Sunny,Market,City Center,University,178,123,301,12.0,Low,78,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,11:30,Monday,0,Sunny,Airport,Tech Park,Tech Park,225,209,434,17.4,Low,69,5,0,Low,0,5,Normal Operation,Every 7 Minutes
2026-02-02,11:45,Monday,0,Rainy,City Center,Stadium,University,243,106,349,14.0,Low,73,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,12:00,Monday,0,Cloudy,Airport,City Center,Tech Park,156,215,371,14.8,Low,29,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,12:15,Monday,0,Cloudy,Airport,South Gate,Market,133,129,262,10.5,Low,73,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,12:30,Monday,0,Cloudy,Stadium,Stadium,North Gate,116,106,222,8.9,Low,49,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,12:45,Monday,0,Sunny,Airport,Airport,Tech Park,144,152,296,11.8,Low,54,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,13:00,Monday,0,Rainy,Stadium,South Gate,Rail Hub,154,208,362,14.5,Low,36,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,13:15,Monday,0,Cloudy,Market,Airport,City Center,212,179,391,15.6,Low,43,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,13:30,Monday,0,Rainy,Central,University,University,154,63,217,8.7,Low,61,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,13:45,Monday,0,Sunny,Market,Central,Central,129,73,202,8.1,Low,62,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,14:00,Monday,0,Sunny,Market,Airport,Airport,202,122,324,13.0,Low,49,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,14:15,Monday,0,Cloudy,North Gate,Airport,Central,190,183,373,14.9,Low,39,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,14:30,Monday,0,Cloudy,Market,Market,Tech Park,99,200,299,12.0,Low,70,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,14:45,Monday,0,Cloudy,South Gate,University,Market,112,144,256,10.2,Low,33,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,15:00,Monday,0,Rainy,Central,Airport,Tech Park,116,169,285,11.4,Low,75,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-02,15:15,Monday,0,Cloudy,City Center,Central,City Center,130,63,193,7.7,Low,32,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,15:30,Monday,0,Sunny,Central,Central,Tech Park,127,188,315,12.6,Low,74,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,15:45,Monday,0,Sunny,City Center,City Center,Central,153,84,237,9.5,Low,47,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,16:00,Monday,0,Cloudy,University,Rail Hub,Rail Hub,202,69,271,10.8,Low,76,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,16:15,Monday,0,Sunny,Central,North Gate,Market,104,162,266,10.6,Low,45,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,16:30,Monday,0,Sunny,City Center,Rail Hub,City Center,114,94,208,8.3,Low,44,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,16:45,Monday,0,Sunny,City Center,Central,Airport,92,155,247,9.9,Low,38,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,17:00,Monday,0,Rainy,Rail Hub,North Gate,North Gate,547,527,1074,43.0,Low,46,8,3,Low,1,3,Normal Operation,Every 3 Minutes
2026-02-02,17:15,Monday,0,Rainy,Airport,City Center,Market,697,683,1380,55.2,Medium,51,5,2,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,17:30,Monday,0,Cloudy,Airport,South Gate,Tech Park,719,612,1331,53.2,Medium,54,6,2,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-02,17:45,Monday,0,Sunny,North Gate,South Gate,South Gate,811,640,1451,58.0,Medium,51,8,4,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-02,18:00,Monday,0,Rainy,Stadium,North Gate,South Gate,938,455,1393,55.7,Medium,54,7,3,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-02,18:15,Monday,0,Sunny,Central,Stadium,Stadium,1097,815,1912,76.5,Medium,53,5,4,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,18:30,Monday,0,Rainy,North Gate,Stadium,North Gate,783,1036,1819,72.8,Medium,69,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,18:45,Monday,0,Cloudy,University,University,Tech Park,594,792,1386,55.4,Medium,53,5,1,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,19:00,Monday,0,Cloudy,Rail Hub,North Gate,Market,567,723,1290,51.6,Medium,53,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,19:15,Monday,0,Sunny,Rail Hub,South Gate,Stadium,926,876,1802,72.1,Medium,34,6,2,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-02,19:30,Monday,0,Cloudy,North Gate,Stadium,South Gate,755,864,1619,64.8,Medium,45,5,3,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-02,19:45,Monday,0,Cloudy,University,Market,Rail Hub,825,688,1513,60.5,Medium,43,6,0,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-02,20:00,Monday,0,Rainy,University,North Gate,City Center,630,1099,1729,69.2,Medium,74,6,3,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-02,20:15,Monday,0,Cloudy,North Gate,South Gate,Airport,897,955,1852,74.1,Medium,39,8,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-02,20:30,Monday,0,Cloudy,Stadium,Market,North Gate,583,610,1193,47.7,Low,42,7,0,Low,1,3,Normal Operation,Every 3 Minutes
2026-02-02,20:45,Monday,0,Cloudy,South Gate,Tech Park,Market,717,743,1460,58.4,Medium,65,7,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-02,21:00,Monday,0,Rainy,University,Market,City Center,143,207,350,14.0,Low,73,5,3,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-02,21:15,Monday,0,Cloudy,Rail Hub,Rail Hub,Market,200,211,411,16.4,Low,68,3,1,Low,0,7,Normal Operation,Every 7 Minutes
2026-02-02,21:30,Monday,0,Rainy,Airport,University,Market,186,84,270,10.8,Low,36,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,21:45,Monday,0,Rainy,North Gate,Central,Stadium,198,82,280,11.2,Low,44,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,22:00,Monday,0,Sunny,Stadium,South Gate,Market,113,157,270,10.8,Low,33,2,3,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,22:15,Monday,0,Rainy,University,City Center,University,203,201,404,16.2,Low,64,2,1,Low,0,8,Normal Operation,Every 7 Minutes
2026-02-02,22:30,Monday,0,Rainy,South Gate,North Gate,Rail Hub,226,113,339,13.6,Low,51,4,4,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,22:45,Monday,0,Cloudy,Stadium,South Gate,City Center,181,107,288,11.5,Low,67,4,4,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,23:00,Monday,0,Rainy,Rail Hub,University,North Gate,242,102,344,13.8,Low,78,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-02,23:15,Monday,0,Sunny,Rail Hub,Rail Hub,Rail Hub,107,177,284,11.4,Low,75,3,2,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-02,23:30,Monday,0,Rainy,South Gate,Airport,City Center,82,115,197,7.9,Low,72,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-02,23:45,Monday,0,Rainy,University,Rail Hub,University,178,134,312,12.5,Low,33,5,2,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-03,00:00,Tuesday,0,Cloudy,Central,Airport,University,185,200,385,15.4,Low,32,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,00:15,Tuesday,0,Sunny,City Center,University,North Gate,169,206,375,15.0,Low,35,2,2,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,00:30,Tuesday,0,Rainy,Rail Hub,North Gate,South Gate,149,209,358,14.3,Low,41,3,3,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-03,00:45,Tuesday,0,Cloudy,North Gate,North Gate,South Gate,201,167,368,14.7,Low,71,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-03,01:00,Tuesday,0,Rainy,Airport,Central,Airport,152,71,223,8.9,Low,34,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-03,01:15,Tuesday,0,Cloudy,Stadium,South Gate,Market,233,115,348,13.9,Low,34,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,01:30,Tuesday,0,Sunny,Airport,Central,Central,182,62,244,9.8,Low,76,2,3,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,01:45,Tuesday,0,Cloudy,City Center,Airport,University,89,98,187,7.5,Low,56,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-03,02:00,Tuesday,0,Rainy,Central,North Gate,South Gate,98,218,316,12.6,Low,37,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-03,02:15,Tuesday,0,Rainy,Tech Park,Central,North Gate,157,201,358,14.3,Low,39,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-03,02:30,Tuesday,0,Cloudy,North Gate,Rail Hub,Airport,99,168,267,10.7,Low,59,2,2,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,02:45,Tuesday,0,Sunny,Market,Stadium,Airport,177,75,252,10.1,Low,49,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,03:00,Tuesday,0,Rainy,Airport,South Gate,Central,206,89,295,11.8,Low,67,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,03:15,Tuesday,0,Sunny,South Gate,Market,Airport,198,61,259,10.4,Low,62,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-03,03:30,Tuesday,0,Cloudy,Airport,City Center,Stadium,110,93,203,8.1,Low,49,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-03,03:45,Tuesday,0,Rainy,Airport,Market,Tech Park,235,114,349,14.0,Low,60,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-03,04:00,Tuesday,0,Cloudy,University,Stadium,South Gate,155,169,324,13.0,Low,32,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,04:15,Tuesday,0,Rainy,Airport,Rail Hub,South Gate,248,157,405,16.2,Low,79,2,1,Low,0,8,Normal Operation,Every 7 Minutes
2026-02-03,04:30,Tuesday,0,Sunny,North Gate,North Gate,Airport,244,98,342,13.7,Low,33,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,04:45,Tuesday,0,Cloudy,North Gate,University,City Center,164,73,237,9.5,Low,67,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-03,05:00,Tuesday,0,Cloudy,Airport,City Center,Stadium,184,200,384,15.4,Low,50,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-03,05:15,Tuesday,0,Rainy,South Gate,Tech Park,South Gate,99,60,159,6.4,Low,68,3,2,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-03,05:30,Tuesday,0,Cloudy,Airport,Market,Tech Park,199,209,408,16.3,Low,63,4,0,Low,0,6,Normal Operation,Every 7 Minutes
2026-02-03,05:45,Tuesday,0,Cloudy,University,Central,Tech Park,234,132,366,14.6,Low,33,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-03,06:00,Tuesday,0,Sunny,Rail Hub,Tech Park,Tech Park,240,147,387,15.5,Low,43,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-03,06:15,Tuesday,0,Rainy,South Gate,Airport,Stadium,117,107,224,9.0,Low,69,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-03,06:30,Tuesday,0,Sunny,University,South Gate,University,183,94,277,11.1,Low,31,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-03,06:45,Tuesday,0,Sunny,Stadium,South Gate,Airport,85,70,155,6.2,Low,48,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-03,07:00,Tuesday,0,Sunny,Central,Central,Market,887,971,1858,74.3,Medium,46,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-03,07:15,Tuesday,0,Cloudy,Airport,Market,Rail Hub,505,453,958,38.3,Low,56,7,0,Low,1,3,Normal Operation,Every 3 Minutes
2026-02-03,07:30,Tuesday,0,Sunny,South Gate,City Center,North Gate,602,947,1549,62.0,Medium,54,7,2,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-03,07:45,Tuesday,0,Rainy,Airport,North Gate,City Center,624,809,1433,57.3,Medium,36,5,2,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-03,08:00,Tuesday,0,Rainy,City Center,Stadium,Tech Park,685,629,1314,52.6,Medium,47,8,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-03,08:15,Tuesday,0,Sunny,Market,Rail Hub,South Gate,697,816,1513,60.5,Medium,66,8,1,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
