TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
136522,2024-12-23,Rajouri Garden,Punjabi Bagh,1.49,198.79,89.63,19.0,Smart Card,peak
11412,2023-04-02,Chandni Chowk,Kashmere Gate,8.34,75.12,25.26,19.0,Single,maintenance
47468,2023-08-07,Kashmere Gate,Dilshad Garden,12.02,100.72,58.86,21.0,Single,off-peak
51962,2023-02-05,Pragati Maidan,AIIMS,1.18,151.05,53.16,23.0,Return,weekend
20066,2023-04-13,Central Secretariat,Pragati Maidan,5.3,22.32,32.87,22.0,Tourist Card,peak
113018,2023-08-27,   Rajiv Chowk ,Rajiv Chowk,3.48,166.64,13.95,18.0,Tourist Card,off-peak
107964,2024-03-15, Model Town   ,Kalkaji Mandir,2.21,92.11,50.01,22.0,Return,off-peak
100470,2023-08-22,Laxmi Nagar,Dilshad Garden,3.08,16.04,68.36,19.0,Return,maintenance
135971,2024-01-07,Chandni Chowk,Old Delhi,6.11,77.91,46.99,14.0,Tourist Card,festival
94575,2024-06-09,Pragati Maidan,New Delhi,0.78,161.08,29.07,19.0,Tourist Card,festival
58718,2023-03-15, Kirti Nagar   ,Dilshad Garden,14.49,167.73,51.2,10.0,Tourist Card,weekend
119357,2023-06-20,Inderlok,Hauz Khas,1.11,139.98,8.75,16.0,Tourist Card,festival
43965,2024-12-06,Rajouri Garden,Shivaji Park,3.62,24.93,68.74,25.0,Return,peak
74447,2024-07-26,Rajouri Garden,Barakhamba Road,2.17,19.1,65.19,23.0,Single,Unknown
20821,2024-10-09,Barakhamba Road,Central Secretariat,8.15,91.96,52.96,18.0,Smart Card,off-peak
111909,2023-08-24,Central Secretariat,Janakpuri West,1.01,16.91,5.01,16.0,Tourist Card,Unknown
29459,2024-01-15,Kirti Nagar,AIIMS,3.22,58.12,25.22,20.0,Tourist Card,off-peak
74640,2024-03-02,Noida City Centre,AIIMS,0.99,189.41,108.87,33.0,Return,maintenance
16480,2023-08-18,New Delhi,Punjabi Bagh,2.46,130.68,25.33,21.0,Return,maintenance
95604,2022-10-11,Laxmi Nagar,Inderlok,1.82,64.73,44.83,19.0,Return,off-peak
81616,2024-12-07,Punjabi Bagh,Rajouri Garden,5.02,111.83,51.13,19.0,Single,Unknown
87597,2024-08-31,New Delhi,Mandi House,0.95,160.94,33.65,24.0,Return,peak
43817,2023-08-03,Kirti Nagar,Rajouri Garden,3.49,77.34,61.07,15.0,Tourist Card,maintenance
87742,2024-10-09,Noida City Centre,Kalkaji Mandir,4.3,139.92,54.67,20.0,Return,off-peak
133791,2022-02-01, netaji subhash place ,Janakpuri West,0.63,99.39,84.99,21.0,Tourist Card,peak
54201,2023-03-30, rajiv chowk   ,Shivaji Park,4.34,35.24,41.6,25.0,Smart Card,Unknown
57322,2023-06-04,  KASHMERE GATE  ,Chandni Chowk,1.2,135.36,19.76,18.0,Smart Card,maintenance
62950,2022-04-19,   Model Town ,Mandi House,4.38,179.57,96.46,20.0,Tourist Card,maintenance
8134,2023-02-14,Inderlok,Punjabi Bagh,7.28,186.97,58.04,23.0,Return,peak
82656,2024-10-30,Rajiv Chowk,Netaji Subhash Place,2.02,167.09,45.71,17.0,Return,weekend
23705,2024-10-11,Kashmere Gate,Old Delhi,0.72,69.98,61.7,13.0,Tourist Card,festival
79191,2024-07-01,Pragati Maidan,Noida City Centre,1.44,33.06,102.31,19.0,Return,festival
97598,2024-08-14,Rajouri Garden,Laxmi Nagar,3.99,171.37,49.29,27.0,Single,off-peak
86404,2024-05-08,Janakpuri West,Model Town,11.81,20.13,45.68,27.0,Tourist Card,peak
51068,2024-02-12,Laxmi Nagar,Barakhamba Road,1.75,125.49,109.63,21.0,Smart Card,peak
22353,2024-09-07,Jasola Vihar,Netaji Subhash Place,2.57,158.14,117.65,17.0,Return,off-peak
82995,2022-02-18,   Janakpuri West  ,Noida City Centre,10.5,68.51,97.95,14.0,Smart Card,peak
117652,2023-05-08,   Rajiv Chowk   ,New Delhi,1.61,20.36,44.09,19.0,Tourist Card,festival
9205,2024-10-18,Mandi House,Laxmi Nagar,17.47,137.14,88.37,16.0,Tourist Card,off-peak
115822,2023-09-17,Central Secretariat,Mandi House,2.5,64.23,18.88,18.0,Smart Card,weekend
14295,2024-05-04,   Dilshad Garden ,Kashmere Gate,1.69,107.03,76.39,15.0,Tourist Card,festival
132775,2024-01-30,Mandi House,Model Town,11.79,126.43,9.91,20.0,Tourist Card,peak
146382,2022-04-26,Chandni Chowk,Central Secretariat,6.44,104.72,37.22,18.0,Smart Card,off-peak
45796,2023-10-27,Hauz Khas,Dilshad Garden,2.56,32.34,65.4,18.0,Single,weekend
137697,2024-04-22,Chandni Chowk,Janakpuri West,2.9,172.49,75.17,24.0,Tourist Card,off-peak
49944,2024-07-22,Pragati Maidan,Model Town,5.88,167.27,50.58,22.0,Tourist Card,Unknown
17232,2023-11-01,   Model Town   ,Shivaji Park,13.6,41.18,74.14,22.0,Smart Card,off-peak
86986,2024-07-19,New Delhi,Noida City Centre,3.77,112.71,46.69,11.0,Smart Card,Unknown
51979,2022-10-27,   Rajouri Garden  ,Kashmere Gate,11.56,62.87,12.82,14.0,Return,festival
101973,2022-04-07, CHANDNI CHOWK   ,Old Delhi,8.61,133.69,82.76,19.0,Tourist Card,off-peak
137493,2024-06-28,Rajiv Chowk,Chandni Chowk,5.08,29.06,84.09,10.0,Tourist Card,off-peak
24390,2024-11-02,Netaji Subhash Place,Rajiv Chowk,3.57,99.41,51.57,14.0,Single,festival
92658,2022-10-08,Pragati Maidan,Central Secretariat,5.96,99.05,75.02,22.0,Single,peak
108526,2022-05-05,Mandi House,Old Delhi,6.26,158.9,16.93,17.0,Single,Unknown
53902,2024-05-17,Hauz Khas,Dilshad Garden,3.9,33.07,92.35,18.0,Single,maintenance
82083,2023-06-18,Old Delhi,AIIMS,4.73,27.44,68.78,21.0,Smart Card,weekend
120594,2022-05-10,Kashmere Gate,Shivaji Park,7.3,65.79,16.94,24.0,Return,weekend
142044,2022-09-16,   Chandni Chowk  ,Barakhamba Road,8.74,42.85,32.96,20.0,Tourist Card,weekend
65412,2023-10-16,Kashmere Gate,Kalkaji Mandir,1.5,75.76,88.44,20.0,Tourist Card,peak
131577,2024-09-04,Noida City Centre,Punjabi Bagh,8.36,111.84,98.27,27.0,Single,Unknown
63183,2022-01-12,Model Town,Laxmi Nagar,4.95,107.44,28.89,18.0,Return,off-peak
123542,2022-06-17, Mandi House   ,Barakhamba Road,0.73,133.0,116.78,15.0,Return,peak
125563,2023-01-17,Chandni Chowk,Old Delhi,2.35,34.74,60.02,22.0,Return,festival
112686,2022-02-10,   OLD DELHI   ,Pragati Maidan,7.17,122.19,38.68,21.0,Tourist Card,off-peak
87927,2024-07-13,   Central Secretariat   ,Jasola Vihar,0.99,51.23,86.48,22.0,Return,off-peak
106682,2024-06-30,   Jasola Vihar  ,Laxmi Nagar,5.22,188.95,99.96,23.0,Smart Card,Unknown
18385,2023-02-19,   Shivaji Park  ,Pragati Maidan,1.03,171.89,30.37,22.0,Tourist Card,Unknown
145739,2022-07-16,Shivaji Park,Punjabi Bagh,2.23,166.96,114.45,21.0,Tourist Card,festival
51852,2022-06-25,Rajiv Chowk,Dilshad Garden,4.83,126.23,20.29,13.0,Single,off-peak
24030,2024-11-19,Chandni Chowk,Hauz Khas,6.34,132.68,80.05,35.0,Smart Card,off-peak
62554,2024-08-03,Rajiv Chowk,Chandni Chowk,6.43,11.55,57.44,16.0,Return,festival
61286,2023-11-24,Kashmere Gate,Rajiv Chowk,0.74,189.75,45.93,20.0,Tourist Card,Unknown
64757,2023-08-09,Janakpuri West,Hauz Khas,3.27,175.54,102.19,20.0,Smart Card,maintenance
120428,2023-09-06,Shivaji Park,Rajouri Garden,5.28,109.38,43.26,13.0,Smart Card,weekend
47991,2023-12-01,Rajiv Chowk,Barakhamba Road,0.7,23.25,75.71,17.0,Smart Card,maintenance
29639,2022-11-11,Janakpuri West,Noida City Centre,3.2,79.77,73.88,22.0,Smart Card,festival
95199,2024-06-04,Kashmere Gate,New Delhi,1.26,149.2,115.1,22.0,Return,peak
83153,2024-09-09, Rajiv Chowk ,Inderlok,3.21,196.5,22.55,19.0,Tourist Card,maintenance
46597,2022-06-29,Punjabi Bagh,Laxmi Nagar,4.18,19.86,33.88,20.0,Tourist Card,off-peak
111787,2022-04-18,Rajiv Chowk,Chandni Chowk,4.43,73.17,21.44,15.0,Smart Card,weekend
96668,2022-06-08,Central Secretariat,Inderlok,7.33,179.76,37.31,20.0,Single,peak
105089,2024-12-26,Mandi House,Inderlok,1.32,25.48,32.22,17.0,Return,Unknown
123373,2023-10-19,Inderlok,Noida City Centre,1.77,34.86,57.35,12.0,Tourist Card,maintenance
135912,2024-03-06,   RAJOURI GARDEN  ,Kashmere Gate,4.25,30.45,107.25,17.0,Smart Card,maintenance
96022,2024-07-20,Old Delhi,AIIMS,21.29,106.76,25.54,22.0,Return,maintenance
120378,2022-06-13,  NETAJI SUBHASH PLACE   ,Kashmere Gate,6.49,40.07,42.25,18.0,Smart Card,weekend
25703,2024-05-28,Model Town,Inderlok,8.26,105.41,32.26,22.0,Tourist Card,Unknown
73277,2022-10-29,  Kalkaji Mandir  ,Hauz Khas,6.81,45.26,47.24,21.0,Tourist Card,festival
76177,2023-08-22,   Dilshad Garden   ,Punjabi Bagh,8.23,86.24,117.05,30.0,Tourist Card,Unknown
57278,2022-06-09,Kirti Nagar,Central Secretariat,2.15,120.56,113.6,27.0,Smart Card,maintenance
50627,2022-10-02, Rajouri Garden   ,Dilshad Garden,2.76,50.86,98.77,17.0,Return,peak
142389,2022-05-05,  AIIMS   ,Kashmere Gate,5.23,18.2,33.72,19.0,Tourist Card,festival
27011,2022-07-22,Rajouri Garden,Hauz Khas,8.5,178.04,69.27,16.0,Single,weekend
41940,2023-09-03,Central Secretariat,Kashmere Gate,4.59,77.36,101.54,30.0,Single,Unknown
103910,2022-11-05,Pragati Maidan,Central Secretariat,3.29,87.98,105.92,23.0,Tourist Card,festival
89512,2022-07-30,Kirti Nagar,Dilshad Garden,7.05,97.79,90.23,23.0,Single,festival
145245,2023-01-02, KALKAJI MANDIR ,Kashmere Gate,7.77,112.95,108.62,15.0,Tourist Card,weekend
3257,2024-01-28,  Model Town ,Kalkaji Mandir,0.99,49.67,43.52,16.0,Smart Card,weekend
116956,2024-04-16,  Rajouri Garden ,Barakhamba Road,10.23,146.89,40.79,10.0,Smart Card,off-peak
119936,2024-02-09,Barakhamba Road,New Delhi,11.29,73.96,92.4,20.0,Smart Card,peak
168,2022-07-24,Mandi House,Old Delhi,1.44,30.28,115.04,20.0,Smart Card,peak
39835,2023-07-05,Punjabi Bagh,Dilshad Garden,3.08,123.38,23.45,23.0,Single,maintenance
48651,2023-04-22, Shivaji Park ,New Delhi,2.7,142.3,77.05,17.0,Return,festival
76658,2024-07-20,Mandi House,Netaji Subhash Place,1.11,198.99,74.24,16.0,Smart Card,peak
146218,2023-06-14,Barakhamba Road,Old Delhi,3.97,140.03,104.65,25.0,Tourist Card,festival
105338,2024-01-23,Rajouri Garden,Janakpuri West,9.41,57.46,11.11,16.0,Smart Card,maintenance
124260,2022-06-21,Rajiv Chowk,Rajouri Garden,0.95,73.22,47.54,20.0,Smart Card,festival
75806,2024-09-15, Noida City Centre  ,Central Secretariat,3.0,40.24,51.9,21.0,Tourist Card,maintenance
114723,2022-05-01,  Central Secretariat  ,Mandi House,3.89,41.41,44.81,25.0,Single,festival
51359,2022-09-30,   Mandi House ,Central Secretariat,9.69,18.74,71.91,21.0,Single,peak
88171,2023-09-18,Old Delhi,Chandni Chowk,4.7,170.21,32.2,20.0,Smart Card,weekend
112977,2023-06-17,Inderlok,AIIMS,9.44,57.95,101.85,23.0,Smart Card,weekend
124140,2024-02-05,  KIRTI NAGAR ,Inderlok,4.81,46.93,16.44,19.0,Single,off-peak
1351,2024-08-07, Jasola Vihar ,Central Secretariat,0.9,123.52,94.02,19.0,Return,off-peak
20618,2024-12-07,Netaji Subhash Place,Inderlok,1.05,63.17,36.11,18.0,Return,off-peak
144255,2024-11-11,Central Secretariat,AIIMS,7.61,96.72,43.73,17.0,Return,Unknown
67981,2022-01-14,AIIMS,Janakpuri West,4.58,179.07,69.5,19.0,Single,festival
77722,2022-05-24,   rajouri garden ,Model Town,2.74,19.68,114.85,13.0,Return,peak
58595,2024-01-28,Janakpuri West,Hauz Khas,4.87,32.68,113.43,19.0,Return,Unknown
118422,2023-08-15,Chandni Chowk,Model Town,3.12,35.59,33.72,16.0,Tourist Card,Unknown
79481,2024-05-25,Mandi House,Dilshad Garden,2.1,139.67,79.56,21.0,Single,maintenance
134821,2022-05-08,Janakpuri West,Inderlok,12.46,111.3,80.53,13.0,Single,peak
117990,2022-09-16, Central Secretariat   ,Chandni Chowk,1.13,74.76,50.21,20.0,Tourist Card,peak
108953,2024-05-12,  Punjabi Bagh  ,Hauz Khas,9.31,48.11,19.26,18.0,Smart Card,Unknown
119092,2022-03-01,Netaji Subhash Place,Hauz Khas,15.03,67.87,104.39,24.0,Return,peak
5139,2024-01-19,  MANDI HOUSE ,Janakpuri West,2.25,108.06,24.54,26.0,Smart Card,Unknown
30799,2023-05-03,  Rajiv Chowk  ,Kirti Nagar,0.51,150.04,18.77,21.0,Return,off-peak
106557,2023-08-27,Model Town,Old Delhi,8.84,55.93,104.1,18.0,Smart Card,festival
142318,2023-12-28,Laxmi Nagar,Chandni Chowk,3.29,24.01,52.91,15.0,Tourist Card,weekend
147067,2024-03-28,   laxmi nagar  ,Kashmere Gate,8.44,22.75,22.83,19.0,Return,weekend
21242,2023-03-04,Rajiv Chowk,Old Delhi,12.0,188.54,17.46,17.0,Tourist Card,festival
84809,2023-02-28,Rajouri Garden,Kashmere Gate,2.02,43.14,68.18,17.0,Tourist Card,maintenance
63047,2024-05-10,   Rajiv Chowk   ,Model Town,0.75,24.05,36.57,19.0,Tourist Card,weekend
138808,2023-07-19,Old Delhi,Hauz Khas,17.44,56.26,15.35,18.0,Single,weekend
132014,2022-05-06,  Janakpuri West   ,Rajouri Garden,3.48,40.89,91.43,25.0,Tourist Card,off-peak
27321,2023-06-19,Barakhamba Road,Central Secretariat,2.02,97.61,40.66,17.0,Return,weekend
126450,2023-01-12,Netaji Subhash Place,Inderlok,4.86,109.95,9.98,17.0,Smart Card,festival
21755,2023-02-07,New Delhi,Chandni Chowk,1.23,162.56,61.41,15.0,Single,festival
6540,2023-10-27,Dilshad Garden,Model Town,9.24,151.32,110.42,20.0,Return,peak
81986,2024-02-15,Kashmere Gate,AIIMS,3.91,171.67,70.53,21.0,Single,off-peak
42735,2023-06-20,  Noida City Centre ,AIIMS,11.0,108.7,53.51,25.0,Return,off-peak
109229,2023-07-24,Inderlok,Netaji Subhash Place,20.07,25.38,64.21,23.0,Return,Unknown
65586,2023-03-07,AIIMS,Model Town,12.75,76.32,115.28,18.0,Tourist Card,weekend
66816,2023-06-18,  Old Delhi ,Kalkaji Mandir,3.91,111.96,118.0,23.0,Tourist Card,off-peak
29611,2023-07-25,   kirti nagar   ,Jasola Vihar,8.6,145.21,28.97,17.0,Smart Card,festival
81076,2024-02-21,   Kirti Nagar  ,Mandi House,10.77,126.06,38.88,22.0,Smart Card,maintenance
71653,2024-11-21,Rajiv Chowk,Kirti Nagar,1.1,93.68,68.53,23.0,Single,weekend
4097,2022-01-15, Model Town   ,Jasola Vihar,2.36,196.3,79.62,19.0,Smart Card,weekend
88025,2024-05-05,   Pragati Maidan ,Chandni Chowk,3.43,186.12,87.48,24.0,Smart Card,maintenance
3603,2022-07-22,Pragati Maidan,Laxmi Nagar,14.67,158.96,50.21,23.0,Single,weekend
30715,2023-08-01,Mandi House,Noida City Centre,17.0,95.67,5.35,20.0,Smart Card,maintenance
134755,2023-01-27,Noida City Centre,Model Town,6.44,37.4,56.55,22.0,Smart Card,maintenance
112282,2024-03-04,Laxmi Nagar,Mandi House,2.62,146.53,98.89,19.0,Smart Card,off-peak
12965,2022-03-08,Rajiv Chowk,Netaji Subhash Place,1.73,29.39,21.89,20.0,Tourist Card,festival
46995,2024-09-27,Inderlok,Laxmi Nagar,2.23,78.66,101.27,15.0,Tourist Card,peak
125074,2022-03-17, dilshad garden   ,Rajiv Chowk,1.05,68.83,23.24,21.0,Single,weekend
2711,2024-04-26,   Pragati Maidan   ,Dilshad Garden,4.04,85.21,64.19,20.0,Smart Card,maintenance
8078,2023-10-03,Jasola Vihar,Hauz Khas,4.54,62.29,59.11,20.0,Single,maintenance
3220,2024-03-12,   Rajiv Chowk ,Rajouri Garden,4.56,168.07,89.51,32.0,Return,Unknown
111453,2022-09-28,Inderlok,Hauz Khas,2.76,191.88,71.14,19.0,Return,off-peak
97041,2024-12-07,Noida City Centre,Rajouri Garden,6.09,28.98,43.29,17.0,Tourist Card,Unknown
65570,2023-08-22,   janakpuri west ,AIIMS,3.1,85.85,82.52,30.0,Return,maintenance
86014,2023-09-03,Barakhamba Road,Hauz Khas,1.32,87.09,63.88,8.0,Single,weekend
94829,2024-01-19,Kirti Nagar,Old Delhi,5.45,21.98,86.53,22.0,Smart Card,off-peak
83641,2022-02-25,AIIMS,Punjabi Bagh,0.6,28.65,62.82,17.0,Return,off-peak
2014,2022-06-02,New Delhi,Kirti Nagar,9.84,76.88,45.22,16.0,Return,festival
137825,2022-10-16, inderlok   ,Hauz Khas,0.97,41.07,65.61,16.0,Single,maintenance
69056,2023-02-25,Shivaji Park,Netaji Subhash Place,1.16,26.65,94.34,13.0,Tourist Card,Unknown
114782,2023-06-16,  Kalkaji Mandir ,Pragati Maidan,1.18,131.87,109.2,21.0,Single,weekend
51079,2022-03-23,  Netaji Subhash Place ,Noida City Centre,4.42,152.37,19.57,12.0,Smart Card,maintenance
116923,2022-09-05,Hauz Khas,Rajouri Garden,2.22,57.76,59.94,11.0,Tourist Card,off-peak
61398,2022-11-15,Laxmi Nagar,Pragati Maidan,9.1,60.37,27.38,25.0,Return,maintenance
69121,2023-05-14,Old Delhi,Model Town,7.15,173.65,113.27,19.0,Single,maintenance
71845,2023-06-17,Barakhamba Road,Inderlok,0.68,72.9,61.88,17.0,Return,off-peak
112736,2022-11-27,Old Delhi,Kalkaji Mandir,8.34,13.53,58.2,18.0,Return,maintenance
39131,2022-09-09,  Model Town  ,Janakpuri West,5.67,32.97,103.21,23.0,Single,off-peak
131188,2022-01-28,Hauz Khas,New Delhi,2.79,11.07,112.01,20.0,Single,festival
63407,2023-06-17,Netaji Subhash Place,Chandni Chowk,2.56,48.6,103.51,17.0,Tourist Card,peak
12793,2024-05-16,   AIIMS  ,Rajouri Garden,9.25,97.39,107.93,20.0,Tourist Card,off-peak
115623,2022-07-01,Dilshad Garden,Punjabi Bagh,2.35,35.55,64.51,19.0,Smart Card,Unknown
58550,2024-02-01,   NOIDA CITY CENTRE  ,Kashmere Gate,4.71,57.68,119.68,22.0,Single,peak
13896,2024-02-02,   Janakpuri West  ,Pragati Maidan,1.51,38.13,24.53,17.0,Single,off-peak
45252,2024-08-19,Laxmi Nagar,Pragati Maidan,4.98,16.6,97.66,18.0,Single,Unknown
35630,2024-07-06,Kirti Nagar,Kashmere Gate,5.96,160.63,54.63,22.0,Single,festival
70552,2024-03-17,New Delhi,Hauz Khas,2.59,90.78,33.19,18.0,Tourist Card,off-peak
61242,2023-07-19,Central Secretariat,Jasola Vihar,5.58,57.17,113.21,16.0,Single,festival
113111,2023-01-13,Kalkaji Mandir,Chandni Chowk,7.79,64.2,46.72,15.0,Single,peak
103724,2022-02-08,Punjabi Bagh,Kashmere Gate,3.24,43.14,12.0,15.0,Return,festival
82984,2024-02-15,   inderlok  ,Chandni Chowk,3.96,98.07,73.05,15.0,Smart Card,Unknown
85993,2023-08-04,Hauz Khas,Barakhamba Road,3.52,18.55,85.16,20.0,Return,festival
140677,2022-01-28,Shivaji Park,Mandi House,9.4,182.64,74.2,21.0,Tourist Card,off-peak
19195,2024-01-19,   Rajiv Chowk ,Laxmi Nagar,2.86,44.23,64.81,20.0,Return,Unknown
83474,2024-04-14,   Punjabi Bagh   ,Dilshad Garden,0.95,147.01,63.51,21.0,Return,weekend
51700,2024-11-11,Shivaji Park,AIIMS,2.85,53.44,73.32,18.0,Tourist Card,peak
89265,2022-07-20,Old Delhi,Mandi House,9.61,116.78,61.11,30.0,Return,weekend
75625,2023-04-11,Shivaji Park,Model Town,2.38,76.86,91.34,20.0,Return,weekend
130817,2022-11-11,Punjabi Bagh,Pragati Maidan,11.96,83.06,58.2,29.0,Single,maintenance
96242,2023-11-03,Jasola Vihar,Janakpuri West,0.55,67.77,17.25,23.0,Smart Card,off-peak
27563,2023-11-07,Janakpuri West,Kalkaji Mandir,2.41,130.63,107.41,17.0,Single,weekend
33137,2023-03-20, CHANDNI CHOWK ,Kirti Nagar,16.41,172.63,105.6,26.0,Smart Card,festival
39538,2023-11-25,Jasola Vihar,Laxmi Nagar,3.03,19.91,38.89,21.0,Tourist Card,peak
148657,2024-04-10, Chandni Chowk ,Kalkaji Mandir,5.17,85.09,25.13,19.0,Return,Unknown
80882,2022-09-05,AIIMS,Mandi House,1.36,164.79,62.79,24.0,Smart Card,weekend
103122,2024-01-01,Model Town,Pragati Maidan,9.58,171.63,68.32,19.0,Single,peak
24931,2023-09-02,Hauz Khas,Chandni Chowk,1.07,172.12,38.85,18.0,Return,peak
10176,2022-03-12,   Rajouri Garden  ,Central Secretariat,4.93,133.34,103.0,18.0,Tourist Card,festival
22457,2022-10-29,Kirti Nagar,Old Delhi,5.05,82.62,29.95,15.0,Tourist Card,Unknown
100130,2024-08-23,Punjabi Bagh,Barakhamba Road,0.69,183.61,7.89,19.0,Tourist Card,peak
99402,2023-06-04,Shivaji Park,Netaji Subhash Place,6.38,180.65,60.56,10.0,Tourist Card,maintenance
114936,2024-11-01,Kirti Nagar,Hauz Khas,10.16,40.42,61.94,11.0,Single,weekend
11928,2022-01-24,Inderlok,Rajouri Garden,2.45,136.63,61.62,17.0,Smart Card,off-peak
139686,2022-10-25, Janakpuri West   ,Kirti Nagar,5.0,188.34,112.33,15.0,Smart Card,peak
73776,2022-04-09,Hauz Khas,Pragati Maidan,2.37,181.91,58.44,19.0,Tourist Card,peak
85488,2024-01-31,   Central Secretariat   ,Shivaji Park,3.5,123.23,27.99,17.0,Tourist Card,maintenance
67652,2022-03-22,Barakhamba Road,Noida City Centre,7.93,78.05,73.52,12.0,Return,maintenance
102171,2024-02-10,  Central Secretariat  ,Mandi House,1.47,196.24,97.75,19.0,Smart Card,Unknown
49976,2023-08-07,Noida City Centre,Jasola Vihar,12.94,77.69,58.16,19.0,Smart Card,off-peak
77334,2022-03-23,Rajouri Garden,Dilshad Garden,5.97,138.86,93.86,15.0,Return,Unknown
121925,2022-03-17,  Mandi House   ,Jasola Vihar,0.6,170.19,55.73,20.0,Return,peak
47077,2023-01-08,Laxmi Nagar,Pragati Maidan,2.77,153.32,18.27,16.0,Return,weekend
114830,2023-09-18,Netaji Subhash Place,Inderlok,1.84,21.98,47.13,18.0,Single,maintenance
6169,2022-03-03, Punjabi Bagh  ,Rajiv Chowk,8.17,97.07,90.71,27.0,Tourist Card,peak
28681,2023-08-13,Kirti Nagar,Rajiv Chowk,6.11,42.86,101.96,20.0,Smart Card,maintenance
40710,2024-05-07,New Delhi,Laxmi Nagar,0.96,10.14,70.53,17.0,Smart Card,Unknown
45419,2023-04-03,  OLD DELHI  ,Janakpuri West,9.25,102.91,47.24,20.0,Single,weekend
136455,2024-11-04,Barakhamba Road,Netaji Subhash Place,0.76,31.12,16.57,7.0,Smart Card,weekend
145837,2022-05-20,New Delhi,Inderlok,6.87,86.16,29.52,20.0,Smart Card,Unknown
26679,2024-05-06,Dilshad Garden,New Delhi,12.43,92.96,32.09,13.0,Smart Card,peak
92357,2023-10-08,Chandni Chowk,Barakhamba Road,6.32,131.34,88.17,26.0,Single,festival
94319,2023-10-29,AIIMS,Kirti Nagar,0.58,140.83,96.94,15.0,Single,peak
131988,2024-11-01, hauz khas  ,Old Delhi,0.6,45.0,22.02,20.0,Smart Card,weekend
102059,2023-02-04,Barakhamba Road,Kashmere Gate,4.34,134.23,14.43,21.0,Tourist Card,Unknown
138628,2023-03-03,  Barakhamba Road   ,AIIMS,3.23,12.18,118.93,17.0,Tourist Card,peak
112411,2023-04-11,Hauz Khas,Kirti Nagar,0.79,153.1,73.19,18.0,Return,Unknown
5675,2024-11-14,  New Delhi   ,Kirti Nagar,4.92,182.84,67.08,11.0,Tourist Card,Unknown
113675,2024-03-23,Noida City Centre,Old Delhi,6.0,48.04,117.18,22.0,Return,off-peak
149141,2022-09-18,   old delhi ,Rajiv Chowk,1.53,130.43,81.99,27.0,Return,peak
136164,2024-05-27,AIIMS,Model Town,10.2,158.21,99.26,18.0,Return,peak
45004,2024-07-09,Kirti Nagar,AIIMS,1.71,143.08,34.3,20.0,Smart Card,weekend
44323,2024-02-28,Inderlok,Old Delhi,8.29,90.9,23.46,16.0,Single,off-peak
111193,2023-05-21, Central Secretariat  ,Pragati Maidan,2.97,184.56,98.53,30.0,Return,maintenance
20853,2022-02-14,Kirti Nagar,AIIMS,2.82,158.93,32.24,20.0,Return,off-peak
125360,2024-01-22,   Kirti Nagar   ,New Delhi,15.63,25.25,85.57,19.0,Tourist Card,off-peak
96147,2023-12-24,Model Town,Punjabi Bagh,3.09,66.77,32.64,28.0,Return,festival
2238,2022-07-22, NOIDA CITY CENTRE   ,Kalkaji Mandir,2.02,167.65,110.02,20.0,Smart Card,maintenance
76586,2024-01-02,Hauz Khas,Model Town,9.17,190.44,34.98,28.0,Tourist Card,Unknown
83293,2023-05-09,Punjabi Bagh,Rajiv Chowk,16.59,10.75,68.34,20.0,Single,maintenance
119086,2024-09-12,Netaji Subhash Place,Jasola Vihar,14.34,140.59,14.44,22.0,Single,festival
120783,2024-08-12,   Rajouri Garden  ,Kalkaji Mandir,15.16,155.42,17.54,16.0,Smart Card,Unknown
11017,2024-01-05,  KALKAJI MANDIR   ,Shivaji Park,6.56,158.67,67.25,11.0,Return,peak
111749,2024-09-07,  Pragati Maidan ,Chandni Chowk,0.57,34.83,115.09,21.0,Return,maintenance
108288,2022-04-16,Central Secretariat,Kashmere Gate,1.88,199.92,30.63,27.0,Smart Card,weekend
140200,2022-04-07,Inderlok,Kalkaji Mandir,24.32,116.77,81.75,22.0,Single,peak
136672,2024-11-30,Pragati Maidan,Shivaji Park,3.04,89.64,5.23,21.0,Tourist Card,maintenance
81618,2024-11-17,  HAUZ KHAS   ,Kalkaji Mandir,5.45,29.77,34.46,26.0,Smart Card,festival
9582,2023-08-23,  NOIDA CITY CENTRE   ,Kashmere Gate,8.5,147.59,68.38,18.0,Single,festival
83452,2024-10-27, JANAKPURI WEST ,Noida City Centre,1.93,36.99,83.36,19.0,Return,maintenance
149651,2024-10-28,Punjabi Bagh,Jasola Vihar,5.95,179.9,21.22,8.0,Smart Card,off-peak
43614,2022-01-01,  Punjabi Bagh   ,Old Delhi,1.32,29.42,102.93,19.0,Single,peak
81397,2023-05-06,Barakhamba Road,New Delhi,1.8,33.03,66.48,28.0,Single,Unknown
73930,2022-10-31,Kashmere Gate,Kalkaji Mandir,12.41,61.97,18.48,12.0,Tourist Card,peak
40830,2022-07-18,Kashmere Gate,Mandi House,6.78,183.67,75.87,21.0,Tourist Card,festival
123348,2024-03-02,Punjabi Bagh,Kalkaji Mandir,3.32,187.26,68.59,28.0,Single,peak
118683,2024-02-22,Laxmi Nagar,Jasola Vihar,5.56,146.97,11.36,26.0,Tourist Card,Unknown
24688,2024-07-20,Inderlok,Netaji Subhash Place,34.55,173.2,34.01,9.0,Tourist Card,peak
