id,entry_station,entry_time,entry_gate,exit_station,exit_time,exit_gate,travel_duration_mins
PID-E5CAE9B6,Mandi House,2026-07-19 10:59:00,Gate 2,Dwarka Sector 21,2026-07-19 11:26:00,Gate 4,27
PID-FB4B6E96,Mandi House,2026-07-19 11:02:00,Gate 4,Yamuna Bank,2026-07-19 11:49:00,Gate 4,47
PID-91D892EA,Dwarka Sector 21,2026-07-19 11:02:00,Gate 2,INA,2026-07-19 11:34:00,Gate 3,32
PID-658989B9,Hauz Khas,2026-07-19 11:03:00,Gate 4,Rajiv Chowk,2026-07-19 12:06:00,Gate 5,63
PID-205B016B,Dwarka Sector 21,2026-07-19 11:03:00,Gate 4,Mandi House,2026-07-19 11:54:00,Gate 1,51
PID-701AB59B,Rajiv Chowk,2026-07-19 11:04:00,Gate 3,Hauz Khas,2026-07-19 11:26:00,Gate 4,22
PID-4F70896A,Kashmere Gate,2026-07-19 11:08:00,Gate 3,Mandi House,2026-07-19 12:10:00,Gate 3,62
PID-46B7CC3D,Kashmere Gate,2026-07-19 11:09:00,Gate 2,Mandi House,2026-07-19 12:18:00,Gate 3,69
PID-28AFDD3F,Yamuna Bank,2026-07-19 11:10:00,Gate 2,Mandi House,2026-07-19 11:50:00,Gate 2,40
PID-65AF1033,Kashmere Gate,2026-07-19 11:10:00,Gate 1,Mandi House,2026-07-19 12:40:00,Gate 5,90
PID-558FF68B,Hauz Khas,2026-07-19 11:11:00,Gate 1,Kashmere Gate,2026-07-19 11:27:00,Gate 2,16
PID-9180EAC3,INA,2026-07-19 11:12:00,Gate 5,Botanical Garden,2026-07-19 11:57:00,Gate 5,45
PID-FED9B28A,Mandi House,2026-07-19 11:12:00,Gate 3,Yamuna Bank,2026-07-19 11:45:00,Gate 5,33
PID-9D017D5E,Kashmere Gate,2026-07-19 11:13:00,Gate 2,Mandi House,2026-07-19 12:26:00,Gate 1,73
PID-7F94B336,INA,2026-07-19 11:14:00,Gate 5,Hauz Khas,2026-07-19 11:43:00,Gate 4,29
PID-D5518AEC,Hauz Khas,2026-07-19 11:15:00,Gate 4,Yamuna Bank,2026-07-19 12:00:00,Gate 5,45
PID-8B2F98D2,Yamuna Bank,2026-07-19 11:17:00,Gate 5,INA,2026-07-19 12:25:00,Gate 2,68
PID-62ACC6B1,Yamuna Bank,2026-07-19 11:18:00,Gate 3,Botanical Garden,2026-07-19 12:15:00,Gate 4,57
PID-B6C8D5E6,Hauz Khas,2026-07-19 11:18:00,Gate 3,Botanical Garden,2026-07-19 11:37:00,Gate 5,19
PID-67C8CE69,Kashmere Gate,2026-07-19 11:18:00,Gate 4,INA,2026-07-19 11:52:00,Gate 4,34
PID-163FF88C,Kashmere Gate,2026-07-19 11:19:00,Gate 3,Botanical Garden,2026-07-19 11:35:00,Gate 4,16
PID-6551A196,INA,2026-07-19 11:19:00,Gate 4,Dwarka Sector 21,2026-07-19 12:19:00,Gate 3,60
PID-58E0FE44,Rajiv Chowk,2026-07-19 11:20:00,Gate 5,Mandi House,2026-07-19 11:48:00,Gate 1,28
PID-4C9ADBC9,Dwarka Sector 21,2026-07-19 11:21:00,Gate 3,Hauz Khas,2026-07-19 12:25:00,Gate 1,64
PID-43D22B17,Rajiv Chowk,2026-07-19 11:21:00,Gate 5,Dwarka Sector 21,2026-07-19 11:37:00,Gate 3,16
PID-B92F51BA,Yamuna Bank,2026-07-19 11:22:00,Gate 1,Botanical Garden,2026-07-19 11:57:00,Gate 5,35
PID-E5CF8506,Rajiv Chowk,2026-07-19 11:23:00,Gate 2,Mandi House,2026-07-19 12:28:00,Gate 2,65
PID-E7F04DBE,Mandi House,2026-07-19 11:24:00,Gate 5,INA,2026-07-19 12:35:00,Gate 4,71
PID-55D15821,INA,2026-07-19 11:24:00,Gate 2,Botanical Garden,2026-07-19 11:59:00,Gate 4,35
PID-8858EC4D,Kashmere Gate,2026-07-19 11:24:00,Gate 4,INA,2026-07-19 12:37:00,Gate 3,73
PID-A2902345,Dwarka Sector 21,2026-07-19 11:25:00,Gate 1,Kashmere Gate,2026-07-19 12:22:00,Gate 1,57
PID-B1E1A419,Botanical Garden,2026-07-19 11:26:00,Gate 2,Yamuna Bank,2026-07-19 12:33:00,Gate 5,67
PID-6D06D9CF,Hauz Khas,2026-07-19 11:26:00,Gate 5,INA,2026-07-19 12:49:00,Gate 2,83
PID-524B1AB2,Kashmere Gate,2026-07-19 11:27:00,Gate 1,Rajiv Chowk,2026-07-19 12:09:00,Gate 5,42
PID-005282BD,Mandi House,2026-07-19 11:27:00,Gate 1,Rajiv Chowk,2026-07-19 12:29:00,Gate 5,62
PID-845D41EB,Dwarka Sector 21,2026-07-19 11:27:00,Gate 1,Kashmere Gate,2026-07-19 11:44:00,Gate 4,17
PID-B0AF85C2,INA,2026-07-19 11:28:00,Gate 2,Yamuna Bank,2026-07-19 12:18:00,Gate 5,50
PID-EEA15BB5,Dwarka Sector 21,2026-07-19 11:29:00,Gate 4,Botanical Garden,2026-07-19 11:47:00,Gate 2,18
PID-E5615F04,Dwarka Sector 21,2026-07-19 11:29:00,Gate 2,Mandi House,2026-07-19 12:55:00,Gate 4,86
PID-F5404666,Dwarka Sector 21,2026-07-19 11:29:00,Gate 3,Hauz Khas,2026-07-19 12:16:00,Gate 4,47
PID-DF816F25,Botanical Garden,2026-07-19 11:29:00,Gate 2,Mandi House,2026-07-19 11:52:00,Gate 2,23
PID-A206B381,Dwarka Sector 21,2026-07-19 11:29:00,Gate 1,Hauz Khas,2026-07-19 12:54:00,Gate 2,85
PID-066126AB,Rajiv Chowk,2026-07-19 11:29:00,Gate 5,Botanical Garden,2026-07-19 11:41:00,Gate 5,12
PID-AF822050,Yamuna Bank,2026-07-19 11:30:00,Gate 2,Dwarka Sector 21,2026-07-19 12:10:00,Gate 2,40
PID-0746546F,Mandi House,2026-07-19 11:31:00,Gate 2,Yamuna Bank,2026-07-19 11:55:00,Gate 5,24
PID-B5A30D3C,Botanical Garden,2026-07-19 11:32:00,Gate 1,Yamuna Bank,2026-07-19 11:42:00,Gate 1,10
PID-DBEF4F09,Rajiv Chowk,2026-07-19 11:32:00,Gate 1,INA,2026-07-19 12:17:00,Gate 5,45
PID-6085DFF4,INA,2026-07-19 11:33:00,Gate 3,Rajiv Chowk,2026-07-19 11:48:00,Gate 1,15
PID-C150E342,Botanical Garden,2026-07-19 11:35:00,Gate 2,Dwarka Sector 21,2026-07-19 12:35:00,Gate 3,60
PID-2E9B4EEA,Rajiv Chowk,2026-07-19 11:35:00,Gate 5,Botanical Garden,2026-07-19 12:35:00,Gate 4,60
PID-D03138E8,Kashmere Gate,2026-07-19 11:37:00,Gate 1,Botanical Garden,2026-07-19 12:29:00,Gate 2,52
PID-05DC14CC,Rajiv Chowk,2026-07-19 11:37:00,Gate 2,Hauz Khas,2026-07-19 12:23:00,Gate 5,46
PID-6FFB5DD3,Dwarka Sector 21,2026-07-19 11:38:00,Gate 4,Hauz Khas,2026-07-19 11:56:00,Gate 3,18
PID-4CC2BDC6,Kashmere Gate,2026-07-19 11:39:00,Gate 1,Botanical Garden,2026-07-19 11:51:00,Gate 2,12
PID-E6CB2AEA,Dwarka Sector 21,2026-07-19 11:39:00,Gate 2,Botanical Garden,2026-07-19 12:07:00,Gate 4,28
PID-F2703FC2,Kashmere Gate,2026-07-19 11:40:00,Gate 3,Rajiv Chowk,2026-07-19 12:40:00,Gate 3,60
PID-C0FF750F,Dwarka Sector 21,2026-07-19 11:40:00,Gate 2,Kashmere Gate,2026-07-19 12:36:00,Gate 1,56
PID-7BACB1E9,Mandi House,2026-07-19 11:41:00,Gate 3,Rajiv Chowk,2026-07-19 12:24:00,Gate 3,43
PID-1B14D673,Mandi House,2026-07-19 11:41:00,Gate 4,INA,2026-07-19 11:52:00,Gate 3,11
PID-156E6A56,Mandi House,2026-07-19 11:41:00,Gate 3,Rajiv Chowk,2026-07-19 12:33:00,Gate 2,52
PID-9C378626,Botanical Garden,2026-07-19 11:41:00,Gate 2,Kashmere Gate,2026-07-19 12:28:00,Gate 1,47
PID-D1A8B242,INA,2026-07-19 11:42:00,Gate 5,Botanical Garden,2026-07-19 12:19:00,Gate 4,37
PID-EA0D7B6A,INA,2026-07-19 11:42:00,Gate 1,Dwarka Sector 21,2026-07-19 11:54:00,Gate 3,12
PID-0B10BAAC,Dwarka Sector 21,2026-07-19 11:43:00,Gate 5,Kashmere Gate,2026-07-19 12:26:00,Gate 5,43
PID-91606A8C,Hauz Khas,2026-07-19 11:44:00,Gate 3,Mandi House,2026-07-19 13:12:00,Gate 3,88
PID-D2197DC0,Botanical Garden,2026-07-19 11:44:00,Gate 4,Dwarka Sector 21,2026-07-19 12:03:00,Gate 5,19
PID-70C9648B,Botanical Garden,2026-07-19 11:45:00,Gate 2,Kashmere Gate,2026-07-19 12:36:00,Gate 4,51
PID-6D297E5E,Dwarka Sector 21,2026-07-19 11:46:00,Gate 3,Rajiv Chowk,2026-07-19 12:32:00,Gate 2,46
PID-E58A4D0B,Kashmere Gate,2026-07-19 11:46:00,Gate 3,Rajiv Chowk,2026-07-19 12:35:00,Gate 3,49
PID-684C9A1C,Rajiv Chowk,2026-07-19 11:46:00,Gate 2,Yamuna Bank,2026-07-19 12:23:00,Gate 2,37
PID-FDD891AF,Hauz Khas,2026-07-19 11:47:00,Gate 3,Kashmere Gate,2026-07-19 12:30:00,Gate 1,43
PID-F7E490CB,Rajiv Chowk,2026-07-19 11:48:00,Gate 2,INA,2026-07-19 13:18:00,Gate 4,90
PID-9F8D7363,Kashmere Gate,2026-07-19 11:48:00,Gate 5,Yamuna Bank,2026-07-19 12:08:00,Gate 1,20
PID-C347D341,INA,2026-07-19 11:49:00,Gate 4,Dwarka Sector 21,2026-07-19 12:31:00,Gate 2,42
PID-8C9C8B84,Hauz Khas,2026-07-19 11:49:00,Gate 5,Kashmere Gate,2026-07-19 13:05:00,Gate 1,76
PID-4D39B9BE,Botanical Garden,2026-07-19 11:51:00,Gate 5,Yamuna Bank,2026-07-19 12:59:00,Gate 1,68
PID-D32E5701,Kashmere Gate,2026-07-19 11:51:00,Gate 2,Mandi House,2026-07-19 12:29:00,Gate 4,38
PID-4CE46F75,INA,2026-07-19 11:51:00,Gate 5,Hauz Khas,2026-07-19 13:00:00,Gate 5,69
PID-E850FEB0,Kashmere Gate,2026-07-19 11:52:00,Gate 1,Hauz Khas,2026-07-19 12:45:00,Gate 2,53
PID-CB745D5D,INA,2026-07-19 11:52:00,Gate 1,Dwarka Sector 21,2026-07-19 12:37:00,Gate 3,45
PID-0F910840,Kashmere Gate,2026-07-19 11:52:00,Gate 2,INA,2026-07-19 12:34:00,Gate 5,42
PID-E0D2918A,Dwarka Sector 21,2026-07-19 11:52:00,Gate 4,Yamuna Bank,2026-07-19 12:35:00,Gate 1,43
PID-B942755F,Yamuna Bank,2026-07-19 11:52:00,Gate 4,Kashmere Gate,2026-07-19 12:49:00,Gate 2,57
PID-17327CDE,Mandi House,2026-07-19 11:52:00,Gate 3,Rajiv Chowk,2026-07-19 12:07:00,Gate 3,15
PID-134EDD5C,INA,2026-07-19 11:53:00,Gate 3,Dwarka Sector 21,2026-07-19 12:03:00,Gate 5,10
PID-4C5C2B62,Kashmere Gate,2026-07-19 11:54:00,Gate 5,Rajiv Chowk,2026-07-19 12:55:00,Gate 4,61
PID-C399ADA5,Dwarka Sector 21,2026-07-19 11:54:00,Gate 1,Rajiv Chowk,2026-07-19 12:41:00,Gate 4,47
PID-1E65212B,Mandi House,2026-07-19 11:54:00,Gate 3,Dwarka Sector 21,2026-07-19 12:23:00,Gate 2,29
PID-ED0D268E,Yamuna Bank,2026-07-19 11:54:00,Gate 5,Mandi House,2026-07-19 12:10:00,Gate 1,16
PID-DBB648E1,Yamuna Bank,2026-07-19 11:54:00,Gate 2,INA,2026-07-19 12:18:00,Gate 2,24
PID-8DD0A96B,INA,2026-07-19 11:56:00,Gate 3,Hauz Khas,2026-07-19 13:23:00,Gate 5,87
PID-1B3C1E4D,INA,2026-07-19 11:56:00,Gate 3,Mandi House,2026-07-19 12:44:00,Gate 3,48
PID-98D69787,Hauz Khas,2026-07-19 11:57:00,Gate 5,Rajiv Chowk,2026-07-19 12:22:00,Gate 3,25
PID-A3CF625C,Yamuna Bank,2026-07-19 11:58:00,Gate 2,Mandi House,2026-07-19 12:16:00,Gate 2,18
PID-5180D24C,Kashmere Gate,2026-07-19 11:58:00,Gate 2,INA,2026-07-19 13:27:00,Gate 2,89
PID-FF5BC9A2,INA,2026-07-19 11:58:00,Gate 2,Dwarka Sector 21,2026-07-19 12:50:00,Gate 4,52
PID-80839766,INA,2026-07-19 11:58:00,Gate 1,Yamuna Bank,2026-07-19 12:33:00,Gate 2,35
PID-B38B467D,INA,2026-07-19 11:59:00,Gate 4,Botanical Garden,2026-07-19 12:39:00,Gate 2,40
PID-62B655F2,Botanical Garden,2026-07-19 12:00:00,Gate 4,Kashmere Gate,2026-07-19 12:37:00,Gate 3,37
PID-BBD4442C,Botanical Garden,2026-07-19 12:02:00,Gate 5,Dwarka Sector 21,2026-07-19 12:14:00,Gate 4,12
PID-7BB7623E,Hauz Khas,2026-07-19 12:03:00,Gate 5,Kashmere Gate,2026-07-19 12:56:00,Gate 5,53
PID-5A401260,Dwarka Sector 21,2026-07-19 12:03:00,Gate 2,Hauz Khas,2026-07-19 12:23:00,Gate 1,20
PID-9856F1D8,Rajiv Chowk,2026-07-19 12:03:00,Gate 5,Mandi House,2026-07-19 12:37:00,Gate 1,34
PID-CDDD7991,Mandi House,2026-07-19 12:03:00,Gate 4,Yamuna Bank,2026-07-19 12:33:00,Gate 1,30
PID-A0A7746F,Hauz Khas,2026-07-19 12:03:00,Gate 4,Mandi House,2026-07-19 13:05:00,Gate 3,62
PID-CCC001A4,Hauz Khas,2026-07-19 12:03:00,Gate 1,Yamuna Bank,2026-07-19 13:25:00,Gate 5,82
PID-81804E69,Yamuna Bank,2026-07-19 12:03:00,Gate 2,Hauz Khas,2026-07-19 12:17:00,Gate 5,14
PID-FE142CD2,Rajiv Chowk,2026-07-19 12:04:00,Gate 1,Hauz Khas,2026-07-19 13:30:00,Gate 2,86
PID-78F00D5C,INA,2026-07-19 12:04:00,Gate 4,Kashmere Gate,2026-07-19 13:10:00,Gate 5,66
PID-E6B9E3A0,Botanical Garden,2026-07-19 12:04:00,Gate 4,Hauz Khas,2026-07-19 13:16:00,Gate 2,72
PID-E712A440,INA,2026-07-19 12:05:00,Gate 1,Hauz Khas,2026-07-19 12:48:00,Gate 5,43
PID-33315E0F,Hauz Khas,2026-07-19 12:05:00,Gate 2,Yamuna Bank,2026-07-19 13:28:00,Gate 1,83
PID-67EAEB20,Rajiv Chowk,2026-07-19 12:06:00,Gate 2,INA,2026-07-19 12:45:00,Gate 1,39
PID-F5A93C62,Yamuna Bank,2026-07-19 12:07:00,Gate 3,Botanical Garden,2026-07-19 13:12:00,Gate 1,65
PID-FF3D46AB,Kashmere Gate,2026-07-19 12:07:00,Gate 2,Botanical Garden,2026-07-19 13:34:00,Gate 1,87
PID-2C75BB27,Dwarka Sector 21,2026-07-19 12:09:00,Gate 2,Botanical Garden,2026-07-19 12:37:00,Gate 5,28
PID-C0F533F1,Rajiv Chowk,2026-07-19 12:11:00,Gate 1,Botanical Garden,2026-07-19 13:34:00,Gate 2,83
PID-B2589E48,Yamuna Bank,2026-07-19 12:11:00,Gate 4,INA,2026-07-19 13:32:00,Gate 5,81
PID-71BC573C,INA,2026-07-19 12:12:00,Gate 2,Rajiv Chowk,2026-07-19 12:59:00,Gate 3,47
PID-658BACFC,Dwarka Sector 21,2026-07-19 12:12:00,Gate 2,INA,2026-07-19 13:11:00,Gate 5,59
PID-5F4C2F3D,Hauz Khas,2026-07-19 12:13:00,Gate 5,Rajiv Chowk,2026-07-19 13:33:00,Gate 1,80
PID-DD492D3E,Botanical Garden,2026-07-19 12:13:00,Gate 3,Dwarka Sector 21,2026-07-19 13:43:00,Gate 4,90
PID-60798741,Yamuna Bank,2026-07-19 12:14:00,Gate 4,Mandi House,2026-07-19 13:39:00,Gate 1,85
PID-AA831B83,Kashmere Gate,2026-07-19 12:15:00,Gate 4,Mandi House,2026-07-19 12:39:00,Gate 4,24
PID-3729695B,Dwarka Sector 21,2026-07-19 12:15:00,Gate 3,Mandi House,2026-07-19 13:12:00,Gate 1,57
PID-DCFCCC1E,Mandi House,2026-07-19 12:15:00,Gate 2,Dwarka Sector 21,2026-07-19 13:41:00,Gate 5,86
PID-E42C3421,Hauz Khas,2026-07-19 12:15:00,Gate 1,Mandi House,2026-07-19 12:45:00,Gate 4,30
PID-FC55BE22,Rajiv Chowk,2026-07-19 12:16:00,Gate 1,INA,2026-07-19 13:00:00,Gate 2,44
PID-E15D9B45,Kashmere Gate,2026-07-19 12:19:00,Gate 5,Mandi House,2026-07-19 13:03:00,Gate 4,44
PID-FC4FD14E,Mandi House,2026-07-19 12:19:00,Gate 1,Dwarka Sector 21,2026-07-19 12:34:00,Gate 3,15
PID-0843C6D8,Kashmere Gate,2026-07-19 12:22:00,Gate 5,Hauz Khas,2026-07-19 13:35:00,Gate 2,73
PID-A55AEAD2,INA,2026-07-19 12:23:00,Gate 3,Kashmere Gate,2026-07-19 13:51:00,Gate 5,88
PID-9A421343,Botanical Garden,2026-07-19 12:23:00,Gate 4,INA,2026-07-19 13:21:00,Gate 1,58
PID-6C416A19,INA,2026-07-19 12:24:00,Gate 2,Yamuna Bank,2026-07-19 13:17:00,Gate 1,53
PID-BCFC025E,Yamuna Bank,2026-07-19 12:26:00,Gate 4,Kashmere Gate,2026-07-19 13:31:00,Gate 3,65
PID-0D783BD6,Kashmere Gate,2026-07-19 12:27:00,Gate 2,Yamuna Bank,2026-07-19 13:55:00,Gate 5,88
PID-8FE029AE,Mandi House,2026-07-19 12:27:00,Gate 3,Hauz Khas,2026-07-19 13:32:00,Gate 1,65
PID-64B23D5F,Yamuna Bank,2026-07-19 12:29:00,Gate 1,Kashmere Gate,2026-07-19 12:56:00,Gate 2,27
PID-32A95F50,Yamuna Bank,2026-07-19 12:31:00,Gate 2,Botanical Garden,2026-07-19 13:25:00,Gate 3,54
PID-93BDEE6B,Yamuna Bank,2026-07-19 12:31:00,Gate 4,Botanical Garden,2026-07-19 12:52:00,Gate 4,21
PID-BE1194F2,Rajiv Chowk,2026-07-19 12:31:00,Gate 1,Mandi House,2026-07-19 13:38:00,Gate 5,67
PID-A599FFEB,Mandi House,2026-07-19 12:32:00,Gate 1,Yamuna Bank,2026-07-19 14:02:00,Gate 1,90
PID-507E7112,Yamuna Bank,2026-07-19 12:33:00,Gate 3,Botanical Garden,2026-07-19 13:04:00,Gate 5,31
PID-2A5EF5F3,Botanical Garden,2026-07-19 12:33:00,Gate 5,Kashmere Gate,2026-07-19 12:51:00,Gate 2,18
PID-F86CDE61,Botanical Garden,2026-07-19 12:33:00,Gate 4,INA,2026-07-19 13:05:00,Gate 2,32
PID-8A504BB2,Mandi House,2026-07-19 12:34:00,Gate 1,Yamuna Bank,2026-07-19 12:44:00,Gate 2,10
PID-F0B95F7C,INA,2026-07-19 12:36:00,Gate 5,Kashmere Gate,2026-07-19 14:00:00,Gate 3,84
PID-1BED9C8B,Yamuna Bank,2026-07-19 12:36:00,Gate 5,Dwarka Sector 21,2026-07-19 12:56:00,Gate 3,20
PID-CD2D3569,Kashmere Gate,2026-07-19 12:37:00,Gate 1,Botanical Garden,2026-07-19 13:35:00,Gate 2,58
PID-0D0DA2BE,Yamuna Bank,2026-07-19 12:38:00,Gate 2,Botanical Garden,2026-07-19 13:23:00,Gate 4,45
PID-FD5C4AF0,Hauz Khas,2026-07-19 12:38:00,Gate 1,Rajiv Chowk,2026-07-19 13:25:00,Gate 4,47
PID-D39CB62E,Mandi House,2026-07-19 12:39:00,Gate 2,Hauz Khas,2026-07-19 14:08:00,Gate 2,89
PID-A7B94691,Yamuna Bank,2026-07-19 12:40:00,Gate 1,Dwarka Sector 21,2026-07-19 12:55:00,Gate 4,15
PID-23C5027B,INA,2026-07-19 12:40:00,Gate 2,Rajiv Chowk,2026-07-19 13:51:00,Gate 2,71
PID-9754D8A7,Rajiv Chowk,2026-07-19 12:40:00,Gate 3,Dwarka Sector 21,2026-07-19 13:06:00,Gate 4,26
PID-E6786605,Yamuna Bank,2026-07-19 12:40:00,Gate 3,Botanical Garden,2026-07-19 12:57:00,Gate 4,17
PID-E0891B99,Dwarka Sector 21,2026-07-19 12:40:00,Gate 5,Rajiv Chowk,2026-07-19 13:57:00,Gate 4,77
PID-EE024803,Rajiv Chowk,2026-07-19 12:41:00,Gate 3,Hauz Khas,2026-07-19 12:53:00,Gate 1,12
PID-A490E987,INA,2026-07-19 12:41:00,Gate 2,Botanical Garden,2026-07-19 13:33:00,Gate 3,52
PID-D4478E2D,Hauz Khas,2026-07-19 12:42:00,Gate 2,Dwarka Sector 21,2026-07-19 13:01:00,Gate 1,19
PID-7A067BBA,Mandi House,2026-07-19 12:42:00,Gate 4,Hauz Khas,2026-07-19 12:53:00,Gate 4,11
PID-E31FB762,Kashmere Gate,2026-07-19 12:44:00,Gate 2,Hauz Khas,2026-07-19 13:34:00,Gate 2,50
PID-5F68CB1F,Botanical Garden,2026-07-19 12:45:00,Gate 3,Mandi House,2026-07-19 13:35:00,Gate 4,50
PID-EC2B1CEC,Rajiv Chowk,2026-07-19 12:45:00,Gate 1,Yamuna Bank,2026-07-19 13:35:00,Gate 5,50
PID-36A4EBF7,Kashmere Gate,2026-07-19 12:45:00,Gate 5,Botanical Garden,2026-07-19 13:25:00,Gate 4,40
PID-117636EA,Dwarka Sector 21,2026-07-19 12:46:00,Gate 5,Kashmere Gate,2026-07-19 13:32:00,Gate 5,46
PID-AF39FE2F,Kashmere Gate,2026-07-19 12:46:00,Gate 2,Mandi House,2026-07-19 13:54:00,Gate 5,68
PID-1732A4A3,Botanical Garden,2026-07-19 12:46:00,Gate 2,INA,2026-07-19 14:15:00,Gate 2,89
PID-60F95507,Mandi House,2026-07-19 12:49:00,Gate 2,Dwarka Sector 21,2026-07-19 13:39:00,Gate 4,50
PID-ED43DC3F,Botanical Garden,2026-07-19 12:51:00,Gate 2,Rajiv Chowk,2026-07-19 14:09:00,Gate 4,78
PID-A86CB416,INA,2026-07-19 12:51:00,Gate 1,Botanical Garden,2026-07-19 13:03:00,Gate 5,12
PID-456D1644,INA,2026-07-19 12:52:00,Gate 2,Dwarka Sector 21,2026-07-19 13:42:00,Gate 3,50
PID-915DEEA3,Mandi House,2026-07-19 12:52:00,Gate 2,INA,2026-07-19 13:20:00,Gate 4,28
PID-BAA3C8CB,Botanical Garden,2026-07-19 12:52:00,Gate 4,Rajiv Chowk,2026-07-19 13:46:00,Gate 1,54
PID-3E949F5B,Dwarka Sector 21,2026-07-19 12:54:00,Gate 2,Mandi House,2026-07-19 13:39:00,Gate 4,45
PID-C2005667,Dwarka Sector 21,2026-07-19 12:55:00,Gate 1,Kashmere Gate,2026-07-19 14:00:00,Gate 1,65
PID-169D5392,Kashmere Gate,2026-07-19 12:56:00,Gate 3,Botanical Garden,2026-07-19 13:43:00,Gate 2,47
PID-04A5E349,Kashmere Gate,2026-07-19 12:57:00,Gate 5,INA,2026-07-19 14:03:00,Gate 2,66
PID-B86543ED,Mandi House,2026-07-19 12:57:00,Gate 1,Yamuna Bank,2026-07-19 13:19:00,Gate 4,22
PID-75817518,INA,2026-07-19 12:57:00,Gate 4,Yamuna Bank,2026-07-19 14:01:00,Gate 3,64
PID-F94BD288,Dwarka Sector 21,2026-07-19 12:57:00,Gate 3,Mandi House,2026-07-19 13:39:00,Gate 1,42
PID-63B9C45D,Rajiv Chowk,2026-07-19 12:57:00,Gate 3,INA,2026-07-19 13:58:00,Gate 4,61
PID-D8B26EAA,Hauz Khas,2026-07-19 12:57:00,Gate 1,Yamuna Bank,2026-07-19 13:39:00,Gate 1,42
PID-D029E643,Mandi House,2026-07-19 12:58:00,Gate 5,Botanical Garden,2026-07-19 13:57:00,Gate 5,59
PID-9726FF6A,Yamuna Bank,2026-07-19 12:58:00,Gate 3,Rajiv Chowk,2026-07-19 13:42:00,Gate 2,44
PID-F8F5E574,Rajiv Chowk,2026-07-19 12:58:00,Gate 2,Hauz Khas,2026-07-19 13:42:00,Gate 1,44
PID-BAC16BD0,INA,2026-07-19 12:58:00,Gate 5,Yamuna Bank,2026-07-19 14:01:00,Gate 3,63
PID-7D95ACE8,Rajiv Chowk,2026-07-19 12:59:00,Gate 2,INA,2026-07-19 14:16:00,Gate 1,77
PID-18073F02,INA,2026-07-19 13:00:00,Gate 5,Rajiv Chowk,2026-07-19 13:49:00,Gate 4,49
PID-F511FB2D,Botanical Garden,2026-07-19 13:00:00,Gate 4,INA,2026-07-19 13:29:00,Gate 5,29
PID-84D6CF63,Dwarka Sector 21,2026-07-19 13:00:00,Gate 5,Yamuna Bank,2026-07-19 13:33:00,Gate 5,33
PID-21FF1031,INA,2026-07-19 13:00:00,Gate 2,Botanical Garden,2026-07-19 13:27:00,Gate 5,27
PID-D5FA5ED3,Rajiv Chowk,2026-07-19 13:01:00,Gate 1,Mandi House,2026-07-19 14:25:00,Gate 5,84
PID-B4EDAB6F,INA,2026-07-19 13:02:00,Gate 4,Dwarka Sector 21,2026-07-19 13:23:00,Gate 5,21
PID-44E1E116,Yamuna Bank,2026-07-19 13:03:00,Gate 3,Kashmere Gate,2026-07-19 13:15:00,Gate 3,12
PID-7D26B59B,INA,2026-07-19 13:04:00,Gate 3,Botanical Garden,2026-07-19 14:24:00,Gate 2,80
PID-9A1FB676,Rajiv Chowk,2026-07-19 13:04:00,Gate 5,Botanical Garden,2026-07-19 14:33:00,Gate 5,89
PID-ABC7EC77,Dwarka Sector 21,2026-07-19 13:05:00,Gate 5,Rajiv Chowk,2026-07-19 13:18:00,Gate 5,13
PID-681005F9,Mandi House,2026-07-19 13:05:00,Gate 1,Yamuna Bank,2026-07-19 13:34:00,Gate 1,29
PID-752FAAF3,Hauz Khas,2026-07-19 13:07:00,Gate 1,Dwarka Sector 21,2026-07-19 13:50:00,Gate 5,43
PID-5B52F79E,INA,2026-07-19 13:08:00,Gate 1,Dwarka Sector 21,2026-07-19 13:42:00,Gate 4,34
PID-C8219EF9,Botanical Garden,2026-07-19 13:09:00,Gate 2,INA,2026-07-19 13:35:00,Gate 4,26
PID-1639F554,Botanical Garden,2026-07-19 13:10:00,Gate 3,Dwarka Sector 21,2026-07-19 14:27:00,Gate 3,77
PID-63D89769,Dwarka Sector 21,2026-07-19 13:10:00,Gate 3,Yamuna Bank,2026-07-19 13:23:00,Gate 3,13
PID-7C1E7C29,Dwarka Sector 21,2026-07-19 13:11:00,Gate 5,Kashmere Gate,2026-07-19 14:06:00,Gate 2,55
PID-72B39038,Mandi House,2026-07-19 13:13:00,Gate 2,Botanical Garden,2026-07-19 13:24:00,Gate 2,11
PID-F8B1335F,Botanical Garden,2026-07-19 13:13:00,Gate 2,INA,2026-07-19 14:36:00,Gate 5,83
PID-F03E2898,Kashmere Gate,2026-07-19 13:13:00,Gate 4,Dwarka Sector 21,2026-07-19 14:23:00,Gate 5,70
PID-40406846,Mandi House,2026-07-19 13:14:00,Gate 1,Hauz Khas,2026-07-19 13:43:00,Gate 1,29
PID-C96866C2,INA,2026-07-19 13:14:00,Gate 4,Botanical Garden,2026-07-19 14:04:00,Gate 5,50
PID-16FD2426,Mandi House,2026-07-19 13:15:00,Gate 3,Hauz Khas,2026-07-19 14:17:00,Gate 2,62
PID-88FDED12,Mandi House,2026-07-19 13:16:00,Gate 5,INA,2026-07-19 14:43:00,Gate 2,87
PID-D9A49522,Yamuna Bank,2026-07-19 13:19:00,Gate 4,Mandi House,2026-07-19 14:35:00,Gate 4,76
