trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_c,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,time_min,scheduled_departure_min,scheduled_arrival_min,is_delayed_5min,year,month,day_of_week,is_weekend,actual_departure_delay_min_outlier,actual_arrival_delay_min_outlier,event_attendance_est_outlier,traffic_congestion_index_outlier
T00998,2023-01-11,14:30:00,Metro,Route_17,Station_47,Station_6,14:33:00,15:11:00,3,5,Fog,2.1,66,45,9.2,Protest,50000,85,0,0,2,Spring,0,870.0,873.0,911.0,0,2023,1,2,0,0,0,1,0
T00999,2023-01-11,14:45:00,Tram,Route_13,Station_33,Station_32,14:49:00,15:30:00,0,1,Fog,-3.3,52,54,3.8,Unknown,0,38,0,0,2,Autumn,0,885.0,889.0,930.0,0,2023,1,2,0,0,0,0,0
T01000,2023-01-11,15:00:00,Train,Route_19,Station_33,Station_41,15:00:00,15:51:00,4,7,Fog,27.4,78,37,11.7,Unknown,0,22,0,0,2,Autumn,1,900.0,900.0,951.0,1,2023,1,2,0,0,0,0,0
T01001,2023-01-11,15:15:00,Tram,Route_5,Station_19,Station_48,15:17:00,15:58:00,7,-3,Clear,17.1,90,13,9.7,Concert,50000,10,0,0,2,Autumn,0,915.0,917.0,958.0,1,2023,1,2,0,0,0,1,0
T01002,2023-01-11,15:30:00,Bus,Route_12,Station_3,Station_43,15:31:00,16:24:00,3,-3,Fog,7.7,78,1,10.4,Unknown,50000,91,0,1,2,Summer,0,930.0,931.0,984.0,0,2023,1,2,0,0,0,1,0
T01003,2023-01-11,15:45:00,Bus,Route_1,Station_10,Station_39,15:48:00,16:41:00,13,1,Rain,0.1,90,8,2.7,Concert,0,94,1,0,2,Winter,0,945.0,948.0,1001.0,1,2023,1,2,0,0,0,0,0
T01004,2023-01-11,16:00:00,Bus,Route_5,Station_40,Station_31,16:02:00,16:51:00,-1,18,Snow,14.4,61,43,10.3,Unknown,10000,71,0,0,2,Summer,1,960.0,962.0,1011.0,1,2023,1,2,0,0,0,1,0
T01005,2023-01-11,16:15:00,Bus,Route_8,Station_47,Station_42,16:18:00,16:41:00,14,22,Clear,16.0,92,4,1.0,Unknown,0,47,0,0,2,Autumn,1,975.0,978.0,1001.0,1,2023,1,2,0,0,0,0,0
T01006,2023-01-11,16:30:00,Metro,Route_13,Station_42,Station_10,16:33:00,17:22:00,10,2,Cloudy,23.1,36,33,17.6,Unknown,0,91,0,0,2,Summer,0,990.0,993.0,1042.0,1,2023,1,2,0,0,0,0,0
T01007,2023-01-11,16:45:00,Bus,Route_8,Station_1,Station_30,16:46:00,17:35:00,-2,28,Fog,33.8,51,18,6.9,Unknown,10000,15,1,0,2,Autumn,1,1005.0,1006.0,1055.0,1,2023,1,2,0,0,0,1,0
T01008,2023-01-11,17:00:00,Metro,Route_11,Station_29,Station_18,17:04:00,17:31:00,3,7,Storm,12.4,35,6,17.1,Unknown,2000,45,0,0,2,Winter,1,1020.0,1024.0,1051.0,1,2023,1,2,0,0,0,0,0
T01009,2023-01-11,17:15:00,Metro,Route_1,Station_50,Station_24,17:15:00,17:45:00,2,6,Clear,11.2,90,38,14.0,Parade,0,46,0,0,2,Summer,1,1035.0,1035.0,1065.0,1,2023,1,2,0,0,0,0,0
T01010,2023-01-11,17:30:00,Bus,Route_13,Station_34,Station_9,17:34:00,18:13:00,10,27,Cloudy,9.8,43,41,15.3,Unknown,0,94,0,0,2,Winter,1,1050.0,1054.0,1093.0,1,2023,1,2,0,0,0,0,0
T01011,2023-01-11,17:45:00,Bus,Route_19,Station_13,Station_31,17:47:00,18:12:00,15,8,Snow,28.1,45,16,6.3,Festival,0,47,0,0,2,Winter,1,1065.0,1067.0,1092.0,1,2023,1,2,0,0,0,0,0
T01012,2023-01-11,18:00:00,Train,Route_3,Station_1,Station_15,18:04:00,18:51:00,9,12,Rain,1.3,32,25,4.6,Parade,2000,79,0,0,2,Autumn,1,1080.0,1084.0,1131.0,1,2023,1,2,0,0,0,0,0
T01013,2023-01-11,18:15:00,Tram,Route_17,Station_34,Station_4,18:17:00,19:12:00,4,-1,Cloudy,8.8,38,45,8.1,Festival,50000,68,0,1,2,Summer,0,1095.0,1097.0,1152.0,0,2023,1,2,0,0,0,1,0
T01014,2023-01-11,18:30:00,Bus,Route_5,Station_29,Station_40,18:32:00,19:11:00,12,-2,Fog,24.0,76,26,0.5,Unknown,0,98,0,0,2,Summer,0,1110.0,1112.0,1151.0,1,2023,1,2,0,0,0,0,0
T01015,2023-01-11,18:45:00,Train,Route_20,Station_48,Station_9,18:45:00,19:38:00,0,1,Storm,-4.4,71,42,18.4,Sports,10000,24,0,1,2,Winter,0,1125.0,1125.0,1178.0,0,2023,1,2,0,0,0,1,0
T01016,2023-01-11,19:00:00,Train,Route_8,Station_47,Station_45,19:01:00,19:38:00,13,7,Fog,6.6,71,27,7.7,Unknown,0,76,0,0,2,Autumn,1,1140.0,1141.0,1178.0,1,2023,1,2,0,0,0,0,0
T01017,2023-01-11,19:15:00,Tram,Route_14,Station_13,Station_9,19:15:00,19:54:00,-2,21,Cloudy,20.7,52,19,19.8,Unknown,500,92,0,0,2,Winter,1,1155.0,1155.0,1194.0,1,2023,1,2,0,0,0,0,0
T01018,2023-01-11,19:30:00,Metro,Route_4,Station_48,Station_26,19:34:00,20:03:00,13,18,Clear,2.4,32,5,15.2,Festival,0,90,0,0,2,Winter,1,1170.0,1174.0,1203.0,1,2023,1,2,0,0,0,0,0
T01019,2023-01-11,19:45:00,Bus,Route_11,Station_49,Station_4,19:47:00,20:37:00,9,18,Storm,7.1,30,7,1.6,Unknown,0,80,0,0,2,Winter,1,1185.0,1187.0,1237.0,1,2023,1,2,0,0,0,0,0
T01020,2023-01-11,20:00:00,Tram,Route_20,Station_29,Station_17,20:03:00,20:29:00,16,7,Storm,14.4,96,31,13.2,Parade,0,36,0,1,2,Winter,1,1200.0,1203.0,1229.0,1,2023,1,2,0,0,0,0,0
T01021,2023-01-11,20:15:00,Bus,Route_15,Station_39,Station_16,20:18:00,20:50:00,5,28,Cloudy,11.9,32,18,5.4,Concert,50000,62,0,0,2,Summer,1,1215.0,1218.0,1250.0,1,2023,1,2,0,0,0,1,0
T01022,2023-01-11,20:30:00,Train,Route_19,Station_24,Station_15,20:32:00,20:53:00,9,27,Snow,-0.8,78,31,4.9,Unknown,0,28,0,0,2,Spring,1,1230.0,1232.0,1253.0,1,2023,1,2,0,0,0,0,0
T01023,2023-01-11,20:45:00,Train,Route_7,Station_26,Station_35,20:45:00,21:31:00,12,4,Snow,32.5,96,18,5.1,Unknown,0,57,0,0,2,Summer,0,1245.0,1245.0,1291.0,1,2023,1,2,0,0,0,0,0
T01024,2023-01-11,21:00:00,Metro,Route_19,Station_17,Station_5,21:01:00,21:47:00,-1,16,Fog,-3.2,84,23,18.3,Sports,10000,97,0,0,2,Autumn,1,1260.0,1261.0,1307.0,1,2023,1,2,0,0,0,1,0
T01025,2023-01-11,21:15:00,Train,Route_19,Station_7,Station_5,21:15:00,21:50:00,14,0,Cloudy,25.0,33,23,10.0,Unknown,0,93,0,0,2,Spring,0,1275.0,1275.0,1310.0,1,2023,1,2,0,0,0,0,0
T01026,2023-01-11,21:30:00,Train,Route_11,Station_13,Station_20,21:32:00,22:22:00,4,14,Storm,-2.1,60,55,13.4,Sports,0,30,0,0,2,Winter,1,1290.0,1292.0,1342.0,1,2023,1,2,0,0,0,0,0
T01027,2023-01-11,21:45:00,Tram,Route_5,Station_5,Station_15,21:47:00,22:23:00,10,0,Cloudy,13.7,95,16,5.6,Unknown,0,85,0,0,2,Summer,0,1305.0,1307.0,1343.0,1,2023,1,2,0,0,0,0,0
T01028,2023-01-11,22:00:00,Bus,Route_5,Station_26,Station_18,22:01:00,22:40:00,-2,16,Storm,2.0,93,55,10.5,Unknown,10000,88,1,0,2,Spring,1,1320.0,1321.0,1360.0,1,2023,1,2,0,0,0,1,0
T01029,2023-01-11,22:15:00,Bus,Route_8,Station_49,Station_47,22:19:00,22:56:00,3,5,Fog,0.6,60,55,7.0,Unknown,0,67,0,0,2,Winter,0,1335.0,1339.0,1376.0,0,2023,1,2,0,0,0,0,0
T01030,2023-01-11,22:30:00,Tram,Route_10,Station_3,Station_2,22:34:00,22:58:00,10,12,Clear,0.0,92,17,6.4,Unknown,0,98,0,0,2,Summer,1,1350.0,1354.0,1378.0,1,2023,1,2,0,0,0,0,0
T01031,2023-01-11,22:45:00,Metro,Route_6,Station_7,Station_29,22:46:00,23:13:00,8,22,Clear,13.1,95,11,4.9,Unknown,0,40,1,0,2,Spring,1,1365.0,1366.0,1393.0,1,2023,1,2,0,0,0,0,0
T01032,2023-01-11,23:00:00,Bus,Route_15,Station_49,Station_13,23:04:00,23:28:00,7,21,Cloudy,15.6,60,40,8.2,Unknown,50000,49,0,0,2,Summer,1,1380.0,1384.0,1408.0,1,2023,1,2,0,0,0,1,0
T01033,2023-01-11,23:15:00,Train,Route_16,Station_39,Station_4,23:18:00,00:01:00,13,0,Storm,0.3,76,22,13.2,Unknown,0,43,0,0,2,Spring,0,1395.0,1398.0,1.0,1,2023,1,2,0,0,0,0,0
T01034,2023-01-11,23:30:00,Bus,Route_17,Station_1,Station_42,23:34:00,00:06:00,17,15,Clear,34.2,51,55,4.4,Sports,0,8,0,0,2,Autumn,1,1410.0,1414.0,6.0,1,2023,1,2,0,0,0,0,0
T01035,2023-01-11,23:45:00,Train,Route_8,Station_49,Station_45,23:49:00,00:12:00,14,10,Storm,5.3,75,47,19.3,Concert,500,58,0,0,2,Summer,1,1425.0,1429.0,12.0,1,2023,1,2,0,0,0,0,0
T01036,2023-01-12,00:00:00,Metro,Route_8,Station_17,Station_10,00:04:00,00:35:00,14,17,Fog,13.4,87,17,2.5,Unknown,0,89,0,1,3,Summer,1,0.0,4.0,35.0,1,2023,1,3,0,0,0,0,0
T01037,2023-01-12,00:15:00,Tram,Route_9,Station_43,Station_31,00:18:00,00:52:00,1,11,Cloudy,3.7,90,15,9.6,Concert,0,90,0,0,3,Spring,1,15.0,18.0,52.0,1,2023,1,3,0,0,0,0,0
T01038,2023-01-12,00:30:00,Bus,Route_2,Station_25,Station_41,00:34:00,01:22:00,2,-1,Storm,14.8,75,15,1.7,Concert,50000,26,0,0,3,Autumn,0,30.0,34.0,82.0,0,2023,1,3,0,0,0,1,0
T01039,2023-01-12,00:45:00,Tram,Route_15,Station_3,Station_8,00:48:00,01:05:00,11,12,Cloudy,25.2,30,35,0.5,Unknown,0,81,0,1,3,Summer,1,45.0,48.0,65.0,1,2023,1,3,0,0,0,0,0
T01040,2023-01-12,01:00:00,Bus,Route_18,Station_15,Station_3,01:01:00,01:31:00,17,10,Storm,15.8,54,22,18.5,Unknown,2000,93,0,0,3,Autumn,1,60.0,61.0,91.0,1,2023,1,3,0,0,0,0,0
T01041,2023-01-12,01:15:00,Train,Route_3,Station_29,Station_48,01:15:00,01:40:00,7,5,Snow,6.4,90,21,16.2,Unknown,10000,58,0,0,3,Autumn,0,75.0,75.0,100.0,1,2023,1,3,0,0,0,1,0
T01042,2023-01-12,01:30:00,Tram,Route_17,Station_43,Station_46,01:31:00,01:54:00,11,3,Snow,4.9,43,38,13.9,Unknown,0,94,0,0,3,Summer,0,90.0,91.0,114.0,1,2023,1,3,0,0,0,0,0
T01043,2023-01-12,01:45:00,Bus,Route_4,Station_32,Station_9,01:45:00,02:20:00,-2,10,Storm,25.4,74,32,17.3,Unknown,0,2,0,1,3,Winter,1,105.0,105.0,140.0,1,2023,1,3,0,0,0,0,0
T01044,2023-01-12,02:00:00,Train,Route_4,Station_26,Station_30,02:01:00,02:37:00,8,2,Fog,-0.3,68,23,16.1,Unknown,50000,92,0,1,3,Spring,0,120.0,121.0,157.0,1,2023,1,3,0,0,0,1,0
T01045,2023-01-12,02:15:00,Tram,Route_14,Station_16,Station_11,02:15:00,02:52:00,15,17,Cloudy,9.8,95,54,12.9,Unknown,2000,6,0,0,3,Summer,1,135.0,135.0,172.0,1,2023,1,3,0,0,0,0,0
T01046,2023-01-12,02:30:00,Tram,Route_9,Station_25,Station_35,02:30:00,02:50:00,13,11,Rain,1.1,61,19,16.9,Festival,0,81,0,0,3,Autumn,1,150.0,150.0,170.0,1,2023,1,3,0,0,0,0,0
T01047,2023-01-12,02:45:00,Bus,Route_9,Station_28,Station_37,02:47:00,03:23:00,15,4,Storm,5.3,87,32,7.8,Unknown,0,15,0,0,3,Spring,0,165.0,167.0,203.0,1,2023,1,3,0,0,0,0,0
T01048,2023-01-12,03:00:00,Bus,Route_18,Station_9,Station_42,03:00:00,03:27:00,5,-3,Storm,1.1,85,30,11.1,Sports,500,48,0,0,3,Summer,0,180.0,180.0,207.0,0,2023,1,3,0,0,0,0,0
T01049,2023-01-12,03:15:00,Bus,Route_10,Station_1,Station_13,03:15:00,03:37:00,7,28,Snow,30.5,35,39,15.5,Protest,0,31,0,0,3,Spring,1,195.0,195.0,217.0,1,2023,1,3,0,0,0,0,0
T01050,2023-01-12,03:30:00,Train,Route_4,Station_29,Station_36,03:32:00,04:14:00,7,1,Clear,24.3,96,57,1.7,Unknown,0,88,0,0,3,Spring,0,210.0,212.0,254.0,1,2023,1,3,0,0,0,0,0
T01051,2023-01-12,03:45:00,Bus,Route_12,Station_22,Station_13,03:49:00,04:09:00,2,26,Snow,17.4,79,54,17.2,Festival,50000,43,0,0,3,Autumn,1,225.0,229.0,249.0,1,2023,1,3,0,0,0,1,0
T01052,2023-01-12,04:00:00,Tram,Route_8,Station_16,Station_12,04:04:00,04:59:00,7,18,Cloudy,4.0,67,7,3.1,Unknown,0,95,0,1,3,Winter,1,240.0,244.0,299.0,1,2023,1,3,0,0,0,0,0
T01053,2023-01-12,04:15:00,Tram,Route_2,Station_41,Station_37,04:17:00,04:53:00,15,16,Snow,15.4,32,9,17.3,Festival,10000,18,0,0,3,Winter,1,255.0,257.0,293.0,1,2023,1,3,0,0,0,1,0
T01054,2023-01-12,04:30:00,Bus,Route_13,Station_44,Station_10,04:33:00,05:07:00,18,12,Rain,15.8,34,0,6.2,Unknown,500,2,0,0,3,Spring,1,270.0,273.0,307.0,1,2023,1,3,0,0,0,0,0
T01055,2023-01-12,04:45:00,Bus,Route_16,Station_41,Station_9,04:45:00,05:35:00,3,3,Fog,18.6,53,20,6.5,Unknown,0,59,0,1,3,Autumn,0,285.0,285.0,335.0,0,2023,1,3,0,0,0,0,0
T01056,2023-01-12,05:00:00,Metro,Route_2,Station_7,Station_7,05:00:00,05:52:00,0,3,Rain,-2.6,83,24,1.5,Concert,2000,34,0,1,3,Autumn,0,300.0,300.0,352.0,0,2023,1,3,0,0,0,0,0
T01057,2023-01-12,05:15:00,Tram,Route_11,Station_14,Station_2,05:17:00,05:52:00,5,-2,Fog,33.9,63,31,17.7,Festival,0,28,0,0,3,Summer,0,315.0,317.0,352.0,0,2023,1,3,0,0,0,0,0
T01058,2023-01-12,05:30:00,Train,Route_10,Station_29,Station_23,05:32:00,06:28:00,6,10,Rain,13.6,68,52,3.5,Unknown,0,74,1,0,3,Spring,1,330.0,332.0,388.0,1,2023,1,3,0,0,0,0,0
T01059,2023-01-12,05:45:00,Metro,Route_15,Station_19,Station_39,05:48:00,06:20:00,2,27,Snow,32.1,77,45,12.6,Sports,0,69,0,0,3,Summer,1,345.0,348.0,380.0,1,2023,1,3,0,0,0,0,0
T01060,2023-01-12,06:00:00,Bus,Route_17,Station_19,Station_40,06:04:00,06:35:00,-1,10,Rain,-4.6,78,45,12.9,Sports,0,82,0,1,3,Autumn,1,360.0,364.0,395.0,1,2023,1,3,0,0,0,0,0
T01061,2023-01-12,06:15:00,Bus,Route_8,Station_2,Station_39,06:16:00,07:12:00,-1,1,Snow,4.9,63,9,5.6,Unknown,500,44,0,0,3,Spring,0,375.0,376.0,432.0,0,2023,1,3,0,0,0,0,0
T01062,2023-01-12,06:30:00,Tram,Route_18,Station_41,Station_21,06:34:00,06:56:00,4,7,Snow,-0.8,36,59,19.7,Unknown,50000,26,0,0,3,Winter,1,390.0,394.0,416.0,1,2023,1,3,0,0,0,1,0
T01063,2023-01-12,06:45:00,Bus,Route_9,Station_45,Station_23,06:45:00,07:18:00,14,1,Cloudy,25.8,47,50,1.3,Unknown,10000,68,1,0,3,Winter,0,405.0,405.0,438.0,1,2023,1,3,0,0,0,1,0
T01064,2023-01-12,07:00:00,Train,Route_8,Station_15,Station_29,07:02:00,07:44:00,7,25,Snow,7.8,99,56,12.2,Unknown,0,89,0,0,3,Summer,1,420.0,422.0,464.0,1,2023,1,3,0,0,0,0,0
T01065,2023-01-12,07:15:00,Tram,Route_14,Station_3,Station_14,07:18:00,08:06:00,9,7,Clear,28.6,63,47,9.6,Sports,2000,34,0,1,3,Spring,1,435.0,438.0,486.0,1,2023,1,3,0,0,0,0,0
T01066,2023-01-12,07:30:00,Bus,Route_18,Station_11,Station_26,07:34:00,08:27:00,-1,1,Rain,28.3,80,8,4.9,Festival,0,18,1,0,3,Autumn,0,450.0,454.0,507.0,0,2023,1,3,0,0,0,0,0
T01067,2023-01-12,07:45:00,Tram,Route_20,Station_46,Station_5,07:48:00,08:26:00,7,28,Storm,21.7,97,19,3.3,Sports,0,16,0,0,3,Summer,1,465.0,468.0,506.0,1,2023,1,3,0,0,0,0,0
T01068,2023-01-12,08:00:00,Bus,Route_20,Station_30,Station_31,08:04:00,08:35:00,17,11,Storm,21.6,43,47,14.7,Parade,0,34,0,0,3,Winter,1,480.0,484.0,515.0,1,2023,1,3,0,0,0,0,0
T01069,2023-01-12,08:15:00,Bus,Route_12,Station_40,Station_25,08:15:00,09:03:00,-2,15,Storm,23.0,98,19,18.3,Unknown,0,76,0,0,3,Autumn,1,495.0,495.0,543.0,1,2023,1,3,0,0,0,0,0
T01070,2023-01-12,08:30:00,Bus,Route_19,Station_18,Station_31,08:31:00,09:05:00,1,18,Clear,22.0,37,58,2.2,Unknown,0,77,0,0,3,Spring,1,510.0,511.0,545.0,1,2023,1,3,0,0,0,0,0
T01071,2023-01-12,08:45:00,Train,Route_14,Station_48,Station_50,08:48:00,09:16:00,10,13,Snow,10.5,44,39,3.9,Festival,0,29,0,1,3,Winter,1,525.0,528.0,556.0,1,2023,1,3,0,0,0,0,0
T01072,2023-01-12,09:00:00,Train,Route_17,Station_2,Station_20,09:03:00,09:36:00,9,8,Rain,22.3,88,6,19.7,Festival,0,47,0,1,3,Autumn,1,540.0,543.0,576.0,1,2023,1,3,0,0,0,0,0
T01073,2023-01-12,09:15:00,Tram,Route_3,Station_32,Station_44,09:16:00,10:11:00,8,21,Fog,30.9,40,10,0.3,Unknown,0,56,0,0,3,Winter,1,555.0,556.0,611.0,1,2023,1,3,0,0,0,0,0
T01074,2023-01-12,09:30:00,Bus,Route_7,Station_8,Station_17,09:33:00,10:16:00,7,13,Fog,8.3,49,20,10.2,Unknown,50000,16,0,0,3,Spring,1,570.0,573.0,616.0,1,2023,1,3,0,0,0,1,0
T01075,2023-01-12,09:45:00,Bus,Route_17,Station_22,Station_45,09:48:00,10:29:00,12,6,Cloudy,32.8,84,37,10.3,Protest,50000,14,0,1,3,Summer,1,585.0,588.0,629.0,1,2023,1,3,0,0,0,1,0
T01076,2023-01-12,10:00:00,Train,Route_12,Station_6,Station_2,10:04:00,10:32:00,2,24,Clear,-4.5,65,46,5.3,Unknown,500,81,0,0,3,Autumn,1,600.0,604.0,632.0,1,2023,1,3,0,0,0,0,0
T01077,2023-01-12,10:15:00,Bus,Route_9,Station_12,Station_25,10:19:00,10:42:00,14,14,Rain,9.0,43,18,13.3,Unknown,0,13,0,1,3,Autumn,1,615.0,619.0,642.0,1,2023,1,3,0,0,0,0,0
T01078,2023-01-12,10:30:00,Train,Route_15,Station_47,Station_13,10:31:00,10:54:00,2,14,Snow,0.3,87,45,18.9,Concert,2000,13,0,0,3,Spring,1,630.0,631.0,654.0,1,2023,1,3,0,0,0,0,0
T01079,2023-01-12,10:45:00,Bus,Route_18,Station_40,Station_39,10:45:00,11:16:00,-1,28,Storm,0.1,67,14,9.0,Parade,2000,44,0,0,3,Winter,1,645.0,645.0,676.0,1,2023,1,3,0,0,0,0,0
T01080,2023-01-12,11:00:00,Tram,Route_13,Station_36,Station_28,11:03:00,11:22:00,6,10,Clear,27.6,30,5,15.0,Sports,2000,96,0,0,3,Winter,1,660.0,663.0,682.0,1,2023,1,3,0,0,0,0,0
T01081,2023-01-12,11:15:00,Bus,Route_8,Station_15,Station_42,11:15:00,12:09:00,3,12,Clear,31.7,94,55,12.9,Sports,0,37,0,1,3,Winter,1,675.0,675.0,729.0,1,2023,1,3,0,0,0,0,0
T01082,2023-01-12,11:30:00,Bus,Route_14,Station_28,Station_6,11:31:00,12:22:00,15,14,Rain,26.1,30,9,9.5,Unknown,0,62,0,1,3,Autumn,1,690.0,691.0,742.0,1,2023,1,3,0,0,0,0,0
T01083,2023-01-12,11:45:00,Metro,Route_8,Station_49,Station_3,11:46:00,12:26:00,11,12,Snow,34.1,89,45,1.0,Concert,0,74,0,0,3,Autumn,1,705.0,706.0,746.0,1,2023,1,3,0,0,0,0,0
T01084,2023-01-12,12:00:00,Train,Route_14,Station_45,Station_35,12:04:00,12:28:00,16,13,Cloudy,3.7,54,15,14.8,Unknown,0,10,0,0,3,Winter,1,720.0,724.0,748.0,1,2023,1,3,0,0,0,0,0
T01085,2023-01-12,12:15:00,Bus,Route_7,Station_18,Station_18,12:18:00,12:52:00,11,3,Snow,0.6,39,44,7.3,Parade,0,47,0,0,3,Autumn,0,735.0,738.0,772.0,1,2023,1,3,0,0,0,0,0
T01086,2023-01-12,12:30:00,Bus,Route_12,Station_2,Station_11,12:32:00,13:18:00,5,8,Cloudy,15.8,79,10,4.5,Unknown,2000,25,0,0,3,Summer,1,750.0,752.0,798.0,1,2023,1,3,0,0,0,0,0
T01087,2023-01-12,12:45:00,Metro,Route_11,Station_13,Station_20,12:46:00,13:43:00,14,6,Cloudy,28.2,41,56,19.0,Concert,2000,66,0,0,3,Spring,1,765.0,766.0,823.0,1,2023,1,3,0,0,0,0,0
T01088,2023-01-12,13:00:00,Metro,Route_11,Station_45,Station_5,13:03:00,13:46:00,0,1,Storm,-3.4,61,34,15.5,Festival,0,24,0,0,3,Spring,0,780.0,783.0,826.0,0,2023,1,3,0,0,0,0,0
T01089,2023-01-12,13:15:00,Train,Route_13,Station_15,Station_19,13:15:00,14:10:00,7,17,Storm,34.8,62,7,19.2,Unknown,0,80,0,0,3,Autumn,1,795.0,795.0,850.0,1,2023,1,3,0,0,0,0,0
T01090,2023-01-12,13:30:00,Metro,Route_18,Station_20,Station_22,13:34:00,14:06:00,14,-1,Rain,19.1,55,27,5.1,Parade,500,60,0,0,3,Summer,0,810.0,814.0,846.0,1,2023,1,3,0,0,0,0,0
T01091,2023-01-12,13:45:00,Tram,Route_2,Station_29,Station_19,13:45:00,14:38:00,8,15,Snow,34.2,71,2,16.7,Unknown,0,85,0,0,3,Summer,1,825.0,825.0,878.0,1,2023,1,3,0,0,0,0,0
T01092,2023-01-12,14:00:00,Metro,Route_15,Station_42,Station_47,14:01:00,14:22:00,5,2,Cloudy,9.6,79,1,12.2,Unknown,0,92,1,0,3,Winter,0,840.0,841.0,862.0,0,2023,1,3,0,0,0,0,0
T01093,2023-01-12,14:15:00,Tram,Route_20,Station_29,Station_16,14:16:00,14:39:00,-2,10,Rain,13.3,90,52,19.6,Unknown,10000,25,1,0,3,Spring,1,855.0,856.0,879.0,1,2023,1,3,0,0,0,1,0
T01094,2023-01-12,14:30:00,Train,Route_18,Station_3,Station_24,14:30:00,15:03:00,10,0,Cloudy,25.1,70,13,18.9,Festival,0,33,0,1,3,Spring,0,870.0,870.0,903.0,1,2023,1,3,0,0,0,0,0
T01095,2023-01-12,14:45:00,Train,Route_15,Station_19,Station_41,14:46:00,15:07:00,18,14,Clear,26.7,86,51,19.5,Festival,10000,89,0,0,3,Spring,1,885.0,886.0,907.0,1,2023,1,3,0,0,0,1,0
T01096,2023-01-12,15:00:00,Train,Route_19,Station_3,Station_4,15:03:00,15:42:00,1,25,Fog,4.3,31,28,19.0,Unknown,10000,8,0,0,3,Autumn,1,900.0,903.0,942.0,1,2023,1,3,0,0,0,1,0
T01097,2023-01-12,15:15:00,Train,Route_12,Station_14,Station_15,15:16:00,16:13:00,4,12,Fog,32.2,99,52,0.2,Unknown,10000,39,0,0,3,Summer,1,915.0,916.0,973.0,1,2023,1,3,0,0,0,1,0
T01098,2023-01-12,15:30:00,Train,Route_13,Station_40,Station_25,15:34:00,16:19:00,11,16,Cloudy,29.7,60,53,14.8,Festival,0,74,1,1,3,Winter,1,930.0,934.0,979.0,1,2023,1,3,0,0,0,0,0
T01099,2023-01-12,15:45:00,Tram,Route_11,Station_4,Station_44,15:48:00,16:27:00,2,20,Rain,-4.3,52,46,5.4,Unknown,0,6,1,0,3,Autumn,1,945.0,948.0,987.0,1,2023,1,3,0,0,0,0,0
T01100,2023-01-12,16:00:00,Tram,Route_5,Station_11,Station_35,16:02:00,16:46:00,8,15,Storm,0.1,83,2,14.1,Concert,0,29,0,0,3,Winter,1,960.0,962.0,1006.0,1,2023,1,3,0,0,0,0,0
T01101,2023-01-12,16:15:00,Train,Route_1,Station_31,Station_14,16:16:00,16:44:00,14,0,Snow,14.8,57,0,19.6,Concert,0,65,0,1,3,Autumn,0,975.0,976.0,1004.0,1,2023,1,3,0,0,0,0,0
T01102,2023-01-12,16:30:00,Metro,Route_3,Station_43,Station_49,16:31:00,17:14:00,2,29,Cloudy,13.4,48,14,0.8,Festival,0,29,0,0,3,Spring,1,990.0,991.0,1034.0,1,2023,1,3,0,0,0,0,0
T01103,2023-01-12,16:45:00,Bus,Route_19,Station_32,Station_19,16:49:00,17:17:00,17,-2,Cloudy,23.3,77,19,11.3,Unknown,2000,67,0,0,3,Winter,0,1005.0,1009.0,1037.0,1,2023,1,3,0,0,0,0,0
T01104,2023-01-12,17:00:00,Train,Route_7,Station_27,Station_38,17:04:00,17:35:00,0,9,Snow,-1.4,31,21,14.7,Unknown,50000,57,0,0,3,Summer,1,1020.0,1024.0,1055.0,1,2023,1,3,0,0,0,1,0
T01105,2023-01-12,17:15:00,Metro,Route_12,Station_30,Station_36,17:15:00,18:08:00,2,26,Storm,20.8,40,33,5.1,Parade,10000,54,1,1,3,Summer,1,1035.0,1035.0,1088.0,1,2023,1,3,0,0,0,1,0
T01106,2023-01-12,17:30:00,Bus,Route_15,Station_43,Station_7,17:30:00,18:26:00,12,26,Cloudy,19.7,73,49,4.5,Unknown,0,13,0,0,3,Autumn,1,1050.0,1050.0,1106.0,1,2023,1,3,0,0,0,0,0
T01107,2023-01-12,17:45:00,Train,Route_5,Station_2,Station_30,17:45:00,18:26:00,16,20,Clear,4.3,88,32,1.2,Unknown,500,76,0,0,3,Spring,1,1065.0,1065.0,1106.0,1,2023,1,3,0,0,0,0,0
T01108,2023-01-12,18:00:00,Train,Route_15,Station_49,Station_19,18:04:00,18:36:00,13,29,Storm,16.7,88,8,1.9,Unknown,0,88,0,0,3,Autumn,1,1080.0,1084.0,1116.0,1,2023,1,3,0,0,0,0,0
T01109,2023-01-12,18:15:00,Tram,Route_8,Station_9,Station_49,18:15:00,18:57:00,5,6,Clear,3.9,67,2,13.1,Parade,0,76,0,0,3,Winter,1,1095.0,1095.0,1137.0,1,2023,1,3,0,0,0,0,0
T01110,2023-01-12,18:30:00,Bus,Route_10,Station_28,Station_25,18:30:00,19:25:00,10,14,Fog,0.9,54,1,10.1,Sports,10000,76,0,1,3,Summer,1,1110.0,1110.0,1165.0,1,2023,1,3,0,0,0,1,0
