station_code,station_name,state,zone,address,geometry_type,longitude,latitude,coord_invalid,code_length,name_word_count,is_junction,is_road_station,code_length_outlier,name_word_count_outlier
SKU,Sikroda,Madhya Pradesh,NCR,"Morena(0753-2226392), Madhya Pradesh",Point,77.73236299999999,26.336915,0,3,1,0,0,0,0
SLB,Salboni,West Bengal,SER,"Salbani, West Bengal",Point,87.321899,22.640971,0,3,1,0,0,0,0
SRJM,Sirjam,West Bengal,SER,"Purulia District, West Bengal",Point,86.83509699999999,23.403864,0,4,1,0,0,0,0
SSB,Shakurbasti,Delhi Nct,NR,"Pitampura, Delhi Nct",Point,77.1299115857,28.680227328700003,0,3,1,0,0,0,0
SML,Shimla,Himachal Pradesh,NR,"Shimla, Himachal Pradesh",Point,77.159932,31.102794,0,3,1,0,0,0,0
KARO,Khario P.H.,,?,,Point,86.192092,23.835655,0,4,2,0,0,0,0
SN,Sukna,West Bengal,NFR,"Hill Cart Rd, West Bengal",Point,88.363493,26.790887,0,2,1,0,0,0,0
SMKT,Somankatti,Karnataka,SWR,"State Highway 30, Karnataka",Point,75.632594,15.766716,0,4,1,0,0,0,0
SIRA,Sirhi Itara,Uttar Pradesh,NCR,"Sirhiltara, Uttar Pradesh",Point,80.21523499999999,26.367008,0,4,2,0,0,0,0
SOT,Shohratgarh,Uttar Pradesh,NER,"Railway Station, Uttar Pradesh",Point,82.96929300000001,27.374711,0,3,1,0,0,0,0
SRMP,Sirsi Mukhdumpr,Uttar Pradesh,NR,"Sirsi Mukhdumpr, Uttar Pradesh",Point,78.635169,28.633209,0,4,2,0,0,0,0
SURP,Suratpura,Rajasthan,NWR,"National Highway 65, Rajasthan",Point,75.406758,28.661958,0,4,1,0,0,0,0
PTS,Patansaongi,Maharashtra,SECR,"Nagpur, Maharashtra",Point,79.010677,21.344445,0,3,1,0,0,0,0
SIY,Sirry,Chhattisgarh,SECR,"National Highway 43, Chhattisgarh",Point,81.731233,20.990441,0,3,1,0,0,0,0
KBPR,Kabakaputtur,Karnataka,SWR,"Puttur, Karnataka",Point,75.2045015,12.7683965,0,4,1,0,0,0,0
SWO,Sonwara,Himachal Pradesh,NR,"National Highway 22, Himachal Pradesh",Point,77.004229,30.894075,0,3,1,0,0,0,0
SRTN,Sibsagar Town,Assam,NFR,"Sibsagar, Assam",Point,94.643517,26.989968,0,4,2,0,0,0,0
JMD,Jamdha,Maharashtra,CR,"Jamda, Maharashtra",Point,74.98554700000001,20.574085,0,3,1,0,0,0,0
THAN,Than Jn,Gujarat,WR,"Thangadh, Gujarat",Point,71.20653300000001,22.57896,0,4,2,1,0,0,0
TIP,Tattapparai,Tamil Nadu,SR,"State Highway 77, Tamil Nadu",Point,78.022486,8.828581,0,3,1,0,0,0,0
TJ,Thanjavur,Tamil Nadu,SR,"Thanjavur, Tamil Nadu",Point,79.138296,10.778085,0,2,1,0,0,0,0
THPR,Tippapur,Andhra Pradesh,SCR,"National Highway 7, Andhra Pradesh",Point,78.3773798279,18.1941221367,0,4,1,0,0,0,0
SUNR,Surendranagar,Gujarat,WR,"Surendra Nagar, Gujarat",Point,71.630056,22.7443,0,4,1,0,0,0,0
TLMG,Talmadugu,Andhra Pradesh,?,"Sitagondi, Andhra Pradesh",Point,78.3963542407,19.6417758258,0,4,1,0,0,0,0
TL,Tiloniya,Rajasthan,NWR,"Ajmer, Rajasthan",Point,74.93419399999999,26.652675,0,2,1,0,0,0,0
SUNM,Sunamai Halt,Uttar Pradesh,NR,"Sunamai, Uttar Pradesh",Point,78.22052500000001,28.097372,0,4,2,0,0,0,0
THM,Thalyat Hamira,Rajasthan,NWR,"Hamira, Rajasthan",Point,71.077426,26.992726,0,3,2,0,0,0,0
TGT,Tinai Ghat,Karnataka,SWR,"National Highway 4A, Karnataka",Point,74.404471,15.449132,0,3,2,0,0,0,0
SVL,Sevaliya,Gujarat,WR,"Sevaliya, Gujarat",Point,73.344328,22.807897,0,3,1,0,0,0,0
THX,Tovalai,Tamil Nadu,SR,"Thovalai, Tamil Nadu",Point,77.5062158319,8.2282578413,0,3,1,0,0,0,0
THW,Tharwai,Uttar Pradesh,NR,"Tharwai, Uttar Pradesh",Point,81.91469331479999,25.5392188568,0,3,1,0,0,0,0
SVNR,Savanur,Karnataka,SWR,"State Highway 6, Karnataka",Point,75.4063188531,14.9617089325,0,4,1,0,0,0,0
STE,Sagarkatte,Karnataka,SWR,"Sagarkatte, Karnataka",Point,76.4788766602,12.423381704,0,3,1,0,0,0,0
TBTN,Thana Bhawan Tn,Uttar Pradesh,NR,"Thana Bhawan, Uttar Pradesh",Point,77.402047,29.58113,0,4,3,0,0,0,0
TIC,Timmachipuram,Tamil Nadu,SR,"Karur, Tamil Nadu",Point,78.37531,10.952368,0,3,1,0,0,0,0
TDO,Tanda Urmar,Punjab,NR,"Urmar Tanda, Punjab",Point,75.637595,31.672179,0,3,2,0,0,0,0
SZN,Shahbaznagar,Uttar Pradesh,NER,"Shahbaznagar, Uttar Pradesh",Point,79.88703000000001,27.928906,0,3,1,0,0,0,0
SZV,Sivadi,Tamil Nadu,SWR,"Dharmapuri, Tamil Nadu",Point,78.118844,12.039872,0,3,1,0,0,0,0
TBA,Timba Road,Gujarat,WR,"National Highway 59, Gujarat",Point,73.385859,22.781628,0,3,2,0,1,0,0
SUBR,Subhagpur,Uttar Pradesh,NER,"Mdr 10E, Uttar Pradesh",Point,82.01764299999999,27.26251,0,4,1,0,0,0,0
SRBA,Saragbundia,Chhattisgarh,SECR,"Janjgir-Champa, Chhattisgarh",Point,82.732324,22.212297,0,4,1,0,0,0,0
SZY,Silak Jhori,Chhattisgarh,ECOR,"National Highway 16, Chhattisgarh",Point,81.672904,18.982188,0,3,2,0,0,0,0
TKP,Takipur,West Bengal,ER,"National Highway 60, West Bengal",Point,87.92059400000001,24.303242,0,3,1,0,0,0,0
SRJN,Sirajnagar Halt,West Bengal,ER,"Sirajnagar, West Bengal",Point,88.27076000000001,23.818591,0,4,2,0,0,0,0
SXC,Sondalia,West Bengal,ER,"Sondalia Railway Station, West Bengal",Point,88.58227500000001,22.682186,0,3,1,0,0,0,0
TBD,Telibandha,Chhattisgarh,SECR,"Telibandha, Chhattisgarh",Point,81.67053,21.235642,0,3,1,0,0,0,0
TNUE,Tindauli,Uttar Pradesh,NCR,"Tindauli, Uttar Pradesh",Point,78.92129,27.183053,0,4,1,0,0,0,0
TRM,Tirunagesvaram,Tamil Nadu,SR,"Ayyavadi, Tamil Nadu",Point,79.428212,10.975208,0,3,1,0,0,0,0
TWL,Tilwara,Rajasthan,NWR,"Barmer, Rajasthan",Point,72.078131,25.893262,0,3,1,0,0,0,0
TTI,Turtipar,Uttar Pradesh,NER,"Mujouna Gawn, Uttar Pradesh",Point,83.89084100000001,26.16121,0,3,1,0,0,0,0
UPW,Uppalavai,Andhra Pradesh,SCR,"Uppalwai Main Rd, Andhra Pradesh",Point,78.316108,18.424892,0,3,1,0,0,0,0
URPR,Ugrasenpur,Uttar Pradesh,NR,"Janghai, Uttar Pradesh",Point,82.189171,25.568212,0,4,1,0,0,0,0
VBN,Vallabhnagar,Rajasthan,NWR,"Mdr 36A, Rajasthan",Point,74.018709,24.690424,0,3,1,0,0,0,0
TUWA,Tuwa,Gujarat,WR,"National Highway 59, Gujarat",Point,73.463163,22.800702,0,4,1,0,0,0,0
UJA,Unjha,Gujarat,WR,"Unjha, Gujarat",Point,72.381669,23.796456,0,3,1,0,0,0,0
VND,Vendra,Andhra Pradesh,SCR,"Mogollu Rd, Andhra Pradesh",Point,81.56909499999999,16.578434,0,3,1,0,0,0,0
VP,Virapur,Andhra Pradesh,SCR,"Anantapur, Andhra Pradesh",Point,77.131692,15.158976,0,2,1,0,0,0,0
TVG,Tavargatti,Karnataka,SWR,"State Highway 34, Karnataka",Point,74.6628751227,15.414853644,0,3,1,0,0,0,0
TP,Tiruchirappalli Fort,Tamil Nadu,SR,"Tiruchirapalli Fort Station Road, Tamil Nadu",Point,78.688891,10.825594,0,2,2,0,0,0,0
UNLA,Unaula,Uttar Pradesh,NER,"Gorakhpur, Uttar Pradesh",Point,83.471435,26.788432,0,4,1,0,0,0,0
KPB,Kharpokhra,,ECR,,Point,84.1526926862,27.1425658407,0,3,1,0,0,0,0
VRL,Veraval,Gujarat,WR,"Veraval, Gujarat",Point,70.370689,20.913351,0,3,1,0,0,0,0
VEER,Veer,Maharashtra,KR,"Lonere - Mangaon 02145270055, Maharashtra",Point,73.3300770068,18.113401793300003,0,4,1,0,0,0,0
VBW,Vaibhavwadi Rd,Maharashtra,KR,"Sindhudurg, Maharashtra",Point,73.707645,16.512013,0,3,2,0,0,0,0
THA,Tehta,Bihar,ECR,"Tehta, Bihar",Point,84.98502287230001,25.1130684669,0,3,1,0,0,0,0
VEN,Verna,Goa,KR,"South Goa 0832-2754289, Goa",Point,73.912519,15.353587,0,3,1,0,0,0,0
TPB,Trilokpur,Uttar Pradesh,NER,"Semari - Bisokhar Rd, Uttar Pradesh",Point,82.701077,27.508190000000003,0,3,1,0,0,0,0
DBNR,Dibnapur,Uttar Pradesh,NER,"Dibnapur, Uttar Pradesh",Point,79.51619,28.524363,0,4,1,0,0,0,0
TMKA,Tomka,Orissa,ECOR,"Orissa, Orissa",Point,85.975352,21.107333,0,4,1,0,0,0,0
UJH,Ujhani,Uttar Pradesh,NER,"Ujhani, Uttar Pradesh",Point,79.01491,27.995236,0,3,1,0,0,0,0
UBN,Ubarni,Uttar Pradesh,NR,"National Highway 24B, Uttar Pradesh",Point,81.163629,26.118214,0,3,1,0,0,0,0
TMS,Tumsar Town,Maharashtra,SECR,"State Highway 249, Maharashtra",Point,79.741784,21.383833000000003,0,3,2,0,0,0,0
TXD,Tyada,Andhra Pradesh,ECOR,"Vishakhapatnam, Andhra Pradesh",Point,83.04218999999999,18.217967,0,3,1,0,0,0,0
UMG,Uttangal Mangalam,Tamil Nadu,SR,"State Highway 10, Tamil Nadu",Point,79.419161,11.535044,0,3,2,0,0,0,0
MPKT,Chennai Park Town,Tamil Nadu,SR,"Chennai, Tamil Nadu",Point,80.27598499999999,13.07995,0,4,3,0,0,0,0
WL,Warangal,Andhra Pradesh,SCR,"Warangal, Andhra Pradesh",Point,79.604929,17.972477,0,2,1,0,0,0,0
MRPR,Mau Ranipur,Uttar Pradesh,NCR,"Nh 75, Uttar Pradesh",Point,79.136793,25.261271,0,4,2,0,0,0,0
VVA,Varvala,Gujarat,WR,"Jamnagar, Gujarat",Point,68.9678414502,22.2995032641,0,3,1,0,0,0,0
MGO,Mahisgaon,Maharashtra,CR,"State Highway 77, Maharashtra",Point,75.501817,18.111324,0,3,1,0,0,0,0
ZW,Zawar,Rajasthan,NWR,"National Highway 8, Rajasthan",Point,73.731959,24.358621,0,2,1,0,0,0,0
WRS,Waris Aleganj,Bihar,ECR,"Warisaliganj, Bihar",Point,85.642177,25.015425,0,3,2,0,0,0,0
VZPH,Vazeerpur Halt,Uttar Pradesh,NER,"Lilhar Mudia Link Rd, Uttar Pradesh",Point,79.86398899999999,28.148542000000003,0,4,2,0,0,0,0
WTJ,Jam Wanthali,Gujarat,WR,"Ranuja Village Rd, Gujarat",Point,70.321802,22.429409,0,3,2,0,0,0,0
PRI,Pathri,Uttarakhand,NR,"Haridwar, Uttarakhand",Point,78.076506,29.851996,0,3,1,0,0,0,0
VPG,Ventrapragada,Andhra Pradesh,SCR,"Krishna, Andhra Pradesh",Point,80.914447,16.473819,0,3,1,0,0,0,0
VVKP,Vivekanand Puri Halt,Delhi Nct,NR,"Sarai Rohilla, Delhi Nct",Point,77.183702,28.664098,0,4,3,0,0,0,0
PUS,Phusro,,ECR,,Point,86.01025,23.767489,0,3,1,0,0,0,0
VSG,Vasco Da Gama,Goa,SWR,"Mormugao, Goa",Point,73.813425,15.397241,0,3,3,0,0,0,0
VLTR,Vadali Luter Road,Gujarat,WR,"Vadali Luter, Gujarat",Point,73.135398,23.078738,0,4,3,0,1,0,0
LOD,Lekoda,Madhya Pradesh,WR,"Ujjain, Madhya Pradesh",Point,75.69849099999999,23.075768,0,3,1,0,0,0,0
VJR,Vijayanagar,Maharashtra,SWR,"Miraj Road, Maharashtra",Point,74.696289906,16.7778119655,0,3,1,0,0,0,0
VRR,Virpur,Gujarat,WR,"Rajkot, Gujarat",Point,70.707212,21.848343,0,3,1,0,0,0,0
OREH,Ore Halt,,?,,Point,84.991898,24.915065,0,4,2,0,0,0,0
YFP,Yusufpur,Uttar Pradesh,NER,"Mdr 94E, Uttar Pradesh",Point,83.74868400000001,25.639006,0,3,1,0,0,0,0
VJD,Vijpadi Road,Gujarat,WR,"Dolti-Rajula Rd, Gujarat",Point,71.449442,21.17981,0,3,2,0,1,0,0
MVS,Manavasi,Tamil Nadu,SR,"Manavasi, Tamil Nadu",Point,78.220496,10.934013,0,3,1,0,0,0,0
VINH,Vinhere,Maharashtra,KR,"Raigad, Maharashtra",Point,73.38400999999999,17.907649,0,4,1,0,0,0,0
MRDW,Murdeshwar,Karnataka,KR,"Murudeshwara, Karnataka",Point,74.50524700000001,14.100277,0,4,1,0,0,0,0
KUDA,Kundapura,Karnataka,KR,"Basrur, Karnataka",Point,74.728366,13.612909,0,4,1,0,0,0,0
KZE,Kanhangad,Kerala,SR,"Kanhangad, Kerala",Point,75.08524799999999,12.320268,0,3,1,0,0,0,0
NROD,Nari Road,Gujarat,WR,"Sh 6, Gujarat",Point,72.08143399999999,21.758482,0,4,2,0,1,0,0
WDG,Wadegaon,Maharashtra,SECR,"Warsa Rd, Maharashtra",Point,79.981617,20.76451,0,3,1,0,0,0,0
VSW,Visavadar,Gujarat,WR,"Visavadar, Gujarat",Point,70.755622,21.341738000000003,0,3,1,0,0,0,0
NRPD,Narayanpet Road,Karnataka,SCR,"Sh 51, Karnataka",Unknown,,,1,4,2,0,1,0,0
SBY,Solan Brewery,Himachal Pradesh,NR,"Solan, Himachal Pradesh",Unknown,,,1,3,2,0,0,0,0
KSJF,Kasganj Mg,Uttar Pradesh,NER,"Kasganj, Uttar Pradesh",Point,78.64517,27.801268,0,4,2,0,0,0,0
WND,Wan Road,Maharashtra,SCR,"Dhulghat, Maharashtra",Point,76.82043300000001,21.21501,0,3,2,0,1,0,0
VLU,Vadalur,Tamil Nadu,SR,"Vadalur, Tamil Nadu",Point,79.547974,11.557655,0,3,1,0,0,0,0
VLV,Vallivedu,Andhra Pradesh,SCR,"Vallivedu, Andhra Pradesh",Point,79.068221,13.528576,0,3,1,0,0,0,0
MANI,Mani Halt,Bihar,ECR,"Mani, Bihar",Point,84.23126776609999,25.1739936806,0,4,2,0,0,0,0
TAA,Tadla Pusapalli,Andhra Pradesh,SCR,"Mahbubabad, Andhra Pradesh",Point,79.9541837128,17.626312868499998,0,3,2,0,0,0,0
CHRG,Chorgi,Karnataka,SWR,"Bijapur, Karnataka",Point,75.869711,17.175076999999998,0,4,1,0,0,0,0
SNAD,Saniyad,Gujarat,WR,"Palej, Gujarat",Unknown,,,1,4,1,0,0,0,0
SRDR,Sardarshahr,Rajasthan,NWR,"Sh 6, Rajasthan",Point,74.47905756533146,28.439590510764504,0,4,1,0,0,0,0
SRGR,Saraygarh,Bihar,ECR,"Saraygarh, Bihar",Unknown,,,1,4,1,0,0,0,0
PTU,Partur,Maharashtra,SCR,"Jalna, Maharashtra",Point,76.212767,19.575715,0,3,1,0,0,0,0
AGY,Agori Khas,Uttar Pradesh,NCR,"State Highway 5, Uttar Pradesh",Point,83.056105,24.59896,0,3,2,0,0,0,0
SVPI,Shivpuri,Madhya Pradesh,WCR,"Shivpuri, Madhya Pradesh",Point,77.638246,25.438444,0,4,1,0,0,0,0
MUO,Masangaon,Madhya Pradesh,WCR,"Harda, Madhya Pradesh",Point,77.005257,22.272733,0,3,1,0,0,0,0
KWAE,Katwa,West Bengal,ER,"Katwa, West Bengal",Point,88.124085,23.640315,0,4,1,0,0,0,0
VNRD,Vani Road,Gujarat,WR,"State Highway 17, Gujarat",Point,72.0035287323,23.0950624331,0,4,2,0,1,0,0
JAN,Jarangdih,,ECR,,Point,85.92881,23.769553,0,3,1,0,0,0,0
BOR,Boisar,Maharashtra,WR,"Boisar, Maharashtra",Point,72.76189900000001,19.7985273,0,3,1,0,0,0,0
WGI,Waghai,Gujarat,WR,"Waghai, Gujarat",Point,73.50047372281551,20.77263815588545,0,3,1,0,0,0,0
BMF,Basmat,Maharashtra,SCR,"Basmath, Maharashtra",Point,77.15177759640001,19.3334723149,0,3,1,0,0,0,0
CGF,Charali,Assam,NFR,"Madhubon To Naoholia Rd, Assam",Point,95.3509509503,27.4496656596,0,3,1,0,0,0,0
CJ,Kanchipuram,Tamil Nadu,SR,"Kanchipuram, Tamil Nadu",Point,79.70314900000001,12.848947,0,2,1,0,0,0,0
CKDL,Chakdayala,Jammu And Kashmir,NR,"Chhan Rorian, Jammu And Kashmir",Point,75.304858,32.478914,0,4,1,0,0,0,0
CJN,Chhatna,West Bengal,SER,"Chhatna, West Bengal",Point,86.975734,23.305386,0,3,1,0,0,0,0
SVX,Savarda,Maharashtra,KR,"Ratnagiri, Maharashtra",Point,73.515528,17.405007,0,3,1,0,0,0,0
URP,Udairampur,West Bengal,ER,"Udairampur, West Bengal",Point,88.273732,22.100085,0,3,1,0,0,0,0
STD,Satrod,Haryana,NWR,"Haryana, Haryana",Point,75.82118,29.108936,0,3,1,0,0,0,0
CHHU,Chhanva,Orissa,SER,"Mayurbhanj, Orissa",Point,86.194643,22.3355771,0,4,1,0,0,0,0
PASA,Parashshala,Kerala,SR,"Parassala, Kerala",Point,77.16548966,8.3398400051,0,4,1,0,0,0,0
KDPA,Khadapa,,ECOR,,Point,82.445719,19.00582,0,4,1,0,0,0,0
NMK,Nim Ka Thana,Rajasthan,NWR,"Neem Ka Thana, Rajasthan",Point,75.779691,27.741573,0,3,3,0,0,0,0
KLAT,Khelpatta,Unknown,Unknown,Unknown,Point,77.872524,21.274489000000003,0,4,1,0,0,0,0
MUHI,Murhari Halt,Unknown,Unknown,Unknown,Point,85.5330143262,25.341408340100003,0,4,2,0,0,0,0
SZH,Saonga Halt,Madhya Pradesh,SECR,"Saonga, Madhya Pradesh",Point,78.871166,21.520105,0,3,2,0,0,0,0
DDC,Dum Dum Cantt.,West Bengal,ER,"Dum Dum Cantt, West Bengal",Point,88.411641,22.636349000000003,0,3,3,0,0,0,0
PLY,Plassey,West Bengal,ER,"Plassey, West Bengal",Point,88.28447,23.777986,0,3,1,0,0,0,0
CKX,Chakur,Maharashtra,SCR,"Msh3, Maharashtra",Point,76.8840283246,18.4875607596,0,3,1,0,0,0,0
PCMK,Pacharmalikpura,Rajasthan,NWR,"State Highway 19, Rajasthan",Point,75.389317,27.201471,0,4,1,0,0,0,0
BCRD,Barchi Road,Madhya Pradesh,CR,"State Highway 26, Madhya Pradesh",Point,78.311632,21.951502,0,4,2,0,1,0,0
BUDI,Bundi,Rajasthan,WCR,"Bundi, Rajasthan",Point,75.65069899999999,25.407922,0,4,1,0,0,0,0
CJQ,Champajharam,Orissa,SER,"National Highway 23, Orissa",Point,84.90421199999999,22.101526,0,3,1,0,0,0,0
VRG,Vikramnagar,Madhya Pradesh,WR,"Ujjain, Madhya Pradesh",Point,75.817754,23.162187,0,3,1,0,0,0,0
BYC,Bellary Cant,Karnataka,SWR,"Bellary, Karnataka",Point,76.89450500000001,15.150286,0,3,2,0,0,0,0
BWF,Butewala,Punjab,NR,"Village Sadhara Rd, Punjab",Point,74.896803,31.080357,0,3,1,0,0,0,0
SPY,Sarsonpuri,Chhattisgarh,SECR,"National Highway 43, Chhattisgarh",Point,81.638003,20.780632,0,3,1,0,0,0,0
BSDA,Baniya Sanda Dhora,Rajasthan,NWR,"Barmer, Rajasthan",Point,71.668563,25.86023,0,4,3,0,0,0,0
BXP,Barpathar,Assam,NFR,"Railway Station, Assam",Point,93.899672,26.274562,0,3,1,0,0,0,0
GRF,Gambhiri Road,Rajasthan,WR,"National Highway 79, Rajasthan",Point,74.671009,24.693873,0,3,2,0,1,0,0
BEC,Berach Jn Cabin,Unknown,Unknown,Unknown,Point,74.61523199999999,24.896442,0,3,3,1,0,0,0
PPNI,Paras Pani,Unknown,Unknown,Unknown,Point,83.04895300000001,24.38141,0,4,2,0,0,0,0
NDT,Nathdwara,Rajasthan,NWR,"Sh 49, Rajasthan",Point,73.909396,24.92025,0,3,1,0,0,0,0
JNU,Jaunpur Jn,Uttar Pradesh,NR,"Jaunpur, Uttar Pradesh",Point,82.69969599999999,25.762849,0,3,2,1,0,0,0
UMRI,Umri,Maharashtra,SCR,"Nanded, Maharashtra",Point,77.642682,19.0418,0,4,1,0,0,0,0
BXLL,Billi,Uttar Pradesh,ECR,"Obra, Uttar Pradesh",Point,83.011944,24.453381,0,4,1,0,0,0,0
BHPA,Bahrupiya Halt,West Bengal,ER,"Bahirpuya, West Bengal",Point,88.349067,22.22962,0,4,2,0,0,0,0
SPP,Shahpur Patoree,Bihar,ECR,"Samastipur, Bihar",Point,85.5813,25.639426,0,3,2,0,0,0,0
MSSD,Maheshari Sandhuan,Punjab,NR,"Firozpur Rd, Punjab",Point,74.992929,30.848579,0,4,2,0,0,0,0
ASSH,Aishbagh,Unknown,Unknown,Unknown,Point,80.908616,26.836088,0,4,1,0,0,0,0
BDJ,Vadakara,Kerala,SR,"Calicut, Kerala",Point,75.5869409,11.5933214,0,3,1,0,0,0,0
KADH,Khairadih Halt,Bihar,ECR,"Khairadih, Bihar",Point,84.054715,25.035047,0,4,2,0,0,0,0
BXL,Bheduasol,West Bengal,SER,"National Highway 60, West Bengal",Point,87.13517327999999,23.1943639299,0,3,1,0,0,0,0
AMPR,Amarpura Rathan,Rajasthan,NWR,"Mdr 103, Rajasthan",Point,74.078953,29.483399,0,4,2,0,0,0,0
BWA,Bhinwaliya,Rajasthan,NWR,"Pindwara, Rajasthan",Point,73.4924808,25.5596627,0,3,1,0,0,0,0
JNX,Jagnath Road Halt,Rajasthan,NWR,"Jalor, Rajasthan",Point,72.62821,25.270948,0,3,3,0,1,0,0
MBSK,Marwar Balia,Rajasthan,NWR,"Marwar, Rajasthan",Point,74.545106,27.357827,0,4,2,0,0,0,0
BEJ,Beniganj,Uttar Pradesh,NR,"Sitapur, Uttar Pradesh",Point,80.440599,27.299916,0,3,1,0,0,0,0
BSDR,Bansadhara Halt,Andhra Pradesh,ECOR,"Lihuri Rd, Andhra Pradesh",Point,83.822754,18.970276,0,4,2,0,0,0,0
SPR,Sonarpur Junction,West Bengal,ER,"Kolkata, West Bengal",Point,88.429773,22.443359,0,3,2,1,0,0,0
SPB,Sonekpur Halt,Uttar Pradesh,NR,"Bilari, Uttar Pradesh",Point,78.69314200000001,28.630277,0,3,2,0,0,0,0
PQA,Pipla Halt,Maharashtra,SECR,"Pipla, Maharashtra",Point,79.06675999999999,21.312575,0,3,2,0,0,0,0
BIRL,Biraul,Bihar,ECR,"Darbhanga, Bihar",Point,86.233733,25.937062,0,4,1,0,0,0,0
GRZ,Gurthuri,,NR,,Point,76.177379,29.648169000000003,0,3,1,0,0,0,0
JNT,Jaintipura,Punjab,?,"National Highway 15, Punjab",Point,75.10219199999999,31.773393,0,3,1,0,0,0,0
PQH,Pindkepar Halt,Unknown,Unknown,Unknown,Point,80.18200300000001,21.304069,0,3,2,0,0,0,0
JNZ,Jenal,Gujarat,NWR,"Bhildi, Gujarat",Point,72.0377359918,24.3273122158,0,3,1,0,0,0,0
PQN,Pariawan Kalakankar Road,Uttar Pradesh,NR,"Pwn Klaknder Rd, Uttar Pradesh",Point,81.368601,25.825794,0,3,3,0,1,0,0
JNN,Jamuniatand,Jharkhand,ECR,"Jamuniatand, Jharkhand",Point,86.191952,23.75454,0,3,1,0,0,0,0
CKM,Chauki Man,Punjab,NR,"Chauki Maan, Punjab",Point,75.56567299999999,30.814886,0,3,2,0,0,0,0
BEI,Shimoga Bidare,Unknown,Unknown,Unknown,Point,75.64768061160001,13.9025358525,0,3,2,0,0,0,0
BEM,Budaun,Uttar Pradesh,NER,"Badaun, Uttar Pradesh",Point,79.1360237,28.0274922,0,3,1,0,0,0,0
METR,Methi Tikur,Unknown,Unknown,Unknown,Point,80.418467,26.698845,0,4,2,0,0,0,0
BWV,Bhiwapur,Maharashtra,SECR,"Bhiwapur, Maharashtra",Point,79.51148736,20.76925671,0,3,1,0,0,0,0
SMDC,Sawai Madhopur D Cabin,Unknown,Unknown,Unknown,Point,76.375851,26.0356,0,4,4,0,0,0,1
APQ,Aditpara,Unknown,Unknown,Unknown,Point,69.6779178894,21.67359117,0,3,1,0,0,0,0
MOTA,Mota,Uttar Pradesh,NCR,"Mota, Uttar Pradesh",Point,79.2537294641,27.2889777447,0,4,1,0,0,0,0
SWNR,Sewa Nagar,Delhi Nct,NR,"South Extension 1, Delhi Nct",Point,77.22770799999999,28.579299,0,4,2,0,0,0,0
LO,Loliya,Gujarat,WR,"State Highway 1, Gujarat",Point,72.166923,22.512244,0,2,1,0,0,0,0
NON,Nonar Halt,Unknown,Unknown,Unknown,Point,84.3707734497,25.2864711772,0,3,2,0,0,0,0
HLB,Hadala Bhal,Gujarat,WR,"Limbadi To Hadala Rd, Gujarat",Point,72.13179600000001,22.487223,0,3,2,0,0,0,0
RLR,Raila Road,Rajasthan,NWR,"Raila, Rajasthan",Point,74.596325,25.630348,0,3,2,0,1,0,0
EDA,Itwan Dundaila,Unknown,Unknown,Unknown,Point,80.84270550779999,24.939958728,0,3,2,0,0,0,0
PDJ,Phiding,Unknown,Unknown,Unknown,Point,93.14983,25.221835,0,3,1,0,0,0,0
SMDP,Shahabad Mohamadpur,Delhi Nct,NR,"Dwarka, Delhi Nct",Point,77.071838,28.560927,0,4,2,0,0,0,0
KTOA,Kotana,Rajasthan,NWR,"Kotana, Rajasthan",Point,73.72634199999999,23.91693,0,4,1,0,0,0,0
TJM,Turinjapuram,Unknown,Unknown,Unknown,Point,79.090728,12.336963,0,3,1,0,0,0,0
KYV,Koyilvenni,Tamil Nadu,SR,"Kovilvenni, Tamil Nadu",Point,79.368646,10.776294,0,3,1,0,0,0,0
ROHN,Rohednagar Halt,Haryana,NR,"Delhi-Rohtak Corridor, Haryana",Point,76.8140929907,28.7611280103,0,4,2,0,0,0,0
SPL,Sundaraperumal Kovil,Tamil Nadu,SR,"Thanjavur, Tamil Nadu",Point,79.30063,10.941722,0,3,2,0,0,0,0
NOY,Noyal,Unknown,Unknown,Unknown,Point,77.93176899999999,11.060239,0,3,1,0,0,0,0
KCYN,Kachhiyana Halt,Unknown,Unknown,Unknown,Point,85.98011055180001,25.1331170814,0,4,2,0,0,0,0
LW,Lorwada,Unknown,Unknown,Unknown,Point,72.08968,24.217193,0,2,1,0,0,0,0
EDD,Edduladoddi,Andhra Pradesh,SCR,"Pyapili, Andhra Pradesh",Point,77.589906,15.329698,0,3,1,0,0,0,0
RLP,Harlapur,Karnataka,SWR,"National Highway 63, Karnataka",Point,75.799259,15.434833,0,3,1,0,0,0,0
GRH,Ghorasahan,Unknown,Unknown,Unknown,Point,85.12762727,26.82028731,0,3,1,0,0,0,0
NOH,Nigohi,Uttar Pradesh,NER,"Nigohi, Uttar Pradesh",Point,79.8785035535,28.0989194076,0,3,1,0,0,0,0
AIH,Alawalpur I Pur,Uttar Pradesh,NR,"Alawalpur, Uttar Pradesh",Point,77.27163889890001,29.0477960432,0,3,3,0,0,0,0
DPU,Diphu,Assam,NFR,"Diphu, Assam",Point,93.438384,25.83725,0,3,1,0,0,0,0
MPRD,Mathurapur Road,West Bengal,ER,"State Highway 3, West Bengal",Point,88.390923,22.140587,0,4,2,0,1,0,0
DLDE,Daldali,Assam,NFR,"Diphu, Assam",Point,93.517152,25.820221,0,4,1,0,0,0,0
