day,station_id,hour,day_of_week,is_weekend,is_peak,capacity,passenger_count,density_percentage,lag_1h_footfall
24,9,17,3,0,1,1000,818,81.8,311.0
24,9,18,3,0,1,1000,724,72.4,818.0
24,9,19,3,0,1,1000,760,76.0,724.0
24,9,20,3,0,0,1000,601,60.1,760.0
24,9,21,3,0,0,1000,168,16.8,601.0
24,9,22,3,0,0,1000,211,21.1,168.0
24,9,23,3,0,0,1000,89,8.9,211.0
25,9,0,4,0,0,1000,60,6.0,89.0
25,9,1,4,0,0,1000,89,8.9,60.0
25,9,2,4,0,0,1000,83,8.3,89.0
25,9,3,4,0,0,1000,28,2.8,83.0
25,9,4,4,0,0,1000,119,11.9,28.0
25,9,5,4,0,0,1000,60,6.0,119.0
25,9,6,4,0,0,1000,455,45.5,60.0
25,9,7,4,0,0,1000,433,43.3,455.0
25,9,8,4,0,1,1000,793,79.3,433.0
25,9,9,4,0,1,1000,745,74.5,793.0
25,9,10,4,0,0,1000,384,38.4,745.0
25,9,11,4,0,0,1000,257,25.7,384.0
25,9,12,4,0,0,1000,310,31.0,257.0
25,9,13,4,0,0,1000,300,30.0,310.0
25,9,14,4,0,0,1000,269,26.9,300.0
25,9,15,4,0,0,1000,308,30.8,269.0
25,9,16,4,0,0,1000,381,38.1,308.0
25,9,17,4,0,1,1000,771,77.1,381.0
25,9,18,4,0,1,1000,786,78.6,771.0
25,9,19,4,0,1,1000,830,83.0,786.0
25,9,20,4,0,0,1000,596,59.6,830.0
25,9,21,4,0,0,1000,99,9.9,596.0
25,9,22,4,0,0,1000,181,18.1,99.0
25,9,23,4,0,0,1000,188,18.8,181.0
26,9,0,5,1,0,1000,73,7.3,188.0
26,9,1,5,1,0,1000,20,2.0,73.0
26,9,2,5,1,0,1000,20,2.0,20.0
26,9,3,5,1,0,1000,20,2.0,20.0
26,9,4,5,1,0,1000,20,2.0,20.0
26,9,5,5,1,0,1000,28,2.8,20.0
26,9,6,5,1,0,1000,299,29.9,28.0
26,9,7,5,1,0,1000,222,22.2,299.0
26,9,8,5,1,0,1000,396,39.6,222.0
26,9,9,5,1,0,1000,369,36.9,396.0
26,9,10,5,1,0,1000,163,16.3,369.0
26,9,11,5,1,0,1000,143,14.3,163.0
26,9,12,5,1,0,1000,141,14.1,143.0
26,9,13,5,1,0,1000,242,24.2,141.0
26,9,14,5,1,0,1000,119,11.9,242.0
26,9,15,5,1,0,1000,230,23.0,119.0
26,9,16,5,1,0,1000,101,10.1,230.0
26,9,17,5,1,0,1000,490,49.0,101.0
26,9,18,5,1,0,1000,414,41.4,490.0
26,9,19,5,1,0,1000,521,52.1,414.0
26,9,20,5,1,0,1000,275,27.5,521.0
26,9,21,5,1,0,1000,60,6.0,275.0
26,9,22,5,1,0,1000,159,15.9,60.0
26,9,23,5,1,0,1000,82,8.2,159.0
27,9,0,6,1,0,1000,20,2.0,82.0
27,9,1,6,1,0,1000,34,3.4,20.0
27,9,2,6,1,0,1000,20,2.0,34.0
27,9,3,6,1,0,1000,20,2.0,20.0
27,9,4,6,1,0,1000,20,2.0,20.0
27,9,5,6,1,0,1000,20,2.0,20.0
27,9,6,6,1,0,1000,193,19.3,20.0
27,9,7,6,1,0,1000,229,22.9,193.0
27,9,8,6,1,0,1000,379,37.9,229.0
27,9,9,6,1,0,1000,367,36.7,379.0
27,9,10,6,1,0,1000,117,11.7,367.0
27,9,11,6,1,0,1000,162,16.2,117.0
27,9,12,6,1,0,1000,226,22.6,162.0
27,9,13,6,1,0,1000,225,22.5,226.0
27,9,14,6,1,0,1000,110,11.0,225.0
27,9,15,6,1,0,1000,125,12.5,110.0
27,9,16,6,1,0,1000,176,17.6,125.0
27,9,17,6,1,0,1000,457,45.7,176.0
27,9,18,6,1,0,1000,470,47.0,457.0
27,9,19,6,1,0,1000,422,42.2,470.0
27,9,20,6,1,0,1000,236,23.6,422.0
27,9,21,6,1,0,1000,105,10.5,236.0
27,9,22,6,1,0,1000,122,12.2,105.0
27,9,23,6,1,0,1000,121,12.1,122.0
28,9,0,0,0,0,1000,83,8.3,121.0
28,9,1,0,0,0,1000,20,2.0,83.0
28,9,2,0,0,0,1000,20,2.0,20.0
28,9,3,0,0,0,1000,31,3.1,20.0
28,9,4,0,0,0,1000,20,2.0,31.0
28,9,5,0,0,0,1000,39,3.9,20.0
28,9,6,0,0,0,1000,525,52.5,39.0
28,9,7,0,0,0,1000,449,44.9,525.0
28,9,8,0,0,1,1000,765,76.5,449.0
28,9,9,0,0,1,1000,786,78.6,765.0
28,9,10,0,0,0,1000,239,23.9,786.0
28,9,11,0,0,0,1000,276,27.6,239.0
28,9,12,0,0,0,1000,307,30.7,276.0
28,9,13,0,0,0,1000,326,32.6,307.0
28,9,14,0,0,0,1000,369,36.9,326.0
28,9,15,0,0,0,1000,355,35.5,369.0
28,9,16,0,0,0,1000,340,34.0,355.0
28,9,17,0,0,1,1000,761,76.1,340.0
28,9,18,0,0,1,1000,791,79.1,761.0
28,9,19,0,0,1,1000,781,78.1,791.0
28,9,20,0,0,0,1000,675,67.5,781.0
28,9,21,0,0,0,1000,180,18.0,675.0
28,9,22,0,0,0,1000,222,22.2,180.0
28,9,23,0,0,0,1000,177,17.7,222.0
29,9,0,1,0,0,1000,27,2.7,177.0
29,9,1,1,0,0,1000,20,2.0,27.0
29,9,2,1,0,0,1000,140,14.0,20.0
29,9,3,1,0,0,1000,20,2.0,140.0
29,9,4,1,0,0,1000,69,6.9,20.0
29,9,5,1,0,0,1000,41,4.1,69.0
29,9,6,1,0,0,1000,359,35.9,41.0
29,9,7,1,0,0,1000,376,37.6,359.0
29,9,8,1,0,1,1000,741,74.1,376.0
29,9,9,1,0,1,1000,654,65.4,741.0
29,9,10,1,0,0,1000,329,32.9,654.0
29,9,11,1,0,0,1000,280,28.0,329.0
29,9,12,1,0,0,1000,361,36.1,280.0
29,9,13,1,0,0,1000,304,30.4,361.0
29,9,14,1,0,0,1000,348,34.8,304.0
29,9,15,1,0,0,1000,268,26.8,348.0
29,9,16,1,0,0,1000,375,37.5,268.0
29,9,17,1,0,1,1000,873,87.3,375.0
29,9,18,1,0,1,1000,884,88.4,873.0
29,9,19,1,0,1,1000,783,78.3,884.0
29,9,20,1,0,0,1000,490,49.0,783.0
29,9,21,1,0,0,1000,260,26.0,490.0
29,9,22,1,0,0,1000,199,19.9,260.0
29,9,23,1,0,0,1000,202,20.2,199.0
0,10,0,0,0,0,800,65,8.12,65.0
0,10,1,0,0,0,800,22,2.75,65.0
0,10,2,0,0,0,800,51,6.38,22.0
0,10,3,0,0,0,800,85,10.62,51.0
0,10,4,0,0,0,800,18,2.25,85.0
0,10,5,0,0,0,800,16,2.0,18.0
0,10,6,0,0,0,800,430,53.75,16.0
0,10,7,0,0,0,800,432,54.0,430.0
0,10,8,0,0,1,800,727,90.88,432.0
0,10,9,0,0,1,800,758,94.75,727.0
0,10,10,0,0,0,800,334,41.75,758.0
0,10,11,0,0,0,800,319,39.88,334.0
0,10,12,0,0,0,800,247,30.88,319.0
0,10,13,0,0,0,800,252,31.5,247.0
0,10,14,0,0,0,800,311,38.88,252.0
0,10,15,0,0,0,800,393,49.12,311.0
0,10,16,0,0,0,800,324,40.5,393.0
0,10,17,0,0,1,800,781,97.62,324.0
0,10,18,0,0,1,800,776,97.0,781.0
0,10,19,0,0,1,800,806,100.75,776.0
0,10,20,0,0,0,800,563,70.38,806.0
0,10,21,0,0,0,800,135,16.88,563.0
0,10,22,0,0,0,800,153,19.12,135.0
0,10,23,0,0,0,800,175,21.88,153.0
1,10,0,1,0,0,800,16,2.0,175.0
1,10,1,1,0,0,800,16,2.0,16.0
1,10,2,1,0,0,800,93,11.62,16.0
1,10,3,1,0,0,800,57,7.12,93.0
1,10,4,1,0,0,800,16,2.0,57.0
1,10,5,1,0,0,800,16,2.0,16.0
1,10,6,1,0,0,800,392,49.0,16.0
1,10,7,1,0,0,800,505,63.12,392.0
1,10,8,1,0,1,800,783,97.88,505.0
1,10,9,1,0,1,800,721,90.12,783.0
1,10,10,1,0,0,800,338,42.25,721.0
1,10,11,1,0,0,800,281,35.12,338.0
1,10,12,1,0,0,800,283,35.38,281.0
1,10,13,1,0,0,800,356,44.5,283.0
1,10,14,1,0,0,800,353,44.12,356.0
1,10,15,1,0,0,800,349,43.62,353.0
1,10,16,1,0,0,800,367,45.88,349.0
1,10,17,1,0,1,800,855,106.88,367.0
1,10,18,1,0,1,800,740,92.5,855.0
1,10,19,1,0,1,800,894,111.75,740.0
1,10,20,1,0,0,800,615,76.88,894.0
1,10,21,1,0,0,800,127,15.88,615.0
1,10,22,1,0,0,800,168,21.0,127.0
1,10,23,1,0,0,800,174,21.75,168.0
2,10,0,2,0,0,800,16,2.0,174.0
2,10,1,2,0,0,800,64,8.0,16.0
2,10,2,2,0,0,800,72,9.0,64.0
2,10,3,2,0,0,800,68,8.5,72.0
2,10,4,2,0,0,800,16,2.0,68.0
2,10,5,2,0,0,800,26,3.25,16.0
2,10,6,2,0,0,800,482,60.25,26.0
2,10,7,2,0,0,800,438,54.75,482.0
2,10,8,2,0,1,800,726,90.75,438.0
2,10,9,2,0,1,800,723,90.38,726.0
2,10,10,2,0,0,800,355,44.38,723.0
2,10,11,2,0,0,800,363,45.38,355.0
2,10,12,2,0,0,800,394,49.25,363.0
2,10,13,2,0,0,800,355,44.38,394.0
2,10,14,2,0,0,800,285,35.62,355.0
2,10,15,2,0,0,800,304,38.0,285.0
2,10,16,2,0,0,800,250,31.25,304.0
2,10,17,2,0,1,800,791,98.88,250.0
2,10,18,2,0,1,800,814,101.75,791.0
2,10,19,2,0,1,800,861,107.62,814.0
2,10,20,2,0,0,800,531,66.38,861.0
2,10,21,2,0,0,800,169,21.12,531.0
2,10,22,2,0,0,800,161,20.12,169.0
2,10,23,2,0,0,800,215,26.88,161.0
3,10,0,3,0,0,800,36,4.5,215.0
3,10,1,3,0,0,800,88,11.0,36.0
3,10,2,3,0,0,800,86,10.75,88.0
3,10,3,3,0,0,800,34,4.25,86.0
3,10,4,3,0,0,800,16,2.0,34.0
3,10,5,3,0,0,800,84,10.5,16.0
3,10,6,3,0,0,800,395,49.38,84.0
3,10,7,3,0,0,800,376,47.0,395.0
3,10,8,3,0,1,800,817,102.12,376.0
3,10,9,3,0,1,800,740,92.5,817.0
3,10,10,3,0,0,800,373,46.62,740.0
3,10,11,3,0,0,800,357,44.62,373.0
3,10,12,3,0,0,800,357,44.62,357.0
3,10,13,3,0,0,800,276,34.5,357.0
3,10,14,3,0,0,800,320,40.0,276.0
3,10,15,3,0,0,800,308,38.5,320.0
3,10,16,3,0,0,800,331,41.38,308.0
3,10,17,3,0,1,800,829,103.62,331.0
3,10,18,3,0,1,800,799,99.88,829.0
3,10,19,3,0,1,800,850,106.25,799.0
3,10,20,3,0,0,800,541,67.62,850.0
3,10,21,3,0,0,800,215,26.88,541.0
3,10,22,3,0,0,800,196,24.5,215.0
3,10,23,3,0,0,800,169,21.12,196.0
4,10,0,4,0,0,800,44,5.5,169.0
4,10,1,4,0,0,800,20,2.5,44.0
4,10,2,4,0,0,800,26,3.25,20.0
4,10,3,4,0,0,800,105,13.12,26.0
4,10,4,4,0,0,800,103,12.88,105.0
4,10,5,4,0,0,800,29,3.62,103.0
4,10,6,4,0,0,800,325,40.62,29.0
4,10,7,4,0,0,800,430,53.75,325.0
4,10,8,4,0,1,800,726,90.75,430.0
4,10,9,4,0,1,800,765,95.62,726.0
4,10,10,4,0,0,800,278,34.75,765.0
4,10,11,4,0,0,800,300,37.5,278.0
4,10,12,4,0,0,800,342,42.75,300.0
4,10,13,4,0,0,800,265,33.12,342.0
4,10,14,4,0,0,800,353,44.12,265.0
4,10,15,4,0,0,800,372,46.5,353.0
4,10,16,4,0,0,800,297,37.12,372.0
4,10,17,4,0,1,800,808,101.0,297.0
4,10,18,4,0,1,800,774,96.75,808.0
4,10,19,4,0,1,800,823,102.88,774.0
4,10,20,4,0,0,800,612,76.5,823.0
4,10,21,4,0,0,800,166,20.75,612.0
4,10,22,4,0,0,800,148,18.5,166.0
4,10,23,4,0,0,800,184,23.0,148.0
5,10,0,5,1,0,800,60,7.5,184.0
5,10,1,5,1,0,800,30,3.75,60.0
5,10,2,5,1,0,800,16,2.0,30.0
5,10,3,5,1,0,800,64,8.0,16.0
5,10,4,5,1,0,800,16,2.0,64.0
5,10,5,5,1,0,800,23,2.88,16.0
5,10,6,5,1,0,800,230,28.75,23.0
5,10,7,5,1,0,800,169,21.12,230.0
5,10,8,5,1,0,800,489,61.12,169.0
5,10,9,5,1,0,800,436,54.5,489.0
5,10,10,5,1,0,800,178,22.25,436.0
5,10,11,5,1,0,800,168,21.0,178.0
5,10,12,5,1,0,800,186,23.25,168.0
5,10,13,5,1,0,800,93,11.62,186.0
5,10,14,5,1,0,800,119,14.88,93.0
5,10,15,5,1,0,800,211,26.38,119.0
5,10,16,5,1,0,800,175,21.88,211.0
5,10,17,5,1,0,800,446,55.75,175.0
5,10,18,5,1,0,800,417,52.12,446.0
5,10,19,5,1,0,800,477,59.62,417.0
5,10,20,5,1,0,800,338,42.25,477.0
5,10,21,5,1,0,800,97,12.12,338.0
5,10,22,5,1,0,800,38,4.75,97.0
5,10,23,5,1,0,800,46,5.75,38.0
6,10,0,6,1,0,800,42,5.25,46.0
6,10,1,6,1,0,800,16,2.0,42.0
6,10,2,6,1,0,800,43,5.38,16.0
6,10,3,6,1,0,800,16,2.0,43.0
6,10,4,6,1,0,800,64,8.0,16.0
6,10,5,6,1,0,800,88,11.0,64.0
6,10,6,6,1,0,800,249,31.13,88.0
6,10,7,6,1,0,800,198,24.75,249.0
6,10,8,6,1,0,800,468,58.5,198.0
6,10,9,6,1,0,800,491,61.38,468.0
6,10,10,6,1,0,800,125,15.62,491.0
6,10,11,6,1,0,800,205,25.62,125.0
6,10,12,6,1,0,800,153,19.12,205.0
6,10,13,6,1,0,800,144,18.0,153.0
6,10,14,6,1,0,800,179,22.38,144.0
6,10,15,6,1,0,800,166,20.75,179.0
6,10,16,6,1,0,800,123,15.38,166.0
6,10,17,6,1,0,800,374,46.75,123.0
6,10,18,6,1,0,800,371,46.38,374.0
6,10,19,6,1,0,800,462,57.75,371.0
6,10,20,6,1,0,800,306,38.25,462.0
6,10,21,6,1,0,800,74,9.25,306.0
6,10,22,6,1,0,800,110,13.75,74.0
6,10,23,6,1,0,800,91,11.38,110.0
7,10,0,0,0,0,800,16,2.0,91.0
7,10,1,0,0,0,800,141,17.62,16.0
7,10,2,0,0,0,800,80,10.0,141.0
7,10,3,0,0,0,800,148,18.5,80.0
7,10,4,0,0,0,800,41,5.12,148.0
7,10,5,0,0,0,800,19,2.38,41.0
7,10,6,0,0,0,800,498,62.25,19.0
7,10,7,0,0,0,800,507,63.38,498.0
7,10,8,0,0,1,800,784,98.0,507.0
7,10,9,0,0,1,800,766,95.75,784.0
7,10,10,0,0,0,800,297,37.12,766.0
7,10,11,0,0,0,800,321,40.12,297.0
7,10,12,0,0,0,800,370,46.25,321.0
7,10,13,0,0,0,800,386,48.25,370.0
7,10,14,0,0,0,800,342,42.75,386.0
7,10,15,0,0,0,800,305,38.12,342.0
7,10,16,0,0,0,800,300,37.5,305.0
7,10,17,0,0,1,800,772,96.5,300.0
7,10,18,0,0,1,800,804,100.5,772.0
7,10,19,0,0,1,800,865,108.12,804.0
7,10,20,0,0,0,800,557,69.62,865.0
7,10,21,0,0,0,800,184,23.0,557.0
7,10,22,0,0,0,800,183,22.88,184.0
7,10,23,0,0,0,800,174,21.75,183.0
8,10,0,1,0,0,800,59,7.38,174.0
8,10,1,1,0,0,800,16,2.0,59.0
8,10,2,1,0,0,800,95,11.88,16.0
8,10,3,1,0,0,800,79,9.88,95.0
8,10,4,1,0,0,800,16,2.0,79.0
8,10,5,1,0,0,800,92,11.5,16.0
8,10,6,1,0,0,800,447,55.88,92.0
8,10,7,1,0,0,800,401,50.12,447.0
8,10,8,1,0,1,800,729,91.12,401.0
8,10,9,1,0,1,800,673,84.12,729.0
8,10,10,1,0,0,800,299,37.38,673.0
8,10,11,1,0,0,800,377,47.12,299.0
8,10,12,1,0,0,800,335,41.88,377.0
8,10,13,1,0,0,800,300,37.5,335.0
8,10,14,1,0,0,800,331,41.38,300.0
8,10,15,1,0,0,800,323,40.38,331.0
8,10,16,1,0,0,800,291,36.38,323.0
8,10,17,1,0,1,800,809,101.12,291.0
8,10,18,1,0,1,800,804,100.5,809.0
8,10,19,1,0,1,800,751,93.88,804.0
8,10,20,1,0,0,800,645,80.62,751.0
8,10,21,1,0,0,800,137,17.12,645.0
8,10,22,1,0,0,800,204,25.5,137.0
8,10,23,1,0,0,800,124,15.5,204.0
9,10,0,2,0,0,800,16,2.0,124.0
9,10,1,2,0,0,800,70,8.75,16.0
9,10,2,2,0,0,800,66,8.25,70.0
9,10,3,2,0,0,800,16,2.0,66.0
9,10,4,2,0,0,800,43,5.38,16.0
9,10,5,2,0,0,800,88,11.0,43.0
9,10,6,2,0,0,800,511,63.88,88.0
9,10,7,2,0,0,800,416,52.0,511.0
9,10,8,2,0,1,800,753,94.12,416.0
9,10,9,2,0,1,800,792,99.0,753.0
9,10,10,2,0,0,800,291,36.38,792.0
9,10,11,2,0,0,800,285,35.62,291.0
9,10,12,2,0,0,800,352,44.0,285.0
9,10,13,2,0,0,800,335,41.88,352.0
9,10,14,2,0,0,800,261,32.62,335.0
9,10,15,2,0,0,800,279,34.88,261.0
9,10,16,2,0,0,800,244,30.5,279.0
9,10,17,2,0,1,800,771,96.38,244.0
9,10,18,2,0,1,800,703,87.88,771.0
9,10,19,2,0,1,800,875,109.38,703.0
9,10,20,2,0,0,800,570,71.25,875.0
9,10,21,2,0,0,800,214,26.75,570.0
9,10,22,2,0,0,800,133,16.62,214.0
9,10,23,2,0,0,800,226,28.25,133.0
10,10,0,3,0,0,800,27,3.38,226.0
10,10,1,3,0,0,800,119,14.88,27.0
10,10,2,3,0,0,800,62,7.75,119.0
10,10,3,3,0,0,800,49,6.12,62.0
10,10,4,3,0,0,800,57,7.12,49.0
10,10,5,3,0,0,800,68,8.5,57.0
10,10,6,3,0,0,800,431,53.87,68.0
10,10,7,3,0,0,800,480,60.0,431.0
10,10,8,3,0,1,800,655,81.88,480.0
10,10,9,3,0,1,800,708,88.5,655.0
10,10,10,3,0,0,800,307,38.38,708.0
10,10,11,3,0,0,800,237,29.62,307.0
10,10,12,3,0,0,800,360,45.0,237.0
10,10,13,3,0,0,800,272,34.0,360.0
10,10,14,3,0,0,800,260,32.5,272.0
10,10,15,3,0,0,800,269,33.62,260.0
10,10,16,3,0,0,800,250,31.25,269.0
10,10,17,3,0,1,800,777,97.12,250.0
10,10,18,3,0,1,800,784,98.0,777.0
10,10,19,3,0,1,800,776,97.0,784.0
10,10,20,3,0,0,800,542,67.75,776.0
10,10,21,3,0,0,800,165,20.62,542.0
10,10,22,3,0,0,800,145,18.12,165.0
10,10,23,3,0,0,800,152,19.0,145.0
11,10,0,4,0,0,800,95,11.88,152.0
11,10,1,4,0,0,800,53,6.62,95.0
11,10,2,4,0,0,800,58,7.25,53.0
11,10,3,4,0,0,800,40,5.0,58.0
11,10,4,4,0,0,800,76,9.5,40.0
11,10,5,4,0,0,800,81,10.12,76.0
11,10,6,4,0,0,800,430,53.75,81.0
11,10,7,4,0,0,800,422,52.75,430.0
11,10,8,4,0,1,800,732,91.5,422.0
11,10,9,4,0,1,800,745,93.12,732.0
11,10,10,4,0,0,800,266,33.25,745.0
11,10,11,4,0,0,800,303,37.88,266.0
11,10,12,4,0,0,800,317,39.62,303.0
11,10,13,4,0,0,800,290,36.25,317.0
11,10,14,4,0,0,800,294,36.75,290.0
11,10,15,4,0,0,800,212,26.5,294.0
11,10,16,4,0,0,800,262,32.75,212.0
11,10,17,4,0,1,800,737,92.12,262.0
11,10,18,4,0,1,800,788,98.5,737.0
11,10,19,4,0,1,800,801,100.12,788.0
11,10,20,4,0,0,800,609,76.12,801.0
11,10,21,4,0,0,800,144,18.0,609.0
11,10,22,4,0,0,800,144,18.0,144.0
11,10,23,4,0,0,800,159,19.88,144.0
12,10,0,5,1,0,800,16,2.0,159.0
12,10,1,5,1,0,800,16,2.0,16.0
12,10,2,5,1,0,800,51,6.38,16.0
12,10,3,5,1,0,800,63,7.88,51.0
12,10,4,5,1,0,800,47,5.88,63.0
12,10,5,5,1,0,800,19,2.38,47.0
12,10,6,5,1,0,800,153,19.12,19.0
12,10,7,5,1,0,800,219,27.38,153.0
12,10,8,5,1,0,800,471,58.88,219.0
12,10,9,5,1,0,800,388,48.5,471.0
12,10,10,5,1,0,800,211,26.38,388.0
12,10,11,5,1,0,800,203,25.37,211.0
12,10,12,5,1,0,800,166,20.75,203.0
12,10,13,5,1,0,800,216,27.0,166.0
12,10,14,5,1,0,800,200,25.0,216.0
12,10,15,5,1,0,800,166,20.75,200.0
12,10,16,5,1,0,800,169,21.12,166.0
12,10,17,5,1,0,800,428,53.5,169.0
12,10,18,5,1,0,800,488,61.0,428.0
12,10,19,5,1,0,800,437,54.62,488.0
12,10,20,5,1,0,800,331,41.38,437.0
12,10,21,5,1,0,800,122,15.25,331.0
12,10,22,5,1,0,800,64,8.0,122.0
12,10,23,5,1,0,800,129,16.12,64.0
13,10,0,6,1,0,800,16,2.0,129.0
13,10,1,6,1,0,800,47,5.88,16.0
13,10,2,6,1,0,800,28,3.5,47.0
13,10,3,6,1,0,800,35,4.38,28.0
13,10,4,6,1,0,800,28,3.5,35.0
13,10,5,6,1,0,800,16,2.0,28.0
13,10,6,6,1,0,800,114,14.25,16.0
13,10,7,6,1,0,800,235,29.38,114.0
13,10,8,6,1,0,800,394,49.25,235.0
13,10,9,6,1,0,800,408,51.0,394.0
13,10,10,6,1,0,800,143,17.88,408.0
13,10,11,6,1,0,800,216,27.0,143.0
13,10,12,6,1,0,800,148,18.5,216.0
13,10,13,6,1,0,800,194,24.25,148.0
13,10,14,6,1,0,800,193,24.12,194.0
13,10,15,6,1,0,800,118,14.75,193.0
13,10,16,6,1,0,800,163,20.38,118.0
13,10,17,6,1,0,800,505,63.12,163.0
13,10,18,6,1,0,800,455,56.88,505.0
13,10,19,6,1,0,800,376,47.0,455.0
13,10,20,6,1,0,800,410,51.25,376.0
13,10,21,6,1,0,800,126,15.75,410.0
13,10,22,6,1,0,800,112,14.0,126.0
13,10,23,6,1,0,800,125,15.62,112.0
14,10,0,0,0,0,800,36,4.5,125.0
14,10,1,0,0,0,800,73,9.12,36.0
14,10,2,0,0,0,800,103,12.88,73.0
14,10,3,0,0,0,800,39,4.88,103.0
14,10,4,0,0,0,800,47,5.88,39.0
14,10,5,0,0,0,800,71,8.88,47.0
14,10,6,0,0,0,800,413,51.62,71.0
14,10,7,0,0,0,800,405,50.62,413.0
14,10,8,0,0,1,800,702,87.75,405.0
14,10,9,0,0,1,800,789,98.62,702.0
14,10,10,0,0,0,800,345,43.12,789.0
14,10,11,0,0,0,800,322,40.25,345.0
14,10,12,0,0,0,800,346,43.25,322.0
14,10,13,0,0,0,800,346,43.25,346.0
14,10,14,0,0,0,800,388,48.5,346.0
14,10,15,0,0,0,800,291,36.38,388.0
14,10,16,0,0,0,800,344,43.0,291.0
14,10,17,0,0,1,800,781,97.62,344.0
14,10,18,0,0,1,800,813,101.63,781.0
14,10,19,0,0,1,800,761,95.12,813.0
14,10,20,0,0,0,800,573,71.62,761.0
14,10,21,0,0,0,800,168,21.0,573.0
14,10,22,0,0,0,800,153,19.12,168.0
14,10,23,0,0,0,800,119,14.88,153.0
15,10,0,1,0,0,800,88,11.0,119.0
15,10,1,1,0,0,800,36,4.5,88.0
15,10,2,1,0,0,800,41,5.12,36.0
15,10,3,1,0,0,800,83,10.38,41.0
15,10,4,1,0,0,800,48,6.0,83.0
15,10,5,1,0,0,800,16,2.0,48.0
15,10,6,1,0,0,800,503,62.88,16.0
15,10,7,1,0,0,800,487,60.88,503.0
15,10,8,1,0,1,800,743,92.88,487.0
15,10,9,1,0,1,800,733,91.62,743.0
15,10,10,1,0,0,800,339,42.38,733.0
15,10,11,1,0,0,800,268,33.5,339.0
15,10,12,1,0,0,800,369,46.12,268.0
15,10,13,1,0,0,800,324,40.5,369.0
15,10,14,1,0,0,800,301,37.62,324.0
15,10,15,1,0,0,800,276,34.5,301.0
15,10,16,1,0,0,800,345,43.12,276.0
15,10,17,1,0,1,800,772,96.5,345.0
15,10,18,1,0,1,800,772,96.5,772.0
15,10,19,1,0,1,800,860,107.5,772.0
15,10,20,1,0,0,800,647,80.88,860.0
15,10,21,1,0,0,800,158,19.75,647.0
15,10,22,1,0,0,800,179,22.38,158.0
15,10,23,1,0,0,800,168,21.0,179.0
16,10,0,2,0,0,800,16,2.0,168.0
16,10,1,2,0,0,800,38,4.75,16.0
16,10,2,2,0,0,800,18,2.25,38.0
16,10,3,2,0,0,800,16,2.0,18.0
16,10,4,2,0,0,800,98,12.25,16.0
16,10,5,2,0,0,800,72,9.0,98.0
16,10,6,2,0,0,800,414,51.75,72.0
16,10,7,2,0,0,800,490,61.25,414.0
16,10,8,2,0,1,800,733,91.62,490.0
16,10,9,2,0,1,800,712,89.0,733.0
16,10,10,2,0,0,800,264,33.0,712.0
16,10,11,2,0,0,800,374,46.75,264.0
16,10,12,2,0,0,800,248,31.0,374.0
16,10,13,2,0,0,800,362,45.25,248.0
16,10,14,2,0,0,800,327,40.88,362.0
16,10,15,2,0,0,800,342,42.75,327.0
16,10,16,2,0,0,800,274,34.25,342.0
16,10,17,2,0,1,800,779,97.38,274.0
16,10,18,2,0,1,800,824,103.0,779.0
16,10,19,2,0,1,800,805,100.63,824.0
16,10,20,2,0,0,800,552,69.0,805.0
16,10,21,2,0,0,800,172,21.5,552.0
16,10,22,2,0,0,800,147,18.38,172.0
16,10,23,2,0,0,800,167,20.88,147.0
17,10,0,3,0,0,800,16,2.0,167.0
17,10,1,3,0,0,800,67,8.38,16.0
17,10,2,3,0,0,800,16,2.0,67.0
17,10,3,3,0,0,800,57,7.12,16.0
17,10,4,3,0,0,800,95,11.88,57.0
17,10,5,3,0,0,800,16,2.0,95.0
17,10,6,3,0,0,800,494,61.75,16.0
17,10,7,3,0,0,800,431,53.87,494.0
17,10,8,3,0,1,800,788,98.5,431.0
17,10,9,3,0,1,800,723,90.38,788.0
17,10,10,3,0,0,800,310,38.75,723.0
17,10,11,3,0,0,800,260,32.5,310.0
17,10,12,3,0,0,800,309,38.62,260.0
17,10,13,3,0,0,800,288,36.0,309.0
17,10,14,3,0,0,800,306,38.25,288.0
17,10,15,3,0,0,800,224,28.0,306.0
17,10,16,3,0,0,800,290,36.25,224.0
17,10,17,3,0,1,800,809,101.12,290.0
17,10,18,3,0,1,800,734,91.75,809.0
17,10,19,3,0,1,800,806,100.75,734.0
17,10,20,3,0,0,800,553,69.12,806.0
17,10,21,3,0,0,800,207,25.87,553.0
17,10,22,3,0,0,800,180,22.5,207.0
17,10,23,3,0,0,800,102,12.75,180.0
18,10,0,4,0,0,800,96,12.0,102.0
18,10,1,4,0,0,800,86,10.75,96.0
18,10,2,4,0,0,800,57,7.12,86.0
18,10,3,4,0,0,800,16,2.0,57.0
18,10,4,4,0,0,800,67,8.38,16.0
18,10,5,4,0,0,800,43,5.38,67.0
18,10,6,4,0,0,800,368,46.0,43.0
18,10,7,4,0,0,800,366,45.75,368.0
18,10,8,4,0,1,800,756,94.5,366.0
18,10,9,4,0,1,800,721,90.12,756.0
18,10,10,4,0,0,800,306,38.25,721.0
18,10,11,4,0,0,800,286,35.75,306.0
18,10,12,4,0,0,800,336,42.0,286.0
18,10,13,4,0,0,800,308,38.5,336.0
18,10,14,4,0,0,800,275,34.38,308.0
18,10,15,4,0,0,800,229,28.62,275.0
