trip_id,train_id,origin_station,destination_station,departure_time,arrival_time,trip_date,trip_duration_min,distance_km,average_speed_kmh
TRP_014782,TRN_100,Kohat Enclave,Pitampura,10:34:00,10:36:00,2026-03-11,2,1.25,37.22
TRP_014783,TRN_092,Mohan Nagar,Tis Hazari,18:29:00,18:55:00,2026-03-13,26,16.25,37.56
TRP_014784,TRN_076,Jawaharlal Nehru Stadium,Old Faridabad,06:42:00,07:25:00,2026-03-11,43,23.75,33.12
TRP_014785,TRN_170,Tis Hazari,Keshav Puram,13:59:00,14:13:00,2026-03-14,14,7.5,32.85
TRP_014786,TRN_012,Shahdara,Kohat Enclave,06:23:00,06:48:00,2026-03-02,25,16.25,39.55
TRP_014787,TRN_177,Nehru Enclave,Okhla Vihar,12:15:00,12:25:00,2026-03-14,10,6.25,37.91
TRP_014788,TRN_035,Kashmere Gate,MG Road,08:04:00,08:55:00,2026-03-17,51,28.75,33.65
TRP_014789,TRN_105,Patel Nagar,Indraprastha,12:34:00,12:54:00,2026-03-23,20,11.25,33.72
TRP_014790,TRN_158,Janakpuri West,Kalindi Kunj,08:45:00,09:25:00,2026-03-04,40,27.5,41.0
TRP_014791,TRN_070,Delhi Gate,Sant Surdas (Sihi),12:46:00,13:42:00,2026-03-24,56,36.25,39.12
TRP_014792,TRN_099,Mewala Maharajpur,Raja Nahar Singh,07:24:00,07:41:00,2026-03-07,17,10.0,35.35
TRP_014793,TRN_047,Okhla Vihar,Botanical Garden,16:41:00,16:48:00,2026-03-13,7,5.0,41.14
TRP_014794,TRN_200,Mayur Vihar Pocket 1,Jafrabad,14:45:00,15:06:00,2026-03-18,21,12.5,35.4
TRP_014795,TRN_175,Vishwa Vidyalaya,Chandni Chowk,08:19:00,08:27:00,2026-03-21,8,5.0,37.26
TRP_014796,TRN_190,Samaypur Badli,"Rohini Sector 18, 19",19:15:00,19:17:00,2026-03-29,2,1.25,36.03
TRP_014797,TRN_007,Keshav Puram,Kohat Enclave,09:55:00,09:59:00,2026-03-12,4,2.5,33.38
TRP_014798,TRN_097,Samaypur Badli,Qutab Minar,10:13:00,11:04:00,2026-03-05,51,33.75,39.61
TRP_014799,TRN_104,East Azad Nagar,Jafrabad,14:22:00,14:24:00,2026-03-19,2,1.25,37.82
TRP_014800,TRN_067,Delhi Gate,Sarai,17:10:00,17:47:00,2026-03-29,37,25.0,40.07
TRP_014801,TRN_197,Shyam Park,Keshav Puram,18:29:00,19:10:00,2026-03-21,41,22.5,33.31
TRP_014802,TRN_071,Jangpura,Sarita Vihar,22:22:00,22:42:00,2026-03-12,20,11.25,33.41
TRP_014803,TRN_172,Jangpura,Escorts Mujesar,17:56:00,18:39:00,2026-03-26,43,26.25,36.7
TRP_014804,TRN_098,Rajouri Garden,Dilli Haat - INA,13:43:00,13:59:00,2026-03-19,16,8.75,32.06
TRP_014805,TRN_164,Janakpuri East,Mandi House,21:50:00,22:28:00,2026-03-27,38,21.25,33.52
TRP_014806,TRN_041,Punjabi Bagh West,Durgabai Deshmukh South Campus,07:49:00,07:59:00,2026-03-10,10,6.25,39.12
TRP_014807,TRN_194,Vidhan Sabha,Kashmere Gate,07:34:00,07:38:00,2026-03-17,4,2.5,36.37
TRP_014808,TRN_196,Rajouri Garden,Ashram,13:59:00,14:20:00,2026-03-24,21,13.75,40.04
TRP_014809,TRN_100,Mansarovar Park,Kohat Enclave,19:59:00,20:32:00,2026-03-13,33,17.5,32.17
TRP_014810,TRN_068,Chirag Delhi,Okhla Vihar,15:02:00,15:15:00,2026-03-11,13,8.75,40.44
TRP_014811,TRN_198,Barakhamba Road,Mayur Vihar Extension,20:59:00,21:15:00,2026-03-25,16,8.75,33.15
TRP_014812,TRN_016,Shaheed Sthal,Mansarovar Park,09:49:00,10:09:00,2026-03-04,20,12.5,36.7
TRP_014813,TRN_018,Terminal 1 IGI Airport,Vasant Vihar,11:55:00,11:59:00,2026-03-21,4,2.5,40.63
TRP_014814,TRN_074,Nehru Place,Mohan Estate,19:10:00,19:21:00,2026-03-30,11,7.5,41.13
TRP_014815,TRN_017,Mohan Estate,Neelam Chowk Ajronda,08:48:00,09:06:00,2026-03-06,18,11.25,37.58
TRP_014816,TRN_035,Hauz Khas,Sikanderpur,18:20:00,18:39:00,2026-03-12,19,11.25,34.87
TRP_014817,TRN_031,Sadar Bazar Cantonment,IIT Delhi,12:12:00,12:26:00,2026-03-04,14,7.5,32.52
TRP_014818,TRN_005,Samaypur Badli,Civil Lines,12:29:00,12:50:00,2026-03-25,21,12.5,35.65
TRP_014819,TRN_132,Dwarka Sector 13,Noida City Centre,14:02:00,15:13:00,2026-03-27,71,47.5,40.22
TRP_014820,TRN_047,Terminal 1 IGI Airport,Okhla Bird Sanctuary,09:11:00,09:53:00,2026-03-16,42,22.5,32.32
TRP_014821,TRN_035,Ghitorni,Arjan Garh,08:03:00,08:05:00,2026-03-20,2,1.25,41.87
TRP_014822,TRN_007,Mohan Nagar,Seelampur,07:33:00,07:55:00,2026-03-13,22,12.5,34.53
TRP_014823,TRN_149,Sadar Bazar Cantonment,Okhla Bird Sanctuary,09:43:00,10:20:00,2026-03-05,37,23.75,38.58
TRP_014824,TRN_146,Jangpura,Old Faridabad,17:42:00,18:22:00,2026-03-13,40,22.5,33.4
TRP_014825,TRN_187,Shastri Park,Rohini East,17:11:00,17:36:00,2026-03-25,25,15.0,35.36
TRP_014826,TRN_082,Lajpat Nagar,Kalkaji Mandir,13:13:00,13:21:00,2026-03-16,8,5.0,36.89
TRP_014827,TRN_003,Shalimar Bagh,Durgabai Deshmukh South Campus,12:52:00,13:06:00,2026-03-19,14,10.0,41.6
TRP_014828,TRN_151,Majlis Park,Shiv Vihar,16:48:00,18:03:00,2026-03-18,75,43.75,34.9
TRP_014829,TRN_099,Mandi House,Mewala Maharajpur,22:24:00,23:10:00,2026-03-17,46,25.0,32.29
TRP_014830,TRN_027,Rajouri Garden,Mayapuri Cantonment,14:49:00,14:51:00,2026-03-20,2,1.25,36.34
TRP_014831,TRN_062,Shaheed Sthal,Major Mohit Sharma Rajendra Nagar,20:53:00,21:02:00,2026-03-05,9,6.25,41.65
TRP_014832,TRN_188,Adarsh Nagar,Sikanderpur,11:20:00,12:19:00,2026-03-08,59,36.25,37.1
TRP_014833,TRN_026,Major Mohit Sharma Rajendra Nagar,Jhilmil,17:13:00,17:22:00,2026-03-29,9,5.0,35.04
TRP_014834,TRN_177,Palam,Nehru Enclave,10:56:00,11:18:00,2026-03-14,22,15.0,40.83
TRP_014835,TRN_106,Punjabi Bagh West,Trilokpuri Sanjay Lake,16:26:00,16:59:00,2026-03-29,33,21.25,38.45
TRP_014836,TRN_130,Punjabi Bagh West,Jafrabad,06:04:00,06:56:00,2026-03-05,52,32.5,37.8
TRP_014837,TRN_034,Major Mohit Sharma Rajendra Nagar,Dilshad Garden,15:07:00,15:13:00,2026-03-10,6,3.75,37.0
TRP_014838,TRN_092,Arthala,Shastri Park,15:19:00,15:41:00,2026-03-12,22,15.0,41.25
TRP_014839,TRN_068,Shankar Vihar,Botanical Garden,08:34:00,09:07:00,2026-03-13,33,22.5,40.54
TRP_014840,TRN_056,Lal Quila,Escorts Mujesar,08:20:00,09:18:00,2026-03-07,58,37.5,39.02
TRP_014841,TRN_141,Jawaharlal Nehru Stadium,Kalkaji Mandir,12:43:00,12:56:00,2026-03-20,13,7.5,34.54
TRP_014842,TRN_136,Khan Market,Escorts Mujesar,17:06:00,17:54:00,2026-03-20,48,28.75,36.12
TRP_014843,TRN_156,Rajouri Garden,Bhikaji Cama Place,16:33:00,16:44:00,2026-03-01,11,6.25,33.87
TRP_014844,TRN_081,Sarojini Nagar,Mayur Vihar-I,14:50:00,15:03:00,2026-03-16,13,8.75,39.63
TRP_014845,TRN_045,Shadipur,Indraprastha,22:11:00,22:31:00,2026-03-09,20,12.5,37.15
TRP_014846,TRN_157,Mewala Maharajpur,Neelam Chowk Ajronda,12:42:00,12:50:00,2026-03-05,8,5.0,38.39
TRP_014847,TRN_032,Chandni Chowk,Saket,06:53:00,07:21:00,2026-03-19,28,17.5,37.78
TRP_014848,TRN_044,Mohan Nagar,Shastri Nagar,11:01:00,11:35:00,2026-03-15,34,20.0,34.99
TRP_014849,TRN_073,Kashmere Gate,Jama Masjid,17:29:00,17:33:00,2026-03-05,4,2.5,38.19
TRP_014850,TRN_027,Dilli Haat - INA,Jafrabad,09:02:00,09:35:00,2026-03-06,33,21.25,38.35
TRP_014851,TRN_086,Tughlakabad,Mewala Maharajpur,13:13:00,13:21:00,2026-03-26,8,5.0,36.59
TRP_014852,TRN_060,Tis Hazari,Rithala,16:08:00,16:36:00,2026-03-13,28,15.0,32.32
TRP_014853,TRN_042,Kirti Nagar,Karol Bagh,16:47:00,16:55:00,2026-03-01,8,5.0,39.4
TRP_014854,TRN_011,Chandni Chowk,Green Park,13:23:00,13:47:00,2026-03-11,24,13.75,34.95
TRP_014855,TRN_161,Mayur Vihar Pocket 1,IP Extension,19:30:00,19:39:00,2026-03-25,9,5.0,32.6
TRP_014856,TRN_013,Azadpur,Jor Bagh,16:21:00,16:54:00,2026-03-09,33,18.75,34.42
TRP_014857,TRN_095,Barakhamba Road,Noida Electronic City,14:00:00,14:37:00,2026-03-24,37,25.0,40.97
TRP_014858,TRN_110,Lajpat Nagar,Ashram,21:05:00,21:09:00,2026-03-06,4,2.5,37.78
TRP_014859,TRN_159,Dabri Mor - Janakpuri South,Dashrathpuri,12:30:00,12:32:00,2026-03-26,2,1.25,38.6
TRP_014860,TRN_150,Netaji Subhash Place,Gokulpuri,07:16:00,08:18:00,2026-03-19,62,37.5,36.53
TRP_014861,TRN_122,ITO,Raja Nahar Singh,20:12:00,21:12:00,2026-03-14,60,36.25,36.1
TRP_014862,TRN_068,Hauz Khas,Okhla NSIC,15:42:00,15:53:00,2026-03-27,11,7.5,40.45
TRP_014863,TRN_129,Sikanderpur,IFFCO Chowk,09:42:00,09:47:00,2026-03-01,5,2.5,32.57
TRP_014864,TRN_164,Dwarka,Ramesh Nagar,07:21:00,07:44:00,2026-03-20,23,15.0,39.29
TRP_014865,TRN_030,Raj Bagh,Rithala,09:56:00,10:45:00,2026-03-28,49,27.5,33.87
TRP_014866,TRN_069,Hauz Khas,Kalindi Kunj,18:12:00,18:33:00,2026-03-26,21,13.75,39.58
TRP_014867,TRN_172,Lal Quila,Sector 28,10:18:00,11:05:00,2026-03-01,47,31.25,39.95
TRP_014868,TRN_099,Mandi House,Badarpur Border,08:37:00,09:07:00,2026-03-16,30,21.25,41.97
TRP_014869,TRN_138,Harkesh Nagar Okhla,Sarita Vihar,10:32:00,10:36:00,2026-03-11,4,2.5,41.5
TRP_014870,TRN_097,Adarsh Nagar,Rajiv Chowk,13:32:00,13:55:00,2026-03-29,23,13.75,35.29
TRP_014871,TRN_164,Karol Bagh,New Ashok Nagar,07:23:00,07:51:00,2026-03-22,28,15.0,32.11
TRP_014872,TRN_030,Major Mohit Sharma Rajendra Nagar,Pul Bangash,16:12:00,16:39:00,2026-03-15,27,15.0,33.25
TRP_014873,TRN_062,Dilshad Garden,Pitampura,16:52:00,17:26:00,2026-03-25,34,21.25,37.66
TRP_014874,TRN_147,Kalkaji Mandir,Jasola Vihar Shaheen Bagh,20:55:00,21:05:00,2026-03-14,10,6.25,36.83
TRP_014875,TRN_124,Jhilmil,Keshav Puram,15:40:00,16:04:00,2026-03-22,24,16.25,40.49
TRP_014876,TRN_046,Raj Bagh,Welcome,11:51:00,12:02:00,2026-03-06,11,7.5,41.63
TRP_014877,TRN_004,Azadpur,Mayur Vihar-I,15:25:00,16:07:00,2026-03-23,42,23.75,34.24
TRP_014878,TRN_031,Greater Kailash,Nehru Enclave,09:31:00,09:33:00,2026-03-23,2,1.25,37.12
TRP_014879,TRN_048,Vishwa Vidyalaya,New Delhi,17:30:00,17:44:00,2026-03-13,14,7.5,33.26
TRP_014880,TRN_046,Arthala,Jhilmil,12:52:00,13:08:00,2026-03-16,16,8.75,32.78
TRP_014881,TRN_051,Jhilmil,Netaji Subhash Place,20:29:00,20:55:00,2026-03-16,26,17.5,40.49
TRP_014882,TRN_131,Sarita Vihar,Sant Surdas (Sihi),20:38:00,21:07:00,2026-03-11,29,16.25,33.51
TRP_014883,TRN_027,Hazrat Nizamuddin,Gokulpuri,11:02:00,11:33:00,2026-03-25,31,17.5,34.27
TRP_014884,TRN_083,Arthala,Kashmere Gate,09:04:00,09:28:00,2026-03-04,24,16.25,40.93
TRP_014885,TRN_195,Terminal 1 IGI Airport,Munirka,08:35:00,08:42:00,2026-03-24,7,3.75,34.47
TRP_014886,TRN_038,Shaheed Nagar,Netaji Subhash Place,20:09:00,20:39:00,2026-03-21,30,20.0,39.63
TRP_014887,TRN_072,Jahangirpuri,Hauz Khas,13:46:00,14:26:00,2026-03-28,40,26.25,39.45
TRP_014888,TRN_177,R.K. Puram,Panchsheel Park,09:28:00,09:34:00,2026-03-30,6,3.75,39.93
TRP_014889,TRN_011,Samaypur Badli,Guru Dronacharya,21:15:00,22:26:00,2026-03-13,71,40.0,33.81
TRP_014890,TRN_054,Dilli Haat - INA,Karkarduma,19:38:00,20:05:00,2026-03-19,27,16.25,36.36
TRP_014891,TRN_024,GTB Nagar,Chhattarpur,07:01:00,07:43:00,2026-03-24,42,26.25,37.51
TRP_014892,TRN_014,Model Town,Sultanpur,12:34:00,13:18:00,2026-03-11,44,28.75,39.31
TRP_014893,TRN_146,Kalkaji Mandir,Raja Nahar Singh,08:39:00,09:20:00,2026-03-30,41,22.5,33.32
TRP_014894,TRN_023,Hazrat Nizamuddin,East Azad Nagar,10:15:00,10:41:00,2026-03-17,26,13.75,32.0
TRP_014895,TRN_135,ITO,Mewala Maharajpur,06:14:00,06:52:00,2026-03-08,38,26.25,41.42
TRP_014896,TRN_061,Shahdara,Keshav Puram,08:32:00,08:54:00,2026-03-03,22,13.75,37.73
TRP_014897,TRN_091,Janakpuri West,Dashrathpuri,07:22:00,07:26:00,2026-03-04,4,2.5,33.59
TRP_014898,TRN_086,Delhi Gate,Lajpat Nagar,08:10:00,08:27:00,2026-03-08,17,10.0,35.2
TRP_014899,TRN_035,Samaypur Badli,Lok Kalyan Marg,20:51:00,21:32:00,2026-03-21,41,23.75,34.86
TRP_014900,TRN_128,Hauz Khas,Jamia Millia Islamia,16:39:00,16:54:00,2026-03-21,15,10.0,40.36
TRP_014901,TRN_078,Shaheed Nagar,Keshav Puram,18:21:00,18:52:00,2026-03-22,31,18.75,35.97
TRP_014902,TRN_156,Lajpat Nagar,Trilokpuri Sanjay Lake,11:49:00,12:02:00,2026-03-25,13,7.5,35.23
TRP_014903,TRN_069,Dashrathpuri,Kalkaji Mandir,06:35:00,07:02:00,2026-03-27,27,17.5,38.84
TRP_014904,TRN_060,Keshav Puram,Rithala,16:18:00,16:31:00,2026-03-19,13,7.5,35.14
TRP_014905,TRN_055,Munirka,Kalkaji Mandir,21:04:00,21:21:00,2026-03-10,17,10.0,36.34
TRP_014906,TRN_076,Nehru Place,Sant Surdas (Sihi),07:25:00,08:05:00,2026-03-11,40,22.5,33.81
TRP_014907,TRN_146,Lal Quila,Janpath,22:19:00,22:28:00,2026-03-02,9,6.25,40.84
TRP_014908,TRN_030,Rohini East,Rohini West,21:26:00,21:28:00,2026-03-29,2,1.25,35.26
TRP_014909,TRN_022,Kashmere Gate,Mandi House,10:58:00,11:09:00,2026-03-28,11,6.25,33.74
TRP_014910,TRN_098,Vinobapuri,East Azad Nagar,22:55:00,23:24:00,2026-03-03,29,16.25,34.14
TRP_014911,TRN_144,Vishwa Vidyalaya,Patel Chowk,16:46:00,17:01:00,2026-03-07,15,10.0,40.91
TRP_014912,TRN_071,Lal Quila,Govind Puri,15:34:00,16:04:00,2026-03-29,30,18.75,37.12
TRP_014913,TRN_092,Shaheed Nagar,Shahdara,22:12:00,22:20:00,2026-03-13,8,5.0,38.0
TRP_014914,TRN_131,Mandi House,Sarai,13:17:00,13:53:00,2026-03-09,36,22.5,37.92
TRP_014915,TRN_165,Nehru Place,Neelam Chowk Ajronda,10:20:00,10:47:00,2026-03-16,27,18.75,41.13
TRP_014916,TRN_169,Shastri Park,Kohat Enclave,19:14:00,19:35:00,2026-03-01,21,12.5,36.44
TRP_014917,TRN_180,Shahdara,Pul Bangash,18:04:00,18:17:00,2026-03-23,13,7.5,35.63
TRP_014918,TRN_093,Sukhdev Vihar,Jasola Vihar Shaheen Bagh,07:24:00,07:30:00,2026-03-18,6,3.75,40.62
TRP_014919,TRN_148,Kalkaji Mandir,Sarita Vihar,21:54:00,22:03:00,2026-03-11,9,5.0,33.61
TRP_014920,TRN_173,Kashmere Gate,Shastri Nagar,11:21:00,11:29:00,2026-03-13,8,5.0,36.39
TRP_014921,TRN_042,Noida Sector 18,Noida Sector 62,10:36:00,10:52:00,2026-03-05,16,10.0,36.9
TRP_014922,TRN_028,Mandi House,Supreme Court,22:38:00,22:40:00,2026-03-09,2,1.25,33.62
TRP_014923,TRN_182,Dashrathpuri,Okhla NSIC,16:23:00,16:57:00,2026-03-10,34,18.75,33.38
TRP_014924,TRN_001,Shaheed Nagar,Keshav Puram,20:10:00,20:38:00,2026-03-25,28,18.75,40.28
TRP_014925,TRN_090,Jawaharlal Nehru Stadium,Harkesh Nagar Okhla,11:43:00,12:02:00,2026-03-02,19,10.0,32.39
TRP_014926,TRN_188,AIIMS,Saket,21:02:00,21:11:00,2026-03-01,9,5.0,33.56
TRP_014927,TRN_149,Nehru Enclave,Okhla Bird Sanctuary,08:33:00,08:49:00,2026-03-15,16,10.0,38.63
TRP_014928,TRN_103,Arthala,Tis Hazari,11:09:00,11:39:00,2026-03-11,30,17.5,35.41
TRP_014929,TRN_039,Chawri Bazar,Sultanpur,16:22:00,16:56:00,2026-03-05,34,20.0,35.62
TRP_014930,TRN_186,Dwarka Sector 12,Mayur Vihar Extension,12:16:00,13:22:00,2026-03-10,66,40.0,36.21
TRP_014931,TRN_062,Shastri Nagar,Netaji Subhash Place,07:39:00,07:46:00,2026-03-15,7,5.0,40.92
TRP_014932,TRN_016,Kanhaiya Nagar,Rohini East,12:40:00,12:50:00,2026-03-17,10,6.25,36.91
TRP_014933,TRN_012,Mohan Nagar,Pratap Nagar,10:51:00,11:20:00,2026-03-25,29,18.75,38.68
TRP_014934,TRN_083,Arthala,Tis Hazari,07:51:00,08:23:00,2026-03-04,32,17.5,33.04
TRP_014935,TRN_182,Dashrathpuri,Vasant Vihar,22:41:00,22:50:00,2026-03-22,9,6.25,40.48
TRP_014936,TRN_020,Shalimar Bagh,East Vinod Nagar - Mayur Vihar-II,19:12:00,19:53:00,2026-03-01,41,26.25,38.42
TRP_014937,TRN_197,Mansarovar Park,Kashmere Gate,14:15:00,14:26:00,2026-03-30,11,6.25,33.38
TRP_014938,TRN_044,Dilshad Garden,Jhilmil,06:11:00,06:13:00,2026-03-28,2,1.25,32.31
TRP_014939,TRN_120,Dashrathpuri,Greater Kailash,11:03:00,11:25:00,2026-03-15,22,15.0,40.34
TRP_014940,TRN_072,Udyog Bhawan,Sultanpur,10:54:00,11:14:00,2026-03-16,20,13.75,40.59
TRP_014941,TRN_003,Mayapuri Cantonment,East Azad Nagar,13:36:00,14:21:00,2026-03-09,45,27.5,36.35
TRP_014942,TRN_084,Adarsh Nagar,GTB Nagar,13:49:00,13:55:00,2026-03-06,6,3.75,36.72
TRP_014943,TRN_048,Jor Bagh,Chhattarpur,10:52:00,11:10:00,2026-03-18,18,10.0,33.2
TRP_014944,TRN_170,Inderlok,Pitampura,22:48:00,22:57:00,2026-03-21,9,6.25,41.03
TRP_014945,TRN_136,Kashmere Gate,Old Faridabad,22:20:00,23:13:00,2026-03-09,53,35.0,39.72
TRP_014946,TRN_032,Chandni Chowk,AIIMS,21:09:00,21:29:00,2026-03-16,20,12.5,37.27
TRP_014947,TRN_173,Welcome,Pitampura,19:58:00,20:28:00,2026-03-28,30,16.25,33.05
TRP_014948,TRN_181,Shakurpur,East Azad Nagar,20:44:00,21:34:00,2026-03-17,50,32.5,39.2
TRP_014949,TRN_162,Badarpur Border,Escorts Mujesar,09:05:00,09:24:00,2026-03-26,19,11.25,34.65
TRP_014950,TRN_177,R.K. Puram,Kalkaji Mandir,18:10:00,18:23:00,2026-03-16,13,8.75,39.48
TRP_014951,TRN_027,Lajpat Nagar,Karkarduma Court,20:47:00,21:11:00,2026-03-09,24,15.0,37.73
TRP_014952,TRN_167,Arthala,Shastri Nagar,21:51:00,22:26:00,2026-03-04,35,21.25,36.06
TRP_014953,TRN_196,Majlis Park,Punjabi Bagh West,20:27:00,20:38:00,2026-03-30,11,6.25,33.79
TRP_014954,TRN_057,Samaypur Badli,Rajiv Chowk,09:48:00,10:18:00,2026-03-02,30,18.75,37.9
TRP_014955,TRN_080,Kohat Enclave,Rohini West,21:14:00,21:20:00,2026-03-12,6,3.75,38.29
TRP_014956,TRN_097,Samaypur Badli,Udyog Bhawan,08:37:00,09:15:00,2026-03-07,38,22.5,35.59
TRP_014957,TRN_121,Dwarka Sector 13,Uttam Nagar East,21:20:00,21:33:00,2026-03-07,13,7.5,34.56
TRP_014958,TRN_132,Tagore Garden,Barakhamba Road,18:24:00,18:49:00,2026-03-16,25,15.0,36.1
TRP_014959,TRN_010,Lok Kalyan Marg,Jor Bagh,18:24:00,18:26:00,2026-03-29,2,1.25,33.46
TRP_014960,TRN_024,Udyog Bhawan,Malviya Nagar,07:28:00,07:43:00,2026-03-27,15,8.75,35.44
TRP_014961,TRN_081,Shalimar Bagh,Jafrabad,08:19:00,09:23:00,2026-03-17,64,36.25,33.97
TRP_014962,TRN_146,Jangpura,Harkesh Nagar Okhla,06:37:00,06:53:00,2026-03-06,16,8.75,32.72
TRP_014963,TRN_088,Jama Masjid,Mandi House,15:13:00,15:19:00,2026-03-10,6,3.75,35.96
TRP_014964,TRN_015,Punjabi Bagh West,Mandawali - West Vinod Nagar,12:33:00,13:10:00,2026-03-11,37,23.75,38.18
TRP_014965,TRN_168,Mayur Vihar-I,Maujpur - Babarpur,06:27:00,06:50:00,2026-03-10,23,15.0,39.55
TRP_014966,TRN_163,Moti Nagar,Indraprastha,12:44:00,13:08:00,2026-03-18,24,15.0,37.55
TRP_014967,TRN_178,Mandi House,Raja Nahar Singh,10:51:00,11:45:00,2026-03-11,54,35.0,38.82
TRP_014968,TRN_180,Dilshad Garden,Kohat Enclave,14:28:00,15:01:00,2026-03-23,33,20.0,36.01
TRP_014969,TRN_194,Haiderpur Badli Mor,Kashmere Gate,20:03:00,20:24:00,2026-03-16,21,11.25,32.67
TRP_014970,TRN_028,Dwarka,Moti Nagar,13:43:00,14:07:00,2026-03-07,24,16.25,40.9
TRP_014971,TRN_188,Qutab Minar,Arjan Garh,09:54:00,10:02:00,2026-03-19,8,5.0,39.74
TRP_014972,TRN_003,Azadpur,Sir M. Vishveshwaraya Moti Bagh,06:35:00,06:54:00,2026-03-05,19,12.5,38.62
TRP_014973,TRN_134,Sarai,Mewala Maharajpur,11:55:00,11:59:00,2026-03-24,4,2.5,37.08
TRP_014974,TRN_191,Shakurpur,East Vinod Nagar - Mayur Vihar-II,09:17:00,09:56:00,2026-03-10,39,23.75,36.72
TRP_014975,TRN_006,Durgabai Deshmukh South Campus,East Vinod Nagar - Mayur Vihar-II,15:26:00,15:53:00,2026-03-24,27,16.25,35.57
TRP_014976,TRN_147,Janakpuri West,IIT Delhi,09:06:00,09:26:00,2026-03-30,20,12.5,37.41
TRP_014977,TRN_067,Khan Market,Mohan Estate,09:15:00,09:41:00,2026-03-14,26,15.0,34.22
TRP_014978,TRN_097,Chhattarpur,Arjan Garh,11:16:00,11:22:00,2026-03-10,6,3.75,35.16
TRP_014979,TRN_188,Azadpur,AIIMS,13:45:00,14:23:00,2026-03-12,38,21.25,33.48
TRP_014980,TRN_095,Patel Nagar,Yamuna Bank,19:43:00,20:04:00,2026-03-30,21,12.5,35.44
TRP_014981,TRN_167,Dilshad Garden,Pitampura,09:07:00,09:38:00,2026-03-07,31,21.25,41.63
TRP_014982,TRN_049,Subhash Nagar,Shadipur,12:36:00,12:47:00,2026-03-20,11,7.5,39.92
TRP_014983,TRN_002,Shyam Park,Keshav Puram,21:30:00,22:05:00,2026-03-02,35,22.5,39.06
TRP_014984,TRN_077,Hindon River,Tis Hazari,17:53:00,18:21:00,2026-03-20,28,18.75,39.97
TRP_014985,TRN_190,Samaypur Badli,Central Secretariat,09:24:00,09:59:00,2026-03-11,35,21.25,36.32
TRP_014986,TRN_062,Shaheed Sthal,Shastri Nagar,08:40:00,09:18:00,2026-03-10,38,23.75,37.08
TRP_014987,TRN_196,Lajpat Nagar,East Vinod Nagar - Mayur Vihar-II,12:03:00,12:16:00,2026-03-18,13,8.75,38.9
TRP_014988,TRN_045,Uttam Nagar East,Noida Sector 61,19:20:00,20:30:00,2026-03-02,70,43.75,37.4
TRP_014989,TRN_161,Punjabi Bagh West,East Vinod Nagar - Mayur Vihar-II,10:04:00,10:44:00,2026-03-04,40,22.5,33.42
TRP_014990,TRN_175,Central Secretariat,Sikanderpur,18:31:00,19:08:00,2026-03-13,37,20.0,32.58
TRP_014991,TRN_194,Rajiv Chowk,Millennium City Centre Gurugram,06:28:00,07:17:00,2026-03-19,49,26.25,32.32
TRP_014992,TRN_067,Lajpat Nagar,Sarita Vihar,09:58:00,10:16:00,2026-03-13,18,10.0,34.19
TRP_014993,TRN_127,Dwarka Sector 21,Rajendra Place,12:03:00,12:51:00,2026-03-28,48,31.25,39.36
TRP_014994,TRN_186,Uttam Nagar West,Shadipur,18:55:00,19:19:00,2026-03-08,24,15.0,37.52
TRP_014995,TRN_173,Keshav Puram,Netaji Subhash Place,10:43:00,10:45:00,2026-03-26,2,1.25,41.38
TRP_014996,TRN_078,Hindon River,Jhilmil,12:47:00,13:04:00,2026-03-25,17,10.0,35.86
TRP_014997,TRN_094,Kalkaji Mandir,Okhla Vihar,19:27:00,19:36:00,2026-03-10,9,5.0,34.31
TRP_014998,TRN_094,Dashrathpuri,Palam,17:14:00,17:16:00,2026-03-30,2,1.25,36.89
TRP_014999,TRN_093,Greater Kailash,Kalkaji Mandir,22:38:00,22:42:00,2026-03-19,4,2.5,36.04
TRP_015000,TRN_120,Greater Kailash,Okhla Vihar,12:14:00,12:26:00,2026-03-10,12,7.5,36.1
TRP_015001,TRN_050,Dashrathpuri,Kalindi Kunj,21:43:00,22:28:00,2026-03-09,45,25.0,33.66
TRP_015002,TRN_024,Green Park,Hauz Khas,06:29:00,06:31:00,2026-03-01,2,1.25,32.18
TRP_015003,TRN_086,Nehru Place,Bata Chowk,15:07:00,15:40:00,2026-03-06,33,20.0,35.96
TRP_015004,TRN_045,Rajouri Garden,Noida Sector 16,09:46:00,10:34:00,2026-03-18,48,26.25,32.72
TRP_015005,TRN_003,Netaji Subhash Place,Delhi Cantt,16:12:00,16:25:00,2026-03-16,13,7.5,35.14
TRP_015006,TRN_178,Kailash Colony,Old Faridabad,13:20:00,13:49:00,2026-03-25,29,18.75,39.13
TRP_015007,TRN_032,Samaypur Badli,Kashmere Gate,21:46:00,22:07:00,2026-03-14,21,13.75,39.68
TRP_015008,TRN_132,Golf Course,Noida Sector 61,10:58:00,11:07:00,2026-03-07,9,5.0,33.53
TRP_015009,TRN_073,Neelam Chowk Ajronda,Raja Nahar Singh,18:49:00,18:58:00,2026-03-14,9,5.0,33.05
TRP_015010,TRN_172,NHPC Chowk,Escorts Mujesar,22:15:00,22:29:00,2026-03-10,14,8.75,36.69
TRP_015011,TRN_139,Panchsheel Park,Okhla NSIC,21:33:00,21:44:00,2026-03-18,11,6.25,35.07
TRP_015012,TRN_028,Noida Sector 18,Noida City Centre,21:45:00,21:50:00,2026-03-22,5,3.75,41.54
