third_ac,arrival,from_station_code,train_name,zone,chair_car,first_class,duration_m,sleeper,from_station_name,train_number,departure,return_train,to_station_code,second_ac,classes,to_station_name,duration_h,service_type,first_ac,distance,geometry_type,num_route_coords,origin_lon,origin_lat,dest_lon,dest_lat,departure_min,arrival_min,route_distance_km,duration_hours_clean,avg_speed_kmh,train_type,num_classes,is_peak_departure,coord_invalid,speed_invalid,duration_m_outlier,route_distance_km_outlier,avg_speed_kmh_outlier,num_route_coords_outlier
0,13:20:00,HWH,Howrah Panskura Emu,?,0,1,50.0,0,Howrah Jn,38429,11:30:00,38428,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,690.0,800.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,0,0,0,0,0,0,0
0,14:55:00,HWH,Howrah Panskura Emu,?,0,1,50.0,0,Howrah Jn,38433,13:05:00,38434,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,785.0,895.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,0,0,0,0,0,0,0
0,17:44:00,HWH,Howrah Panskura Emu,SER,0,1,29.0,0,Howrah Jn,38443,16:15:00,38442,BOP,0,,Bhogpur,1.0,Memu,0,64.0,LineString,23,88.34099900000001,22.584078,87.809079,22.401522,975.0,1064.0,58.29570615624531,0.48333333333333334,120.61180584050753,Other,1,0,0,0,0,0,0,0
0,06:00:00,JSG,Jharsuguda Sambalpur Passenger,SER,0,0,25.0,0,Jharsuguda Jn,58124,04:35:00,58125,SBP,0,,Sambalpur,1.0,Pass,0,50.0,LineString,7,84.017427,21.862274,83.9603252667,21.4830514376,275.0,360.0,42.57845933247911,0.4166666666666667,102.18830239794987,Passenger,0,0,0,0,0,0,0,0
0,22:15:00,PURI,Puri - Sambalpur Intercity Exp,ECOR,1,0,30.0,0,Puri,18304,15:45:00,18303,SBP,0,,Sambalpur,6.0,Exp,0,341.0,LineString,51,85.839992,19.811459000000003,83.9603252667,21.4830514376,945.0,1335.0,269.81036786987056,0.5,539.6207357397411,Intercity,1,0,0,1,0,0,0,0
1,11:15:00,BSB,Varanasi - Sambalpur Exp,ECOR,0,0,25.0,1,Varanasi Jn,18312,14:50:00,18311,SBP,1,,Sambalpur,20.0,Exp,0,896.0,LineString,134,82.986468,25.327281,83.9603252667,21.4830514376,890.0,675.0,438.85213014352667,0.4166666666666667,1053.245112344464,Other,3,0,0,1,0,0,0,0
0,14:30:00,TAK,Tarakeswar Howrah Local,?,0,0,45.0,0,Tarakeswar,37356,12:45:00,37355,HWH,0,,Howrah Jn,1.0,Memu,0,57.0,LineString,21,88.013437,22.882582,88.34099900000001,22.584078,765.0,870.0,47.225476350639155,0.75,62.967301800852205,Local/MEMU,0,0,0,0,0,0,0,0
0,22:10:00,SIU,Singur Howrah Local,?,0,0,55.0,0,Singur,37398,21:15:00,37397,HWH,0,,Howrah Jn,0.0,Memu,0,33.0,LineString,13,88.228712,22.814558,88.34099900000001,22.584078,1275.0,1330.0,28.097750664831953,0.9166666666666666,30.652091634362133,Local/MEMU,0,0,0,0,0,0,0,0
0,06:35:00,PKU,Panskura Howrah Emu,?,0,1,45.0,0,Panskura,38416,04:50:00,38417,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,290.0,395.0,65.0019645906174,0.75,86.6692861208232,Other,1,0,0,0,0,0,0,0
0,06:55:00,PKU,Panskura Howrah Emu,?,0,1,50.0,0,Panskura,38418,05:05:00,38417,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,305.0,415.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,0,0,0,0,0,0,0
0,07:30:00,PKU,Panskura Howrah Emu,?,0,1,50.0,0,Panskura,38420,05:40:00,38419,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,340.0,450.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,0,0,0,0,0,0,0
0,08:25:00,PKU,Panskura Howrah Emu,?,0,1,55.0,0,Panskura,38424,06:30:00,38423,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,390.0,505.0,65.0019645906174,0.9166666666666666,70.91123409885536,Other,1,0,0,0,0,0,0,0
0,09:05:00,PKU,Panskura Howrah Emu,?,0,1,48.0,0,Panskura,38428,07:17:00,38429,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,437.0,545.0,65.0019645906174,0.8,81.25245573827175,Other,1,1,0,0,0,0,0,0
0,10:40:00,PKU,Panskura Howrah Emu,?,0,1,55.0,0,Panskura,38434,08:45:00,38435,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,525.0,640.0,65.0019645906174,0.9166666666666666,70.91123409885536,Other,1,1,0,0,0,0,0,0
0,15:45:00,HWH,Howrah Panskura Emu,?,0,1,50.0,0,Howrah Jn,38435,13:55:00,38436,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,835.0,945.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,0,0,0,0,0,0,0
0,16:55:00,HWH,Howrah Panskura Emu,?,0,1,45.0,0,Howrah Jn,38439,15:10:00,,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,910.0,1015.0,65.0019645906174,0.75,86.6692861208232,Other,1,0,0,0,0,0,0,0
0,17:27:00,HWH,Howrah Panskura Emu,?,0,1,52.0,0,Howrah Jn,38441,15:35:00,38442,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,935.0,1047.0,65.0019645906174,0.8666666666666667,75.00226683532777,Other,1,0,0,0,0,0,0,0
0,12:00:00,PKU,Panskura Howrah Emu,?,0,1,50.0,0,Panskura,38444,10:10:00,38445,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,610.0,720.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,0,0,0,0,0,0,0
0,18:20:00,HWH,Howrah Panskura Emu,?,0,1,50.0,0,Howrah Jn,38445,16:30:00,38444,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,990.0,1100.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,0,0,0,0,0,0,0
0,13:15:00,PKU,Panskura Howrah Emu,?,0,1,55.0,0,Panskura,38448,11:20:00,38449,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,680.0,795.0,65.0019645906174,0.9166666666666666,70.91123409885536,Other,1,0,0,0,0,0,0,0
0,18:50:00,HWH,Howrah Panskura Emu,SER,0,1,55.0,0,Howrah Jn,38449,16:55:00,38448,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,1015.0,1130.0,65.0019645906174,0.9166666666666666,70.91123409885536,Other,1,0,0,0,0,0,0,0
0,13:58:00,PKU,Panskura Howrah Emu,?,0,1,55.0,0,Panskura,38450,12:03:00,38449,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,723.0,838.0,65.0019645906174,0.9166666666666666,70.91123409885536,Other,1,0,0,0,0,0,0,0
0,19:40:00,HWH,Howrah Panskura Emu,?,0,1,50.0,0,Howrah Jn,38453,17:50:00,,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,1070.0,1180.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,1,0,0,0,0,0,0
0,20:20:00,HWH,Howrah Panskura Emu,?,0,1,45.0,0,Howrah Jn,38455,18:35:00,,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,1115.0,1220.0,65.0019645906174,0.75,86.6692861208232,Other,1,1,0,0,0,0,0,0
0,20:35:00,HWH,Howrah Panskura Emu,?,0,1,50.0,0,Howrah Jn,38457,18:45:00,38458,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,1125.0,1235.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,1,0,0,0,0,0,0
0,20:55:00,HWH,Howrah Panskura Emu,?,0,1,45.0,0,Howrah Jn,38463,19:10:00,38462,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,1150.0,1255.0,65.0019645906174,0.75,86.6692861208232,Other,1,1,0,0,0,0,0,0
0,18:25:00,PKU,Panskura Howrah Emu,?,0,1,50.0,0,Panskura,38464,16:35:00,38463,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,995.0,1105.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,0,0,0,0,0,0,0
0,22:03:00,HWH,Howrah Panskura Emu,SER,0,1,53.0,0,Howrah Jn,38467,20:10:00,38468,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,1210.0,1323.0,65.0019645906174,0.8833333333333333,73.58712972522726,Other,1,0,0,0,0,0,0,0
0,22:20:00,HWH,Howrah Panskura Emu,?,0,1,55.0,0,Howrah Jn,38469,20:25:00,38468,PKU,0,,Panskura,1.0,Memu,0,71.0,LineString,25,88.34099900000001,22.584078,87.7430237079,22.393102763,1225.0,1340.0,65.0019645906174,0.9166666666666666,70.91123409885536,Other,1,0,0,0,0,0,0,0
0,21:10:00,HWH,Howrah Kharagpur Ladies Special,SER,0,0,45.0,0,Howrah Jn,38633,18:25:00,,KGP,0,,Kharagpur Jn,2.0,Klkt,0,115.0,LineString,34,88.34099900000001,22.584078,87.32845599999999,22.341432,1105.0,1270.0,107.48832546016553,0.75,143.3177672802207,Special,0,1,0,0,0,0,0,0
0,11:00:00,HWH,Howrah-Kolaghat Emu,?,0,0,30.0,0,Howrah Jn,38821,09:30:00,,KIG,0,,Kolaghat Goods,1.0,Memu,0,55.0,LineString,20,88.34099900000001,22.584078,87.88087399999999,22.435189,570.0,660.0,50.08125338274164,0.5,100.16250676548329,Other,0,1,0,0,0,0,0,0
0,12:45:00,KIG,Kolaghat-Howrah Emu,?,0,0,35.0,0,Kolaghat Goods,38846,11:10:00,,HWH,0,,Howrah Jn,1.0,Memu,0,55.0,LineString,20,87.88087399999999,22.435189,88.34099900000001,22.584078,670.0,765.0,50.08125338274164,0.5833333333333334,85.8535772275571,Other,0,0,0,0,0,0,0,0
0,08:58:00,MSB,Chennai Beach Pallavaramemu,SR,0,0,39.0,0,Chennai Beach,40021,08:19:00,,PV,0,,Pallavaram,0.0,Memu,0,27.0,LineString,16,80.291601,13.09034,80.152451,12.968273,499.0,538.0,20.284743114066135,0.65,31.207297098563284,Local/MEMU,0,1,0,0,0,0,0,0
0,08:58:00,MSB,Chennai Beach St. Thomas Mount Fast Emu,SR,0,0,26.0,0,Chennai Beach,40023,08:32:00,,STM,0,,St Thomas Mount,0.0,Memu,0,17.0,LineString,12,80.291601,13.09034,80.199392,12.994906,512.0,538.0,14.573373976936473,0.43333333333333335,33.630863023699554,Other,0,1,0,0,0,0,0,0
0,05:40:00,MSB,Chennai Beach Chengulpet Emu,SR,0,0,45.0,0,Chennai Beach,40501,03:55:00,,CGL,0,,Chengalpattu,1.0,Memu,0,63.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,235.0,340.0,55.52530623502281,0.75,74.03374164669708,Other,0,0,0,0,0,0,0,0
0,06:25:00,MSB,Chennai Beach Chengulpet Emu,SR,0,0,45.0,0,Chennai Beach,40503,04:40:00,,CGL,0,,Chengalpattu,1.0,Memu,0,60.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,280.0,385.0,55.52530623502281,0.75,74.03374164669708,Other,0,0,0,0,0,0,0,0
0,06:45:00,MSB,Chennai Beach Chengulpet Emu(12 Car),SR,0,0,45.0,0,Chennai Beach,40505,05:00:00,,CGL,0,,Chengalpattu,1.0,Memu,0,63.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,300.0,405.0,55.52530623502281,0.75,74.03374164669708,Other,0,0,0,0,0,0,0,0
0,07:05:00,MSB,Chennai Beach Chengulpet Emu,SR,0,0,45.0,0,Chennai Beach,40507,05:20:00,,CGL,0,,Chengalpattu,1.0,Memu,0,63.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,320.0,425.0,55.52530623502281,0.75,74.03374164669708,Other,0,0,0,0,0,0,0,0
0,07:25:00,MSB,Chennai Beach Chengulpet Emu,SR,0,0,45.0,0,Chennai Beach,40509,05:40:00,,CGL,0,,Chengalpattu,1.0,Memu,0,63.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,340.0,445.0,55.52530623502281,0.75,74.03374164669708,Other,0,0,0,0,0,0,0,0
0,07:55:00,MSB,Chennai Beach Chengulpet Emu,SR,0,0,45.0,0,Chennai Beach,40511,06:10:00,,CGL,0,,Chengalpattu,1.0,Memu,0,63.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,370.0,475.0,55.52530623502281,0.75,74.03374164669708,Other,0,0,0,0,0,0,0,0
0,08:15:00,MSB,Chennai Beach Chengulpet Emu(12 Car),SR,0,0,45.0,0,Chennai Beach,40513,06:30:00,40514,CGL,0,,Chengalpattu,1.0,Memu,0,63.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,390.0,495.0,55.52530623502281,0.75,74.03374164669708,Other,0,0,0,0,0,0,0,0
0,14:35:00,DLI,Delhi Moradabad Passenger,NR,0,0,55.0,0,Old Delhi,54056,09:40:00,54055,MB,0,,Moradabad,4.0,Pass,0,175.0,LineString,29,77.228356,28.661816,78.765801,28.831621,580.0,875.0,151.0699299406712,0.9166666666666666,164.80355993527766,Passenger,0,1,0,0,0,0,0,0
0,09:50:00,MB,Moradabad Hapur Passenger,NR,0,0,45.0,0,Moradabad,54305,06:05:00,54306,HPU,0,,Hapur,3.0,Pass,0,118.0,LineString,19,78.765801,28.831621,77.77957599999999,28.739613,365.0,590.0,96.65456167482216,0.75,128.87274889976288,Passenger,0,0,0,0,0,0,0,0
0,22:25:00,MB,Moradabad Delhi Passenger,NR,0,0,25.0,0,Moradabad,54307,17:00:00,54308,DLI,0,,Old Delhi,5.0,Pass,0,175.0,LineString,29,78.765801,28.831621,77.228356,28.661816,1020.0,1345.0,151.0699299406712,0.4166666666666667,362.5678318576108,Passenger,0,1,0,1,0,0,0,0
0,17:30:00,MB,Moradabad Chandausi Passenger,NR,0,0,20.0,0,Moradabad,54314,16:10:00,54313,CH,0,,Chandausi Jn,1.0,Pass,0,44.0,LineString,8,78.765801,28.831621,78.780268,28.458626,970.0,1050.0,41.499172004210706,0.3333333333333333,124.49751601263212,Passenger,0,0,0,0,0,0,0,0
0,23:20:00,MB,Moradabad Sahranpur Passenger,NR,0,0,5.0,0,Moradabad,54315,18:15:00,54316,SRE,0,,Saharanpur,5.0,Pass,0,194.0,LineString,31,78.765801,28.831621,77.54173899999999,29.960529,1095.0,1400.0,172.68145474333954,0.08333333333333333,2072.1774569200747,Passenger,0,1,0,1,0,0,0,0
0,01:20:00,MB,Moradabad -  Najibabad  Passenger,NR,0,0,30.0,0,Moradabad,54395,18:50:00,54396,NBD,0,,Najibabad Jn,6.0,Pass,0,161.0,LineString,23,78.765801,28.831621,78.335733,29.60354,1130.0,80.0,95.44278218569447,0.5,190.88556437138894,Passenger,0,1,0,0,0,0,0,0
0,14:20:00,MB,Moradabad Sambahal Hatim Sarai Pass,NR,0,0,0.0,0,Moradabad,54398,12:20:00,54397,SHTS,0,,Sambhal Hatim Sarai,2.0,Pass,0,45.0,LineString,9,78.765801,28.831621,78.568241,28.596912,740.0,860.0,32.4394148439279,0.0,,Other,0,0,0,0,0,0,0,0
0,15:05:00,MB,Moradabad - Kashipur Passenger,NER,0,0,30.0,0,Moradabad,55311,13:35:00,55312,KPV,0,,Kashipur,1.0,Pass,0,50.0,LineString,9,78.765801,28.831621,78.96071,29.204978,815.0,905.0,45.636733549727374,0.5,91.27346709945475,Passenger,0,0,0,0,0,0,0,0
0,22:50:00,MB,Moradabad - Ramnagar Passenger,NER,0,0,0.0,0,Moradabad,55323,20:50:00,55324,RMR,0,,Ramnagar,2.0,Pass,0,77.0,LineString,6,78.765801,28.831621,79.12223900000001,29.390223,1250.0,1370.0,71.1136917944134,0.0,,Passenger,0,0,0,0,0,0,0,0
0,18:55:00,JSG,Jharsuguda Sambalpur Passenger,SER,0,0,35.0,0,Jharsuguda Jn,58127,17:20:00,58126,SBP,0,,Sambalpur,1.0,Pass,0,50.0,LineString,7,84.017427,21.862274,83.9603252667,21.4830514376,1040.0,1135.0,42.57845933247911,0.5833333333333334,72.9916445699642,Passenger,0,1,0,0,0,0,0,0
0,06:00:00,JSG,Jharsuguda Sambalpur Passenger,SER,0,0,25.0,0,Jharsuguda Jn,58135,04:35:00,,SBP,0,,Sambalpur,1.0,Pass,0,50.0,LineString,7,84.017427,21.862274,83.9603252667,21.4830514376,275.0,360.0,42.57845933247911,0.4166666666666667,102.18830239794987,Passenger,0,0,0,0,0,0,0,0
0,18:45:00,JSG,Jharsuguda Sambalpur Passenger,SER,0,0,25.0,0,Jharsuguda Jn,58137,17:20:00,,SBP,0,,Sambalpur,1.0,Pass,0,50.0,LineString,7,84.017427,21.862274,83.9603252667,21.4830514376,1040.0,1125.0,42.57845933247911,0.4166666666666667,102.18830239794987,Passenger,0,1,0,0,0,0,0,0
1,15:30:00,DDN,Dehradun - Kochuveli Sf Express,SR,0,0,30.0,1,Dehradun,12288,06:00:00,12287,KCVL,0,,Kochuveli,57.0,Sf,0,3459.0,LineString,459,78.0336011,30.3140377,76.8961,8.509254,360.0,930.0,2427.465498615858,0.5,4854.930997231716,Express,2,0,0,1,0,1,1,1
1,11:40:00,HWH,Howrah - Kanniyakumari Sf Exp,SR,0,0,30.0,1,Howrah Jn,12665,16:10:00,12666,CAPE,1,,Kanyakumari,43.0,Sf,0,2431.0,LineString,420,88.34099900000001,22.584078,77.542504,8.088028,970.0,700.0,1982.430909055328,0.5,3964.861818110656,Other,3,0,0,1,0,1,1,1
1,12:45:00,KCVL,Trivandrum Kochuveli - Hubli Sf Exp,SWR,0,0,55.0,1,Kochuveli,12778,12:50:00,12777,UBL,1,,Hubli Jn,23.0,Sf,0,1307.0,LineString,202,76.8961,8.509254,75.148104,15.350302,770.0,765.0,784.06944246741,0.9166666666666666,855.34848269172,Other,3,0,0,1,0,0,0,0
1,10:55:00,BKN,Bikaner - Mumbai Bandra Ranakpur Exp,NWR,0,0,25.0,1,Bikaner Jn,14707,09:30:00,14708,BDTS,1,,Mumbai Bandra Terminus,25.0,Exp,0,1212.0,LineString,201,73.31659800000001,28.014139,72.840535,19.061911,570.0,655.0,996.6208908901727,0.4166666666666667,2391.8901381364144,Other,3,1,0,1,0,0,0,0
1,20:50:00,NCJ,Nagercoil - Mumbai Cst Balaji Exp,SR,0,0,10.0,1,Nagercoil Jn,16352,04:40:00,16351,CSTM,1,,Mumbai Cst,40.0,Exp,0,1967.0,LineString,299,77.44347,8.17385,72.836903,18.944481,280.0,1250.0,1296.6992883023518,0.16666666666666666,7780.195729814111,Other,3,0,0,1,0,1,1,1
1,11:05:00,MS,Chennai Egmore - Trivandrum Anantapuri Exp,SR,0,0,50.0,1,Chennai Egmore,16723,19:15:00,16724,TVC,1,,Trivandrum Central,15.0,Exp,1,798.0,LineString,133,80.260193,13.077678,76.95120999999999,8.486679,1155.0,665.0,625.4363130377106,0.8333333333333334,750.5235756452528,Other,4,1,0,1,0,0,0,0
0,19:02:00,PKU,Panskura Howrah Emu,?,0,1,48.0,0,Panskura,38468,17:14:00,38467,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,1034.0,1142.0,65.0019645906174,0.8,81.25245573827175,Other,1,1,0,0,0,0,0,0
0,19:35:00,PKU,Panskura Howrah Emu,?,0,1,50.0,0,Panskura,38470,17:45:00,38469,HWH,0,,Howrah Jn,1.0,Memu,0,71.0,LineString,25,87.7430237079,22.393102763,88.34099900000001,22.584078,1065.0,1175.0,65.0019645906174,0.8333333333333334,78.00235750874089,Other,1,1,0,0,0,0,0,0
0,08:25:00,MSB,Chennai Beach Chengulpet Emu,SR,0,0,40.0,0,Chennai Beach,40515,06:45:00,40514,CGL,0,,Chengalpattu,1.0,Memu,0,63.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,405.0,505.0,55.52530623502281,0.6666666666666666,83.28795935253422,Other,0,0,0,0,0,0,0,0
0,08:35:00,MSB,Chennai Beach Chengulpet Emu(12 Car),SR,0,0,40.0,0,Chennai Beach,40517,06:55:00,40516,CGL,0,,Chengalpattu,1.0,Memu,0,63.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,415.0,515.0,55.52530623502281,0.6666666666666666,83.28795935253422,Other,0,0,0,0,0,0,0,0
0,09:30:00,MSB,Chennai Beach Chengulpet Emu,SR,0,0,52.0,0,Chennai Beach,40519,07:38:00,40518,CGL,0,,Chengalpattu,1.0,Memu,0,59.0,LineString,29,80.291601,13.09034,79.981519,12.692863999999998,458.0,570.0,55.52530623502281,0.8666666666666667,64.06766104041094,Other,0,1,0,0,0,0,0,0
0,10:05:00,MSB,Chennai Beach Tirumalpur Emu,SR,0,0,0.0,0,Chennai Beach,40701,07:05:00,,TMLP,0,,Tirumalpur,3.0,Memu,0,112.0,LineString,38,80.291601,13.09034,79.67348799999999,12.956333,425.0,605.0,68.6009936143037,0.0,,Other,0,1,0,0,0,0,0,0
0,13:30:00,MSB,Chennai Beach Tirumalpur Local,SR,0,0,45.0,0,Chennai Beach,40705,10:45:00,40704,TMLP,0,,Tirumalpur,2.0,Memu,0,108.0,LineString,38,80.291601,13.09034,79.67348799999999,12.956333,645.0,810.0,68.6009936143037,0.75,91.46799148573827,Local/MEMU,0,0,0,0,0,0,0,0
0,20:35:00,MSB,Chennai Beach Tirumalpur Fast Emu,SR,0,0,25.0,0,Chennai Beach,40707,18:10:00,40706,TMLP,0,,Tirumalpur,2.0,Memu,0,108.0,LineString,38,80.291601,13.09034,79.67348799999999,12.956333,1090.0,1235.0,68.6009936143037,0.4166666666666667,164.6423846743289,Other,0,1,0,0,0,0,0,0
0,23:00:00,MSB,Chennai Beach Tirumalpur Semi Fast Emu,SR,0,0,40.0,0,Chennai Beach,40711,20:20:00,,TMLP,0,,Tirumalpur,2.0,Memu,0,108.0,LineString,38,80.291601,13.09034,79.67348799999999,12.956333,1220.0,1380.0,68.6009936143037,0.6666666666666666,102.90149042145556,Other,0,0,0,0,0,0,0,0
0,04:55:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41001,04:15:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,255.0,295.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,0,0,0,0,0,0,0
0,05:25:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41003,04:45:00,41004,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,285.0,325.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,0,0,0,0,0,0,0
0,05:55:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41005,05:15:00,41004,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,315.0,355.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,0,0,0,0,0,0,0
0,06:25:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41007,05:45:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,345.0,385.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,0,0,0,0,0,0,0
0,06:45:00,MSB,Chennai Beach Velachery Emu,SR,0,0,45.0,0,Chennai Beach,41009,06:00:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,360.0,405.0,15.789376903861335,0.75,21.05250253848178,Other,0,0,0,0,0,0,0,0
0,06:55:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41011,06:15:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,375.0,415.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,0,0,0,0,0,0,0
0,07:05:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41013,06:25:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,385.0,425.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,0,0,0,0,0,0,0
0,07:15:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41015,06:35:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,395.0,435.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,0,0,0,0,0,0,0
0,07:35:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41017,06:55:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,415.0,455.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,0,0,0,0,0,0,0
0,07:55:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41019,07:15:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,435.0,475.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,1,0,0,0,0,0,0
0,08:25:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41023,07:45:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,465.0,505.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,1,0,0,0,0,0,0
0,08:35:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41025,07:55:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,475.0,515.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,1,0,0,0,0,0,0
0,08:45:00,MSB,Chennai Beach Velachery Emu,SR,0,0,40.0,0,Chennai Beach,41027,08:05:00,,VLCY,0,,Velachery,0.0,Memu,0,18.0,LineString,16,80.291601,13.09034,80.21921699999999,12.967092,485.0,525.0,15.789376903861335,0.6666666666666666,23.684065355792004,Other,0,1,0,0,0,0,0,0
