date,time,day,station,line,entry_count,exit_count,net_flow,gate_id,is_peak_hour,is_holiday,weather
2026-01-28,17:15,Wednesday,Model Town,Yellow Line,141,177,-36,G-03,1,0,Foggy
2026-01-07,16:30,Wednesday,Welcome,Red Line,147,127,20,G-03,0,0,Cloudy
2026-01-24,13:15,Saturday,Shastri Park,Red Line,66,59,7,G-02,0,0,Clear
2026-02-28,11:45,Saturday,Sarai,Violet Line,127,93,34,G-03,0,0,Cloudy
2026-02-12,12:00,Thursday,Pitampura,Red Line,96,82,14,G-01,0,0,Foggy
2026-01-17,05:15,Saturday,Nangloi Railway Station,Green Line,35,33,2,G-04,0,0,Smoggy
2026-01-20,16:45,Tuesday,Jahangirpuri,Yellow Line,100,94,6,G-05,0,0,Rainy
2026-01-08,19:15,Thursday,Tis Hazari,Red Line,176,178,-2,G-04,1,0,Cloudy
2026-02-02,05:15,Monday,Badkhal Mor,Violet Line,50,49,1,G-03,0,0,Clear
2026-01-24,17:30,Saturday,Vidhan Sabha,Yellow Line,188,178,10,G-04,1,0,Foggy
2026-01-25,22:00,Sunday,Model Town,Yellow Line,41,43,-2,G-06,0,1,Cloudy
2026-02-02,14:45,Monday,Jor Bagh,Yellow Line,28,31,-3,G-01,0,0,Cloudy
2026-01-22,16:15,Thursday,Mewala Maharajpur,Violet Line,44,54,-10,G-02,0,0,Cloudy
2026-02-21,20:15,Saturday,Yamuna Bank,Blue Line,211,146,65,G-07,0,0,Clear
2026-01-06,19:45,Tuesday,Hauz Khas,Yellow Line,440,470,-30,G-06,1,0,Foggy
2026-01-18,13:00,Sunday,Kirti Nagar,Blue Line,30,32,-2,G-02,0,1,Clear
2026-02-23,19:15,Monday,Udyog Nagar,Green Line,255,255,0,G-05,1,0,Foggy
2026-01-29,12:30,Thursday,HUDA City Centre,Yellow Line,305,283,22,G-04,0,0,Smoggy
2026-01-06,17:30,Tuesday,Punjabi Bagh,Green Line,191,234,-43,G-06,1,0,Cloudy
2026-02-17,07:15,Tuesday,Jangpura,Violet Line,105,96,9,G-01,0,0,Rainy
2026-01-04,08:00,Sunday,Model Town,Yellow Line,25,27,-2,G-02,1,1,Clear
2026-02-16,06:15,Monday,Moti Nagar,Blue Line,43,36,7,G-06,0,0,Clear
2026-02-19,15:15,Thursday,Janakpuri West,Blue Line,120,105,15,G-01,0,0,Cloudy
2026-01-07,06:30,Wednesday,MG Road,Yellow Line,34,32,2,G-07,0,0,Cloudy
2026-01-05,07:00,Monday,Rajouri Garden,Blue Line,296,280,16,G-05,0,0,Rainy
2026-01-07,16:15,Wednesday,Govindpuri,Violet Line,72,67,5,G-06,0,0,Foggy
2026-01-26,13:15,Monday,Udyog Nagar,Green Line,24,29,-5,G-07,0,1,Foggy
2026-01-30,15:00,Friday,Karol Bagh,Blue Line,123,178,-55,G-04,0,0,Clear
2026-01-17,20:00,Saturday,AIIMS,Yellow Line,57,48,9,G-06,0,0,Foggy
2026-01-01,20:30,Thursday,Green Park,Yellow Line,76,64,12,G-04,0,0,Foggy
2026-02-17,16:30,Tuesday,Chawri Bazar,Yellow Line,93,93,0,G-03,0,0,Foggy
2026-01-15,18:45,Thursday,Rohini West,Red Line,162,146,16,G-03,1,0,Clear
2026-01-30,13:15,Friday,Udyog Nagar,Green Line,56,50,6,G-05,0,0,Smoggy
2026-01-06,21:45,Tuesday,Badkhal Mor,Violet Line,44,35,9,G-01,0,0,Foggy
2026-01-10,23:15,Saturday,Janakpuri West,Blue Line,90,102,-12,G-07,0,0,Smoggy
2026-01-06,06:45,Tuesday,Badkhal Mor,Violet Line,29,22,7,G-07,0,0,Clear
2026-02-20,17:15,Friday,Jangpura,Violet Line,218,191,27,G-04,1,0,Smoggy
2026-01-12,09:15,Monday,Lal Quila,Violet Line,267,220,47,G-02,1,0,Clear
2026-01-15,14:45,Thursday,Paschim Vihar East,Green Line,37,34,3,G-02,0,0,Foggy
2026-02-13,17:45,Friday,Madipur,Green Line,176,161,15,G-03,1,0,Cloudy
2026-02-24,20:45,Tuesday,Shastri Park,Red Line,114,106,8,G-01,0,0,Clear
2026-01-09,18:15,Friday,Dwarka Sector 21,Blue Line,503,537,-34,G-01,1,0,Clear
2026-01-02,23:15,Friday,Civil Lines,Yellow Line,23,30,-7,G-06,0,0,Foggy
2026-02-03,16:45,Tuesday,Jahangirpuri,Yellow Line,93,61,32,G-01,0,0,Foggy
2026-01-08,06:45,Thursday,Peeragarhi,Green Line,24,26,-2,G-07,0,0,Clear
2026-01-22,12:45,Thursday,Pratap Nagar,Red Line,142,94,48,G-03,0,0,Rainy
2026-01-24,18:45,Saturday,Chandni Chowk,Yellow Line,632,472,160,G-01,1,0,Smoggy
2026-02-06,19:15,Friday,Jangpura,Violet Line,182,155,27,G-05,1,0,Clear
2026-02-02,10:00,Monday,Patel Chowk,Yellow Line,198,162,36,G-03,1,0,Cloudy
2026-01-10,21:30,Saturday,Dwarka Sector 21,Blue Line,96,91,5,G-06,0,0,Foggy
2026-02-13,14:15,Friday,Barakhamba Road,Blue Line,27,23,4,G-01,0,0,Foggy
2026-01-12,07:15,Monday,GTB Nagar,Yellow Line,100,75,25,G-01,0,0,Rainy
2026-02-08,17:45,Sunday,Old Faridabad,Violet Line,34,33,1,G-06,1,1,Foggy
2026-01-16,12:30,Friday,Rajouri Garden,Blue Line,272,254,18,G-01,0,0,Cloudy
2026-01-29,21:15,Thursday,Seelampur,Red Line,28,23,5,G-01,0,0,Rainy
2026-02-28,16:00,Saturday,Nangloi Railway Station,Green Line,106,110,-4,G-02,0,0,Rainy
2026-02-03,22:15,Tuesday,Vidhan Sabha,Yellow Line,34,27,7,G-02,0,0,Cloudy
2026-01-21,08:45,Wednesday,Paschim Vihar East,Green Line,110,98,12,G-03,1,0,Cloudy
2026-01-05,17:15,Monday,Dwarka Sector 21,Blue Line,407,391,16,G-03,1,0,Cloudy
2026-01-26,21:30,Monday,Moolchand,Violet Line,22,26,-4,G-03,0,1,Foggy
2026-02-14,06:45,Saturday,Seelampur,Red Line,34,36,-2,G-06,0,0,Clear
2026-01-27,10:30,Tuesday,Dwarka,Blue Line,185,210,-25,G-07,1,0,Foggy
2026-01-30,20:45,Friday,Paschim Vihar West,Green Line,93,96,-3,G-05,0,0,Foggy
2026-01-21,20:15,Wednesday,Kirti Nagar,Blue Line,105,107,-2,G-03,0,0,Foggy
2026-01-21,08:30,Wednesday,Welcome,Red Line,153,194,-41,G-05,1,0,Clear
2026-01-14,22:45,Wednesday,Chandni Chowk,Yellow Line,129,98,31,G-06,0,0,Clear
2026-01-02,14:00,Friday,Pragati Maidan,Blue Line,43,42,1,G-06,0,0,Clear
2026-01-05,13:00,Monday,Madipur,Green Line,96,60,36,G-04,0,0,Rainy
2026-01-03,10:00,Saturday,Neelam Chowk Ajronda,Violet Line,238,215,23,G-03,1,0,Clear
2026-01-14,20:00,Wednesday,Nehru Place,Violet Line,310,254,56,G-07,0,0,Cloudy
2026-01-24,06:15,Saturday,Bata Chowk,Violet Line,21,20,1,G-05,0,0,Foggy
2026-02-09,10:00,Monday,INA,Yellow Line,243,260,-17,G-03,1,0,Rainy
2026-01-16,10:30,Friday,Malviya Nagar,Yellow Line,107,128,-21,G-07,1,0,Foggy
2026-02-11,18:15,Wednesday,Paschim Vihar West,Green Line,124,131,-7,G-02,1,0,Cloudy
2026-01-18,05:15,Sunday,Sarai,Violet Line,41,39,2,G-01,0,1,Foggy
2026-01-21,20:30,Wednesday,Moolchand,Violet Line,106,113,-7,G-03,0,0,Foggy
2026-02-22,21:45,Sunday,Rajdhani Park,Green Line,29,29,0,G-05,0,1,Clear
2026-02-26,19:45,Thursday,Tis Hazari,Red Line,21,24,-3,G-04,1,1,Foggy
2026-02-01,19:00,Sunday,Civil Lines,Yellow Line,27,20,7,G-06,1,1,Foggy
2026-02-18,13:15,Wednesday,Rajdhani Park,Green Line,63,68,-5,G-02,0,0,Clear
2026-01-18,18:00,Sunday,Escorts Mujesar,Violet Line,24,21,3,G-01,1,1,Clear
2026-01-05,06:15,Monday,Haiderpur Badli Mor,Yellow Line,16,13,3,G-07,0,0,Cloudy
2026-02-08,12:30,Sunday,Ramesh Nagar,Blue Line,36,31,5,G-03,0,1,Clear
2026-01-03,17:00,Saturday,Nangloi Railway Station,Green Line,157,126,31,G-04,1,0,Rainy
2026-02-18,23:30,Wednesday,INA,Yellow Line,15,13,2,G-02,0,0,Cloudy
2026-01-17,23:45,Saturday,Civil Lines,Yellow Line,35,33,2,G-07,0,0,Foggy
2026-01-04,18:30,Sunday,Dwarka,Blue Line,27,21,6,G-06,1,1,Cloudy
2026-01-03,21:00,Saturday,Yamuna Bank,Blue Line,85,51,34,G-06,0,0,Clear
2026-01-27,15:30,Tuesday,Harkesh Nagar Okhla,Violet Line,34,25,9,G-07,0,0,Clear
2026-02-10,20:00,Tuesday,ITO,Violet Line,80,69,11,G-06,0,0,Clear
2026-01-02,22:00,Friday,Rohini East,Red Line,13,12,1,G-07,0,0,Foggy
2026-01-03,22:30,Saturday,Udyog Bhawan,Yellow Line,43,39,4,G-02,0,0,Clear
2026-01-07,23:00,Wednesday,Maharaja Surajmal Stadium,Green Line,34,28,6,G-05,0,0,Foggy
2026-02-09,22:15,Monday,Noida Sector 15,Blue Line,30,26,4,G-04,0,0,Rainy
2026-01-03,15:00,Saturday,Ashok Park Main,Green Line,53,42,11,G-02,0,0,Smoggy
2026-01-09,10:15,Friday,Shahdara,Red Line,221,279,-58,G-01,1,0,Foggy
2026-01-23,10:00,Friday,Kashmere Gate,Yellow Line,917,739,178,G-01,1,0,Clear
2026-01-28,17:00,Wednesday,Mewala Maharajpur,Violet Line,241,186,55,G-07,1,0,Smoggy
2026-01-31,11:45,Saturday,Adarsh Nagar,Yellow Line,103,78,25,G-03,0,0,Rainy
2026-02-18,10:15,Wednesday,Inderlok,Red Line,122,130,-8,G-04,1,0,Rainy
2026-02-08,16:00,Sunday,Neelam Chowk Ajronda,Violet Line,30,28,2,G-06,0,1,Smoggy
2026-01-27,10:30,Tuesday,Ashok Park Main,Green Line,158,154,4,G-03,1,0,Foggy
2026-02-08,17:30,Sunday,Sultanpur,Yellow Line,23,24,-1,G-02,1,1,Foggy
2026-01-29,15:15,Thursday,IFFCO Chowk,Yellow Line,47,35,12,G-01,0,0,Foggy
2026-02-09,15:00,Monday,Peeragarhi,Green Line,46,45,1,G-01,0,0,Foggy
2026-01-21,23:15,Wednesday,Nangloi,Green Line,64,67,-3,G-03,0,0,Smoggy
2026-01-23,20:30,Friday,Govindpuri,Violet Line,90,69,21,G-06,0,0,Rainy
2026-01-29,15:00,Thursday,Tughlakabad,Violet Line,54,62,-8,G-03,0,0,Cloudy
2026-01-16,06:30,Friday,Dwarka Sector 8,Blue Line,31,37,-6,G-01,0,0,Foggy
2026-01-31,18:45,Saturday,Vishwavidyalaya,Yellow Line,384,436,-52,G-03,1,0,Cloudy
2026-02-13,13:00,Friday,Pragati Maidan,Blue Line,90,76,14,G-05,0,0,Cloudy
2026-01-06,14:15,Tuesday,Yamuna Bank,Blue Line,126,97,29,G-06,0,0,Clear
2026-01-31,05:00,Saturday,Jor Bagh,Yellow Line,21,17,4,G-01,0,0,Cloudy
2026-01-31,22:30,Saturday,Tis Hazari,Red Line,15,15,0,G-02,0,0,Foggy
2026-01-23,08:45,Friday,Nangloi Railway Station,Green Line,129,122,7,G-03,1,0,Clear
2026-01-25,19:30,Sunday,Kalkaji Mandir,Violet Line,33,37,-4,G-07,1,1,Smoggy
2026-02-21,07:45,Saturday,Moolchand,Violet Line,119,106,13,G-02,0,0,Clear
2026-02-09,07:45,Monday,Ghitorni,Yellow Line,82,102,-20,G-07,0,0,Rainy
2026-02-14,14:30,Saturday,Malviya Nagar,Yellow Line,57,49,8,G-04,0,0,Cloudy
2026-02-27,19:15,Friday,Mandi House,Blue Line,407,296,111,G-01,1,0,Cloudy
2026-02-06,17:00,Friday,Guru Dronacharya,Yellow Line,133,155,-22,G-01,1,0,Foggy
2026-01-05,10:15,Monday,Ashok Park Main,Green Line,174,155,19,G-04,1,0,Foggy
2026-01-25,12:15,Sunday,Kanhaiya Nagar,Red Line,36,43,-7,G-05,0,1,Foggy
2026-02-09,12:30,Monday,Tughlakabad,Violet Line,127,113,14,G-04,0,0,Cloudy
2026-02-25,05:30,Wednesday,Race Course,Yellow Line,62,58,4,G-05,0,0,Foggy
2026-02-13,07:15,Friday,Janakpuri West,Blue Line,226,221,5,G-07,0,0,Rainy
2026-02-17,09:00,Tuesday,Sarai,Violet Line,142,82,60,G-02,1,0,Foggy
2026-02-12,09:45,Thursday,Sikanderpur,Yellow Line,340,443,-103,G-01,1,0,Cloudy
2026-01-25,14:45,Sunday,Rohini East,Red Line,37,37,0,G-05,0,1,Cloudy
2026-02-26,13:15,Thursday,Hauz Khas,Yellow Line,151,145,6,G-05,0,1,Cloudy
2026-01-20,10:00,Tuesday,Samaypur Badli,Yellow Line,131,127,4,G-03,1,0,Cloudy
2026-01-11,20:00,Sunday,Govindpuri,Violet Line,29,25,4,G-02,0,1,Rainy
2026-01-10,10:30,Saturday,Maharaja Surajmal Stadium,Green Line,169,157,12,G-03,1,0,Cloudy
2026-02-14,09:45,Saturday,Rithala,Red Line,258,227,31,G-05,1,0,Smoggy
2026-02-05,15:45,Thursday,Inderlok,Red Line,25,21,4,G-03,0,0,Clear
2026-02-10,12:45,Tuesday,Mundka,Green Line,64,59,5,G-03,0,0,Cloudy
2026-01-31,18:30,Saturday,Sikanderpur,Yellow Line,655,639,16,G-07,1,0,Clear
2026-02-25,06:15,Wednesday,Paschim Vihar West,Green Line,36,26,10,G-01,0,0,Smoggy
2026-01-06,05:45,Tuesday,HUDA City Centre,Yellow Line,48,56,-8,G-06,0,0,Rainy
2026-02-20,12:30,Friday,Karol Bagh,Blue Line,152,140,12,G-05,0,0,Cloudy
2026-02-07,23:15,Saturday,Nangloi Railway Station,Green Line,52,45,7,G-06,0,0,Foggy
2026-01-24,11:15,Saturday,MG Road,Yellow Line,47,40,7,G-02,0,0,Cloudy
2026-01-31,22:15,Saturday,Nangloi,Green Line,21,28,-7,G-01,0,0,Smoggy
2026-02-21,12:30,Saturday,Neelam Chowk Ajronda,Violet Line,75,87,-12,G-05,0,0,Foggy
2026-02-08,21:30,Sunday,Hauz Khas,Yellow Line,144,124,20,G-02,0,1,Smoggy
2026-02-02,11:45,Monday,Jasola Apollo,Violet Line,65,60,5,G-06,0,0,Cloudy
2026-02-07,11:00,Saturday,Jangpura,Violet Line,56,43,13,G-05,0,0,Cloudy
2026-02-12,13:30,Thursday,AIIMS,Yellow Line,151,133,18,G-03,0,0,Clear
2026-01-10,14:45,Saturday,Indraprastha,Blue Line,56,40,16,G-05,0,0,Cloudy
2026-02-15,07:30,Sunday,Shastri Nagar,Red Line,39,27,12,G-04,0,1,Foggy
2026-02-04,08:30,Wednesday,Shastri Nagar,Red Line,148,107,41,G-02,1,0,Clear
2026-02-09,16:00,Monday,Rajdhani Park,Green Line,91,89,2,G-07,0,0,Foggy
2026-01-07,18:15,Wednesday,Kashmere Gate,Yellow Line,550,544,6,G-07,1,0,Cloudy
2026-02-17,14:00,Tuesday,Vishwavidyalaya,Yellow Line,58,58,0,G-03,0,0,Cloudy
2026-01-09,07:45,Friday,GTB Nagar,Yellow Line,106,98,8,G-02,0,0,Cloudy
2026-01-03,14:45,Saturday,Vishwavidyalaya,Yellow Line,83,94,-11,G-04,0,0,Rainy
2026-01-11,05:00,Sunday,Peeragarhi,Green Line,31,35,-4,G-07,0,1,Rainy
2026-02-23,20:30,Monday,ITO,Violet Line,107,74,33,G-07,0,0,Smoggy
2026-01-09,06:00,Friday,Dwarka Sector 8,Blue Line,32,28,4,G-05,0,0,Foggy
2026-01-07,19:30,Wednesday,AIIMS,Yellow Line,326,273,53,G-05,1,0,Clear
2026-01-29,23:00,Thursday,Sector 28,Violet Line,24,29,-5,G-06,0,0,Clear
2026-01-04,16:15,Sunday,Green Park,Yellow Line,35,32,3,G-06,0,1,Clear
2026-01-31,11:00,Saturday,Peeragarhi,Green Line,124,125,-1,G-03,0,0,Cloudy
2026-02-21,14:30,Saturday,Noida Sector 16,Blue Line,25,21,4,G-05,0,0,Rainy
2026-02-26,17:00,Thursday,Sultanpur,Yellow Line,34,41,-7,G-01,1,1,Cloudy
2026-02-19,13:15,Thursday,Rohini Sector 18,Yellow Line,66,64,2,G-04,0,0,Foggy
2026-02-27,18:00,Friday,Green Park,Yellow Line,173,207,-34,G-03,1,0,Cloudy
2026-01-15,09:15,Thursday,Chhattarpur,Yellow Line,173,159,14,G-07,1,0,Foggy
2026-02-26,21:15,Thursday,Rajouri Garden,Blue Line,103,69,34,G-04,0,1,Foggy
2026-01-04,19:30,Sunday,Central Secretariat,Yellow Line,98,80,18,G-02,1,1,Foggy
2026-02-26,05:00,Thursday,Chhattarpur,Yellow Line,28,34,-6,G-06,0,1,Clear
2026-02-10,08:15,Tuesday,Neelam Chowk Ajronda,Violet Line,271,181,90,G-03,1,0,Rainy
2026-01-02,15:45,Friday,Indraprastha,Blue Line,34,32,2,G-03,0,0,Foggy
2026-02-17,15:15,Tuesday,Sikanderpur,Yellow Line,130,90,40,G-05,0,0,Smoggy
2026-01-24,12:30,Saturday,Kohat Enclave,Red Line,148,167,-19,G-06,0,0,Cloudy
2026-01-04,11:15,Sunday,Old Faridabad,Violet Line,40,43,-3,G-07,0,1,Rainy
2026-01-08,09:15,Thursday,Karol Bagh,Blue Line,403,349,54,G-06,1,0,Cloudy
2026-02-02,14:30,Monday,Harkesh Nagar Okhla,Violet Line,36,33,3,G-02,0,0,Foggy
2026-01-15,13:30,Thursday,Samaypur Badli,Yellow Line,68,70,-2,G-05,0,0,Clear
2026-02-02,17:00,Monday,Noida City Centre,Blue Line,374,254,120,G-02,1,0,Cloudy
2026-01-06,21:30,Tuesday,Indraprastha,Blue Line,27,23,4,G-05,0,0,Clear
2026-02-10,22:00,Tuesday,Green Park,Yellow Line,13,11,2,G-06,0,0,Rainy
2026-02-15,09:00,Sunday,Paschim Vihar East,Green Line,25,21,4,G-05,1,1,Clear
2026-01-05,16:45,Monday,Barakhamba Road,Blue Line,114,113,1,G-05,0,0,Clear
2026-02-05,18:45,Thursday,Shastri Park,Red Line,179,157,22,G-07,1,0,Cloudy
2026-02-07,06:45,Saturday,Neelam Chowk Ajronda,Violet Line,54,47,7,G-04,0,0,Cloudy
2026-01-31,23:00,Saturday,Tis Hazari,Red Line,15,14,1,G-05,0,0,Cloudy
2026-01-04,17:00,Sunday,Sarita Vihar,Violet Line,23,19,4,G-01,1,1,Cloudy
2026-02-02,10:45,Monday,HUDA City Centre,Yellow Line,380,441,-61,G-06,1,0,Clear
2026-02-19,12:00,Thursday,Shastri Nagar,Red Line,88,86,2,G-01,0,0,Clear
2026-01-24,18:30,Saturday,Rajiv Chowk,Blue Line,977,814,163,G-04,1,0,Foggy
2026-01-11,06:45,Sunday,Noida Sector 15,Blue Line,30,27,3,G-02,0,1,Clear
2026-01-02,20:15,Friday,Punjabi Bagh,Green Line,128,115,13,G-03,0,0,Foggy
2026-01-08,06:00,Thursday,Nangloi Railway Station,Green Line,25,20,5,G-03,0,0,Smoggy
2026-02-08,13:30,Sunday,Dwarka Sector 21,Blue Line,83,67,16,G-02,0,1,Cloudy
2026-01-01,09:45,Thursday,Lal Quila,Violet Line,208,161,47,G-02,1,0,Foggy
2026-01-10,21:00,Saturday,NHPC Chowk,Violet Line,34,26,8,G-07,0,0,Cloudy
2026-01-13,19:30,Tuesday,Seelampur,Red Line,130,123,7,G-06,1,0,Rainy
2026-01-16,08:30,Friday,Udyog Nagar,Green Line,161,159,2,G-07,1,0,Foggy
2026-02-15,14:15,Sunday,Kirti Nagar,Blue Line,35,23,12,G-01,0,1,Rainy
2026-01-10,09:45,Saturday,Pratap Nagar,Red Line,276,234,42,G-06,1,0,Foggy
2026-01-15,11:30,Thursday,Ramesh Nagar,Blue Line,95,105,-10,G-03,0,0,Cloudy
2026-02-08,06:00,Sunday,Green Park,Yellow Line,25,22,3,G-03,0,1,Clear
2026-01-30,12:15,Friday,Chhattarpur,Yellow Line,64,72,-8,G-05,0,0,Foggy
2026-02-24,13:00,Tuesday,Ramesh Nagar,Blue Line,126,96,30,G-05,0,0,Clear
2026-01-10,23:00,Saturday,Escorts Mujesar,Violet Line,45,45,0,G-02,0,0,Foggy
2026-01-24,15:15,Saturday,Mundka,Green Line,40,38,2,G-06,0,0,Clear
2026-02-02,09:45,Monday,Paschim Vihar East,Green Line,134,139,-5,G-06,1,0,Clear
2026-02-18,18:30,Wednesday,Azadpur,Yellow Line,361,297,64,G-06,1,0,Foggy
2026-02-04,07:00,Wednesday,Sarita Vihar,Violet Line,70,74,-4,G-04,0,0,Foggy
2026-02-24,10:30,Tuesday,Kohat Enclave,Red Line,128,128,0,G-04,1,0,Foggy
2026-01-09,05:00,Friday,Rithala,Red Line,37,33,4,G-05,0,0,Foggy
2026-01-27,22:45,Tuesday,GTB Nagar,Yellow Line,34,32,2,G-02,0,0,Clear
2026-01-04,14:15,Sunday,Seelampur,Red Line,31,37,-6,G-07,0,1,Foggy
2026-02-14,11:30,Saturday,Noida City Centre,Blue Line,273,247,26,G-06,0,0,Cloudy
2026-01-02,15:15,Friday,Shahdara,Red Line,30,22,8,G-04,0,0,Foggy
2026-01-13,18:00,Tuesday,Maharaja Surajmal Stadium,Green Line,349,287,62,G-05,1,0,Smoggy
2026-02-11,21:15,Wednesday,Udyog Bhawan,Yellow Line,36,36,0,G-05,0,0,Foggy
2026-02-10,12:00,Tuesday,Kailash Colony,Violet Line,62,53,9,G-06,0,0,Rainy
2026-02-24,18:45,Tuesday,Ghitorni,Yellow Line,118,99,19,G-03,1,0,Foggy
2026-02-22,15:00,Sunday,Sarai,Violet Line,45,40,5,G-04,0,1,Foggy
2026-01-01,05:15,Thursday,Rithala,Red Line,53,41,12,G-04,0,0,Clear
2026-02-06,09:15,Friday,Hauz Khas,Yellow Line,809,722,87,G-01,1,0,Clear
2026-01-26,16:00,Monday,Delhi Gate,Violet Line,43,39,4,G-07,0,1,Cloudy
2026-01-07,17:45,Wednesday,Madipur,Green Line,188,145,43,G-02,1,0,Smoggy
2026-02-21,14:45,Saturday,Yamuna Bank,Blue Line,123,127,-4,G-07,0,0,Clear
2026-01-27,20:00,Tuesday,Sarita Vihar,Violet Line,151,115,36,G-06,0,0,Clear
2026-02-05,14:15,Thursday,Noida Sector 16,Blue Line,47,54,-7,G-01,0,0,Clear
2026-01-30,06:00,Friday,Sarita Vihar,Violet Line,23,22,1,G-01,0,0,Foggy
2026-02-07,06:00,Saturday,Sector 28,Violet Line,50,38,12,G-03,0,0,Rainy
2026-02-05,20:00,Thursday,AIIMS,Yellow Line,124,103,21,G-05,0,0,Foggy
2026-01-26,11:15,Monday,Green Park,Yellow Line,53,34,19,G-07,0,1,Foggy
2026-01-18,09:00,Sunday,Dilshad Garden,Red Line,93,96,-3,G-06,1,1,Clear
2026-01-05,23:00,Monday,Satguru Ram Singh Marg,Green Line,37,41,-4,G-04,0,0,Clear
2026-02-19,06:45,Thursday,Dwarka Sector 21,Blue Line,93,84,9,G-04,0,0,Clear
2026-02-23,20:00,Monday,Moti Nagar,Blue Line,100,91,9,G-05,0,0,Foggy
2026-02-07,23:15,Saturday,Central Secretariat,Yellow Line,65,52,13,G-03,0,0,Foggy
2026-02-19,16:45,Thursday,MG Road,Yellow Line,106,88,18,G-04,0,0,Foggy
2026-02-12,14:45,Thursday,Pulbangash,Red Line,16,17,-1,G-03,0,0,Clear
2026-01-06,16:30,Tuesday,Seelampur,Red Line,75,84,-9,G-01,0,0,Clear
2026-01-29,18:00,Thursday,Rajendra Place,Blue Line,101,104,-3,G-02,1,0,Cloudy
2026-01-02,18:15,Friday,MG Road,Yellow Line,177,147,30,G-01,1,0,Foggy
2026-01-05,21:15,Monday,Keshav Puram,Red Line,38,29,9,G-07,0,0,Cloudy
2026-02-16,07:30,Monday,Dwarka Sector 8,Blue Line,107,118,-11,G-02,0,0,Foggy
2026-01-11,11:30,Sunday,Pragati Maidan,Blue Line,28,32,-4,G-01,0,1,Clear
2026-01-10,16:15,Saturday,Dwarka Sector 8,Blue Line,161,127,34,G-03,0,0,Foggy
2026-01-20,07:00,Tuesday,Jangpura,Violet Line,103,83,20,G-03,0,0,Foggy
2026-01-08,09:45,Thursday,Haiderpur Badli Mor,Yellow Line,154,137,17,G-07,1,0,Rainy
2026-01-31,07:30,Saturday,Keshav Puram,Red Line,81,71,10,G-07,0,0,Cloudy
2026-02-15,10:15,Sunday,Sultanpur,Yellow Line,40,43,-3,G-05,1,1,Cloudy
2026-01-14,08:30,Wednesday,Pratap Nagar,Red Line,135,131,4,G-04,1,0,Foggy
2026-02-19,20:45,Thursday,Kailash Colony,Violet Line,88,101,-13,G-02,0,0,Clear
2026-02-22,16:30,Sunday,GTB Nagar,Yellow Line,25,27,-2,G-03,0,1,Smoggy
2026-02-11,07:00,Wednesday,Rajouri Garden,Blue Line,278,200,78,G-02,0,0,Clear
2026-02-12,11:15,Thursday,Ramesh Nagar,Blue Line,89,109,-20,G-04,0,0,Clear
2026-02-08,13:00,Sunday,Kalkaji Mandir,Violet Line,42,48,-6,G-05,0,1,Clear
2026-01-01,14:00,Thursday,Samaypur Badli,Yellow Line,38,31,7,G-06,0,0,Clear
2026-01-13,14:15,Tuesday,Azadpur,Yellow Line,89,95,-6,G-05,0,0,Clear
2026-02-01,07:45,Sunday,Brigadier Hoshiar Singh,Green Line,25,24,1,G-02,0,1,Rainy
2026-01-20,14:15,Tuesday,Satguru Ram Singh Marg,Green Line,28,23,5,G-02,0,0,Clear
2026-01-27,07:45,Tuesday,Chandni Chowk,Yellow Line,571,447,124,G-03,0,0,Foggy
2026-02-12,11:30,Thursday,Kashmere Gate,Yellow Line,258,321,-63,G-02,0,0,Cloudy
2026-02-25,12:30,Wednesday,Green Park,Yellow Line,92,102,-10,G-04,0,0,Clear
2026-01-18,09:45,Sunday,INA,Yellow Line,43,41,2,G-07,1,1,Clear
2026-01-30,09:15,Friday,ITO,Violet Line,241,198,43,G-02,1,0,Foggy
2026-01-20,21:30,Tuesday,Noida Sector 15,Blue Line,16,15,1,G-02,0,0,Clear
2026-01-12,21:45,Monday,Kalkaji Mandir,Violet Line,53,56,-3,G-06,0,0,Clear
2026-01-12,16:15,Monday,Keshav Puram,Red Line,72,69,3,G-07,0,0,Rainy
2026-02-03,06:00,Tuesday,Sector 28,Violet Line,32,36,-4,G-05,0,0,Foggy
2026-01-09,17:00,Friday,Neelam Chowk Ajronda,Violet Line,226,151,75,G-03,1,0,Foggy
2026-01-27,15:30,Tuesday,Qutab Minar,Yellow Line,16,20,-4,G-05,0,0,Clear
2026-01-23,18:30,Friday,Mewala Maharajpur,Violet Line,87,92,-5,G-07,1,0,Clear
2026-02-15,15:30,Sunday,Kashmere Gate,Yellow Line,110,87,23,G-01,0,1,Cloudy
2026-01-06,10:30,Tuesday,Janpath,Violet Line,119,173,-54,G-02,1,0,Foggy
2026-02-24,13:00,Tuesday,Vishwavidyalaya,Yellow Line,176,174,2,G-05,0,0,Cloudy
2026-01-01,05:45,Thursday,Kailash Colony,Violet Line,51,42,9,G-07,0,0,Foggy
2026-01-27,06:45,Tuesday,Mandi House,Blue Line,137,116,21,G-04,0,0,Foggy
2026-01-21,23:45,Wednesday,Pratap Nagar,Red Line,44,35,9,G-07,0,0,Foggy
2026-01-06,23:00,Tuesday,Shivaji Park,Green Line,38,39,-1,G-02,0,0,Foggy
2026-01-08,16:15,Thursday,Sarai,Violet Line,77,79,-2,G-04,0,0,Smoggy
2026-01-09,17:15,Friday,Samaypur Badli,Yellow Line,245,245,0,G-06,1,0,Clear
