date,time,day,train_id,line,station,coach_number,capacity,passenger_count,occupancy_percent,crowd_level,is_peak_hour,is_holiday,weather
2026-01-21,21:05,Wednesday,DMT-B001,Blue Line,Karol Bagh,1,320,72,22.8,Low,0,0,Clear
2026-01-08,16:40,Thursday,DMT-V007,Violet Line,Mandi House,4,340,111,32.8,Low,0,0,Foggy
2026-01-21,06:00,Wednesday,DMT-R006,Yellow Line,Hauz Khas,5,320,35,11.0,Low,0,0,Cloudy
2026-01-08,22:10,Thursday,DMT-Y020,Red Line,Rithala,2,320,48,15.3,Low,0,0,Smoggy
2026-02-25,23:40,Wednesday,DMT-R009,Blue Line,Indraprastha,5,320,64,20.3,Low,0,0,Foggy
2026-01-30,19:05,Friday,DMT-R017,Green Line,Mundka,1,300,360,120.0,Overcrowded,1,0,Clear
2026-02-02,09:50,Monday,DMT-R025,Yellow Line,Chawri Bazar,7,320,229,71.7,Medium,1,0,Rainy
2026-02-21,08:45,Saturday,DMT-G024,Green Line,Brigadier Hoshiar Singh,6,340,408,120.0,Overcrowded,1,0,Foggy
2026-01-05,10:30,Monday,DMT-Y024,Blue Line,Noida City Centre,7,320,353,110.4,Overcrowded,1,0,Rainy
2026-01-19,13:15,Monday,DMT-G016,Green Line,Kirti Nagar,2,350,130,37.4,Low,0,0,Cloudy
2026-02-24,06:20,Tuesday,DMT-V012,Green Line,Brigadier Hoshiar Singh,1,320,39,12.5,Low,0,0,Clear
2026-02-03,17:00,Tuesday,DMT-Y001,Green Line,Udyog Nagar,8,340,386,113.6,Overcrowded,1,0,Rainy
2026-02-04,09:35,Wednesday,DMT-Y007,Green Line,Shivaji Park,1,350,185,53.1,Medium,1,0,Cloudy
2026-01-19,17:40,Monday,DMT-Y023,Yellow Line,Jahangirpuri,5,340,299,88.0,High,1,0,Cloudy
2026-01-14,06:55,Wednesday,DMT-V008,Blue Line,Dwarka,5,350,114,32.7,Low,0,0,Clear
2026-01-23,12:40,Friday,DMT-G017,Yellow Line,Arjan Garh,6,300,110,37.0,Low,0,0,Clear
2026-02-23,06:45,Monday,DMT-G002,Violet Line,Moolchand,8,340,112,33.2,Low,0,0,Clear
2026-01-04,16:35,Sunday,DMT-G025,Green Line,Satguru Ram Singh Marg,6,300,45,15.1,Low,0,1,Foggy
2026-01-29,18:25,Thursday,DMT-G025,Yellow Line,Ghitorni,2,350,352,100.7,Overcrowded,1,0,Clear
2026-02-12,12:00,Thursday,DMT-R004,Blue Line,Indraprastha,3,320,235,73.7,Medium,0,0,Foggy
2026-01-23,18:45,Friday,DMT-Y015,Yellow Line,Malviya Nagar,7,320,199,62.2,Medium,1,0,Clear
2026-01-23,20:20,Friday,DMT-Y001,Blue Line,Noida Sector 16,2,340,87,25.8,Low,0,0,Clear
2026-01-21,22:20,Wednesday,DMT-B013,Green Line,Paschim Vihar West,2,320,67,21.1,Low,0,0,Foggy
2026-01-08,14:50,Thursday,DMT-G009,Green Line,Nangloi Railway Station,5,300,81,27.1,Low,0,0,Cloudy
2026-02-06,05:05,Friday,DMT-R018,Green Line,Peeragarhi,8,340,52,15.4,Low,0,0,Clear
2026-02-04,05:40,Wednesday,DMT-G016,Violet Line,Raja Nahar Singh,4,320,47,14.7,Low,0,0,Clear
2026-01-12,17:25,Monday,DMT-B006,Yellow Line,IFFCO Chowk,7,350,420,120.0,Overcrowded,1,0,Clear
2026-02-02,07:40,Monday,DMT-G020,Blue Line,Noida Sector 16,7,300,154,51.6,Medium,0,0,Rainy
2026-02-19,07:45,Thursday,DMT-R001,Yellow Line,Kashmere Gate,4,350,190,54.6,Medium,0,0,Foggy
2026-02-08,07:00,Sunday,DMT-Y006,Yellow Line,AIIMS,4,340,80,23.7,Low,0,1,Smoggy
2026-01-08,09:45,Thursday,DMT-V009,Yellow Line,Rohini Sector 18,3,340,363,106.8,Overcrowded,1,0,Clear
2026-01-31,13:20,Saturday,DMT-Y020,Violet Line,Sector 28,6,350,231,66.0,Medium,0,0,Clear
2026-01-07,23:40,Wednesday,DMT-Y018,Blue Line,Yamuna Bank,2,320,58,18.3,Low,0,0,Clear
2026-01-03,08:40,Saturday,DMT-G019,Yellow Line,Race Course,6,300,205,68.3,Medium,1,0,Clear
2026-01-08,09:35,Thursday,DMT-R007,Violet Line,Mohan Estate,2,300,190,63.4,Medium,1,0,Cloudy
2026-02-11,07:40,Wednesday,DMT-R023,Yellow Line,Rohini Sector 18,5,350,233,66.8,Medium,0,0,Cloudy
2026-01-13,14:15,Tuesday,DMT-V021,Violet Line,Mohan Estate,1,300,91,30.4,Low,0,0,Clear
2026-01-02,07:50,Friday,DMT-V014,Green Line,Ashok Park Main,1,300,163,54.6,Medium,0,0,Cloudy
2026-01-18,19:30,Sunday,DMT-Y025,Green Line,Rajdhani Park,4,350,50,14.5,Low,1,1,Foggy
2026-02-09,23:20,Monday,DMT-V023,Blue Line,Karol Bagh,7,350,100,28.6,Low,0,0,Clear
2026-02-15,05:45,Sunday,DMT-B018,Green Line,Paschim Vihar West,8,300,45,15.2,Low,0,1,Cloudy
2026-01-27,06:15,Tuesday,DMT-G025,Violet Line,Lal Quila,7,340,112,33.0,Low,0,0,Clear
2026-02-05,21:35,Thursday,DMT-Y024,Blue Line,Ramesh Nagar,6,320,68,21.5,Low,0,0,Cloudy
2026-02-11,20:15,Wednesday,DMT-G020,Green Line,Kirti Nagar,4,340,133,39.3,Low,0,0,Clear
2026-02-20,14:45,Friday,DMT-G025,Blue Line,Kirti Nagar,4,350,47,13.7,Low,0,0,Foggy
2026-02-08,11:50,Sunday,DMT-G007,Red Line,Inderlok,7,340,40,11.9,Low,0,1,Foggy
2026-01-07,08:00,Wednesday,DMT-R003,Green Line,Maharaja Surajmal Stadium,5,300,240,80.2,High,1,0,Cloudy
2026-01-04,20:20,Sunday,DMT-B024,Blue Line,Noida Sector 16,7,350,77,22.1,Low,0,1,Rainy
2026-01-28,21:25,Wednesday,DMT-R017,Yellow Line,Adarsh Nagar,3,320,42,13.3,Low,0,0,Cloudy
2026-01-09,12:30,Friday,DMT-G001,Green Line,Mundka,5,300,118,39.7,Low,0,0,Cloudy
2026-01-17,10:25,Saturday,DMT-V015,Yellow Line,IFFCO Chowk,7,340,408,120.0,Overcrowded,1,0,Foggy
2026-02-06,19:15,Friday,DMT-V009,Yellow Line,Hauz Khas,2,350,339,97.0,High,1,0,Clear
2026-01-11,10:30,Sunday,DMT-V004,Violet Line,Khan Market,2,340,77,22.8,Low,1,1,Foggy
2026-01-20,08:30,Tuesday,DMT-V013,Violet Line,Mohan Estate,1,350,248,71.0,Medium,1,0,Rainy
2026-01-10,11:10,Saturday,DMT-Y005,Green Line,Ashok Park Main,6,300,154,51.4,Medium,0,0,Cloudy
2026-02-24,20:15,Tuesday,DMT-V008,Blue Line,Noida City Centre,1,300,150,50.2,Medium,0,0,Foggy
2026-01-03,22:20,Saturday,DMT-Y020,Violet Line,Kashmere Gate,5,320,59,18.5,Low,0,0,Foggy
2026-01-02,13:20,Friday,DMT-G011,Blue Line,Uttam Nagar East,2,300,131,43.8,Low,0,0,Foggy
2026-02-04,14:20,Wednesday,DMT-R003,Yellow Line,Samaypur Badli,2,300,76,25.5,Low,0,0,Clear
2026-01-23,06:15,Friday,DMT-B017,Violet Line,Tughlakabad,7,350,69,19.7,Low,0,0,Clear
2026-01-25,05:05,Sunday,DMT-R010,Green Line,Maharaja Surajmal Stadium,6,300,61,20.4,Low,0,1,Cloudy
2026-01-03,10:05,Saturday,DMT-V020,Violet Line,ITO,6,350,420,120.0,Overcrowded,1,0,Clear
2026-01-05,20:50,Monday,DMT-B013,Yellow Line,Haiderpur Badli Mor,8,350,145,41.5,Low,0,0,Foggy
2026-02-23,15:35,Monday,DMT-G025,Yellow Line,Sikanderpur,1,300,57,19.0,Low,0,0,Cloudy
2026-02-12,21:05,Thursday,DMT-Y006,Blue Line,Dwarka Sector 8,6,340,71,21.0,Low,0,0,Clear
2026-02-01,15:40,Sunday,DMT-V014,Green Line,Shivaji Park,5,320,47,14.9,Low,0,1,Foggy
2026-02-07,20:05,Saturday,DMT-V008,Yellow Line,INA,7,340,138,40.6,Low,0,0,Smoggy
2026-01-23,10:20,Friday,DMT-V010,Yellow Line,Saket,2,350,420,120.0,Overcrowded,1,0,Smoggy
2026-02-11,05:20,Wednesday,DMT-R011,Yellow Line,Sikanderpur,4,350,118,33.9,Low,0,0,Cloudy
2026-01-23,12:30,Friday,DMT-R016,Red Line,Keshav Puram,7,340,182,53.7,Medium,0,0,Foggy
2026-01-31,14:10,Saturday,DMT-G024,Violet Line,Harkesh Nagar Okhla,7,320,84,26.5,Low,0,0,Foggy
2026-01-11,12:45,Sunday,DMT-V013,Green Line,Brigadier Hoshiar Singh,4,300,67,22.5,Low,0,1,Cloudy
2026-01-17,09:40,Saturday,DMT-V008,Red Line,Shastri Park,1,320,320,100.0,Overcrowded,1,0,Rainy
2026-02-16,21:00,Monday,DMT-G025,Yellow Line,Udyog Bhawan,3,350,81,23.3,Low,0,0,Foggy
2026-02-18,15:20,Wednesday,DMT-Y011,Green Line,Udyog Nagar,8,340,47,14.0,Low,0,0,Rainy
2026-02-12,11:00,Thursday,DMT-B020,Blue Line,Moti Nagar,4,340,189,55.8,Medium,0,0,Clear
2026-02-15,13:20,Sunday,DMT-R025,Violet Line,Bata Chowk,5,350,39,11.3,Low,0,1,Rainy
2026-02-16,07:25,Monday,DMT-V016,Violet Line,Old Faridabad,1,340,224,66.0,Medium,0,0,Smoggy
2026-01-26,23:30,Monday,DMT-B011,Blue Line,Dwarka Sector 8,2,350,54,15.5,Low,0,1,Foggy
2026-01-28,18:05,Wednesday,DMT-Y016,Red Line,Shastri Nagar,3,340,335,98.8,High,1,0,Clear
2026-01-29,16:55,Thursday,DMT-Y024,Violet Line,Sarita Vihar,5,350,153,43.7,Low,0,0,Foggy
2026-02-11,07:15,Wednesday,DMT-R011,Red Line,Pitampura,3,340,186,54.7,Medium,0,0,Clear
2026-02-26,11:55,Thursday,DMT-G019,Green Line,Paschim Vihar East,8,340,68,20.1,Low,0,1,Cloudy
2026-01-16,23:35,Friday,DMT-Y006,Violet Line,Raja Nahar Singh,5,320,78,24.4,Low,0,0,Foggy
2026-01-03,16:45,Saturday,DMT-G008,Yellow Line,Saket,2,320,173,54.3,Medium,0,0,Foggy
2026-01-01,11:50,Thursday,DMT-V008,Blue Line,Rajouri Garden,3,300,166,55.4,Medium,0,0,Clear
2026-01-27,16:45,Tuesday,DMT-G022,Yellow Line,Sikanderpur,7,320,130,40.9,Low,0,0,Foggy
2026-01-27,08:20,Tuesday,DMT-G002,Yellow Line,Hauz Khas,3,340,269,79.2,Medium,1,0,Cloudy
2026-01-09,13:05,Friday,DMT-V023,Violet Line,Mewala Maharajpur,8,340,239,70.3,Medium,0,0,Clear
2026-01-01,18:25,Thursday,DMT-V019,Violet Line,Escorts Mujesar,2,300,321,107.1,Overcrowded,1,0,Foggy
2026-02-20,15:00,Friday,DMT-Y003,Yellow Line,Haiderpur Badli Mor,6,350,81,23.2,Low,0,0,Clear
2026-01-24,11:10,Saturday,DMT-V015,Violet Line,Harkesh Nagar Okhla,4,350,129,37.1,Low,0,0,Rainy
2026-01-07,09:15,Wednesday,DMT-V017,Green Line,Punjabi Bagh,2,320,155,48.5,Low,1,0,Foggy
2026-01-23,08:40,Friday,DMT-Y017,Blue Line,Karol Bagh,5,300,237,79.2,Medium,1,0,Cloudy
2026-01-05,21:45,Monday,DMT-G008,Red Line,Inderlok,2,350,59,16.9,Low,0,0,Clear
2026-02-01,08:50,Sunday,DMT-Y013,Yellow Line,Ghitorni,8,300,73,24.5,Low,1,1,Foggy
2026-01-27,13:10,Tuesday,DMT-B004,Blue Line,Rajiv Chowk,7,300,239,79.8,Medium,0,0,Clear
2026-01-06,14:00,Tuesday,DMT-Y024,Blue Line,Noida Sector 15,5,320,68,21.5,Low,0,0,Smoggy
2026-02-05,13:30,Thursday,DMT-R024,Violet Line,Mandi House,6,300,122,40.7,Low,0,0,Cloudy
2026-02-19,12:05,Thursday,DMT-Y019,Yellow Line,Guru Dronacharya,5,320,84,26.5,Low,0,0,Clear
2026-01-18,08:25,Sunday,DMT-V015,Green Line,Punjabi Bagh,5,300,50,16.9,Low,1,1,Clear
2026-02-21,16:10,Saturday,DMT-G009,Green Line,Madipur,2,300,198,66.1,Medium,0,0,Cloudy
2026-01-18,07:55,Sunday,DMT-Y004,Violet Line,Sarita Vihar,3,300,61,20.7,Low,0,1,Clear
2026-02-05,05:05,Thursday,DMT-R010,Blue Line,Karol Bagh,8,300,107,35.8,Low,0,0,Clear
2026-02-08,10:05,Sunday,DMT-R006,Yellow Line,IFFCO Chowk,1,350,76,21.8,Low,1,1,Foggy
2026-01-15,09:20,Thursday,DMT-R014,Green Line,Kirti Nagar,5,340,374,110.2,Overcrowded,1,0,Foggy
2026-02-25,15:30,Wednesday,DMT-V013,Yellow Line,Udyog Bhawan,6,340,52,15.3,Low,0,0,Rainy
2026-01-03,15:25,Saturday,DMT-B016,Red Line,Keshav Puram,6,300,35,11.9,Low,0,0,Clear
2026-01-21,22:35,Wednesday,DMT-V025,Violet Line,Moolchand,5,300,107,35.7,Low,0,0,Smoggy
2026-01-06,18:15,Tuesday,DMT-G015,Yellow Line,AIIMS,6,300,317,105.8,Overcrowded,1,0,Cloudy
2026-01-21,18:05,Wednesday,DMT-B009,Green Line,Udyog Nagar,1,320,283,88.5,High,1,0,Rainy
2026-02-02,18:25,Monday,DMT-R020,Green Line,Shivaji Park,7,340,408,120.0,Overcrowded,1,0,Smoggy
2026-01-19,08:35,Monday,DMT-V003,Yellow Line,Samaypur Badli,3,300,333,111.1,Overcrowded,1,0,Cloudy
2026-01-20,09:45,Tuesday,DMT-B008,Blue Line,Dwarka Sector 8,4,320,375,117.2,Overcrowded,1,0,Clear
2026-01-04,06:20,Sunday,DMT-R016,Green Line,Paschim Vihar East,3,340,57,16.8,Low,0,1,Rainy
2026-01-25,13:25,Sunday,DMT-V015,Yellow Line,Chawri Bazar,6,350,83,23.8,Low,0,1,Clear
2026-02-18,07:45,Wednesday,DMT-R005,Blue Line,Ramesh Nagar,3,320,165,51.7,Medium,0,0,Smoggy
2026-02-12,09:50,Thursday,DMT-B024,Green Line,Nangloi,3,300,311,103.9,Overcrowded,1,0,Clear
2026-02-08,21:25,Sunday,DMT-R001,Red Line,Seelampur,8,320,41,13.1,Low,0,1,Rainy
2026-01-04,23:45,Sunday,DMT-B007,Blue Line,Moti Nagar,1,340,80,23.7,Low,0,1,Clear
2026-02-06,23:10,Friday,DMT-Y014,Blue Line,Mandi House,3,350,61,17.6,Low,0,0,Rainy
2026-02-03,16:15,Tuesday,DMT-R003,Blue Line,Noida Sector 16,5,350,214,61.3,Medium,0,0,Cloudy
2026-02-01,16:10,Sunday,DMT-B015,Red Line,Kohat Enclave,1,320,69,21.7,Low,0,1,Foggy
2026-02-18,11:40,Wednesday,DMT-B020,Blue Line,Kirti Nagar,6,320,142,44.6,Low,0,0,Foggy
2026-01-28,19:55,Wednesday,DMT-Y019,Red Line,Kohat Enclave,4,350,193,55.2,Medium,1,0,Foggy
2026-01-09,22:55,Friday,DMT-G002,Green Line,Rajdhani Park,4,320,44,14.0,Low,0,0,Clear
2026-02-18,17:10,Wednesday,DMT-B013,Yellow Line,Adarsh Nagar,5,320,240,75.1,Medium,1,0,Foggy
2026-02-07,23:55,Saturday,DMT-V016,Green Line,Satguru Ram Singh Marg,4,350,69,19.8,Low,0,0,Smoggy
2026-02-23,10:10,Monday,DMT-B018,Blue Line,Janakpuri West,3,350,248,71.0,Medium,1,0,Smoggy
2026-02-05,08:40,Thursday,DMT-G001,Red Line,Shahdara,6,300,216,72.1,Medium,1,0,Rainy
2026-02-12,10:05,Thursday,DMT-Y018,Blue Line,Dwarka Sector 8,5,350,363,103.8,Overcrowded,1,0,Clear
2026-01-12,06:45,Monday,DMT-B011,Blue Line,Uttam Nagar East,8,300,40,13.6,Low,0,0,Clear
2026-02-08,07:40,Sunday,DMT-G018,Blue Line,Pragati Maidan,5,350,60,17.3,Low,0,1,Foggy
2026-01-04,14:45,Sunday,DMT-B017,Green Line,Madipur,7,300,68,22.9,Low,0,1,Clear
2026-01-07,20:55,Wednesday,DMT-B018,Blue Line,Rajiv Chowk,4,320,118,37.2,Low,0,0,Rainy
2026-01-31,16:40,Saturday,DMT-R001,Yellow Line,Rohini Sector 18,4,320,145,45.4,Low,0,0,Clear
2026-02-26,10:05,Thursday,DMT-G005,Red Line,Welcome,2,320,65,20.3,Low,1,1,Foggy
2026-02-13,12:05,Friday,DMT-Y009,Blue Line,Mandi House,8,300,182,60.7,Medium,0,0,Clear
2026-02-11,06:00,Wednesday,DMT-Y017,Green Line,Maharaja Surajmal Stadium,8,320,70,22.0,Low,0,0,Foggy
2026-01-20,07:50,Tuesday,DMT-R017,Blue Line,Pragati Maidan,6,300,156,52.2,Medium,0,0,Foggy
2026-02-14,05:50,Saturday,DMT-R024,Violet Line,Mohan Estate,4,350,27,8.0,Low,0,0,Foggy
2026-02-09,20:25,Monday,DMT-Y024,Red Line,Rohini East,4,350,258,73.9,Medium,0,0,Cloudy
2026-01-23,21:40,Friday,DMT-G023,Yellow Line,Jor Bagh,6,340,48,14.2,Low,0,0,Clear
2026-01-18,22:05,Sunday,DMT-V012,Green Line,Satguru Ram Singh Marg,8,300,69,23.0,Low,0,1,Cloudy
2026-01-18,21:50,Sunday,DMT-V017,Green Line,Peeragarhi,2,350,57,16.5,Low,0,1,Cloudy
2026-01-20,22:40,Tuesday,DMT-Y001,Red Line,Pulbangash,1,300,72,24.0,Low,0,0,Clear
2026-01-01,13:40,Thursday,DMT-Y020,Violet Line,Mewala Maharajpur,6,320,112,35.3,Low,0,0,Cloudy
2026-02-08,06:25,Sunday,DMT-G008,Violet Line,Jasola Apollo,1,350,46,13.3,Low,0,1,Cloudy
2026-01-20,22:45,Tuesday,DMT-V021,Blue Line,Uttam Nagar East,5,340,40,11.8,Low,0,0,Cloudy
2026-02-27,21:15,Friday,DMT-R011,Red Line,Kashmere Gate,5,320,42,13.4,Low,0,0,Rainy
2026-01-13,06:50,Tuesday,DMT-Y013,Violet Line,Jama Masjid,2,350,124,35.5,Low,0,0,Cloudy
2026-01-05,15:05,Monday,DMT-B011,Blue Line,Rajiv Chowk,2,300,69,23.1,Low,0,0,Cloudy
2026-01-27,21:55,Tuesday,DMT-R023,Red Line,Rithala,8,320,50,15.7,Low,0,0,Cloudy
2026-02-19,13:00,Thursday,DMT-G014,Blue Line,Dwarka Sector 8,1,300,166,55.6,Medium,0,0,Cloudy
2026-02-28,17:30,Saturday,DMT-R023,Violet Line,Mohan Estate,7,320,384,120.0,Overcrowded,1,0,Clear
2026-01-05,11:15,Monday,DMT-G002,Blue Line,Pragati Maidan,6,350,128,36.8,Low,0,0,Clear
2026-01-14,21:45,Wednesday,DMT-Y013,Red Line,Shastri Park,1,350,43,12.5,Low,0,0,Foggy
2026-02-21,16:35,Saturday,DMT-Y014,Blue Line,Kirti Nagar,5,340,87,25.9,Low,0,0,Foggy
2026-02-23,21:35,Monday,DMT-G013,Yellow Line,IFFCO Chowk,2,350,100,28.8,Low,0,0,Clear
2026-01-10,23:00,Saturday,DMT-G006,Violet Line,Jangpura,3,350,46,13.3,Low,0,0,Foggy
2026-02-18,21:40,Wednesday,DMT-G004,Green Line,Kirti Nagar,1,350,74,21.1,Low,0,0,Rainy
2026-01-23,16:40,Friday,DMT-B015,Red Line,Rohini East,2,320,188,58.9,Medium,0,0,Clear
2026-01-21,05:50,Wednesday,DMT-R025,Yellow Line,Haiderpur Badli Mor,3,300,53,17.9,Low,0,0,Clear
2026-01-21,06:35,Wednesday,DMT-B006,Blue Line,Yamuna Bank,4,300,90,30.1,Low,0,0,Clear
2026-01-10,15:50,Saturday,DMT-G012,Blue Line,Kirti Nagar,7,300,66,22.2,Low,0,0,Cloudy
2026-01-13,16:35,Tuesday,DMT-R024,Red Line,Inderlok,3,340,260,76.5,Medium,0,0,Rainy
2026-01-12,10:25,Monday,DMT-Y011,Blue Line,Indraprastha,2,350,251,71.8,Medium,1,0,Foggy
2026-01-26,20:25,Monday,DMT-G016,Violet Line,Mandi House,4,300,60,20.3,Low,0,1,Smoggy
2026-01-20,17:30,Tuesday,DMT-Y001,Blue Line,Rajendra Place,2,350,307,88.0,High,1,0,Foggy
2026-02-14,19:25,Saturday,DMT-Y012,Violet Line,Bata Chowk,4,350,358,102.4,Overcrowded,1,0,Clear
2026-02-17,11:20,Tuesday,DMT-Y004,Green Line,Paschim Vihar East,6,340,174,51.2,Medium,0,0,Cloudy
2026-02-17,13:25,Tuesday,DMT-R021,Red Line,Rohini East,3,300,113,37.8,Low,0,0,Cloudy
2026-01-03,15:55,Saturday,DMT-B019,Green Line,Paschim Vihar West,1,350,117,33.5,Low,0,0,Clear
2026-01-10,21:10,Saturday,DMT-B024,Violet Line,Central Secretariat,6,300,62,20.9,Low,0,0,Clear
2026-02-10,15:30,Tuesday,DMT-Y020,Green Line,Udyog Nagar,1,340,53,15.8,Low,0,0,Clear
2026-02-11,16:50,Wednesday,DMT-R024,Green Line,Brigadier Hoshiar Singh,6,350,220,62.9,Medium,0,0,Clear
2026-01-13,19:10,Tuesday,DMT-V010,Green Line,Kirti Nagar,7,320,384,120.0,Overcrowded,1,0,Smoggy
2026-02-06,09:05,Friday,DMT-G018,Green Line,Peeragarhi,1,350,420,120.0,Overcrowded,1,0,Cloudy
2026-01-16,10:20,Friday,DMT-B024,Violet Line,Tughlakabad,2,320,179,56.2,Medium,1,0,Rainy
2026-02-03,21:00,Tuesday,DMT-R025,Yellow Line,Jahangirpuri,2,350,90,25.8,Low,0,0,Foggy
2026-01-17,06:50,Saturday,DMT-B003,Yellow Line,Udyog Bhawan,5,350,61,17.6,Low,0,0,Clear
2026-01-06,16:15,Tuesday,DMT-G002,Yellow Line,Kashmere Gate,1,340,126,37.3,Low,0,0,Cloudy
2026-01-08,22:35,Thursday,DMT-B007,Red Line,Inderlok,8,350,43,12.6,Low,0,0,Clear
2026-01-09,11:55,Friday,DMT-R011,Blue Line,Dwarka Sector 21,8,320,195,61.2,Medium,0,0,Smoggy
2026-01-19,05:45,Monday,DMT-B010,Yellow Line,Udyog Bhawan,2,320,57,18.0,Low,0,0,Foggy
2026-01-05,19:50,Monday,DMT-V010,Blue Line,Yamuna Bank,5,300,360,120.0,Overcrowded,1,0,Clear
2026-01-29,17:00,Thursday,DMT-Y003,Yellow Line,New Delhi,4,300,217,72.4,Medium,1,0,Smoggy
2026-02-19,11:10,Thursday,DMT-Y001,Red Line,Kanhaiya Nagar,2,350,141,40.3,Low,0,0,Cloudy
2026-01-02,07:05,Friday,DMT-R012,Blue Line,Rajouri Garden,7,320,270,84.4,High,0,0,Smoggy
2026-01-21,13:55,Wednesday,DMT-V015,Red Line,Tis Hazari,4,320,161,50.4,Medium,0,0,Cloudy
2026-01-17,11:05,Saturday,DMT-V013,Red Line,Pulbangash,8,350,189,54.0,Medium,0,0,Cloudy
2026-01-30,11:35,Friday,DMT-B006,Green Line,Satguru Ram Singh Marg,6,300,175,58.4,Medium,0,0,Foggy
2026-01-29,17:15,Thursday,DMT-B005,Red Line,Seelampur,8,300,247,82.4,High,1,0,Foggy
2026-02-23,11:55,Monday,DMT-R011,Blue Line,Rajouri Garden,4,340,186,54.8,Medium,0,0,Clear
2026-01-15,23:05,Thursday,DMT-R025,Blue Line,Kirti Nagar,3,340,37,11.1,Low,0,0,Cloudy
2026-01-01,21:25,Thursday,DMT-R014,Violet Line,Lajpat Nagar,3,340,43,12.9,Low,0,0,Smoggy
2026-02-13,18:40,Friday,DMT-G008,Blue Line,Noida City Centre,6,300,360,120.0,Overcrowded,1,0,Foggy
2026-01-09,13:50,Friday,DMT-Y025,Red Line,Pratap Nagar,3,350,96,27.7,Low,0,0,Foggy
2026-01-28,18:40,Wednesday,DMT-V020,Violet Line,Mewala Maharajpur,4,300,191,63.9,Medium,1,0,Foggy
2026-01-12,10:10,Monday,DMT-R007,Yellow Line,Jor Bagh,3,320,181,56.8,Medium,1,0,Foggy
2026-02-02,09:10,Monday,DMT-G002,Blue Line,Dwarka Sector 8,1,350,272,77.8,Medium,1,0,Foggy
2026-02-21,18:25,Saturday,DMT-V015,Red Line,Pratap Nagar,5,350,311,89.0,High,1,0,Cloudy
2026-01-13,07:15,Tuesday,DMT-B016,Green Line,Paschim Vihar East,4,300,187,62.5,Medium,0,0,Foggy
2026-02-27,18:15,Friday,DMT-V024,Yellow Line,Sikanderpur,3,300,360,120.0,Overcrowded,1,0,Foggy
2026-02-21,13:20,Saturday,DMT-Y012,Red Line,Pitampura,4,350,163,46.7,Low,0,0,Foggy
2026-01-15,18:45,Thursday,DMT-Y022,Green Line,Ashok Park Main,4,350,264,75.4,Medium,1,0,Clear
2026-01-14,16:10,Wednesday,DMT-G003,Green Line,Paschim Vihar West,4,300,163,54.5,Medium,0,0,Foggy
2026-02-11,14:45,Wednesday,DMT-V022,Yellow Line,Vidhan Sabha,1,350,90,25.7,Low,0,0,Clear
2026-01-03,14:30,Saturday,DMT-G012,Green Line,Nangloi Railway Station,4,350,61,17.7,Low,0,0,Foggy
2026-01-28,14:25,Wednesday,DMT-Y010,Blue Line,Noida Sector 16,8,300,83,27.9,Low,0,0,Foggy
2026-01-21,11:20,Wednesday,DMT-G003,Yellow Line,Malviya Nagar,3,300,107,35.9,Low,0,0,Clear
2026-02-19,18:10,Thursday,DMT-B024,Red Line,Kashmere Gate,6,320,352,110.2,Overcrowded,1,0,Foggy
2026-01-10,11:20,Saturday,DMT-V021,Blue Line,Mandi House,4,350,154,44.1,Low,0,0,Clear
2026-01-12,23:15,Monday,DMT-G023,Violet Line,JLN Stadium,6,300,28,9.5,Low,0,0,Foggy
2026-01-06,06:45,Tuesday,DMT-R019,Yellow Line,GTB Nagar,5,320,52,16.5,Low,0,0,Cloudy
2026-02-06,14:50,Friday,DMT-B017,Blue Line,Janakpuri West,5,340,89,26.2,Low,0,0,Cloudy
2026-02-09,18:30,Monday,DMT-B011,Yellow Line,Rohini Sector 18,1,340,234,69.1,Medium,1,0,Clear
2026-01-09,12:20,Friday,DMT-G012,Red Line,Rithala,6,320,129,40.6,Low,0,0,Cloudy
2026-01-09,07:50,Friday,DMT-V012,Green Line,Nangloi,8,320,209,65.4,Medium,0,0,Clear
2026-01-08,17:10,Thursday,DMT-V007,Violet Line,Lajpat Nagar,5,350,177,50.6,Medium,1,0,Smoggy
2026-02-06,19:10,Friday,DMT-V003,Green Line,Paschim Vihar East,2,300,133,44.6,Low,1,0,Foggy
2026-01-04,09:10,Sunday,DMT-B003,Blue Line,Dwarka Sector 8,3,350,60,17.2,Low,1,1,Rainy
2026-01-30,20:50,Friday,DMT-V015,Yellow Line,Vidhan Sabha,5,300,165,55.2,Medium,0,0,Smoggy
2026-01-15,05:30,Thursday,DMT-B004,Red Line,Inderlok,7,340,57,17.0,Low,0,0,Foggy
2026-01-07,07:55,Wednesday,DMT-Y004,Green Line,Udyog Nagar,3,340,163,48.2,Low,0,0,Foggy
2026-01-29,21:45,Thursday,DMT-V016,Green Line,Nangloi Railway Station,6,350,68,19.6,Low,0,0,Rainy
2026-02-15,15:00,Sunday,DMT-V025,Yellow Line,Model Town,7,300,60,20.3,Low,0,1,Foggy
2026-01-09,17:25,Friday,DMT-R013,Green Line,Udyog Nagar,8,340,271,79.9,Medium,1,0,Cloudy
2026-02-08,08:35,Sunday,DMT-B001,Blue Line,Noida Sector 16,3,320,35,11.2,Low,1,1,Foggy
2026-01-09,08:30,Friday,DMT-G012,Red Line,Rohini East,6,320,148,46.4,Low,1,0,Clear
