date,day,station,line,zone,daily_entries,daily_exits,total_footfall,is_interchange,is_holiday,avg_dwell_time_sec,weather
2026-01-20,Tuesday,Sultanpur,Yellow Line,1,2405,2182,4587,0,0,40,Foggy
2026-01-25,Sunday,Sarita Vihar,Violet Line,2,602,585,1187,0,1,44,Foggy
2026-02-10,Tuesday,Race Course,Yellow Line,3,1779,1734,3513,0,0,18,Clear
2026-01-11,Sunday,Punjabi Bagh,Green Line,4,456,469,925,0,1,33,Foggy
2026-02-16,Monday,Janpath,Violet Line,1,2732,2603,5335,0,0,25,Clear
2026-02-07,Saturday,Azadpur,Yellow Line,1,3902,3516,7418,0,0,44,Cloudy
2026-01-29,Thursday,Paschim Vihar West,Green Line,3,3614,3225,6839,0,0,28,Clear
2026-02-17,Tuesday,Mundka,Green Line,3,3431,3299,6730,0,0,15,Foggy
2026-02-06,Friday,Sector 28,Violet Line,3,3213,3001,6214,0,0,37,Clear
2026-02-19,Thursday,Neelam Chowk Ajronda,Violet Line,3,1550,1451,3001,0,0,28,Foggy
2026-01-09,Friday,Sikanderpur,Yellow Line,1,7673,6976,14649,0,0,20,Foggy
2026-01-22,Thursday,JLN Stadium,Violet Line,3,3024,2803,5827,0,0,43,Cloudy
2026-01-25,Sunday,Race Course,Yellow Line,3,571,514,1085,0,1,28,Clear
2026-01-26,Monday,Saket,Yellow Line,3,497,484,981,0,1,27,Clear
2026-02-10,Tuesday,Escorts Mujesar,Violet Line,4,2964,2796,5760,0,0,38,Cloudy
2026-02-28,Saturday,Jangpura,Violet Line,2,911,830,1741,0,0,20,Smoggy
2026-01-06,Tuesday,Mewala Maharajpur,Violet Line,4,3047,2803,5850,0,0,43,Clear
2026-02-18,Wednesday,Civil Lines,Yellow Line,1,2792,2733,5525,0,0,30,Rainy
2026-01-21,Wednesday,Raja Nahar Singh,Violet Line,1,2176,2074,4250,0,0,43,Foggy
2026-02-13,Friday,Rajdhani Park,Green Line,4,2171,1966,4137,0,0,29,Foggy
2026-02-05,Thursday,Punjabi Bagh,Green Line,3,3517,3399,6916,0,0,44,Foggy
2026-02-10,Tuesday,Arjan Garh,Yellow Line,3,1667,1524,3191,0,0,30,Clear
2026-02-16,Monday,Kirti Nagar,Blue Line,2,1731,1712,3443,1,0,36,Foggy
2026-01-11,Sunday,Noida Sector 15,Blue Line,2,620,559,1179,0,1,35,Foggy
2026-02-01,Sunday,Lal Quila,Violet Line,3,624,576,1200,0,1,23,Foggy
2026-01-30,Friday,Ghitorni,Yellow Line,2,1550,1482,3032,0,0,24,Smoggy
2026-02-23,Monday,Jangpura,Violet Line,1,2784,2638,5422,0,0,39,Foggy
2026-02-28,Saturday,Udyog Bhawan,Yellow Line,3,1577,1521,3098,0,0,37,Foggy
2026-02-28,Saturday,Hauz Khas,Yellow Line,1,5107,4805,9912,0,0,18,Clear
2026-02-08,Sunday,Sector 28,Violet Line,1,715,704,1419,0,1,23,Clear
2026-01-16,Friday,Kailash Colony,Violet Line,2,3222,3017,6239,0,0,21,Rainy
2026-01-07,Wednesday,HUDA City Centre,Yellow Line,3,6146,5741,11887,0,0,37,Clear
2026-01-06,Tuesday,Vishwavidyalaya,Yellow Line,1,5924,5635,11559,0,0,32,Clear
2026-01-12,Monday,Moti Nagar,Blue Line,4,3081,2929,6010,0,0,35,Rainy
2026-01-29,Thursday,Inderlok,Red Line,2,2197,2096,4293,0,0,18,Foggy
2026-01-11,Sunday,Hauz Khas,Yellow Line,2,2391,2178,4569,0,1,30,Clear
2026-02-21,Saturday,Kanhaiya Nagar,Red Line,1,1529,1502,3031,0,0,17,Foggy
2026-01-24,Saturday,INA,Yellow Line,2,1790,1637,3427,0,0,24,Cloudy
2026-02-13,Friday,Qutab Minar,Yellow Line,3,2416,2209,4625,0,0,42,Cloudy
2026-01-10,Saturday,Kirti Nagar,Blue Line,2,940,926,1866,1,0,35,Foggy
2026-02-11,Wednesday,Badkhal Mor,Violet Line,2,3306,3094,6400,0,0,37,Rainy
2026-02-12,Thursday,Ashok Park Main,Green Line,4,2930,2775,5705,0,0,29,Clear
2026-01-22,Thursday,Dwarka,Blue Line,1,2735,2598,5333,0,0,22,Foggy
2026-01-24,Saturday,Moti Nagar,Blue Line,2,898,863,1761,0,0,30,Foggy
2026-02-18,Wednesday,Mundka,Green Line,3,2373,2250,4623,0,0,38,Foggy
2026-02-09,Monday,Khan Market,Violet Line,2,2614,2480,5094,0,0,38,Clear
2026-02-17,Tuesday,Bata Chowk,Violet Line,2,3080,2853,5933,0,0,34,Cloudy
2026-01-14,Wednesday,Jor Bagh,Yellow Line,2,2293,2188,4481,0,0,28,Smoggy
2026-01-26,Monday,Paschim Vihar East,Green Line,1,713,633,1346,0,1,35,Foggy
2026-02-28,Saturday,JLN Stadium,Violet Line,2,1536,1409,2945,0,0,26,Cloudy
2026-02-13,Friday,GTB Nagar,Yellow Line,1,2143,2000,4143,0,0,34,Clear
2026-02-28,Saturday,Ashok Park Main,Green Line,1,1578,1527,3105,0,0,40,Foggy
2026-02-11,Wednesday,Welcome,Red Line,1,2314,2113,4427,0,0,40,Clear
2026-02-24,Tuesday,Escorts Mujesar,Violet Line,1,3495,3241,6736,0,0,38,Rainy
2026-01-05,Monday,Civil Lines,Yellow Line,3,3388,3228,6616,0,0,18,Cloudy
2026-01-04,Sunday,Tughlakabad,Violet Line,2,548,532,1080,0,1,44,Clear
2026-01-06,Tuesday,Rohini West,Red Line,2,1551,1464,3015,0,0,31,Cloudy
2026-01-17,Saturday,Jama Masjid,Violet Line,1,1102,1035,2137,0,0,19,Clear
2026-01-06,Tuesday,Chhattarpur,Yellow Line,3,2720,2616,5336,0,0,28,Foggy
2026-01-23,Friday,Rohini Sector 18,Yellow Line,4,3161,2990,6151,0,0,24,Foggy
2026-02-25,Wednesday,Barakhamba Road,Blue Line,1,2015,1952,3967,0,0,23,Foggy
2026-02-07,Saturday,Seelampur,Red Line,4,1216,1078,2294,0,0,41,Clear
2026-02-08,Sunday,Sultanpur,Yellow Line,1,442,410,852,0,1,20,Cloudy
2026-02-14,Saturday,Badkhal Mor,Violet Line,4,813,775,1588,0,0,35,Foggy
2026-01-31,Saturday,Noida Sector 16,Blue Line,4,802,788,1590,0,0,26,Clear
2026-01-18,Sunday,Jangpura,Violet Line,1,724,678,1402,0,1,35,Smoggy
2026-01-08,Thursday,Harkesh Nagar Okhla,Violet Line,1,2197,2175,4372,0,0,34,Cloudy
2026-02-01,Sunday,Rohini West,Red Line,3,853,801,1654,0,1,24,Cloudy
2026-02-13,Friday,Lajpat Nagar,Violet Line,3,6051,5996,12047,0,0,22,Foggy
2026-02-04,Wednesday,Kalkaji Mandir,Violet Line,3,2585,2389,4974,0,0,34,Clear
2026-01-30,Friday,Jasola Apollo,Violet Line,2,2686,2539,5225,0,0,44,Cloudy
2026-01-10,Saturday,Govindpuri,Violet Line,4,1561,1522,3083,0,0,40,Foggy
2026-02-22,Sunday,Netaji Subhash Place,Red Line,4,881,762,1643,0,1,41,Smoggy
2026-02-09,Monday,Inderlok,Red Line,4,2736,2590,5326,0,0,37,Foggy
2026-02-24,Tuesday,Dwarka,Blue Line,1,3227,3070,6297,0,0,21,Foggy
2026-01-08,Thursday,Patel Chowk,Yellow Line,1,1786,1784,3570,0,0,33,Clear
2026-01-15,Thursday,Escorts Mujesar,Violet Line,1,1730,1668,3398,0,0,26,Clear
2026-02-01,Sunday,Kashmere Gate,Yellow Line,1,2426,2232,4658,1,1,40,Clear
2026-01-23,Friday,Udyog Bhawan,Yellow Line,2,3023,2916,5939,0,0,16,Clear
2026-02-16,Monday,Rohini East,Red Line,1,1623,1505,3128,0,0,33,Cloudy
2026-02-16,Monday,Tis Hazari,Red Line,2,1480,1402,2882,0,0,16,Rainy
2026-01-23,Friday,Escorts Mujesar,Violet Line,1,2948,2875,5823,0,0,16,Smoggy
2026-02-02,Monday,HUDA City Centre,Yellow Line,1,6486,6000,12486,0,0,23,Foggy
2026-02-26,Thursday,INA,Yellow Line,2,552,525,1077,0,1,37,Foggy
2026-01-15,Thursday,Samaypur Badli,Yellow Line,2,1914,1835,3749,0,0,30,Cloudy
2026-01-12,Monday,Lal Quila,Violet Line,2,3076,3085,6161,0,0,41,Foggy
2026-01-09,Friday,Uttam Nagar East,Blue Line,2,1519,1412,2931,0,0,27,Clear
2026-01-25,Sunday,Harkesh Nagar Okhla,Violet Line,4,414,369,783,0,1,31,Rainy
2026-01-21,Wednesday,Tughlakabad,Violet Line,4,2382,2420,4802,0,0,41,Clear
2026-02-20,Friday,Lajpat Nagar,Violet Line,1,6948,6707,13655,0,0,38,Clear
2026-02-06,Friday,Arjan Garh,Yellow Line,1,1709,1610,3319,0,0,16,Clear
2026-01-26,Monday,Mandi House,Blue Line,2,1652,1592,3244,1,1,32,Cloudy
2026-01-06,Tuesday,Sultanpur,Yellow Line,2,1518,1381,2899,0,0,33,Clear
2026-01-21,Wednesday,Noida Sector 16,Blue Line,3,2931,2936,5867,0,0,37,Foggy
2026-01-28,Wednesday,Seelampur,Red Line,3,2751,2575,5326,0,0,34,Cloudy
2026-01-12,Monday,Janakpuri West,Blue Line,2,6347,6139,12486,0,0,19,Foggy
2026-01-05,Monday,Govindpuri,Violet Line,1,2547,2400,4947,0,0,42,Foggy
2026-01-21,Wednesday,Badarpur Border,Violet Line,4,1965,1807,3772,0,0,34,Cloudy
2026-01-17,Saturday,Pratap Nagar,Red Line,1,1267,1206,2473,0,0,21,Clear
2026-02-26,Thursday,Pulbangash,Red Line,2,719,733,1452,0,1,18,Rainy
2026-01-21,Wednesday,Rajdhani Park,Green Line,1,2007,1802,3809,0,0,36,Cloudy
2026-02-12,Thursday,Jor Bagh,Yellow Line,1,1611,1511,3122,0,0,34,Foggy
2026-01-19,Monday,Chhattarpur,Yellow Line,3,3391,3085,6476,0,0,15,Rainy
2026-01-04,Sunday,Pratap Nagar,Red Line,1,825,774,1599,0,1,34,Foggy
2026-02-17,Tuesday,Dilshad Garden,Red Line,4,6632,6194,12826,0,0,39,Clear
2026-01-26,Monday,Jangpura,Violet Line,4,435,434,869,0,1,29,Clear
2026-02-26,Thursday,Punjabi Bagh,Green Line,3,885,845,1730,0,1,32,Foggy
2026-02-18,Wednesday,Kirti Nagar,Blue Line,3,2451,2255,4706,1,0,27,Cloudy
2026-02-12,Thursday,Yamuna Bank,Blue Line,1,5824,5456,11280,0,0,35,Rainy
2026-02-11,Wednesday,Ramesh Nagar,Blue Line,3,2045,1931,3976,0,0,18,Smoggy
2026-02-21,Saturday,Kohat Enclave,Red Line,1,1592,1499,3091,0,0,38,Clear
2026-01-12,Monday,Mohan Estate,Violet Line,1,3098,3090,6188,0,0,32,Rainy
2026-01-27,Tuesday,Dwarka Sector 8,Blue Line,4,2851,2766,5617,0,0,30,Cloudy
2026-01-09,Friday,Kohat Enclave,Red Line,2,2971,2735,5706,0,0,24,Foggy
2026-01-01,Thursday,Paschim Vihar West,Green Line,2,2218,2059,4277,0,0,19,Cloudy
2026-01-14,Wednesday,Inderlok,Red Line,1,1786,1753,3539,0,0,43,Clear
2026-01-09,Friday,Harkesh Nagar Okhla,Violet Line,1,1590,1511,3101,0,0,24,Clear
2026-01-17,Saturday,Rajouri Garden,Blue Line,1,2370,2238,4608,0,0,36,Foggy
2026-02-04,Wednesday,Punjabi Bagh,Green Line,2,2286,2218,4504,0,0,31,Smoggy
2026-02-18,Wednesday,INA,Yellow Line,1,2962,2853,5815,0,0,27,Cloudy
2026-01-02,Friday,ITO,Violet Line,3,2567,2348,4915,0,0,23,Clear
2026-01-10,Saturday,Rohini East,Red Line,2,1279,1216,2495,0,0,28,Rainy
2026-01-30,Friday,Satguru Ram Singh Marg,Green Line,4,3192,3045,6237,0,0,43,Cloudy
2026-02-15,Sunday,Guru Dronacharya,Yellow Line,3,743,702,1445,0,1,26,Foggy
2026-02-27,Friday,Hauz Khas,Yellow Line,1,7725,7704,15429,0,0,18,Foggy
2026-02-24,Tuesday,Uttam Nagar East,Blue Line,1,2010,1970,3980,0,0,33,Rainy
2026-01-12,Monday,Kirti Nagar,Blue Line,3,3290,3077,6367,1,0,20,Clear
2026-02-03,Tuesday,JLN Stadium,Violet Line,1,3272,3093,6365,0,0,35,Smoggy
2026-01-13,Tuesday,Noida City Centre,Blue Line,3,6630,6297,12927,0,0,22,Clear
2026-02-23,Monday,Shastri Park,Red Line,3,1661,1549,3210,0,0,37,Foggy
2026-02-17,Tuesday,Dwarka Sector 8,Blue Line,2,2917,2852,5769,0,0,36,Clear
2026-02-06,Friday,Kirti Nagar,Blue Line,3,2009,1889,3898,1,0,38,Foggy
2026-01-01,Thursday,Moolchand,Violet Line,3,3172,3035,6207,0,0,24,Foggy
2026-02-10,Tuesday,Seelampur,Red Line,1,2503,2430,4933,0,0,33,Clear
2026-02-24,Tuesday,Hauz Khas,Yellow Line,4,9476,9043,18519,0,0,41,Cloudy
2026-01-10,Saturday,Samaypur Badli,Yellow Line,3,1319,1217,2536,0,0,44,Cloudy
2026-02-16,Monday,Vidhan Sabha,Yellow Line,3,1752,1696,3448,0,0,39,Foggy
2026-01-24,Saturday,Ashok Park Main,Green Line,1,1277,1211,2488,0,0,42,Clear
2026-02-12,Thursday,Rajendra Place,Blue Line,3,2750,2607,5357,0,0,38,Foggy
2026-02-25,Wednesday,AIIMS,Yellow Line,3,3116,2912,6028,0,0,22,Clear
2026-01-23,Friday,New Delhi,Yellow Line,1,11269,10778,22047,0,0,37,Clear
2026-02-01,Sunday,Maharaja Surajmal Stadium,Green Line,1,736,646,1382,0,1,38,Cloudy
2026-02-06,Friday,Rohini Sector 18,Yellow Line,3,2160,2126,4286,0,0,21,Cloudy
2026-02-25,Wednesday,Khan Market,Violet Line,1,1680,1650,3330,0,0,18,Cloudy
2026-02-12,Thursday,Jasola Apollo,Violet Line,1,1823,1772,3595,0,0,32,Cloudy
2026-02-15,Sunday,Nangloi,Green Line,3,465,437,902,0,1,24,Clear
2026-02-13,Friday,Nangloi Railway Station,Green Line,1,3185,2942,6127,0,0,18,Foggy
2026-02-14,Saturday,Raja Nahar Singh,Violet Line,1,1832,1653,3485,0,0,24,Foggy
2026-02-22,Sunday,Patel Chowk,Yellow Line,1,863,826,1689,0,1,24,Clear
2026-02-11,Wednesday,Patel Chowk,Yellow Line,1,1976,1841,3817,0,0,36,Foggy
2026-02-16,Monday,Moolchand,Violet Line,4,3391,3050,6441,0,0,28,Smoggy
2026-01-30,Friday,Dilshad Garden,Red Line,2,5162,4929,10091,0,0,20,Clear
2026-01-31,Saturday,IFFCO Chowk,Yellow Line,2,788,788,1576,0,0,33,Foggy
2026-01-10,Saturday,JLN Stadium,Violet Line,2,1737,1587,3324,0,0,40,Rainy
2026-02-21,Saturday,Delhi Gate,Violet Line,4,1497,1371,2868,0,0,21,Clear
2026-02-07,Saturday,Dwarka,Blue Line,3,1130,1046,2176,0,0,38,Cloudy
2026-01-17,Saturday,Rohini Sector 18,Yellow Line,2,1216,1102,2318,0,0,42,Cloudy
2026-02-02,Monday,Maharaja Surajmal Stadium,Green Line,1,2501,2472,4973,0,0,34,Smoggy
2026-02-12,Thursday,Janakpuri West,Blue Line,2,5081,4961,10042,0,0,43,Foggy
2026-02-07,Saturday,Rohini East,Red Line,1,1125,1105,2230,0,0,33,Cloudy
2026-02-04,Wednesday,Mundka,Green Line,1,3339,3101,6440,0,0,18,Foggy
2026-02-28,Saturday,Saket,Yellow Line,1,1496,1283,2779,0,0,17,Cloudy
2026-02-06,Friday,Badkhal Mor,Violet Line,1,2772,2631,5403,0,0,17,Foggy
2026-01-07,Wednesday,Dilshad Garden,Red Line,1,7324,6901,14225,0,0,35,Foggy
2026-02-08,Sunday,Tis Hazari,Red Line,2,475,449,924,0,1,41,Cloudy
2026-02-24,Tuesday,Rajendra Place,Blue Line,3,3133,2791,5924,0,0,15,Clear
2026-01-17,Saturday,Jahangirpuri,Yellow Line,3,925,877,1802,0,0,43,Clear
2026-01-19,Monday,Udyog Bhawan,Yellow Line,3,2369,2199,4568,0,0,44,Foggy
2026-01-03,Saturday,Khan Market,Violet Line,4,1742,1683,3425,0,0,34,Clear
2026-01-11,Sunday,Indraprastha,Blue Line,4,671,683,1354,0,1,15,Cloudy
2026-01-06,Tuesday,Paschim Vihar East,Green Line,1,2461,2276,4737,0,0,39,Rainy
2026-02-15,Sunday,Model Town,Yellow Line,3,852,770,1622,0,1,19,Smoggy
2026-02-28,Saturday,Nangloi,Green Line,3,872,860,1732,0,0,30,Cloudy
2026-01-20,Tuesday,Rajendra Place,Blue Line,1,2509,2501,5010,0,0,40,Clear
2026-01-03,Saturday,Netaji Subhash Place,Red Line,3,1104,1121,2225,0,0,39,Smoggy
2026-02-25,Wednesday,Maharaja Surajmal Stadium,Green Line,2,3156,3014,6170,0,0,35,Cloudy
2026-01-13,Tuesday,Raja Nahar Singh,Violet Line,2,1636,1573,3209,0,0,32,Smoggy
2026-01-30,Friday,Peeragarhi,Green Line,4,1938,1834,3772,0,0,16,Foggy
2026-01-14,Wednesday,Guru Dronacharya,Yellow Line,2,2035,1977,4012,0,0,23,Rainy
2026-01-09,Friday,Mundka,Green Line,3,2721,2672,5393,0,0,31,Smoggy
2026-02-27,Friday,Chhattarpur,Yellow Line,3,2462,2261,4723,0,0,33,Foggy
2026-02-26,Thursday,Patel Chowk,Yellow Line,3,761,772,1533,0,1,29,Cloudy
2026-02-20,Friday,Model Town,Yellow Line,1,1976,1955,3931,0,0,43,Clear
2026-02-20,Friday,Kirti Nagar,Blue Line,3,2927,2855,5782,1,0,40,Cloudy
2026-02-09,Monday,NHPC Chowk,Violet Line,2,2741,2509,5250,0,0,28,Smoggy
2026-01-27,Tuesday,Pitampura,Red Line,1,1790,1697,3487,0,0,28,Clear
2026-02-24,Tuesday,IFFCO Chowk,Yellow Line,1,2945,2903,5848,0,0,24,Rainy
2026-01-14,Wednesday,Sultanpur,Yellow Line,2,2854,2666,5520,0,0,15,Cloudy
2026-01-09,Friday,Paschim Vihar West,Green Line,3,2703,2602,5305,0,0,32,Cloudy
2026-01-17,Saturday,Shivaji Park,Green Line,3,949,872,1821,0,0,37,Clear
2026-02-22,Sunday,Paschim Vihar East,Green Line,2,826,750,1576,0,1,42,Foggy
2026-01-22,Thursday,Badkhal Mor,Violet Line,1,2094,2051,4145,0,0,44,Clear
2026-02-14,Saturday,Mandi House,Blue Line,1,2869,2645,5514,1,0,40,Cloudy
2026-01-26,Monday,Paschim Vihar West,Green Line,2,969,919,1888,0,1,36,Rainy
2026-01-31,Saturday,Moti Nagar,Blue Line,2,759,716,1475,0,0,32,Cloudy
2026-02-02,Monday,Nangloi,Green Line,3,1901,1745,3646,0,0,41,Foggy
2026-01-21,Wednesday,Shastri Nagar,Red Line,3,1941,1836,3777,0,0,27,Cloudy
2026-01-23,Friday,Pitampura,Red Line,1,2438,2460,4898,0,0,25,Clear
2026-02-19,Thursday,Ashok Park Main,Green Line,4,3221,3132,6353,0,0,33,Smoggy
2026-01-14,Wednesday,Janpath,Violet Line,1,2340,2221,4561,0,0,20,Clear
2026-02-19,Thursday,Rajiv Chowk,Blue Line,1,11040,10638,21678,1,0,25,Foggy
2026-01-24,Saturday,Pratap Nagar,Red Line,1,922,823,1745,0,0,28,Smoggy
2026-02-27,Friday,Paschim Vihar West,Green Line,2,1726,1607,3333,0,0,29,Foggy
2026-02-13,Friday,Brigadier Hoshiar Singh,Green Line,1,3168,3018,6186,0,0,29,Foggy
2026-02-16,Monday,Hauz Khas,Yellow Line,2,10981,10985,21966,0,0,29,Smoggy
2026-02-20,Friday,Tis Hazari,Red Line,2,2104,1996,4100,0,0,37,Clear
2026-01-25,Sunday,Central Secretariat,Yellow Line,4,1324,1317,2641,1,1,27,Rainy
2026-01-04,Sunday,Govindpuri,Violet Line,1,443,419,862,0,1,31,Smoggy
2026-01-22,Thursday,MG Road,Yellow Line,4,3487,3165,6652,0,0,36,Clear
2026-02-01,Sunday,Haiderpur Badli Mor,Yellow Line,2,412,378,790,0,1,17,Foggy
2026-02-21,Saturday,Udyog Bhawan,Yellow Line,4,1334,1325,2659,0,0,40,Rainy
2026-01-30,Friday,Patel Chowk,Yellow Line,3,2008,1994,4002,0,0,33,Clear
2026-02-11,Wednesday,Jasola Apollo,Violet Line,4,3308,3268,6576,0,0,39,Clear
2026-01-27,Tuesday,Janpath,Violet Line,3,2938,2830,5768,0,0,15,Clear
2026-02-04,Wednesday,MG Road,Yellow Line,2,2925,2695,5620,0,0,26,Rainy
2026-01-01,Thursday,Civil Lines,Yellow Line,3,2962,2731,5693,0,0,32,Clear
2026-01-11,Sunday,Jahangirpuri,Yellow Line,2,742,721,1463,0,1,38,Clear
2026-01-20,Tuesday,New Delhi,Yellow Line,2,11788,11561,23349,0,0,35,Cloudy
2026-01-06,Tuesday,Race Course,Yellow Line,1,2450,2308,4758,0,0,34,Rainy
2026-02-04,Wednesday,Shivaji Park,Green Line,2,2528,2432,4960,0,0,21,Smoggy
2026-01-08,Thursday,Madipur,Green Line,1,2561,2405,4966,0,0,34,Foggy
2026-01-03,Saturday,Civil Lines,Yellow Line,2,767,718,1485,0,0,21,Clear
2026-01-18,Sunday,Rajiv Chowk,Blue Line,3,3137,2840,5977,1,1,38,Foggy
2026-01-25,Sunday,Noida Sector 15,Blue Line,2,948,932,1880,0,1,30,Cloudy
2026-02-19,Thursday,Welcome,Red Line,4,2567,2552,5119,0,0,20,Rainy
2026-02-17,Tuesday,Adarsh Nagar,Yellow Line,4,1580,1538,3118,0,0,27,Clear
2026-02-15,Sunday,Maharaja Surajmal Stadium,Green Line,4,653,640,1293,0,1,36,Cloudy
2026-02-17,Tuesday,Sikanderpur,Yellow Line,3,6057,5615,11672,0,0,28,Smoggy
2026-02-20,Friday,Hauz Khas,Yellow Line,1,7772,7426,15198,0,0,29,Rainy
2026-02-21,Saturday,Shivaji Park,Green Line,1,1214,1096,2310,0,0,40,Foggy
2026-01-22,Thursday,Jangpura,Violet Line,2,2849,2682,5531,0,0,34,Clear
2026-02-23,Monday,Badarpur Border,Violet Line,1,1604,1507,3111,0,0,40,Foggy
2026-01-19,Monday,Neelam Chowk Ajronda,Violet Line,2,1806,1787,3593,0,0,34,Clear
2026-01-14,Wednesday,Vishwavidyalaya,Yellow Line,2,5063,4883,9946,0,0,22,Clear
2026-01-22,Thursday,Peeragarhi,Green Line,4,1826,1659,3485,0,0,40,Clear
2026-02-10,Tuesday,Mewala Maharajpur,Violet Line,2,2716,2599,5315,0,0,17,Cloudy
2026-02-01,Sunday,Mandi House,Blue Line,3,1683,1598,3281,1,1,36,Foggy
2026-01-13,Tuesday,Neelam Chowk Ajronda,Violet Line,4,2979,2812,5791,0,0,42,Foggy
2026-01-06,Tuesday,Central Secretariat,Yellow Line,1,5878,5583,11461,1,0,25,Cloudy
2026-02-08,Sunday,Ramesh Nagar,Blue Line,2,587,592,1179,0,1,27,Clear
2026-02-24,Tuesday,Noida Sector 15,Blue Line,2,2293,2146,4439,0,0,42,Clear
2026-02-09,Monday,Ghitorni,Yellow Line,2,2761,2608,5369,0,0,18,Cloudy
2026-02-02,Monday,Jasola Apollo,Violet Line,1,2705,2590,5295,0,0,42,Foggy
2026-02-20,Friday,Arjan Garh,Yellow Line,2,1583,1502,3085,0,0,41,Foggy
2026-02-22,Sunday,Guru Dronacharya,Yellow Line,3,658,595,1253,0,1,42,Foggy
2026-01-04,Sunday,New Delhi,Yellow Line,4,2525,2243,4768,0,1,23,Clear
2026-02-08,Sunday,Rajiv Chowk,Blue Line,3,2400,2066,4466,1,1,16,Rainy
2026-02-09,Monday,Pratap Nagar,Red Line,4,1958,1827,3785,0,0,24,Clear
2026-02-06,Friday,Noida Sector 15,Blue Line,2,1559,1465,3024,0,0,37,Rainy
2026-02-04,Wednesday,Ghitorni,Yellow Line,1,2708,2502,5210,0,0,44,Cloudy
2026-01-08,Thursday,IFFCO Chowk,Yellow Line,3,1633,1488,3121,0,0,37,Foggy
2026-02-27,Friday,Patel Chowk,Yellow Line,3,1976,1805,3781,0,0,30,Foggy
2026-01-05,Monday,Brigadier Hoshiar Singh,Green Line,3,1546,1530,3076,0,0,43,Foggy
2026-02-08,Sunday,Nangloi,Green Line,3,476,447,923,0,1,40,Clear
2026-02-28,Saturday,Sultanpur,Yellow Line,1,1072,1092,2164,0,0,25,Cloudy
2026-01-16,Friday,Sarita Vihar,Violet Line,2,2712,2481,5193,0,0,31,Rainy
2026-02-18,Wednesday,Yamuna Bank,Blue Line,2,5064,4703,9767,0,0,26,Clear
2026-01-14,Wednesday,Rajouri Garden,Blue Line,4,5820,5417,11237,0,0,29,Cloudy
2026-02-13,Friday,Rajdhani Park,Green Line,1,2162,1989,4151,0,0,44,Clear
2026-01-27,Tuesday,Kashmere Gate,Yellow Line,2,9802,9225,19027,1,0,43,Rainy
2026-01-19,Monday,Nangloi Railway Station,Green Line,1,1909,1858,3767,0,0,29,Cloudy
2026-02-12,Thursday,Udyog Nagar,Green Line,4,3350,3169,6519,0,0,29,Cloudy
2026-02-06,Friday,Moti Nagar,Blue Line,2,2057,1956,4013,0,0,17,Cloudy
2026-02-04,Wednesday,Janpath,Violet Line,1,3187,3038,6225,0,0,40,Clear
2026-01-16,Friday,Yamuna Bank,Blue Line,3,5067,4789,9856,0,0,35,Foggy
2026-02-10,Tuesday,Shivaji Park,Green Line,3,3412,3209,6621,0,0,43,Foggy
2026-01-15,Thursday,ITO,Violet Line,3,1639,1614,3253,0,0,31,Foggy
2026-01-14,Wednesday,IFFCO Chowk,Yellow Line,1,2761,2560,5321,0,0,15,Cloudy
2026-02-17,Tuesday,Jama Masjid,Violet Line,1,3527,3179,6706,0,0,16,Rainy
2026-02-08,Sunday,Barakhamba Road,Blue Line,4,500,486,986,0,1,19,Smoggy
2026-01-31,Saturday,Paschim Vihar West,Green Line,2,865,882,1747,0,0,29,Foggy
2026-02-12,Thursday,ITO,Violet Line,1,1593,1486,3079,0,0,30,Clear
2026-02-23,Monday,Sikanderpur,Yellow Line,3,4819,4753,9572,0,0,16,Foggy
2026-02-26,Thursday,Nehru Place,Violet Line,3,1335,1225,2560,0,1,43,Foggy
2026-01-31,Saturday,Nangloi,Green Line,4,919,870,1789,0,0,15,Clear
2026-02-12,Thursday,Govindpuri,Violet Line,4,2191,2062,4253,0,0,31,Cloudy
2026-01-28,Wednesday,Dwarka Sector 8,Blue Line,1,1831,1749,3580,0,0,39,Clear
2026-01-29,Thursday,Rajouri Garden,Blue Line,4,6861,6688,13549,0,0,28,Clear
2026-02-25,Wednesday,Noida Sector 16,Blue Line,1,1695,1657,3352,0,0,36,Cloudy
2026-01-04,Sunday,Chhattarpur,Yellow Line,3,628,576,1204,0,1,42,Cloudy
2026-01-11,Sunday,Inderlok,Red Line,4,481,445,926,0,1,37,Cloudy
2026-02-25,Wednesday,Mandi House,Blue Line,1,5712,5481,11193,1,0,19,Clear
2026-01-29,Thursday,Kalkaji Mandir,Violet Line,2,2655,2519,5174,0,0,20,Smoggy
2026-02-05,Thursday,Model Town,Yellow Line,4,3189,2936,6125,0,0,32,Smoggy
2026-02-06,Friday,Neelam Chowk Ajronda,Violet Line,1,3357,3150,6507,0,0,29,Foggy
2026-01-22,Thursday,Keshav Puram,Red Line,2,2096,2022,4118,0,0,44,Foggy
2026-01-13,Tuesday,Lal Quila,Violet Line,3,1538,1456,2994,0,0,23,Clear
2026-01-24,Saturday,Dilshad Garden,Red Line,2,2471,2177,4648,0,0,38,Cloudy
2026-02-25,Wednesday,Dilshad Garden,Red Line,1,6611,6220,12831,0,0,19,Clear
2026-01-11,Sunday,Paschim Vihar West,Green Line,3,470,458,928,0,1,43,Cloudy
2026-01-09,Friday,Guru Dronacharya,Yellow Line,2,2802,2553,5355,0,0,28,Clear
