date,day,line,total_trips,total_passengers,avg_speed_kmph,distance_km,energy_consumption_kwh,on_time_percent,revenue_inr,operational_cost_inr,is_holiday,weather
2026-01-11,Sunday,Red Line,195,48750,32.0,25.1,32688.15,88.9,1354041.62,1419605.31,1,Cloudy
2026-02-19,Thursday,Yellow Line,163,43195,39.9,49.3,33916.49,89.7,957920.51,1151045.9,0,Cloudy
2026-01-06,Tuesday,Yellow Line,316,110600,34.4,49.3,69231.54,80.4,2060307.95,2025651.91,0,Foggy
2026-01-25,Sunday,Red Line,184,39008,40.4,25.1,33422.68,76.8,819978.28,1842838.77,1,Foggy
2026-02-19,Thursday,Violet Line,130,43550,30.5,46.6,31916.08,80.5,1139131.04,1053400.97,0,Rainy
2026-01-15,Thursday,Green Line,298,129034,44.3,29.6,79701.98,84.6,3113921.24,2506182.11,0,Smoggy
2026-02-19,Thursday,Red Line,316,109652,35.0,25.1,81121.68,94.9,2135657.06,2079923.0,0,Foggy
2026-01-01,Thursday,Green Line,210,54180,42.6,29.6,50929.61,93.1,1147433.61,2055145.99,0,Cloudy
2026-01-11,Sunday,Yellow Line,151,39864,38.8,49.3,35600.9,82.0,976258.06,880900.78,1,Foggy
2026-01-24,Saturday,Green Line,291,64893,33.8,29.6,57841.62,79.2,1251842.4,2688310.09,0,Clear
2026-01-06,Tuesday,Violet Line,350,112000,34.3,46.6,86681.94,92.7,3122124.21,3498113.58,0,Clear
2026-01-22,Thursday,Blue Line,162,57024,36.6,56.6,32190.75,86.9,1314175.29,1735582.05,0,Cloudy
2026-02-28,Saturday,Violet Line,176,55616,40.5,46.6,37333.43,82.3,1329826.69,1817535.96,0,Clear
2026-01-10,Saturday,Red Line,325,66300,39.0,25.1,73559.09,81.8,1419608.76,1959229.72,0,Clear
2026-01-22,Thursday,Red Line,163,62429,42.6,25.1,43711.93,84.6,1717214.39,1094546.06,0,Rainy
2026-02-04,Wednesday,Blue Line,261,99963,40.2,56.6,68971.1,89.9,2766187.54,2998688.16,0,Foggy
2026-01-27,Tuesday,Green Line,322,119784,43.4,29.6,86168.72,78.0,2905416.53,2005516.93,0,Cloudy
2026-01-18,Sunday,Violet Line,81,35073,34.0,46.6,13686.69,92.4,918298.12,683421.95,1,Foggy
2026-01-21,Wednesday,Blue Line,259,111370,33.3,56.6,53431.01,94.2,2891132.45,1662339.0,0,Foggy
2026-02-10,Tuesday,Yellow Line,240,61440,41.8,49.3,36157.91,92.3,1138824.42,2857689.24,0,Smoggy
2026-02-26,Thursday,Violet Line,143,33176,38.6,46.6,39873.68,85.0,737317.7,857698.9,1,Clear
2026-01-08,Thursday,Blue Line,318,81090,43.2,56.6,73018.21,95.1,2111593.94,3044646.06,0,Clear
2026-02-21,Saturday,Violet Line,362,103170,44.0,46.6,87931.45,92.6,2030381.7,1883382.73,0,Smoggy
2026-01-31,Saturday,Yellow Line,347,99589,31.7,49.3,61075.42,90.0,2432811.52,3446284.57,0,Clear
2026-01-25,Sunday,Violet Line,99,29205,39.4,46.6,17235.24,79.1,584177.85,963594.69,1,Foggy
2026-01-23,Friday,Blue Line,179,66230,43.8,56.6,49129.4,80.6,1412922.2,1631630.34,0,Clear
2026-02-06,Friday,Violet Line,186,42780,33.9,46.6,29468.96,85.3,1173243.03,1313818.86,0,Foggy
2026-01-22,Thursday,Blue Line,220,77440,35.8,56.6,45294.72,88.9,2148397.35,2089106.28,0,Foggy
2026-02-25,Wednesday,Red Line,206,61388,44.8,25.1,44442.6,85.4,1463344.72,2036187.82,0,Smoggy
2026-01-12,Monday,Green Line,242,62920,39.1,29.6,59278.67,97.9,1719382.3,1852676.87,0,Cloudy
2026-02-12,Thursday,Blue Line,145,61335,40.1,56.6,35485.54,96.2,1284870.24,1312415.03,0,Clear
2026-01-14,Wednesday,Blue Line,350,87500,31.9,56.6,63043.52,92.7,1738074.39,4160301.42,0,Clear
2026-01-26,Monday,Red Line,159,41499,30.8,25.1,28843.99,93.9,1069263.54,1858757.4,1,Rainy
2026-01-01,Thursday,Blue Line,148,42328,42.8,56.6,25863.99,78.5,1126041.93,1120587.58,0,Clear
2026-01-08,Thursday,Blue Line,323,100453,37.0,56.6,57309.04,82.5,2618202.72,2354078.47,0,Clear
2026-02-20,Friday,Red Line,153,41616,31.7,25.1,28390.26,81.6,919419.16,1001221.62,0,Cloudy
2026-01-26,Monday,Green Line,75,29625,30.4,29.6,14202.28,90.2,642610.73,634960.83,1,Cloudy
2026-01-28,Wednesday,Green Line,137,32743,41.6,29.6,31829.45,89.1,628345.07,1098205.29,0,Foggy
2026-01-09,Friday,Green Line,328,141040,30.1,29.6,87856.93,97.5,3669168.5,3637520.43,0,Cloudy
2026-01-13,Tuesday,Yellow Line,316,104596,34.6,49.3,88211.1,91.6,2546138.82,2999436.67,0,Foggy
2026-01-19,Monday,Red Line,169,35828,40.0,25.1,37226.84,96.5,860715.38,1048528.97,0,Smoggy
2026-02-11,Wednesday,Yellow Line,309,89610,37.3,49.3,82657.81,76.4,1898314.45,2565108.15,0,Clear
2026-02-19,Thursday,Green Line,218,75864,35.1,29.6,57397.24,88.1,1720342.81,2106136.31,0,Foggy
2026-02-08,Sunday,Yellow Line,152,65360,31.6,49.3,36491.11,84.3,1769935.84,1386078.19,1,Cloudy
2026-01-12,Monday,Violet Line,309,98880,39.2,46.6,73916.64,93.8,1923866.61,2399341.04,0,Foggy
2026-02-02,Monday,Blue Line,129,44763,43.6,56.6,30272.08,92.7,994543.52,1402939.59,0,Clear
2026-01-11,Sunday,Violet Line,196,41748,43.5,46.6,34192.18,88.7,793358.81,2059135.61,1,Foggy
2026-01-26,Monday,Yellow Line,128,52736,38.7,49.3,20625.8,91.3,1435988.42,1126956.17,1,Rainy
2026-01-31,Saturday,Red Line,290,80330,42.6,25.1,77808.13,86.1,1570120.78,2320741.03,0,Rainy
2026-01-23,Friday,Red Line,217,73129,33.1,25.1,40649.71,83.2,1594549.72,1316262.45,0,Rainy
2026-01-02,Friday,Green Line,335,76715,32.7,29.6,52189.98,79.4,1418369.08,2963631.85,0,Clear
2026-02-11,Wednesday,Yellow Line,159,58035,33.9,49.3,40459.49,79.8,1395670.16,1017419.51,0,Smoggy
2026-02-13,Friday,Red Line,185,43845,38.7,25.1,48668.11,80.4,897794.94,1087327.67,0,Clear
2026-02-04,Wednesday,Red Line,130,45760,30.9,25.1,28229.35,95.4,1230302.19,1236048.82,0,Cloudy
2026-02-24,Tuesday,Blue Line,207,76797,39.7,56.6,54568.2,79.4,1981607.9,1980658.65,0,Smoggy
2026-02-16,Monday,Violet Line,231,58905,34.3,46.6,55837.71,77.4,1398902.63,1906451.16,0,Clear
2026-02-06,Friday,Green Line,243,91368,44.8,29.6,37531.68,86.3,1755470.24,1500682.99,0,Rainy
2026-02-20,Friday,Violet Line,169,41574,31.5,46.6,43585.53,91.8,1158518.31,1787582.36,0,Cloudy
2026-01-05,Monday,Green Line,335,126630,35.3,29.6,87898.38,82.7,2528404.16,3684616.73,0,Foggy
2026-02-13,Friday,Blue Line,301,108360,39.2,56.6,74334.31,90.0,2511230.42,2912579.3,0,Cloudy
2026-02-21,Saturday,Yellow Line,252,104580,40.6,49.3,58360.86,86.5,2032796.22,1432071.57,0,Foggy
2026-01-10,Saturday,Violet Line,133,53333,44.3,46.6,22140.68,94.4,1435893.56,666005.86,0,Clear
2026-02-24,Tuesday,Violet Line,171,43434,40.6,46.6,32842.86,80.8,884238.25,985652.85,0,Smoggy
2026-02-19,Thursday,Red Line,276,67068,36.2,25.1,49815.29,80.8,1575739.21,2627695.98,0,Cloudy
2026-01-21,Wednesday,Violet Line,287,116235,36.1,46.6,68832.4,90.3,2338832.15,3209463.38,0,Cloudy
2026-01-14,Wednesday,Blue Line,275,92125,41.2,56.6,46890.14,86.1,2577170.31,2081437.74,0,Clear
2026-01-12,Monday,Red Line,323,139213,38.9,25.1,75383.54,83.3,2637232.46,3095739.97,0,Clear
2026-02-15,Sunday,Violet Line,171,61047,37.5,46.6,47122.31,76.9,1460994.9,1908851.42,1,Foggy
2026-01-13,Tuesday,Red Line,159,31800,35.6,25.1,30856.76,85.3,776200.05,1649324.92,0,Foggy
2026-01-10,Saturday,Violet Line,313,69486,30.4,46.6,56364.84,86.5,1464529.71,3451897.31,0,Clear
2026-02-13,Friday,Blue Line,320,72640,31.7,56.6,84881.09,92.3,1496792.69,3016782.41,0,Foggy
2026-01-25,Sunday,Violet Line,190,74670,38.2,46.6,43567.55,76.8,1432677.52,1765196.61,1,Foggy
2026-02-02,Monday,Violet Line,132,47388,32.7,46.6,23611.83,90.7,1211667.82,959694.23,0,Smoggy
2026-01-25,Sunday,Blue Line,100,28300,34.0,56.6,20267.44,92.4,559290.65,689111.36,1,Clear
2026-01-03,Saturday,Yellow Line,320,124160,37.5,49.3,74757.28,79.8,2286598.27,2720462.75,0,Smoggy
2026-02-11,Wednesday,Green Line,191,54435,34.2,29.6,41597.27,89.2,982743.44,2270885.14,0,Cloudy
2026-02-14,Saturday,Green Line,239,53297,34.8,29.6,54996.57,86.5,1193639.17,2692630.5,0,Foggy
2026-01-24,Saturday,Red Line,334,67802,34.4,25.1,91596.25,84.6,1803647.23,2433820.6,0,Smoggy
2026-01-17,Saturday,Blue Line,360,103680,42.9,56.6,99720.57,79.7,2503751.53,3728898.8,0,Clear
2026-01-10,Saturday,Green Line,285,117135,34.3,29.6,67645.9,83.5,2583584.46,2411065.59,0,Clear
2026-02-02,Monday,Yellow Line,143,56056,42.1,49.3,22933.63,87.3,1407982.7,1294768.19,0,Rainy
2026-02-17,Tuesday,Blue Line,272,93568,32.0,56.6,41381.09,91.1,2578153.28,2638008.9,0,Clear
2026-01-21,Wednesday,Yellow Line,157,31400,44.2,49.3,42842.26,77.5,622731.0,1667037.03,0,Rainy
2026-02-06,Friday,Green Line,140,31500,39.3,29.6,28503.46,90.5,813782.04,1386414.37,0,Cloudy
2026-01-16,Friday,Green Line,120,35760,30.3,29.6,22087.16,97.6,907112.09,934862.3,0,Clear
2026-01-01,Thursday,Red Line,183,40626,36.1,25.1,45324.51,92.0,753020.7,1865458.29,0,Clear
2026-01-31,Saturday,Red Line,355,81295,38.3,25.1,67018.56,85.2,1978851.93,2764598.04,0,Clear
2026-02-17,Tuesday,Green Line,345,83145,33.3,29.6,82109.66,84.1,1751592.41,2534835.27,0,Clear
2026-02-16,Monday,Violet Line,146,60006,35.8,46.6,22779.18,94.1,1491854.42,1292132.75,0,Foggy
2026-02-05,Thursday,Blue Line,148,47360,39.1,56.6,28646.18,86.8,1000902.3,1385474.18,0,Clear
2026-02-25,Wednesday,Blue Line,350,79450,33.1,56.6,85315.03,91.3,1572528.02,3213890.01,0,Rainy
2026-01-18,Sunday,Green Line,166,69720,33.6,29.6,41001.04,95.5,1302916.62,1196158.05,1,Foggy
2026-02-13,Friday,Yellow Line,181,55748,39.7,49.3,30926.67,85.6,1333762.54,1419633.41,0,Cloudy
2026-01-24,Saturday,Blue Line,124,31000,34.6,56.6,20766.7,88.6,688414.42,877661.25,0,Foggy
2026-02-17,Tuesday,Red Line,351,114075,31.9,25.1,54347.49,89.4,2091946.98,3434104.96,0,Cloudy
2026-02-22,Sunday,Green Line,100,42300,37.1,29.6,24185.55,96.2,963793.55,1107508.62,1,Clear
2026-02-17,Tuesday,Green Line,141,38775,37.3,29.6,24210.14,76.6,813531.21,1471119.62,0,Cloudy
2026-01-14,Wednesday,Red Line,362,109324,35.7,25.1,68994.49,85.8,2966981.57,3820561.48,0,Foggy
2026-01-26,Monday,Violet Line,69,27531,39.5,46.6,15521.39,82.7,627012.12,693630.62,1,Foggy
2026-02-07,Saturday,Blue Line,250,92750,32.7,56.6,62805.51,80.5,1838715.81,1646287.45,0,Cloudy
2026-02-27,Friday,Violet Line,212,49608,37.5,46.6,52821.76,87.2,1102287.49,1840913.12,0,Clear
2026-01-21,Wednesday,Red Line,156,59280,31.8,25.1,33159.36,89.2,1222316.43,968075.3,0,Clear
2026-02-08,Sunday,Yellow Line,81,30861,30.8,49.3,12425.81,95.4,692721.41,455813.65,1,Clear
2026-02-27,Friday,Red Line,233,99491,34.0,25.1,51872.5,97.0,2062076.43,1745551.0,0,Foggy
2026-02-25,Wednesday,Violet Line,256,85504,35.8,46.6,54372.42,92.5,1750732.53,2180863.15,0,Smoggy
2026-01-22,Thursday,Blue Line,152,53048,35.3,56.6,25529.59,80.9,1095799.22,1580487.85,0,Foggy
2026-01-02,Friday,Yellow Line,254,67056,35.7,49.3,51903.91,88.9,1845914.86,1805775.12,0,Rainy
2026-02-21,Saturday,Green Line,313,136155,32.5,29.6,47812.12,79.6,3269226.13,1906248.12,0,Foggy
2026-01-16,Friday,Yellow Line,267,81702,43.5,49.3,43515.61,76.8,1508374.25,2275733.18,0,Foggy
2026-02-20,Friday,Violet Line,271,117885,35.2,46.6,52662.31,90.9,2594575.62,1720528.31,0,Clear
2026-01-12,Monday,Blue Line,256,74240,38.4,56.6,48486.98,81.4,1806097.05,3049129.04,0,Cloudy
2026-02-09,Monday,Red Line,263,93628,40.6,25.1,51693.64,95.0,2103987.01,2903943.26,0,Clear
2026-01-30,Friday,Red Line,344,132096,42.3,25.1,72522.39,90.0,3202272.76,2354013.27,0,Cloudy
2026-01-13,Tuesday,Red Line,334,79826,38.0,25.1,90080.83,75.7,2221863.76,2536744.3,0,Cloudy
2026-01-25,Sunday,Blue Line,100,30900,40.3,56.6,15641.03,94.0,738554.81,804039.38,1,Foggy
2026-02-11,Wednesday,Yellow Line,252,110628,30.1,49.3,51114.44,86.0,2005389.43,1421102.69,0,Rainy
2026-02-06,Friday,Red Line,244,56364,36.7,25.1,58252.99,96.1,1244917.5,2036522.63,0,Foggy
2026-02-07,Saturday,Green Line,314,112726,38.4,29.6,69826.62,96.8,2275373.57,3431482.06,0,Clear
2026-02-20,Friday,Yellow Line,193,63690,36.7,49.3,52110.4,86.9,1183286.93,1930774.43,0,Foggy
2026-02-12,Thursday,Red Line,187,59279,30.9,25.1,52134.68,92.3,1548370.65,2241941.18,0,Foggy
2026-02-10,Tuesday,Yellow Line,248,100936,34.3,49.3,55680.67,76.7,2177481.32,2552159.06,0,Cloudy
2026-01-17,Saturday,Yellow Line,278,79508,35.0,49.3,70161.8,96.0,1568662.98,1495438.23,0,Clear
2026-01-19,Monday,Red Line,234,87516,32.0,25.1,50238.46,90.8,1714680.78,2785461.2,0,Foggy
2026-02-07,Saturday,Violet Line,274,63842,42.1,46.6,69361.71,87.4,1458204.16,1774390.9,0,Foggy
2026-01-16,Friday,Yellow Line,237,93141,31.1,49.3,53049.07,76.9,2424662.76,2322923.79,0,Foggy
2026-02-08,Sunday,Green Line,106,39962,32.0,29.6,17179.29,84.1,797453.17,588940.94,1,Foggy
2026-02-16,Monday,Blue Line,142,61060,44.7,56.6,36916.9,83.3,1161740.75,1347482.09,0,Foggy
2026-01-02,Friday,Yellow Line,176,49808,34.3,49.3,46600.69,75.7,1184157.96,904614.38,0,Rainy
2026-02-05,Thursday,Blue Line,361,95665,40.8,56.6,96713.53,82.6,2349053.75,3062152.86,0,Cloudy
2026-02-27,Friday,Red Line,203,42427,42.8,25.1,50159.75,96.5,1050955.11,2233081.08,0,Foggy
2026-01-24,Saturday,Violet Line,275,110000,37.1,46.6,55080.97,92.1,2535052.92,1394423.29,0,Clear
2026-02-09,Monday,Yellow Line,120,40800,39.6,49.3,29624.62,83.2,1138301.78,1067389.95,0,Foggy
2026-01-11,Sunday,Red Line,86,25112,38.5,25.1,19029.28,84.6,621629.89,796293.25,1,Cloudy
2026-01-01,Thursday,Yellow Line,130,52000,34.2,49.3,22404.52,92.9,1260904.66,802223.85,0,Cloudy
2026-02-05,Thursday,Yellow Line,273,114387,44.6,49.3,67893.61,84.1,2219775.42,1764651.96,0,Foggy
2026-01-11,Sunday,Violet Line,161,41860,42.2,46.6,41721.57,84.9,818968.41,1311910.99,1,Cloudy
2026-01-07,Wednesday,Red Line,378,159138,39.4,25.1,88461.53,93.6,3684747.23,3732186.41,0,Clear
2026-02-19,Thursday,Green Line,321,134178,31.0,29.6,54873.4,91.0,2417483.12,3712532.95,0,Clear
2026-01-19,Monday,Green Line,247,58045,43.6,29.6,59523.63,94.2,1217983.79,1518856.85,0,Foggy
2026-01-28,Wednesday,Red Line,366,92232,41.7,25.1,91213.9,96.8,2453383.43,2233112.95,0,Foggy
2026-02-03,Tuesday,Blue Line,349,131573,30.5,56.6,53412.4,95.1,2847555.01,2897527.25,0,Cloudy
2026-02-28,Saturday,Red Line,370,83620,42.9,25.1,80195.59,91.7,1598945.6,2952495.76,0,Foggy
2026-02-25,Wednesday,Red Line,185,40145,44.9,25.1,34033.0,80.4,800657.21,1087926.54,0,Clear
2026-01-02,Friday,Blue Line,374,155210,37.0,56.6,71436.88,97.7,3441519.13,2484190.98,0,Cloudy
2026-02-25,Wednesday,Green Line,197,61661,34.1,29.6,36184.78,88.2,1245908.95,2350001.57,0,Clear
2026-02-09,Monday,Red Line,158,62568,40.3,25.1,42421.64,75.3,1539144.67,1109501.63,0,Rainy
2026-01-30,Friday,Green Line,234,69264,43.6,29.6,35372.98,87.4,1696347.47,2241786.08,0,Cloudy
2026-01-23,Friday,Red Line,215,87505,31.8,25.1,47287.94,88.9,1720780.95,2567063.14,0,Foggy
2026-02-11,Wednesday,Blue Line,268,90316,31.6,56.6,64841.81,88.4,1792412.72,1361573.82,0,Rainy
2026-02-26,Thursday,Yellow Line,119,26299,35.6,49.3,29058.37,80.5,702826.87,1314147.16,1,Foggy
2026-01-25,Sunday,Yellow Line,97,21728,35.5,49.3,21668.57,93.8,477593.03,881993.85,1,Foggy
2026-01-04,Sunday,Green Line,124,34224,33.5,29.6,25387.46,79.7,672873.6,1334499.06,1,Foggy
2026-01-05,Monday,Green Line,240,69360,39.6,29.6,57164.93,96.5,1306248.48,2869916.43,0,Clear
2026-02-06,Friday,Violet Line,316,116604,37.4,46.6,67309.61,92.7,2738011.21,3436166.09,0,Foggy
2026-02-25,Wednesday,Violet Line,221,72930,35.4,46.6,45391.38,97.9,1607665.1,2626694.86,0,Smoggy
2026-01-20,Tuesday,Blue Line,210,88830,31.8,56.6,49966.27,75.3,2261903.31,2191732.27,0,Clear
2026-02-27,Friday,Red Line,137,30140,39.3,25.1,34195.41,91.0,551079.57,1215755.45,0,Cloudy
2026-01-22,Thursday,Yellow Line,206,74572,30.4,49.3,46782.5,82.2,1838868.46,1774225.62,0,Foggy
2026-01-16,Friday,Blue Line,261,71514,32.4,56.6,54017.02,80.6,1579146.61,1932740.82,0,Rainy
2026-02-22,Sunday,Violet Line,174,49764,34.2,46.6,41394.06,88.9,1018791.77,1333315.61,1,Clear
2026-02-26,Thursday,Violet Line,137,39867,38.2,46.6,24765.02,90.9,784156.31,1269809.51,1,Clear
2026-01-22,Thursday,Green Line,373,154422,32.8,29.6,70379.94,83.9,3713408.72,1911164.94,0,Cloudy
2026-01-19,Monday,Blue Line,285,80655,43.7,56.6,50885.4,81.7,2052388.59,2292158.93,0,Foggy
2026-02-04,Wednesday,Violet Line,235,77080,39.9,46.6,37624.41,76.8,1880338.94,2063667.9,0,Rainy
2026-02-10,Tuesday,Green Line,266,98420,37.9,29.6,61261.58,81.0,2749498.12,2149589.95,0,Foggy
2026-02-08,Sunday,Red Line,110,37290,39.1,25.1,30676.81,92.1,1004662.11,773009.7,1,Rainy
2026-02-11,Wednesday,Violet Line,288,103104,37.0,46.6,57214.41,92.4,2872616.43,2238440.01,0,Clear
2026-02-27,Friday,Violet Line,340,91800,39.6,46.6,54168.76,76.5,2149536.48,2039721.52,0,Clear
2026-02-14,Saturday,Yellow Line,376,106784,39.0,49.3,61145.46,86.9,2784397.82,2866619.92,0,Cloudy
2026-02-19,Thursday,Green Line,219,52779,43.7,29.6,53450.02,76.1,1172741.53,2428980.41,0,Cloudy
2026-01-23,Friday,Violet Line,243,55161,39.7,46.6,40805.4,75.3,1469156.97,1726150.04,0,Cloudy
2026-02-03,Tuesday,Violet Line,261,94221,43.7,46.6,69794.98,81.9,2434315.3,3041392.21,0,Clear
2026-02-06,Friday,Yellow Line,128,40192,35.3,49.3,32030.0,94.2,992834.16,1474661.79,0,Foggy
2026-01-30,Friday,Violet Line,126,27216,36.1,46.6,23009.21,87.4,578805.53,1101966.81,0,Foggy
2026-02-14,Saturday,Red Line,238,98294,41.9,25.1,62849.32,86.1,2291076.24,2810841.54,0,Foggy
2026-02-07,Saturday,Violet Line,336,80976,32.6,46.6,87214.43,79.6,1686183.26,3684565.59,0,Clear
2026-01-01,Thursday,Red Line,161,69391,35.2,25.1,31839.27,88.5,1405008.46,1916601.6,0,Cloudy
2026-02-19,Thursday,Yellow Line,289,118201,31.2,49.3,73675.43,84.8,2484156.19,1938589.02,0,Cloudy
2026-01-15,Thursday,Red Line,237,50007,40.1,25.1,50699.42,75.3,1239318.3,2062178.5,0,Clear
2026-01-09,Friday,Blue Line,173,36849,37.5,56.6,44376.82,78.9,1031530.91,1362133.12,0,Smoggy
2026-02-06,Friday,Violet Line,128,31488,41.4,46.6,21209.28,80.3,601015.39,1351934.83,0,Smoggy
2026-01-24,Saturday,Violet Line,182,80444,38.7,46.6,48813.53,94.9,1879445.22,1476021.06,0,Foggy
2026-01-06,Tuesday,Green Line,368,129536,32.8,29.6,60886.99,78.3,2761394.65,2729798.57,0,Clear
2026-02-14,Saturday,Green Line,234,81432,44.2,29.6,65383.58,85.5,1691705.69,2265676.7,0,Clear
2026-01-01,Thursday,Green Line,193,78551,41.7,29.6,31019.61,89.3,1528148.82,1514552.72,0,Foggy
2026-01-16,Friday,Violet Line,318,120204,38.8,46.6,47712.04,79.1,2332160.18,1703933.27,0,Rainy
2026-01-23,Friday,Blue Line,208,76336,39.1,56.6,36382.0,91.3,1493232.44,1656777.75,0,Cloudy
2026-02-03,Tuesday,Yellow Line,184,42136,39.3,49.3,32253.84,81.6,1122341.68,1051024.59,0,Cloudy
2026-01-12,Monday,Green Line,194,60916,38.6,29.6,49491.9,79.3,1275991.42,993562.59,0,Clear
2026-01-17,Saturday,Blue Line,149,64964,39.3,56.6,36415.53,94.5,1797102.52,1415919.44,0,Clear
2026-01-21,Wednesday,Violet Line,300,75300,38.7,46.6,74933.17,89.3,1897541.84,2275000.19,0,Cloudy
2026-01-20,Tuesday,Violet Line,224,95872,45.0,46.6,40234.65,87.2,2052799.69,2513544.57,0,Rainy
2026-02-19,Thursday,Red Line,294,100254,35.0,25.1,76877.05,94.9,2165928.31,2404765.28,0,Clear
2026-01-08,Thursday,Red Line,310,111910,31.8,25.1,82315.32,93.6,2557837.71,2361068.62,0,Clear
2026-01-23,Friday,Violet Line,243,92583,33.6,46.6,38870.6,89.7,2129286.87,2450389.72,0,Foggy
2026-01-09,Friday,Violet Line,316,80264,32.1,46.6,74468.64,84.0,1775430.18,3179122.79,0,Clear
2026-01-29,Thursday,Red Line,214,60348,31.4,25.1,44987.99,90.3,1640011.2,1850122.07,0,Clear
2026-02-11,Wednesday,Violet Line,234,104130,42.9,46.6,57133.06,76.5,2120617.9,2265677.98,0,Cloudy
2026-02-04,Wednesday,Red Line,334,112892,35.6,25.1,53718.08,90.1,2627227.87,3747354.31,0,Foggy
2026-02-11,Wednesday,Violet Line,240,97200,30.5,46.6,56531.7,84.4,2544636.44,1419111.64,0,Rainy
2026-01-28,Wednesday,Green Line,153,42687,34.2,29.6,30124.21,82.8,1153397.46,1652526.74,0,Clear
2026-02-01,Sunday,Red Line,113,29719,32.2,25.1,27953.12,94.7,669620.6,1171088.29,1,Foggy
2026-02-16,Monday,Blue Line,331,100624,39.7,56.6,75699.54,77.3,2435894.9,3199727.14,0,Clear
2026-01-16,Friday,Blue Line,361,127072,31.6,56.6,87476.14,90.8,2822860.48,3851737.6,0,Rainy
2026-02-01,Sunday,Green Line,142,59782,43.6,29.6,38605.41,97.9,1496492.03,1039674.21,1,Foggy
2026-01-09,Friday,Violet Line,250,61250,34.8,46.6,63049.31,80.5,1616028.52,2877556.95,0,Cloudy
2026-01-08,Thursday,Yellow Line,313,134590,38.5,49.3,69427.99,78.5,3137092.01,2311138.08,0,Clear
2026-02-20,Friday,Green Line,354,72216,34.4,29.6,91264.57,79.4,1769280.06,2176695.83,0,Smoggy
2026-01-02,Friday,Green Line,345,108675,38.7,29.6,59286.87,82.4,2761395.05,3532663.85,0,Rainy
2026-01-03,Saturday,Violet Line,315,109620,34.0,46.6,86381.58,91.5,2977830.06,3090188.07,0,Foggy
2026-02-24,Tuesday,Blue Line,227,65376,44.1,56.6,53096.28,78.9,1697110.28,1608163.04,0,Cloudy
2026-02-17,Tuesday,Violet Line,140,56140,34.8,46.6,30895.21,93.7,1164703.64,1284297.37,0,Rainy
2026-01-13,Tuesday,Violet Line,341,140151,30.6,46.6,62760.71,84.2,2764846.65,1832405.72,0,Clear
2026-02-08,Sunday,Red Line,79,27176,38.9,25.1,19046.02,86.7,606661.49,521526.13,1,Cloudy
2026-02-11,Wednesday,Yellow Line,333,82584,36.7,49.3,88363.46,79.5,2203336.74,2515841.54,0,Clear
2026-02-24,Tuesday,Red Line,179,74285,40.9,25.1,32824.25,82.5,1534963.7,1902983.01,0,Foggy
2026-02-23,Monday,Blue Line,217,59892,35.2,56.6,55987.26,89.1,1431207.68,1225412.16,0,Clear
2026-01-17,Saturday,Violet Line,329,84882,39.0,46.6,86663.99,91.2,1804781.56,1894382.71,0,Cloudy
2026-01-27,Tuesday,Violet Line,194,84972,44.3,46.6,31510.44,95.5,1566173.71,1914184.69,0,Rainy
2026-02-24,Tuesday,Red Line,157,52595,40.7,25.1,39277.48,80.2,1243666.19,987743.11,0,Foggy
2026-01-08,Thursday,Blue Line,280,117880,40.6,56.6,51338.28,86.2,3266489.76,2809190.05,0,Foggy
2026-01-29,Thursday,Green Line,303,108171,44.8,29.6,67680.01,88.1,2310048.14,2289862.93,0,Rainy
2026-01-12,Monday,Yellow Line,341,93093,42.9,49.3,60723.37,86.1,2531201.24,3425541.51,0,Clear
2026-01-19,Monday,Blue Line,226,96050,36.2,56.6,44079.78,95.9,1937186.98,1792531.37,0,Cloudy
2026-02-16,Monday,Yellow Line,344,80496,33.9,49.3,60314.18,85.6,1783785.03,2508178.76,0,Foggy
2026-02-24,Tuesday,Violet Line,296,109224,31.5,46.6,61990.23,81.9,2109106.48,1653397.85,0,Smoggy
2026-01-19,Monday,Red Line,340,111860,42.4,25.1,75420.77,88.2,2173036.41,2830882.57,0,Cloudy
2026-01-14,Wednesday,Blue Line,330,139260,30.9,56.6,50942.3,82.9,3331182.51,2606217.69,0,Clear
2026-02-14,Saturday,Blue Line,194,63244,37.2,56.6,45727.63,78.3,1762527.02,1328174.22,0,Foggy
2026-01-25,Sunday,Red Line,81,30861,37.6,25.1,22521.61,91.4,760622.0,734709.9,1,Cloudy
2026-01-11,Sunday,Red Line,174,60378,41.7,25.1,31579.9,97.0,1547460.62,1402917.03,1,Rainy
2026-01-20,Tuesday,Red Line,312,130728,36.9,25.1,79003.04,84.9,3323688.84,2432230.77,0,Foggy
2026-02-19,Thursday,Red Line,286,64064,37.7,25.1,62708.32,78.2,1551773.55,2627740.6,0,Clear
2026-02-19,Thursday,Violet Line,297,66528,41.7,46.6,58307.23,81.0,1445803.31,2760661.29,0,Smoggy
2026-02-11,Wednesday,Green Line,217,91140,42.2,29.6,40408.41,78.1,2133459.92,2578784.72,0,Smoggy
2026-01-17,Saturday,Green Line,373,97353,41.0,29.6,70794.99,76.3,2029842.61,4160012.63,0,Foggy
2026-02-22,Sunday,Violet Line,81,18954,42.2,46.6,19840.44,77.0,373353.66,695370.3,1,Clear
2026-01-25,Sunday,Violet Line,191,38200,39.4,46.6,44924.84,91.9,1038815.71,1290221.26,1,Cloudy
