date,day,hour,station,line,footfall_count,direction,is_peak_hour,is_holiday,weather
2026-02-13,Friday,18,Harkesh Nagar Okhla,Violet Line,541,Up,1,0,Foggy
2026-01-21,Wednesday,20,Udyog Bhawan,Yellow Line,259,Up,0,0,Clear
2026-02-03,Tuesday,7,Sector 28,Violet Line,337,Up,0,0,Cloudy
2026-02-16,Monday,20,Brigadier Hoshiar Singh,Green Line,269,Down,0,0,Rainy
2026-02-14,Saturday,8,Pragati Maidan,Blue Line,413,Down,1,0,Clear
2026-02-28,Saturday,8,Nangloi Railway Station,Green Line,322,Down,1,0,Clear
2026-02-15,Sunday,21,Tis Hazari,Red Line,108,Up,0,1,Clear
2026-02-06,Friday,20,Jasola Apollo,Violet Line,224,Up,0,0,Foggy
2026-02-05,Thursday,10,Rithala,Red Line,378,Up,1,0,Smoggy
2026-01-01,Thursday,19,Rohini West,Red Line,461,Up,1,0,Clear
2026-01-14,Wednesday,5,Jahangirpuri,Yellow Line,106,Down,0,0,Smoggy
2026-01-19,Monday,22,Seelampur,Red Line,160,Down,0,0,Cloudy
2026-01-05,Monday,9,Nangloi,Green Line,333,Up,1,0,Clear
2026-01-25,Sunday,7,Old Faridabad,Violet Line,75,Up,0,1,Smoggy
2026-02-05,Thursday,11,Central Secretariat,Yellow Line,828,Up,0,0,Foggy
2026-02-26,Thursday,8,Saket,Yellow Line,95,Down,1,1,Clear
2026-01-07,Wednesday,9,Jasola Apollo,Violet Line,555,Up,1,0,Clear
2026-01-31,Saturday,15,Sikanderpur,Yellow Line,342,Up,0,0,Clear
2026-02-27,Friday,22,Seelampur,Red Line,154,Up,0,0,Clear
2026-01-06,Tuesday,22,Mewala Maharajpur,Violet Line,98,Up,0,0,Foggy
2026-01-30,Friday,23,Raja Nahar Singh,Violet Line,156,Up,0,0,Cloudy
2026-01-12,Monday,23,Dwarka Sector 8,Blue Line,113,Up,0,0,Clear
2026-02-19,Thursday,8,Dwarka Sector 21,Blue Line,971,Up,1,0,Foggy
2026-01-12,Monday,14,Uttam Nagar East,Blue Line,80,Down,0,0,Clear
2026-02-03,Tuesday,22,Shastri Park,Red Line,93,Up,0,0,Clear
2026-01-13,Tuesday,8,Sarai,Violet Line,317,Up,1,0,Clear
2026-02-15,Sunday,20,Brigadier Hoshiar Singh,Green Line,59,Up,0,1,Foggy
2026-02-14,Saturday,14,Vishwavidyalaya,Yellow Line,159,Up,0,0,Foggy
2026-01-25,Sunday,6,Badkhal Mor,Violet Line,113,Up,0,1,Smoggy
2026-02-20,Friday,16,Inderlok,Red Line,367,Up,0,0,Smoggy
2026-02-24,Tuesday,11,Sarai,Violet Line,191,Up,0,0,Rainy
2026-01-07,Wednesday,23,Udyog Bhawan,Yellow Line,59,Up,0,0,Rainy
2026-01-30,Friday,22,Dwarka Sector 21,Blue Line,137,Down,0,0,Foggy
2026-02-19,Thursday,20,Tis Hazari,Red Line,375,Up,0,0,Rainy
2026-02-08,Sunday,17,Dilshad Garden,Red Line,210,Up,1,1,Clear
2026-02-20,Friday,5,Tis Hazari,Red Line,91,Down,0,0,Smoggy
2026-02-13,Friday,20,Peeragarhi,Green Line,190,Up,0,0,Rainy
2026-02-23,Monday,23,Inderlok,Red Line,53,Up,0,0,Foggy
2026-01-18,Sunday,19,Kirti Nagar,Blue Line,71,Down,1,1,Foggy
2026-02-09,Monday,15,Rajdhani Park,Green Line,71,Down,0,0,Clear
2026-01-23,Friday,22,Dwarka,Blue Line,40,Up,0,0,Smoggy
2026-02-23,Monday,12,Rohini Sector 18,Yellow Line,165,Up,0,0,Foggy
2026-02-21,Saturday,7,Moolchand,Violet Line,322,Down,0,0,Smoggy
2026-02-26,Thursday,16,Nehru Place,Violet Line,176,Down,0,1,Smoggy
2026-01-03,Saturday,21,Jangpura,Violet Line,68,Up,0,0,Clear
2026-02-17,Tuesday,20,Udyog Bhawan,Yellow Line,260,Down,0,0,Foggy
2026-02-14,Saturday,22,Maharaja Surajmal Stadium,Green Line,102,Down,0,0,Clear
2026-01-01,Thursday,6,Malviya Nagar,Yellow Line,113,Up,0,0,Foggy
2026-02-21,Saturday,8,Yamuna Bank,Blue Line,806,Up,1,0,Foggy
2026-02-05,Thursday,5,Jangpura,Violet Line,84,Down,0,0,Clear
2026-01-31,Saturday,10,Paschim Vihar West,Green Line,740,Down,1,0,Clear
2026-02-12,Thursday,8,Peeragarhi,Green Line,629,Up,1,0,Clear
2026-02-15,Sunday,7,New Delhi,Yellow Line,383,Up,0,1,Clear
2026-01-30,Friday,17,Kirti Nagar,Blue Line,663,Down,1,0,Foggy
2026-02-14,Saturday,19,Kalkaji Mandir,Violet Line,578,Down,1,0,Foggy
2026-01-14,Wednesday,17,Noida City Centre,Blue Line,758,Down,1,0,Foggy
2026-02-23,Monday,13,Lajpat Nagar,Violet Line,617,Up,0,0,Cloudy
2026-02-23,Monday,22,Rajendra Place,Blue Line,131,Up,0,0,Foggy
2026-01-17,Saturday,21,Sarai,Violet Line,39,Up,0,0,Clear
2026-01-15,Thursday,22,Ghitorni,Yellow Line,68,Down,0,0,Clear
2026-02-13,Friday,20,Jama Masjid,Violet Line,255,Down,0,0,Foggy
2026-02-11,Wednesday,5,Kashmere Gate,Yellow Line,327,Down,0,0,Clear
2026-01-19,Monday,18,Raja Nahar Singh,Violet Line,663,Up,1,0,Foggy
2026-02-17,Tuesday,18,Guru Dronacharya,Yellow Line,712,Up,1,0,Clear
2026-01-03,Saturday,21,Chhattarpur,Yellow Line,104,Up,0,0,Clear
2026-01-05,Monday,5,Sikanderpur,Yellow Line,191,Down,0,0,Cloudy
2026-02-22,Sunday,7,Chandni Chowk,Yellow Line,368,Up,0,1,Cloudy
2026-01-29,Thursday,22,Satguru Ram Singh Marg,Green Line,141,Down,0,0,Clear
2026-02-16,Monday,18,Rajiv Chowk,Blue Line,1477,Up,1,0,Rainy
2026-02-10,Tuesday,6,Pratap Nagar,Red Line,140,Down,0,0,Foggy
2026-02-07,Saturday,10,Ghitorni,Yellow Line,540,Down,1,0,Smoggy
2026-01-02,Friday,10,Sarita Vihar,Violet Line,484,Down,1,0,Clear
2026-02-20,Friday,5,Janpath,Violet Line,105,Up,0,0,Smoggy
2026-02-07,Saturday,6,Rohini East,Red Line,156,Down,0,0,Clear
2026-01-28,Wednesday,9,Dwarka Sector 8,Blue Line,577,Up,1,0,Clear
2026-02-19,Thursday,7,Karol Bagh,Blue Line,706,Up,0,0,Clear
2026-02-03,Tuesday,5,Janpath,Violet Line,145,Up,0,0,Foggy
2026-01-09,Friday,21,Haiderpur Badli Mor,Yellow Line,83,Up,0,0,Foggy
2026-01-17,Saturday,6,Jasola Apollo,Violet Line,96,Up,0,0,Foggy
2026-01-04,Sunday,10,Kanhaiya Nagar,Red Line,85,Down,1,1,Cloudy
2026-02-25,Wednesday,6,Guru Dronacharya,Yellow Line,58,Up,0,0,Clear
2026-02-21,Saturday,22,Dwarka,Blue Line,107,Down,0,0,Foggy
2026-01-10,Saturday,7,Jangpura,Violet Line,193,Down,0,0,Foggy
2026-01-18,Sunday,6,Rithala,Red Line,89,Down,0,1,Clear
2026-01-02,Friday,19,Noida Sector 16,Blue Line,691,Down,1,0,Cloudy
2026-02-07,Saturday,20,Welcome,Red Line,283,Down,0,0,Clear
2026-01-17,Saturday,14,IFFCO Chowk,Yellow Line,98,Down,0,0,Foggy
2026-02-18,Wednesday,13,ITO,Violet Line,338,Down,0,0,Clear
2026-02-18,Wednesday,12,Pulbangash,Red Line,165,Down,0,0,Smoggy
2026-01-30,Friday,13,Inderlok,Red Line,263,Up,0,0,Rainy
2026-01-02,Friday,19,Lajpat Nagar,Violet Line,1017,Down,1,0,Cloudy
2026-01-31,Saturday,22,Jahangirpuri,Yellow Line,55,Up,0,0,Smoggy
2026-02-05,Thursday,7,Pitampura,Red Line,250,Down,0,0,Clear
2026-02-13,Friday,7,Neelam Chowk Ajronda,Violet Line,200,Down,0,0,Rainy
2026-01-25,Sunday,12,Dilshad Garden,Red Line,207,Up,0,1,Rainy
2026-01-23,Friday,8,Janakpuri West,Blue Line,1063,Down,1,0,Foggy
2026-02-28,Saturday,12,Shivaji Park,Green Line,298,Down,0,0,Rainy
2026-01-06,Tuesday,18,Jasola Apollo,Violet Line,535,Down,1,0,Clear
2026-01-09,Friday,20,INA,Yellow Line,191,Up,0,0,Foggy
2026-02-20,Friday,19,Indraprastha,Blue Line,431,Down,1,0,Cloudy
2026-01-20,Tuesday,16,AIIMS,Yellow Line,152,Up,0,0,Smoggy
2026-01-25,Sunday,5,Udyog Bhawan,Yellow Line,96,Down,0,1,Smoggy
2026-01-08,Thursday,17,Tughlakabad,Violet Line,725,Up,1,0,Foggy
2026-02-21,Saturday,19,Sector 28,Violet Line,356,Down,1,0,Cloudy
2026-01-15,Thursday,13,Kirti Nagar,Blue Line,260,Up,0,0,Clear
2026-01-10,Saturday,22,Noida Sector 16,Blue Line,75,Up,0,0,Foggy
2026-01-28,Wednesday,16,Jahangirpuri,Yellow Line,213,Up,0,0,Clear
2026-02-03,Tuesday,6,Lajpat Nagar,Violet Line,160,Up,0,0,Clear
2026-01-16,Friday,9,New Delhi,Yellow Line,1195,Up,1,0,Cloudy
2026-02-23,Monday,7,Pragati Maidan,Blue Line,223,Down,0,0,Clear
2026-01-18,Sunday,22,Civil Lines,Yellow Line,44,Down,0,1,Cloudy
2026-02-18,Wednesday,15,Mohan Estate,Violet Line,40,Up,0,0,Smoggy
2026-02-25,Wednesday,18,Kalkaji Mandir,Violet Line,464,Down,1,0,Smoggy
2026-02-15,Sunday,6,Udyog Nagar,Green Line,85,Up,0,1,Cloudy
2026-01-08,Thursday,11,Central Secretariat,Yellow Line,801,Down,0,0,Clear
2026-01-26,Monday,8,Tughlakabad,Violet Line,95,Up,1,1,Foggy
2026-01-08,Thursday,16,Rajouri Garden,Blue Line,448,Up,0,0,Smoggy
2026-01-06,Tuesday,12,Nehru Place,Violet Line,525,Up,0,0,Foggy
2026-01-18,Sunday,15,Rajiv Chowk,Blue Line,272,Up,0,1,Foggy
2026-01-10,Saturday,15,Lal Quila,Violet Line,59,Down,0,0,Cloudy
2026-02-01,Sunday,18,Rohini Sector 18,Yellow Line,62,Up,1,1,Foggy
2026-01-17,Saturday,10,Lal Quila,Violet Line,246,Down,1,0,Foggy
2026-01-31,Saturday,6,ITO,Violet Line,131,Down,0,0,Foggy
2026-01-03,Saturday,23,IFFCO Chowk,Yellow Line,124,Up,0,0,Cloudy
2026-02-20,Friday,5,Paschim Vihar West,Green Line,74,Up,0,0,Rainy
2026-01-10,Saturday,5,Karol Bagh,Blue Line,159,Down,0,0,Foggy
2026-01-29,Thursday,19,Dwarka Sector 21,Blue Line,799,Down,1,0,Smoggy
2026-01-21,Wednesday,11,Kailash Colony,Violet Line,200,Down,0,0,Clear
2026-02-07,Saturday,11,Rohini East,Red Line,271,Up,0,0,Rainy
2026-01-08,Thursday,11,Noida Sector 15,Blue Line,333,Down,0,0,Foggy
2026-01-14,Wednesday,18,Ashok Park Main,Green Line,400,Up,1,0,Cloudy
2026-02-13,Friday,14,Maharaja Surajmal Stadium,Green Line,81,Up,0,0,Smoggy
2026-01-12,Monday,11,Moolchand,Violet Line,454,Up,0,0,Smoggy
2026-02-02,Monday,6,Peeragarhi,Green Line,101,Up,0,0,Clear
2026-02-16,Monday,19,Kirti Nagar,Blue Line,312,Down,1,0,Foggy
2026-01-10,Saturday,18,Punjabi Bagh,Green Line,734,Up,1,0,Smoggy
2026-01-14,Wednesday,14,Kashmere Gate,Yellow Line,203,Down,0,0,Rainy
2026-01-19,Monday,10,Noida Sector 15,Blue Line,577,Down,1,0,Foggy
2026-02-16,Monday,16,Mohan Estate,Violet Line,316,Up,0,0,Clear
2026-01-04,Sunday,9,Kashmere Gate,Yellow Line,301,Down,1,1,Foggy
2026-01-17,Saturday,10,Rajdhani Park,Green Line,702,Down,1,0,Clear
2026-02-18,Wednesday,19,Janakpuri West,Blue Line,1448,Down,1,0,Cloudy
2026-02-12,Thursday,18,IFFCO Chowk,Yellow Line,260,Up,1,0,Clear
2026-01-13,Tuesday,22,Barakhamba Road,Blue Line,54,Down,0,0,Cloudy
2026-01-26,Monday,17,JLN Stadium,Violet Line,58,Down,1,1,Rainy
2026-01-04,Sunday,18,Adarsh Nagar,Yellow Line,111,Up,1,1,Foggy
2026-01-08,Thursday,8,Hauz Khas,Yellow Line,1359,Down,1,0,Cloudy
2026-01-09,Friday,17,Barakhamba Road,Blue Line,235,Down,1,0,Clear
2026-02-01,Sunday,19,Badarpur Border,Violet Line,89,Up,1,1,Clear
2026-01-23,Friday,11,GTB Nagar,Yellow Line,260,Up,0,0,Cloudy
2026-02-13,Friday,20,IFFCO Chowk,Yellow Line,201,Up,0,0,Clear
2026-01-27,Tuesday,18,JLN Stadium,Violet Line,395,Up,1,0,Cloudy
2026-01-25,Sunday,19,Inderlok,Red Line,58,Down,1,1,Foggy
2026-02-16,Monday,21,Ramesh Nagar,Blue Line,154,Down,0,0,Clear
2026-01-01,Thursday,9,Arjan Garh,Yellow Line,307,Down,1,0,Smoggy
2026-02-02,Monday,17,Keshav Puram,Red Line,382,Down,1,0,Foggy
2026-01-20,Tuesday,8,Jahangirpuri,Yellow Line,335,Up,1,0,Smoggy
2026-01-14,Wednesday,13,Chawri Bazar,Yellow Line,260,Down,0,0,Foggy
2026-02-17,Tuesday,22,Shastri Nagar,Red Line,82,Down,0,0,Foggy
2026-01-14,Wednesday,22,Punjabi Bagh,Green Line,83,Up,0,0,Clear
2026-01-13,Tuesday,10,Kailash Colony,Violet Line,554,Up,1,0,Clear
2026-01-22,Thursday,18,Kohat Enclave,Red Line,551,Up,1,0,Clear
2026-01-21,Wednesday,23,Rohini East,Red Line,68,Down,0,0,Cloudy
2026-02-16,Monday,7,Haiderpur Badli Mor,Yellow Line,221,Up,0,0,Foggy
2026-02-16,Monday,9,Keshav Puram,Red Line,397,Up,1,0,Rainy
2026-01-10,Saturday,17,Mundka,Green Line,385,Up,1,0,Clear
2026-01-26,Monday,14,Badkhal Mor,Violet Line,105,Down,0,1,Foggy
2026-02-25,Wednesday,20,Pulbangash,Red Line,222,Down,0,0,Rainy
2026-01-22,Thursday,17,Dilshad Garden,Red Line,848,Down,1,0,Foggy
2026-02-06,Friday,15,Dilshad Garden,Red Line,142,Down,0,0,Rainy
2026-01-18,Sunday,7,Bata Chowk,Violet Line,61,Down,0,1,Clear
2026-02-06,Friday,17,IFFCO Chowk,Yellow Line,243,Down,1,0,Smoggy
2026-01-25,Sunday,22,Vishwavidyalaya,Yellow Line,158,Down,0,1,Clear
2026-02-09,Monday,6,Ramesh Nagar,Blue Line,177,Down,0,0,Clear
2026-01-07,Wednesday,6,Rajouri Garden,Blue Line,323,Up,0,0,Rainy
2026-02-05,Thursday,16,Moolchand,Violet Line,212,Down,0,0,Clear
2026-02-20,Friday,23,Pratap Nagar,Red Line,72,Up,0,0,Foggy
2026-01-21,Wednesday,17,Inderlok,Red Line,633,Down,1,0,Cloudy
2026-02-04,Wednesday,23,Mohan Estate,Violet Line,107,Up,0,0,Clear
2026-01-12,Monday,19,Rajendra Place,Blue Line,488,Up,1,0,Foggy
2026-01-02,Friday,20,Lajpat Nagar,Violet Line,739,Down,0,0,Clear
2026-01-09,Friday,12,Noida Sector 16,Blue Line,366,Down,0,0,Cloudy
2026-01-31,Saturday,12,Jahangirpuri,Yellow Line,151,Down,0,0,Foggy
2026-02-28,Saturday,6,Paschim Vihar West,Green Line,58,Down,0,0,Cloudy
2026-01-13,Tuesday,19,Badarpur Border,Violet Line,432,Down,1,0,Cloudy
2026-01-16,Friday,17,HUDA City Centre,Yellow Line,1225,Up,1,0,Foggy
2026-02-04,Wednesday,13,Sector 28,Violet Line,378,Down,0,0,Clear
2026-01-15,Thursday,5,Mundka,Green Line,127,Up,0,0,Rainy
2026-01-14,Wednesday,21,Punjabi Bagh,Green Line,82,Up,0,0,Clear
2026-01-13,Tuesday,14,Jasola Apollo,Violet Line,52,Down,0,0,Cloudy
2026-01-09,Friday,20,Indraprastha,Blue Line,316,Down,0,0,Cloudy
2026-01-02,Friday,10,GTB Nagar,Yellow Line,528,Up,1,0,Clear
2026-01-26,Monday,13,JLN Stadium,Violet Line,108,Up,0,1,Clear
2026-02-22,Sunday,18,Badkhal Mor,Violet Line,65,Down,1,1,Clear
2026-02-02,Monday,11,Paschim Vihar West,Green Line,249,Down,0,0,Smoggy
2026-01-09,Friday,17,Badarpur Border,Violet Line,304,Up,1,0,Clear
2026-02-01,Sunday,21,Ramesh Nagar,Blue Line,122,Up,0,1,Cloudy
2026-02-26,Thursday,8,Indraprastha,Blue Line,138,Up,1,1,Clear
2026-01-08,Thursday,23,Malviya Nagar,Yellow Line,37,Down,0,0,Clear
2026-01-10,Saturday,13,Chhattarpur,Yellow Line,315,Up,0,0,Rainy
2026-02-20,Friday,7,Chandni Chowk,Yellow Line,873,Up,0,0,Foggy
2026-01-25,Sunday,16,Barakhamba Road,Blue Line,74,Down,0,1,Clear
2026-01-27,Tuesday,13,Maharaja Surajmal Stadium,Green Line,257,Up,0,0,Smoggy
2026-01-11,Sunday,6,GTB Nagar,Yellow Line,106,Up,0,1,Cloudy
2026-02-13,Friday,8,Rajiv Chowk,Blue Line,1812,Down,1,0,Clear
2026-01-01,Thursday,15,Netaji Subhash Place,Red Line,143,Down,0,0,Cloudy
2026-01-03,Saturday,17,Kalkaji Mandir,Violet Line,731,Up,1,0,Cloudy
2026-01-17,Saturday,15,Kanhaiya Nagar,Red Line,159,Down,0,0,Smoggy
2026-02-19,Thursday,21,Mundka,Green Line,184,Down,0,0,Clear
2026-01-04,Sunday,7,NHPC Chowk,Violet Line,123,Up,0,1,Cloudy
2026-01-15,Thursday,7,Old Faridabad,Violet Line,376,Down,0,0,Foggy
2026-01-27,Tuesday,10,Sector 28,Violet Line,491,Down,1,0,Clear
2026-01-16,Friday,15,Satguru Ram Singh Marg,Green Line,123,Up,0,0,Foggy
2026-02-12,Thursday,16,Mandi House,Blue Line,780,Up,0,0,Smoggy
2026-01-19,Monday,23,Rohini Sector 18,Yellow Line,82,Up,0,0,Clear
2026-02-02,Monday,17,Rajouri Garden,Blue Line,1309,Up,1,0,Smoggy
2026-01-06,Tuesday,22,HUDA City Centre,Yellow Line,305,Up,0,0,Clear
2026-02-03,Tuesday,17,Sector 28,Violet Line,679,Up,1,0,Foggy
2026-02-04,Wednesday,9,Rajiv Chowk,Blue Line,1466,Down,1,0,Foggy
2026-02-01,Sunday,11,Hauz Khas,Yellow Line,270,Up,0,1,Cloudy
2026-01-01,Thursday,11,Khan Market,Violet Line,193,Up,0,0,Clear
2026-01-14,Wednesday,20,Bata Chowk,Violet Line,330,Up,0,0,Clear
2026-02-07,Saturday,6,Arjan Garh,Yellow Line,144,Up,0,0,Clear
2026-02-05,Thursday,19,Seelampur,Red Line,475,Down,1,0,Clear
2026-01-14,Wednesday,16,Punjabi Bagh,Green Line,359,Down,0,0,Clear
2026-01-04,Sunday,18,Pragati Maidan,Blue Line,77,Up,1,1,Foggy
2026-02-20,Friday,10,Dwarka Sector 8,Blue Line,666,Up,1,0,Smoggy
2026-01-17,Saturday,15,Central Secretariat,Yellow Line,173,Down,0,0,Foggy
2026-01-06,Tuesday,23,Noida Sector 15,Blue Line,42,Up,0,0,Clear
2026-01-04,Sunday,15,Rohini West,Red Line,94,Down,0,1,Foggy
2026-01-29,Thursday,7,Jor Bagh,Yellow Line,348,Down,0,0,Smoggy
2026-02-19,Thursday,21,Badarpur Border,Violet Line,165,Up,0,0,Foggy
2026-02-14,Saturday,6,Chhattarpur,Yellow Line,59,Up,0,0,Cloudy
2026-02-13,Friday,11,Lal Quila,Violet Line,191,Up,0,0,Clear
2026-02-08,Sunday,14,Kohat Enclave,Red Line,52,Up,0,1,Cloudy
2026-01-14,Wednesday,7,Vishwavidyalaya,Yellow Line,606,Up,0,0,Rainy
2026-01-02,Friday,12,Pragati Maidan,Blue Line,299,Down,0,0,Cloudy
2026-02-10,Tuesday,22,Netaji Subhash Place,Red Line,68,Down,0,0,Clear
2026-01-07,Wednesday,9,Noida City Centre,Blue Line,1107,Up,1,0,Foggy
2026-01-04,Sunday,11,Mewala Maharajpur,Violet Line,84,Down,0,1,Smoggy
2026-02-25,Wednesday,14,Arjan Garh,Yellow Line,69,Up,0,0,Cloudy
2026-02-01,Sunday,13,Noida Sector 16,Blue Line,71,Up,0,1,Foggy
2026-01-03,Saturday,19,Mandi House,Blue Line,1544,Down,1,0,Clear
2026-02-03,Tuesday,8,GTB Nagar,Yellow Line,513,Up,1,0,Smoggy
2026-02-05,Thursday,20,Madipur,Green Line,398,Down,0,0,Clear
2026-02-24,Tuesday,8,HUDA City Centre,Yellow Line,1085,Up,1,0,Foggy
2026-01-10,Saturday,16,Vidhan Sabha,Yellow Line,232,Down,0,0,Rainy
2026-02-08,Sunday,12,Chhattarpur,Yellow Line,91,Down,0,1,Clear
2026-02-25,Wednesday,19,Ashok Park Main,Green Line,353,Up,1,0,Clear
2026-02-12,Thursday,6,Paschim Vihar East,Green Line,66,Down,0,0,Foggy
2026-01-29,Thursday,13,Patel Chowk,Yellow Line,139,Up,0,0,Smoggy
2026-02-05,Thursday,16,Rithala,Red Line,172,Down,0,0,Foggy
2026-02-18,Wednesday,20,Guru Dronacharya,Yellow Line,316,Up,0,0,Cloudy
2026-01-08,Thursday,23,JLN Stadium,Violet Line,96,Down,0,0,Clear
2026-02-24,Tuesday,20,Pragati Maidan,Blue Line,307,Down,0,0,Clear
2026-02-24,Tuesday,21,Jangpura,Violet Line,78,Up,0,0,Smoggy
2026-02-21,Saturday,13,Hauz Khas,Yellow Line,919,Down,0,0,Foggy
2026-01-10,Saturday,5,Pulbangash,Red Line,73,Up,0,0,Foggy
2026-01-31,Saturday,16,Shahdara,Red Line,275,Up,0,0,Foggy
2026-02-23,Monday,18,Badarpur Border,Violet Line,554,Down,1,0,Rainy
2026-02-21,Saturday,21,Pratap Nagar,Red Line,99,Up,0,0,Foggy
2026-02-03,Tuesday,17,Keshav Puram,Red Line,491,Up,1,0,Cloudy
2026-01-31,Saturday,8,Satguru Ram Singh Marg,Green Line,245,Down,1,0,Foggy
2026-01-08,Thursday,13,Rohini East,Red Line,190,Down,0,0,Smoggy
2026-01-26,Monday,14,Sarita Vihar,Violet Line,54,Up,0,1,Foggy
2026-01-02,Friday,7,Dwarka Sector 8,Blue Line,114,Up,0,0,Smoggy
2026-02-23,Monday,7,Chhattarpur,Yellow Line,229,Up,0,0,Foggy
2026-02-12,Thursday,15,IFFCO Chowk,Yellow Line,60,Up,0,0,Foggy
2026-01-28,Wednesday,22,Seelampur,Red Line,135,Up,0,0,Foggy
2026-01-10,Saturday,16,Jahangirpuri,Yellow Line,200,Up,0,0,Cloudy
2026-02-22,Sunday,5,Maharaja Surajmal Stadium,Green Line,56,Down,0,1,Foggy
2026-02-12,Thursday,5,Vishwavidyalaya,Yellow Line,217,Down,0,0,Smoggy
2026-02-23,Monday,12,Sector 28,Violet Line,293,Down,0,0,Clear
2026-02-13,Friday,23,Chawri Bazar,Yellow Line,97,Down,0,0,Clear
2026-01-13,Tuesday,10,Rohini Sector 18,Yellow Line,276,Down,1,0,Foggy
2026-02-27,Friday,5,Janakpuri West,Blue Line,275,Up,0,0,Clear
2026-01-09,Friday,18,Haiderpur Badli Mor,Yellow Line,589,Up,1,0,Foggy
2026-01-21,Wednesday,12,Dwarka Sector 21,Blue Line,526,Up,0,0,Foggy
2026-01-22,Thursday,22,Kohat Enclave,Red Line,89,Down,0,0,Cloudy
2026-02-22,Sunday,7,Hauz Khas,Yellow Line,347,Down,0,1,Clear
2026-01-25,Sunday,20,Janpath,Violet Line,84,Up,0,1,Clear
2026-02-09,Monday,16,Ghitorni,Yellow Line,306,Down,0,0,Smoggy
2026-01-10,Saturday,10,Indraprastha,Blue Line,387,Up,1,0,Foggy
2026-02-14,Saturday,19,Uttam Nagar East,Blue Line,334,Up,1,0,Clear
2026-01-03,Saturday,19,Khan Market,Violet Line,347,Down,1,0,Foggy
2026-02-01,Sunday,18,Satguru Ram Singh Marg,Green Line,48,Up,1,1,Foggy
2026-01-22,Thursday,5,Lal Quila,Violet Line,88,Up,0,0,Foggy
2026-01-26,Monday,15,AIIMS,Yellow Line,94,Up,0,1,Cloudy
2026-01-15,Thursday,16,Udyog Nagar,Green Line,230,Up,0,0,Clear
2026-01-29,Thursday,9,Kalkaji Mandir,Violet Line,661,Down,1,0,Clear
2026-01-23,Friday,12,Rajdhani Park,Green Line,331,Down,0,0,Cloudy
2026-01-09,Friday,16,Peeragarhi,Green Line,332,Up,0,0,Clear
2026-01-23,Friday,12,Kashmere Gate,Yellow Line,1006,Up,0,0,Foggy
2026-02-07,Saturday,18,Kirti Nagar,Blue Line,390,Down,1,0,Cloudy
2026-01-02,Friday,14,Paschim Vihar West,Green Line,109,Down,0,0,Clear
2026-01-30,Friday,21,Shastri Nagar,Red Line,93,Up,0,0,Foggy
2026-02-04,Wednesday,21,Shahdara,Red Line,132,Up,0,0,Cloudy
2026-01-20,Tuesday,15,Udyog Nagar,Green Line,102,Down,0,0,Foggy
2026-01-18,Sunday,12,NHPC Chowk,Violet Line,50,Down,0,1,Cloudy
2026-02-28,Saturday,10,Sikanderpur,Yellow Line,659,Up,1,0,Clear
2026-01-21,Wednesday,12,Madipur,Green Line,272,Up,0,0,Clear
2026-01-24,Saturday,12,Ramesh Nagar,Blue Line,234,Down,0,0,Cloudy
2026-01-15,Thursday,11,Punjabi Bagh,Green Line,201,Down,0,0,Foggy
2026-02-18,Wednesday,21,Rajiv Chowk,Blue Line,312,Up,0,0,Cloudy
2026-02-10,Tuesday,9,Netaji Subhash Place,Red Line,428,Up,1,0,Clear
2026-01-27,Tuesday,22,Noida City Centre,Blue Line,318,Up,0,0,Smoggy
2026-02-22,Sunday,15,Chhattarpur,Yellow Line,95,Down,0,1,Clear
2026-02-07,Saturday,13,Delhi Gate,Violet Line,315,Up,0,0,Clear
2026-01-17,Saturday,8,Rajendra Place,Blue Line,719,Down,1,0,Cloudy
2026-02-13,Friday,7,Kashmere Gate,Yellow Line,1574,Up,0,0,Clear
2026-02-23,Monday,23,Tughlakabad,Violet Line,126,Down,0,0,Clear
2026-01-03,Saturday,22,Chandni Chowk,Yellow Line,255,Down,0,0,Cloudy
2026-02-23,Monday,23,Noida Sector 15,Blue Line,129,Up,0,0,Rainy
2026-01-10,Saturday,21,Nehru Place,Violet Line,373,Down,0,0,Foggy
2026-02-16,Monday,21,Govindpuri,Violet Line,48,Down,0,0,Cloudy
2026-02-18,Wednesday,9,Harkesh Nagar Okhla,Violet Line,751,Down,1,0,Foggy
2026-02-24,Tuesday,9,Satguru Ram Singh Marg,Green Line,205,Down,1,0,Cloudy
2026-02-14,Saturday,13,Guru Dronacharya,Yellow Line,216,Down,0,0,Cloudy
2026-02-12,Thursday,12,Mandi House,Blue Line,635,Up,0,0,Foggy
2026-01-11,Sunday,8,Vidhan Sabha,Yellow Line,67,Down,1,1,Rainy
2026-02-26,Thursday,7,Tughlakabad,Violet Line,79,Down,0,1,Clear
2026-02-24,Tuesday,19,Green Park,Yellow Line,561,Up,1,0,Foggy
2026-02-08,Sunday,5,Pulbangash,Red Line,86,Up,0,1,Cloudy
2026-01-23,Friday,10,Lajpat Nagar,Violet Line,1181,Down,1,0,Clear
2026-02-19,Thursday,12,Barakhamba Road,Blue Line,143,Up,0,0,Cloudy
2026-01-23,Friday,9,Vidhan Sabha,Yellow Line,790,Up,1,0,Cloudy
2026-01-22,Thursday,5,Keshav Puram,Red Line,190,Down,0,0,Foggy
2026-02-28,Saturday,13,Pitampura,Red Line,131,Down,0,0,Clear
