date,day,line,ridership_count,avg_trip_duration_min,revenue_inr,transport_type,total_trips,operational_hours,is_holiday,weather
2026-02-02,Monday,Yellow Line,80863,17.8,2285591.5,Metro Rail,201,17.70326536829441,0,Foggy
2026-02-05,Thursday,Blue Line,67630,48.4,1712164.72,Metro Rail,172,17.94584634902751,0,Cloudy
2026-01-02,Friday,Violet Line,53942,20.0,1508695.03,Metro Rail,399,18.53458536869842,0,Foggy
2026-02-17,Tuesday,Yellow Line,80861,38.3,2306615.97,Metro Rail,195,18.466074584076228,0,Foggy
2026-01-31,Saturday,Blue Line,37320,42.1,739727.86,Metro Rail,209,18.85546061684525,0,Clear
2026-02-09,Monday,Yellow Line,81482,44.8,1623126.38,Metro Rail,282,18.250707020172484,0,Foggy
2026-02-02,Monday,Red Line,44751,51.1,1401220.37,Metro Rail,317,18.020342855774174,0,Clear
2026-01-22,Thursday,Violet Line,53905,46.6,1111428.88,Metro Rail,389,18.753509530736398,0,Foggy
2026-01-05,Monday,Yellow Line,81977,22.0,1991431.97,Metro Rail,210,17.944366311202586,0,Cloudy
2026-01-17,Saturday,Green Line,17500,17.2,533755.19,Metro Rail,261,17.92016413762326,0,Clear
2026-01-01,Thursday,Green Line,31364,15.2,952812.65,Metro Rail,343,18.045511487422267,0,Clear
2026-01-02,Friday,Yellow Line,81010,51.4,1899034.28,Metro Rail,172,18.037800977826116,0,Cloudy
2026-02-28,Saturday,Blue Line,37339,51.7,1132308.04,Metro Rail,181,18.47117263878204,0,Cloudy
2026-02-06,Friday,Green Line,31469,25.5,785958.75,Metro Rail,327,18.56303115564129,0,Cloudy
2026-02-01,Sunday,Violet Line,17950,47.3,402852.2,Metro Rail,195,18.323461611046042,1,Clear
2026-01-06,Tuesday,Violet Line,54015,47.4,980446.19,Metro Rail,341,18.53767230237211,0,Clear
2026-02-18,Wednesday,Yellow Line,81457,20.2,1600764.87,Metro Rail,283,18.190760308717135,0,Clear
2026-01-10,Saturday,Blue Line,37473,52.7,1183543.17,Metro Rail,344,17.510832576365043,0,Foggy
2026-01-22,Thursday,Yellow Line,81504,28.4,1737743.09,Metro Rail,155,18.248195521177937,0,Rainy
2026-02-14,Saturday,Green Line,17258,39.7,540685.14,Metro Rail,218,18.049721412388823,0,Clear
2026-02-21,Saturday,Green Line,17355,22.5,316747.76,Metro Rail,277,18.709652177820303,0,Cloudy
2026-02-28,Saturday,Violet Line,29995,28.0,769693.6,Metro Rail,353,18.543334612308186,0,Clear
2026-02-11,Wednesday,Yellow Line,81369,21.1,2236795.06,Metro Rail,303,18.55349780466206,0,Clear
2026-02-18,Wednesday,Red Line,44877,50.6,1262868.15,Metro Rail,319,17.909025487389282,0,Cloudy
2026-01-13,Tuesday,Blue Line,67114,25.5,1915902.32,Metro Rail,372,18.3404986087536,0,Smoggy
2026-01-21,Wednesday,Blue Line,68112,19.0,1320347.59,Metro Rail,311,18.880457453226175,0,Cloudy
2026-01-31,Saturday,Yellow Line,45457,53.5,1308146.72,Metro Rail,344,17.681852449684964,0,Rainy
2026-01-12,Monday,Green Line,31726,41.9,838667.93,Metro Rail,330,17.60667704043328,0,Clear
2026-02-21,Saturday,Violet Line,30114,36.9,847780.2,Metro Rail,336,18.33366478492139,0,Clear
2026-02-15,Sunday,Red Line,14808,44.0,297322.04,Metro Rail,376,17.706569457881443,1,Smoggy
2026-01-04,Sunday,Red Line,14965,39.4,369570.11,Metro Rail,318,18.94802550640613,1,Rainy
2026-01-21,Wednesday,Red Line,44934,30.6,849411.06,Metro Rail,174,17.827891650547215,0,Cloudy
2026-02-19,Thursday,Yellow Line,80731,41.2,2473792.66,Metro Rail,332,18.265014937679112,0,Clear
2026-02-27,Friday,Yellow Line,80778,37.4,1662510.48,Metro Rail,224,17.73923594112584,0,Foggy
2026-01-06,Tuesday,Red Line,45269,24.6,1044709.87,Metro Rail,291,18.971587198902657,0,Smoggy
2026-01-29,Thursday,Violet Line,53488,27.1,1698773.49,Metro Rail,350,17.949724795856426,0,Smoggy
2026-02-17,Tuesday,Yellow Line,80802,22.3,2335626.7,Metro Rail,369,17.67206803850474,0,Foggy
2026-02-08,Sunday,Yellow Line,27169,15.6,544242.02,Metro Rail,254,17.572046343506237,1,Foggy
2026-01-09,Friday,Green Line,31175,26.3,656315.4,Metro Rail,226,17.879236596282613,0,Foggy
2026-01-15,Thursday,Green Line,31689,31.1,986798.37,Metro Rail,217,18.729511169123924,0,Foggy
2026-01-05,Monday,Green Line,31345,41.5,956290.66,Metro Rail,253,17.642078686705606,0,Clear
2026-01-05,Monday,Blue Line,67302,35.4,1731528.49,Metro Rail,231,18.149639101480695,0,Cloudy
2026-02-12,Thursday,Yellow Line,80992,47.9,1617592.5,Metro Rail,303,18.32812500452699,0,Foggy
2026-01-19,Monday,Yellow Line,81367,33.3,2420931.17,Metro Rail,248,18.192185311393786,0,Smoggy
2026-01-31,Saturday,Violet Line,30008,47.3,755759.93,Metro Rail,346,17.589349410515325,0,Cloudy
2026-02-15,Sunday,Red Line,15000,47.2,316699.29,Metro Rail,352,18.445066761764945,1,Clear
2026-01-12,Monday,Blue Line,67657,43.4,2021473.22,Metro Rail,369,18.262989237391793,0,Rainy
2026-02-02,Monday,Yellow Line,80584,15.9,2290564.43,Metro Rail,388,17.86946836386143,0,Foggy
2026-02-20,Friday,Violet Line,54146,24.4,1199634.17,Metro Rail,166,18.661614018121536,0,Foggy
2026-02-16,Monday,Red Line,45490,30.4,1451215.15,Metro Rail,278,17.61570533064725,0,Foggy
2026-02-25,Wednesday,Green Line,31542,28.3,782396.19,Metro Rail,194,18.111711431892882,0,Cloudy
2026-02-07,Saturday,Green Line,17577,39.1,514270.48,Metro Rail,266,17.920313081650843,0,Foggy
2026-02-10,Tuesday,Red Line,45292,40.1,1062348.84,Metro Rail,326,17.812029172537304,0,Cloudy
2026-01-16,Friday,Green Line,31466,42.9,744351.65,Metro Rail,186,18.273135879173253,0,Clear
2026-02-07,Saturday,Yellow Line,44859,19.2,864014.6,Metro Rail,186,18.17247724158486,0,Clear
2026-02-01,Sunday,Blue Line,22302,16.1,688831.77,Metro Rail,378,18.457108957419198,1,Foggy
2026-02-12,Thursday,Red Line,45227,49.7,1053949.21,Metro Rail,288,18.548103811979765,0,Clear
2026-01-10,Saturday,Violet Line,30054,53.2,817999.95,Metro Rail,181,17.770978542294717,0,Smoggy
2026-01-20,Tuesday,Yellow Line,80848,27.3,2222331.87,Metro Rail,368,18.729596551028344,0,Smoggy
2026-01-17,Saturday,Green Line,17556,36.7,325001.66,Metro Rail,187,17.762031626822026,0,Smoggy
2026-01-25,Sunday,Green Line,10423,44.0,230047.37,Metro Rail,337,18.279925855433003,1,Foggy
2026-02-08,Sunday,Green Line,10621,22.7,246211.27,Metro Rail,294,18.287749591645245,1,Clear
2026-01-29,Thursday,Yellow Line,80978,32.6,2490817.49,Metro Rail,217,17.88332021966899,0,Clear
2026-02-07,Saturday,Violet Line,30116,29.6,779912.7,Metro Rail,282,18.581249705696422,0,Clear
2026-01-19,Monday,Green Line,31507,54.3,972275.72,Metro Rail,227,18.481137486142593,0,Clear
2026-02-25,Wednesday,Blue Line,66733,47.0,1252419.13,Metro Rail,283,18.194580698047613,0,Clear
2026-02-25,Wednesday,Yellow Line,80285,32.3,1632861.07,Metro Rail,296,17.63755689835199,0,Cloudy
2026-01-12,Monday,Violet Line,53781,21.5,1576353.93,Metro Rail,150,18.841615725420006,0,Smoggy
2026-01-11,Sunday,Green Line,10479,44.7,286147.46,Metro Rail,235,18.950353204210103,1,Smoggy
2026-01-13,Tuesday,Red Line,44839,15.7,1335848.56,Metro Rail,255,17.863184506968622,0,Clear
2026-01-06,Tuesday,Violet Line,54130,29.8,1368855.55,Metro Rail,165,17.70664106823613,0,Clear
2026-02-18,Wednesday,Blue Line,68083,15.5,1437741.99,Metro Rail,249,18.757938785720356,0,Clear
2026-01-09,Friday,Red Line,45087,38.7,1338897.71,Metro Rail,169,18.791467734671116,0,Rainy
2026-01-06,Tuesday,Green Line,31581,49.8,647445.05,Metro Rail,196,18.797260436302516,0,Smoggy
2026-01-20,Tuesday,Yellow Line,81261,33.5,2364972.97,Metro Rail,232,18.27641014121008,0,Clear
2026-02-24,Tuesday,Violet Line,53919,17.4,1630258.1,Metro Rail,227,17.708119879199952,0,Foggy
2026-02-17,Tuesday,Red Line,45177,33.0,1039235.09,Metro Rail,348,17.9629429331004,0,Foggy
2026-02-01,Sunday,Red Line,14922,36.7,349763.47,Metro Rail,296,17.655982943576042,1,Rainy
2026-02-11,Wednesday,Violet Line,53872,46.8,1053647.98,Metro Rail,339,18.95917402818322,0,Smoggy
2026-01-30,Friday,Blue Line,67402,24.5,1751945.56,Metro Rail,302,18.54542884837082,0,Cloudy
2026-01-19,Monday,Violet Line,54130,39.2,1506551.02,Metro Rail,307,18.00739301600957,0,Cloudy
2026-01-23,Friday,Green Line,31578,18.7,757824.04,Metro Rail,201,17.832486370186,0,Foggy
2026-02-20,Friday,Yellow Line,81361,32.7,1837396.64,Metro Rail,225,17.549325317886787,0,Clear
2026-01-12,Monday,Blue Line,67281,51.4,1931634.62,Metro Rail,204,18.70834119757711,0,Smoggy
2026-02-12,Thursday,Green Line,31268,43.8,794225.1,Metro Rail,208,18.267048066767025,0,Clear
2026-01-21,Wednesday,Violet Line,54210,26.2,1271833.07,Metro Rail,372,18.056301265296966,0,Foggy
2026-02-15,Sunday,Green Line,10516,18.9,247014.28,Metro Rail,231,18.314472257681604,1,Foggy
2026-02-22,Sunday,Red Line,14933,38.4,336142.55,Metro Rail,256,18.17514264170622,1,Clear
2026-02-18,Wednesday,Green Line,31469,45.1,825102.81,Metro Rail,273,17.707919837331673,0,Rainy
2026-02-13,Friday,Red Line,44891,22.4,1409944.18,Metro Rail,176,17.515374427801657,0,Rainy
2026-02-22,Sunday,Red Line,15185,20.6,302215.35,Metro Rail,195,18.27640580918803,1,Smoggy
2026-02-01,Sunday,Yellow Line,26733,28.0,734329.52,Metro Rail,343,18.210148143966173,1,Clear
2026-01-26,Monday,Green Line,10546,21.1,299166.41,Metro Rail,329,18.321367347654643,1,Clear
2026-02-04,Wednesday,Red Line,45359,35.6,837517.24,Metro Rail,267,17.740590015695876,0,Cloudy
2026-02-03,Tuesday,Blue Line,67114,19.6,1284683.38,Metro Rail,150,18.568811867175565,0,Foggy
2026-02-20,Friday,Violet Line,54288,27.1,1248723.68,Metro Rail,337,17.808953417717667,0,Clear
2026-02-24,Tuesday,Violet Line,53952,32.4,1666246.32,Metro Rail,288,18.515941935258297,0,Clear
2026-01-06,Tuesday,Green Line,31401,41.7,781242.16,Metro Rail,301,17.94395259264379,0,Foggy
2026-02-20,Friday,Yellow Line,80460,39.3,1502144.8,Metro Rail,265,17.848169717846712,0,Clear
2026-01-17,Saturday,Violet Line,30094,24.3,697629.31,Metro Rail,338,17.890109032605444,0,Smoggy
2026-01-07,Wednesday,Blue Line,67852,24.0,1554939.67,Metro Rail,184,18.80891109240333,0,Foggy
2026-01-04,Sunday,Red Line,15204,27.5,333731.96,Metro Rail,329,17.567746951783626,1,Rainy
2026-01-18,Sunday,Blue Line,21916,33.2,408203.38,Metro Rail,329,18.98493807795458,1,Cloudy
2026-01-07,Wednesday,Green Line,31275,19.2,705552.35,Metro Rail,172,17.56616811037993,0,Cloudy
2026-01-22,Thursday,Red Line,45201,38.1,845409.3,Metro Rail,376,17.54490967568264,0,Foggy
2026-01-11,Sunday,Violet Line,18033,45.6,531902.71,Metro Rail,321,18.176254104446798,1,Foggy
2026-01-24,Saturday,Yellow Line,44969,23.1,1403037.44,Metro Rail,213,18.91072322507875,0,Foggy
2026-02-20,Friday,Blue Line,67645,42.6,1927896.01,Metro Rail,381,17.76983944093445,0,Smoggy
2026-02-06,Friday,Blue Line,67630,40.6,1740491.16,Metro Rail,290,17.539155837333826,0,Foggy
2026-02-12,Thursday,Blue Line,67012,48.6,1516692.56,Metro Rail,187,18.334368574567154,0,Smoggy
2026-02-19,Thursday,Green Line,31611,30.8,709443.31,Metro Rail,278,18.82052764809781,0,Foggy
2026-02-07,Saturday,Blue Line,37266,31.8,985542.5,Metro Rail,354,18.015838934164144,0,Rainy
2026-02-02,Monday,Violet Line,54048,49.9,1539220.66,Metro Rail,159,18.322614878443545,0,Rainy
2026-02-05,Thursday,Blue Line,67680,18.1,1385965.45,Metro Rail,394,18.09239068303196,0,Clear
2026-02-27,Friday,Green Line,31530,46.0,702924.09,Metro Rail,217,17.635346595331267,0,Clear
2026-01-22,Thursday,Green Line,31469,19.5,770270.89,Metro Rail,256,18.175645321042122,0,Rainy
2026-02-26,Thursday,Green Line,10554,49.9,262549.13,Metro Rail,229,17.70008553301909,1,Smoggy
2026-02-04,Wednesday,Blue Line,67746,49.0,2078150.15,Metro Rail,232,18.1138616377326,0,Clear
2026-02-07,Saturday,Green Line,17581,24.5,472840.46,Metro Rail,377,18.8989518340359,0,Clear
2026-02-08,Sunday,Yellow Line,26845,50.7,770648.3,Metro Rail,240,17.787233257838565,1,Clear
2026-02-04,Wednesday,Violet Line,53738,30.4,1143614.57,Metro Rail,337,17.742907272627374,0,Foggy
2026-02-04,Wednesday,Yellow Line,80440,46.6,2066634.1,Metro Rail,392,17.98049938579993,0,Smoggy
2026-01-21,Wednesday,Green Line,31336,25.1,747647.59,Metro Rail,318,18.627377501036857,0,Foggy
2026-01-26,Monday,Yellow Line,27050,35.9,694360.91,Metro Rail,386,17.52269258399375,1,Clear
2026-02-19,Thursday,Green Line,31694,40.0,718555.97,Metro Rail,239,18.137581252698734,0,Clear
2026-02-21,Saturday,Violet Line,29947,50.5,550298.32,Metro Rail,228,17.84576600168159,0,Smoggy
2026-02-01,Sunday,Blue Line,22554,19.1,412353.59,Metro Rail,282,18.467076044189653,1,Foggy
2026-02-10,Tuesday,Violet Line,53992,46.3,1500730.94,Metro Rail,399,18.39428386594497,0,Foggy
2026-02-08,Sunday,Red Line,15006,26.8,424373.8,Metro Rail,355,18.865298571348305,1,Cloudy
2026-01-17,Saturday,Violet Line,30201,18.0,893835.75,Metro Rail,175,18.39539885094308,0,Clear
2026-02-12,Thursday,Green Line,31278,18.1,775485.37,Metro Rail,351,18.963757026682593,0,Foggy
2026-01-12,Monday,Blue Line,67674,23.2,1508691.39,Metro Rail,298,17.92346925210833,0,Cloudy
2026-02-10,Tuesday,Green Line,31828,38.5,879534.39,Metro Rail,230,18.526540008645117,0,Clear
2026-01-15,Thursday,Yellow Line,81345,51.9,2242998.97,Metro Rail,209,18.280570444876464,0,Cloudy
2026-01-18,Sunday,Violet Line,17894,28.0,428282.12,Metro Rail,161,18.948298056771282,1,Cloudy
2026-02-27,Friday,Violet Line,54220,43.4,1059560.9,Metro Rail,167,18.750559408667367,0,Foggy
2026-02-15,Sunday,Green Line,10527,45.2,306081.06,Metro Rail,325,18.8251245874718,1,Smoggy
2026-02-10,Tuesday,Green Line,31686,28.4,663948.45,Metro Rail,198,18.36817681037492,0,Clear
2026-01-11,Sunday,Green Line,10565,51.0,326985.3,Metro Rail,320,18.136379624694495,1,Clear
2026-01-30,Friday,Violet Line,54205,50.2,1509643.67,Metro Rail,314,17.58020962886316,0,Clear
2026-02-01,Sunday,Violet Line,18226,35.1,343189.85,Metro Rail,389,18.469938296559416,1,Cloudy
2026-01-24,Saturday,Yellow Line,45019,54.0,1219516.0,Metro Rail,298,18.471298149020598,0,Cloudy
2026-01-16,Friday,Violet Line,54080,23.6,1584823.39,Metro Rail,313,18.69659640086858,0,Foggy
2026-01-05,Monday,Green Line,31585,15.9,743616.29,Metro Rail,296,18.30133760999266,0,Cloudy
2026-01-11,Sunday,Violet Line,18278,19.3,504358.12,Metro Rail,328,18.36939180109152,1,Foggy
2026-02-14,Saturday,Blue Line,37042,47.4,977194.11,Metro Rail,277,18.325354782371882,0,Rainy
2026-02-23,Monday,Yellow Line,80681,33.3,2070014.0,Metro Rail,349,18.659972423162653,0,Rainy
2026-01-22,Thursday,Yellow Line,80645,31.1,1940503.69,Metro Rail,384,17.643569512366255,0,Rainy
2026-01-16,Friday,Green Line,31426,53.7,688892.83,Metro Rail,158,17.768174202829375,0,Rainy
2026-01-30,Friday,Violet Line,54364,46.9,1008408.99,Metro Rail,284,18.307834363081003,0,Clear
2026-02-04,Wednesday,Red Line,45144,19.2,1177240.45,Metro Rail,360,18.144115932479902,0,Rainy
2026-02-08,Sunday,Green Line,10555,45.3,228258.06,Metro Rail,177,18.497621685291474,1,Foggy
2026-02-24,Tuesday,Blue Line,67351,16.3,1507850.96,Metro Rail,389,17.842621383654038,0,Smoggy
2026-01-10,Saturday,Violet Line,30061,46.0,942784.41,Metro Rail,235,17.64638391337341,0,Foggy
2026-01-18,Sunday,Blue Line,22743,32.9,649819.06,Metro Rail,378,18.077898041711144,1,Clear
2026-02-17,Tuesday,Red Line,44853,39.8,866222.62,Metro Rail,390,18.697265633295533,0,Clear
2026-02-19,Thursday,Violet Line,53895,20.7,979412.6,Metro Rail,330,18.297217521028692,0,Foggy
2026-01-25,Sunday,Yellow Line,26940,36.7,728531.87,Metro Rail,154,18.0600041155966,1,Clear
2026-01-14,Wednesday,Violet Line,54010,20.7,1613871.58,Metro Rail,274,18.635598787724557,0,Clear
2026-01-06,Tuesday,Blue Line,67425,48.1,1748361.28,Metro Rail,325,18.21838868957868,0,Rainy
2026-01-13,Tuesday,Violet Line,53844,41.9,1238587.27,Metro Rail,199,18.171030089557945,0,Foggy
2026-02-17,Tuesday,Green Line,31470,38.9,730079.14,Metro Rail,271,17.845873390404318,0,Clear
2026-01-01,Thursday,Violet Line,54061,33.7,1356138.0,Metro Rail,312,18.9003209390805,0,Rainy
2026-01-21,Wednesday,Red Line,44866,52.8,1072342.13,Metro Rail,382,18.771322321034383,0,Clear
2026-02-21,Saturday,Blue Line,37456,15.6,873888.53,Metro Rail,389,18.69275730427642,0,Clear
2026-02-17,Tuesday,Red Line,44822,49.6,983801.5,Metro Rail,363,18.366729191891473,0,Cloudy
2026-02-13,Friday,Blue Line,67792,37.1,1939222.86,Metro Rail,353,17.501139640226743,0,Clear
2026-02-27,Friday,Red Line,45161,26.2,1061253.57,Metro Rail,314,18.691724292477865,0,Cloudy
2026-01-19,Monday,Yellow Line,81759,21.9,1977111.06,Metro Rail,256,17.597484917757633,0,Cloudy
2026-02-08,Sunday,Green Line,10632,52.3,301820.39,Metro Rail,378,17.979265542176,1,Clear
2026-02-07,Saturday,Green Line,17375,33.3,404169.01,Metro Rail,364,18.873106523479684,0,Smoggy
2026-02-06,Friday,Yellow Line,81180,20.1,1626452.13,Metro Rail,235,18.847567699638393,0,Cloudy
2026-01-02,Friday,Green Line,31448,20.3,681389.46,Metro Rail,382,17.85558211452857,0,Foggy
2026-01-28,Wednesday,Yellow Line,80438,16.4,2419204.61,Metro Rail,209,17.874482394058603,0,Clear
2026-01-29,Thursday,Yellow Line,81543,50.3,2509103.33,Metro Rail,156,18.891906591662362,0,Clear
2026-01-07,Wednesday,Yellow Line,81082,18.7,2491642.1,Metro Rail,165,18.7724409019557,0,Clear
2026-02-24,Tuesday,Green Line,31218,33.4,690098.97,Metro Rail,259,18.800136782447755,0,Foggy
2026-01-06,Tuesday,Blue Line,67807,47.1,1276625.37,Metro Rail,236,17.890694956052553,0,Clear
2026-02-02,Monday,Green Line,31351,23.2,850627.41,Metro Rail,199,17.52763561711251,0,Smoggy
2026-01-28,Wednesday,Green Line,31248,21.6,851336.52,Metro Rail,262,18.859469825016713,0,Clear
2026-01-15,Thursday,Red Line,44989,40.6,998740.89,Metro Rail,378,17.66581554332834,0,Clear
2026-02-11,Wednesday,Green Line,31444,21.7,826082.96,Metro Rail,288,18.572198790995078,0,Foggy
2026-01-19,Monday,Green Line,31412,19.0,591019.59,Metro Rail,297,18.706025354204773,0,Foggy
2026-01-25,Sunday,Violet Line,18297,52.7,431122.97,Metro Rail,305,18.945478076352476,1,Clear
2026-01-15,Thursday,Blue Line,67932,34.0,2104644.32,Metro Rail,299,18.66155879732725,0,Cloudy
2026-02-04,Wednesday,Blue Line,67567,16.7,1824395.0,Metro Rail,306,18.62347769684058,0,Rainy
2026-02-20,Friday,Blue Line,67305,36.4,2049217.04,Metro Rail,221,17.92471040384203,0,Foggy
2026-02-11,Wednesday,Yellow Line,81491,48.6,1654023.37,Metro Rail,184,18.966887831050006,0,Smoggy
2026-01-10,Saturday,Green Line,17569,19.8,495666.22,Metro Rail,245,18.42248808836847,0,Clear
2026-01-06,Tuesday,Blue Line,67573,40.9,2082862.61,Metro Rail,289,18.36201136758925,0,Cloudy
2026-01-18,Sunday,Yellow Line,27244,42.4,676844.62,Metro Rail,211,17.957309891557617,1,Clear
2026-02-26,Thursday,Blue Line,22354,26.4,667954.97,Metro Rail,192,18.38756223120211,1,Foggy
2026-02-23,Monday,Violet Line,54130,44.1,1574805.21,Metro Rail,276,17.80972297955459,0,Smoggy
2026-01-26,Monday,Violet Line,17858,42.7,516255.42,Metro Rail,230,18.249672958880154,1,Cloudy
2026-01-13,Tuesday,Yellow Line,80850,53.9,1897370.16,Metro Rail,327,17.51429841829937,0,Clear
2026-01-17,Saturday,Blue Line,37788,28.9,947592.39,Metro Rail,226,18.6872695828967,0,Rainy
2026-02-20,Friday,Violet Line,54049,18.4,1076703.48,Metro Rail,183,18.31972960681058,0,Smoggy
2026-01-07,Wednesday,Violet Line,53929,21.5,1331809.86,Metro Rail,376,18.995363477807654,0,Cloudy
2026-02-14,Saturday,Green Line,17619,49.5,484345.27,Metro Rail,378,17.6055423506386,0,Foggy
2026-01-17,Saturday,Violet Line,29822,22.2,692987.28,Metro Rail,235,18.841352685240253,0,Rainy
2026-01-04,Sunday,Yellow Line,27066,28.5,567228.72,Metro Rail,270,18.076339158281055,1,Cloudy
2026-02-07,Saturday,Yellow Line,45207,19.6,1388525.12,Metro Rail,374,18.019697742506253,0,Clear
2026-02-04,Wednesday,Green Line,31475,34.9,637032.56,Metro Rail,177,18.10815054001344,0,Foggy
2026-01-06,Tuesday,Violet Line,54046,16.8,1671324.72,Metro Rail,333,18.57632794811532,0,Foggy
2026-01-02,Friday,Violet Line,54261,32.5,1727089.66,Metro Rail,165,17.573251194370684,0,Clear
2026-01-01,Thursday,Yellow Line,81792,17.2,2553834.62,Metro Rail,380,17.9029213249455,0,Clear
2026-01-08,Thursday,Green Line,31485,16.7,757438.36,Metro Rail,357,18.68275411772439,0,Cloudy
2026-02-04,Wednesday,Violet Line,53835,53.3,1091090.33,Metro Rail,268,18.447681314851852,0,Clear
2026-02-22,Sunday,Red Line,14861,41.1,433884.24,Metro Rail,295,17.71278041458574,1,Clear
2026-01-23,Friday,Green Line,31460,51.2,770909.3,Metro Rail,310,18.28346583431751,0,Smoggy
2026-01-31,Saturday,Green Line,17606,49.2,549028.38,Metro Rail,216,18.849091583975007,0,Foggy
2026-01-03,Saturday,Violet Line,30091,21.6,774774.84,Metro Rail,233,18.275513954413725,0,Foggy
2026-02-06,Friday,Blue Line,67531,21.9,1468701.4,Metro Rail,181,18.207225073061544,0,Clear
2026-02-03,Tuesday,Yellow Line,80809,28.1,1877436.47,Metro Rail,241,18.91007770012434,0,Clear
2026-02-07,Saturday,Red Line,24901,29.7,790222.54,Metro Rail,291,17.601485088437105,0,Foggy
2026-01-04,Sunday,Violet Line,18012,20.9,371282.3,Metro Rail,224,18.99220137812737,1,Smoggy
2026-01-01,Thursday,Violet Line,54130,24.0,1113886.0,Metro Rail,349,17.978736981171803,0,Foggy
2026-01-22,Thursday,Violet Line,53870,46.6,1415105.81,Metro Rail,310,18.610185524802304,0,Clear
2026-02-05,Thursday,Blue Line,67839,53.9,1625728.71,Metro Rail,301,17.73830226064224,0,Clear
2026-01-30,Friday,Blue Line,67743,36.1,1457068.51,Metro Rail,314,18.302953901968564,0,Clear
2026-01-14,Wednesday,Blue Line,67491,49.4,1976015.81,Metro Rail,304,18.599393374056614,0,Rainy
2026-01-07,Wednesday,Green Line,31525,52.5,910900.9,Metro Rail,167,18.587437037806023,0,Foggy
2026-01-26,Monday,Yellow Line,27154,46.7,865869.65,Metro Rail,332,18.265421985091283,1,Clear
2026-01-11,Sunday,Red Line,14882,21.3,344029.75,Metro Rail,278,17.759712086591524,1,Clear
2026-02-22,Sunday,Blue Line,22591,28.0,683082.55,Metro Rail,335,17.971425166212864,1,Clear
2026-02-07,Saturday,Green Line,17421,44.5,472595.47,Metro Rail,303,17.988007469667973,0,Foggy
2026-02-04,Wednesday,Violet Line,54216,48.3,1233439.32,Metro Rail,199,17.562804561829655,0,Foggy
2026-01-19,Monday,Green Line,31791,41.0,757952.54,Metro Rail,365,18.388911445689697,0,Clear
2026-02-03,Tuesday,Green Line,31460,34.3,784665.19,Metro Rail,253,17.544551872869075,0,Clear
2026-02-10,Tuesday,Violet Line,53648,47.8,1587664.75,Metro Rail,249,18.820256889351406,0,Smoggy
2026-01-07,Wednesday,Yellow Line,79979,41.0,1564241.02,Metro Rail,214,18.400725038254325,0,Clear
2026-02-21,Saturday,Red Line,24861,27.1,542552.47,Metro Rail,338,17.574058409273462,0,Foggy
2026-02-22,Sunday,Green Line,10420,21.6,309896.86,Metro Rail,177,17.56058181930766,1,Clear
2026-01-27,Tuesday,Blue Line,68173,33.7,2114157.4,Metro Rail,342,18.652356188390847,0,Clear
2026-02-06,Friday,Red Line,44692,20.6,853429.2,Metro Rail,223,18.161510305923247,0,Cloudy
2026-02-20,Friday,Blue Line,67855,48.3,1359927.17,Metro Rail,217,17.776566610727944,0,Clear
2026-02-06,Friday,Blue Line,67383,30.3,2151400.28,Metro Rail,199,18.43917418217536,0,Cloudy
2026-02-19,Thursday,Red Line,45001,54.2,927426.47,Metro Rail,212,18.26332039604196,0,Foggy
2026-02-26,Thursday,Yellow Line,26992,26.8,636580.79,Metro Rail,210,18.21658185330284,1,Foggy
2026-01-12,Monday,Green Line,31600,20.5,880050.04,Metro Rail,337,18.767163158529097,0,Foggy
2026-02-03,Tuesday,Violet Line,53794,25.2,1552844.27,Metro Rail,250,18.086185699219165,0,Clear
2026-02-02,Monday,Red Line,44976,51.2,1368554.14,Metro Rail,361,18.116865943871147,0,Foggy
2026-02-21,Saturday,Violet Line,29878,31.7,708838.1,Metro Rail,232,18.681844564972604,0,Foggy
2026-02-05,Thursday,Violet Line,54108,50.1,1687073.7,Metro Rail,359,18.40863088224095,0,Clear
2026-01-06,Tuesday,Red Line,44808,53.8,1401764.1,Metro Rail,232,17.55686709339361,0,Foggy
2026-02-05,Thursday,Blue Line,67930,33.1,1737738.8,Metro Rail,345,18.162217309918308,0,Foggy
2026-01-13,Tuesday,Blue Line,66936,21.8,1697561.86,Metro Rail,177,18.930735545371068,0,Rainy
2026-01-02,Friday,Violet Line,53433,37.9,997912.91,Metro Rail,318,17.826326923291326,0,Clear
2026-01-20,Tuesday,Yellow Line,81226,17.1,1491107.94,Metro Rail,317,18.155241086247067,0,Cloudy
2026-02-06,Friday,Blue Line,67398,32.6,1292194.44,Metro Rail,291,18.540329552289524,0,Foggy
2026-01-02,Friday,Green Line,31732,46.2,597591.48,Metro Rail,224,18.658152948338707,0,Foggy
2026-01-22,Thursday,Red Line,45156,17.4,1161143.85,Metro Rail,218,18.368660015510358,0,Clear
2026-01-29,Thursday,Green Line,31457,21.1,738401.74,Metro Rail,349,17.79434286313648,0,Clear
2026-02-14,Saturday,Yellow Line,44724,39.7,1303844.44,Metro Rail,278,17.521246475632125,0,Rainy
2026-01-02,Friday,Red Line,45232,31.6,1324919.45,Metro Rail,263,18.453067991347755,0,Cloudy
2026-01-01,Thursday,Red Line,45034,46.2,1377410.89,Metro Rail,245,18.179492529891643,0,Clear
2026-01-02,Friday,Blue Line,67902,33.8,2008988.56,Metro Rail,362,17.832736060094568,0,Clear
